,POLR2C (5432)
ACH-000004,-1.47052887786
ACH-000007,-1.5920279996899998
ACH-000009,-1.2187971833600002
ACH-000011,-1.56144981771
ACH-000012,-1.24232129774
ACH-000013,-1.5320560438
ACH-000014,-1.6264406517200003
ACH-000015,-1.44212516184
ACH-000017,-1.49274473901
ACH-000018,-1.18704785384
ACH-000019,-1.5769034018
ACH-000021,-1.29321625864
ACH-000022,-1.58985919704
ACH-000025,-1.4356176907799998
ACH-000028,-1.5946573915399997
ACH-000030,-1.37725088671
ACH-000035,-1.31973053135
ACH-000036,-1.24520492935
ACH-000037,-1.27713064391
ACH-000039,-1.5412708323
ACH-000040,-1.18082286031
ACH-000041,-1.5711458697
ACH-000042,-1.34519394583
ACH-000045,-1.72326428902
ACH-000047,-1.43000788518
ACH-000052,-1.3457065471
ACH-000053,-1.5115495157499999
ACH-000054,-1.47906904735
ACH-000055,-1.6379380669299999
ACH-000060,-1.29552769736
ACH-000067,-1.50897894978
ACH-000070,-1.8110368010599998
ACH-000075,-1.36601766324
ACH-000078,-1.45343859894
ACH-000082,-1.4011043752399999
ACH-000085,-1.22769944517
ACH-000086,-1.31867526619
ACH-000087,-1.9333085518900002
ACH-000092,-1.36630316971
ACH-000095,-1.6494357978100003
ACH-000097,-1.4836101584399999
ACH-000098,-1.3727922739200002
ACH-000099,-1.5253811317100001
ACH-000108,-1.38256834763
ACH-000113,-1.62445269474
ACH-000115,-2.19662949099
ACH-000116,-1.2192437743
ACH-000118,-1.4071284388799998
ACH-000120,-1.33169525219
ACH-000123,-1.4196240713400001
ACH-000127,-1.3594370885299998
ACH-000128,-1.64296313887
ACH-000132,-1.4207187847100002
ACH-000133,-1.37824035165
ACH-000137,-1.54562567859
ACH-000138,-1.51368287601
ACH-000142,-1.2461561024799999
ACH-000143,-1.6617132785
ACH-000146,-1.89692416574
ACH-000148,-1.65619460732
ACH-000150,-1.2858186792
ACH-000152,-1.1640984104899998
ACH-000153,-1.27895948833
ACH-000159,-1.5174295779700002
ACH-000160,-0.86870777995
ACH-000163,-1.4368728367599999
ACH-000167,-1.59986245977
ACH-000168,-1.5301258962
ACH-000169,-1.4068515039200002
ACH-000178,-1.42863497874
ACH-000182,-1.4733766942
ACH-000183,-1.26622866517
ACH-000188,-1.18312133845
ACH-000189,-0.899304962596
ACH-000190,-0.804763810748
ACH-000198,-1.6524562077
ACH-000204,-1.50220849602
ACH-000206,-1.5806708277700001
ACH-000207,-1.79007335271
ACH-000211,-1.53645570215
ACH-000215,-1.41226342526
ACH-000221,-1.5235463716
ACH-000222,-1.39740889143
ACH-000223,-1.29946621559
ACH-000226,-1.4469760180899998
ACH-000227,-1.56643398631
ACH-000228,-1.37766461917
ACH-000231,-1.20495555735
ACH-000232,-1.5820668497600001
ACH-000233,-1.4901331078100002
ACH-000234,-1.36595670995
ACH-000235,-1.4329371806
ACH-000237,-1.4527132437
ACH-000238,-1.6090433336399999
ACH-000243,-1.36461243539
ACH-000244,-1.08047433083
ACH-000246,-1.3295891881
ACH-000248,-1.28017577229
ACH-000250,-1.38280007257
ACH-000251,-1.6112736526299998
ACH-000253,-1.6234184781299998
ACH-000255,-1.1833289368200002
ACH-000256,-1.50711111598
ACH-000257,-1.48935934074
ACH-000258,-1.6105809078400002
ACH-000259,-1.71128455076
ACH-000260,-1.56526512949
ACH-000261,-1.3398291283700001
ACH-000262,-1.306464888
ACH-000263,-1.9611655471
ACH-000264,-1.3971815000999999
ACH-000265,-1.22596270866
ACH-000266,-1.6038274023299999
ACH-000272,-1.2947882937100001
ACH-000273,-1.40001511769
ACH-000274,-1.4084557334
ACH-000277,-1.66758674282
ACH-000278,-1.65849336636
ACH-000279,-1.4074556796000002
ACH-000280,-1.3795610444400002
ACH-000281,-1.44001693264
ACH-000288,-1.27643165296
ACH-000291,-1.55704886547
ACH-000293,-1.67816073283
ACH-000294,-1.67339217956
ACH-000295,-1.1889666961
ACH-000296,-1.59161971984
ACH-000302,-1.56587938021
ACH-000304,-1.8263061340900002
ACH-000307,-1.4068064636200002
ACH-000308,-1.35834245323
ACH-000310,-1.40899015402
ACH-000311,-1.4608989809600001
ACH-000312,-1.3929563498
ACH-000315,-1.56868249257
ACH-000316,-1.56197703418
ACH-000317,-1.41102622188
ACH-000318,-1.62518809375
ACH-000319,-1.43670241958
ACH-000320,-1.26513449212
ACH-000322,-1.5583191193900001
ACH-000323,-1.3739521739899998
ACH-000324,-1.31687197042
ACH-000329,-1.56057739641
ACH-000330,-1.8969928146400001
ACH-000331,-1.48790673529
ACH-000332,-1.53556921975
ACH-000334,-2.0240384954099997
ACH-000335,-1.15344428283
ACH-000336,-1.34709698929
ACH-000337,-1.54825204132
ACH-000339,-1.3450200495299998
ACH-000341,-1.8558291418700001
ACH-000348,-1.7143320927799999
ACH-000350,-1.62876069478
ACH-000352,-1.4813812990000002
ACH-000356,-1.0434619403899998
ACH-000361,-1.9144179061400002
ACH-000362,-1.65596823475
ACH-000363,-1.8806581519299999
ACH-000364,-1.3677512980000002
ACH-000365,-1.65463880878
ACH-000366,-1.42587276357
ACH-000368,-1.3740067074899998
ACH-000374,-1.58493577879
ACH-000375,-1.3220269796700002
ACH-000376,-1.38480371793
ACH-000381,-1.6559711951299998
ACH-000383,-1.58519324361
ACH-000387,-1.7091020615
ACH-000389,-1.5877789610799997
ACH-000390,-1.44435683004
ACH-000393,-1.33090174084
