,SNRPA1 (6627)
ACH-000004,-1.51420784127
ACH-000007,-1.63847272035
ACH-000009,-1.7762824680000002
ACH-000011,-1.7683802267700002
ACH-000012,-1.70076118496
ACH-000013,-1.90579625352
ACH-000014,-1.8699363661500001
ACH-000015,-1.61517056632
ACH-000017,-1.6940113031200001
ACH-000018,-1.3790692810299998
ACH-000019,-1.8197479995200003
ACH-000021,-1.5042414122999999
ACH-000022,-1.7966255135799998
ACH-000025,-1.60346257973
ACH-000028,-1.8014147779099998
ACH-000030,-1.74017989466
ACH-000035,-1.5806202000799998
ACH-000036,-1.5758681777099999
ACH-000037,-2.6169859879499997
ACH-000039,-1.6516749231299999
ACH-000040,-1.5743934131200001
ACH-000041,-1.60341999191
ACH-000042,-1.6171798687799999
ACH-000045,-1.9663124926900002
ACH-000047,-1.7793171438900002
ACH-000052,-1.4828951825499999
ACH-000053,-1.7499491412000001
ACH-000054,-1.8097077194599998
ACH-000055,-1.8290858541400001
ACH-000060,-1.91089158056
ACH-000067,-1.64357097336
ACH-000070,-1.74751513755
ACH-000075,-1.64573039102
ACH-000078,-1.7211913269099999
ACH-000082,-1.18912321298
ACH-000085,-1.89246421895
ACH-000086,-1.58453575099
ACH-000087,-1.6353050303
ACH-000092,-1.50805314393
ACH-000095,-1.80533176065
ACH-000097,-2.00564109253
ACH-000098,-1.6541617038999998
ACH-000099,-1.7761559038099999
ACH-000108,-1.52653311432
ACH-000113,-1.71433673042
ACH-000115,-2.4295139968
ACH-000116,-1.94399250532
ACH-000118,-1.75785266228
ACH-000120,-1.39872979239
ACH-000123,-1.8229299984099998
ACH-000127,-1.7251736118599998
ACH-000128,-1.6596114204899999
ACH-000132,-1.7626443507
ACH-000133,-1.83335685435
ACH-000137,-1.9116594805000002
ACH-000138,-1.39062070884
ACH-000142,-1.6988995201800001
ACH-000143,-1.8257893116400001
ACH-000146,-2.04801998741
ACH-000148,-1.80690794749
ACH-000150,-1.48968620637
ACH-000152,-1.63045945931
ACH-000153,-1.85177124233
ACH-000159,-1.7617795815200001
ACH-000160,-1.7475590716999998
ACH-000163,-1.8438151191599998
ACH-000167,-2.14468940646
ACH-000168,-1.9905666233900001
ACH-000169,-1.8570561531999998
ACH-000178,-1.7578142698199999
ACH-000182,-1.76004052431
ACH-000183,-1.84560004715
ACH-000188,-1.4761552483700002
ACH-000189,-1.7589617273599998
ACH-000190,-1.79962506876
ACH-000198,-2.02221130768
ACH-000204,-1.63398068396
ACH-000206,-1.7584905107
ACH-000207,-2.18154364306
ACH-000211,-1.70724965729
ACH-000215,-1.7575175910699998
ACH-000221,-1.9474640742099998
ACH-000222,-1.64887251549
ACH-000223,-1.87671788226
ACH-000226,-1.5666523442200002
ACH-000227,-1.9285732481599998
ACH-000228,-1.7088940768399998
ACH-000231,-1.77474405482
ACH-000232,-1.87057547067
ACH-000233,-2.08235965023
ACH-000234,-2.05465783589
ACH-000235,-1.7991774213099998
ACH-000237,-1.8224992115799998
ACH-000238,-1.97975494931
ACH-000243,-1.6491377008399999
ACH-000244,-1.4403313592200002
ACH-000246,-1.67189985016
ACH-000248,-1.72236404902
ACH-000250,-1.6473959014500001
ACH-000251,-1.9988119989099997
ACH-000253,-1.6563149574399998
ACH-000255,-1.5485569527
ACH-000256,-2.0280535142800002
ACH-000257,-1.37822406009
ACH-000258,-1.6240587821399999
ACH-000259,-1.6685440168
ACH-000260,-1.63286985894
ACH-000261,-1.7368937646
ACH-000262,-1.39215470065
ACH-000263,-1.8578700923099998
ACH-000264,-1.51609519391
ACH-000265,-1.68287798928
ACH-000266,-1.6722390139899999
ACH-000272,-1.8145215426099999
ACH-000273,-1.80628918199
ACH-000274,-1.72483126252
ACH-000277,-1.9584908626400004
ACH-000278,-1.85592204407
ACH-000279,-1.7146645159099998
ACH-000280,-1.4612491276
ACH-000281,-1.28623251677
ACH-000288,-1.9155805739400003
ACH-000291,-1.80682809512
ACH-000293,-2.19855189743
ACH-000294,-1.6205906737600002
ACH-000295,-1.62122991933
ACH-000296,-1.73706047913
ACH-000302,-1.8354937517400003
ACH-000304,-2.41131177056
ACH-000307,-1.3811758411500001
ACH-000308,-1.8366068057
ACH-000310,-1.7282727757799998
ACH-000311,-1.84059715262
ACH-000312,-1.44414293063
ACH-000315,-1.6012596542
ACH-000316,-1.5324025881099999
ACH-000317,-1.38625011509
ACH-000318,-1.59238258935
ACH-000319,-1.5909200491799997
ACH-000320,-1.5465919428100001
ACH-000322,-1.7864848516299998
ACH-000323,-1.66548821683
ACH-000324,-1.7390254193
ACH-000329,-2.09570828372
ACH-000330,-1.56319428436
ACH-000331,-1.58518026464
ACH-000332,-1.4879228953799999
ACH-000334,-2.05707058898
ACH-000335,-1.8079081144099998
ACH-000336,-1.9238281511099997
ACH-000337,-1.88230537383
ACH-000339,-1.5753871370299999
ACH-000341,-1.66125885364
ACH-000348,-1.8428379715
ACH-000350,-1.766756116
ACH-000352,-1.65705250668
ACH-000356,-1.70617034174
ACH-000361,-1.6923110888400001
ACH-000362,-1.7450799349900001
ACH-000363,-1.8710109324700002
ACH-000364,-1.54234339044
ACH-000365,-1.72425348648
ACH-000366,-1.79403854238
ACH-000368,-1.28277011937
ACH-000374,-1.72071544684
ACH-000375,-1.98323766135
ACH-000376,-1.7228548483500001
ACH-000381,-1.7874383429499998
ACH-000383,-1.7130327496200002
ACH-000387,-1.8681597648599997
ACH-000389,-1.95370371968
ACH-000390,-1.5430721721
ACH-000393,-1.7830561057700003
ACH-000395,-1.7200604206599999
ACH-000397,-1.6359286838799998
ACH-000401,-1.4502999482299999
ACH-000402,-1.55722654222
ACH-000403,-2.12708679787
ACH-000404,-1.6243761282299998
ACH-000406,-1.7383056229900002
ACH-000407,-1.5651429635699998
ACH-000408,-1.4958879704899999
ACH-000410,-1.5604787914700002
ACH-000411,-1.6161924639899998
ACH-000414,-1.73687270949
ACH-000415,-1.6692511388299998
ACH-000416,-1.53992024404
ACH-000420,-1.71230761002
ACH-000421,-1.6249147781
ACH-000424,-1.63180859951
ACH-000425,-1.4105354459700001
ACH-000426,-1.93192255301
ACH-000427,-1.6297867907700003
ACH-000433,-1.67557418308
ACH-000436,-1.99185832705
ACH-000444,-1.3297669699899999
ACH-000445,-1.4276118528100001
ACH-000448,-1.8109885488900004
ACH-000450,-2.32658079745
ACH-000452,-1.56102620905
ACH-000454,-1.51657532936
ACH-000458,-1.8581628477599998
ACH-000459,-2.5872163366900005
ACH-000460,-1.68562383823
ACH-000461,-1.69347696834
ACH-000463,-1.62779267609
ACH-000464,-1.7312245115400002
ACH-000466,-1.57454138028
ACH-000467,-1.4545481392700002
ACH-000468,-1.7536421858200002
