,SNRPA1 (6627)
ACH-000469,-2.0008100842200003
ACH-000470,-2.13077090773
ACH-000471,-1.81633738845
ACH-000472,-1.64861213674
ACH-000473,-1.4100859209099998
ACH-000475,-1.8559072851700003
ACH-000476,-1.87605512491
ACH-000477,-2.2519621863099997
ACH-000480,-1.67581794489
ACH-000481,-2.05674995183
ACH-000483,-2.42998803527
ACH-000484,-1.9112710183099997
ACH-000485,-1.9625965248900001
ACH-000486,-1.60094683624
ACH-000487,-1.8112322407199999
ACH-000488,-1.84193675597
ACH-000490,-1.56649691669
ACH-000491,-1.7867067095299998
ACH-000495,-1.55513684514
ACH-000496,-1.70519984761
ACH-000499,-1.2549118216500001
ACH-000500,-1.89363075747
ACH-000502,-1.6059634708000001
ACH-000503,-2.1796282162700003
ACH-000505,-1.86880878287
ACH-000507,-1.9237625027400003
ACH-000510,-1.61913638989
ACH-000511,-1.54986363002
ACH-000512,-1.65581105787
ACH-000516,-1.8047747477900002
ACH-000517,-1.97986329974
ACH-000518,-1.4837533267200003
ACH-000520,-1.8636239002000001
ACH-000521,-1.42794016639
ACH-000522,-1.82568821443
ACH-000524,-2.1438771821000002
ACH-000527,-1.67044773322
ACH-000528,-1.6591084085799999
ACH-000537,-1.7711923902900002
ACH-000541,-2.0548425058099995
ACH-000542,-1.64418307533
ACH-000544,-1.7069701494
ACH-000545,-1.47616144899
ACH-000547,-1.692186531
ACH-000548,-1.4231308263799998
ACH-000549,-1.47298805467
ACH-000550,-1.70431999711
ACH-000552,-1.86336021468
ACH-000556,-1.7853575998400002
ACH-000557,-1.88472271398
ACH-000570,-1.5445006195299997
ACH-000571,-2.26368227929
ACH-000573,-1.8088335898099999
ACH-000576,-1.5645445525400001
ACH-000580,-1.57079799227
ACH-000584,-1.7830491258
ACH-000585,-1.58936931176
ACH-000588,-1.66832052246
ACH-000589,-1.65799870375
ACH-000591,-1.56438677637
ACH-000593,-1.8288118295299998
ACH-000600,-1.90975683354
ACH-000601,-1.7601947312400001
ACH-000604,-1.6557915319799998
ACH-000605,-1.55648845135
ACH-000606,-1.54730273498
ACH-000608,-2.4709780802
ACH-000614,-1.59462294388
ACH-000616,-1.6048194576700001
ACH-000618,-1.40545321476
ACH-000619,-1.67435462306
ACH-000620,-1.8265071942500002
ACH-000621,-1.8216025307700001
ACH-000622,-1.9700880782900003
ACH-000623,-1.7406024849000001
ACH-000624,-1.8476546827000002
ACH-000627,-1.60632917831
ACH-000630,-1.61445402377
ACH-000632,-1.65595900396
ACH-000633,-2.01785436333
ACH-000637,-1.68020485778
ACH-000638,-1.5851009010400001
ACH-000646,-1.9089137878
ACH-000647,-1.79324445679
ACH-000648,-1.99967501778
ACH-000649,-1.6926259666499999
ACH-000651,-1.70031339066
ACH-000652,-1.60299076588
ACH-000653,-2.1205929579599996
ACH-000657,-1.873545285
ACH-000658,-1.6777415415299999
ACH-000661,-1.8925776616299999
ACH-000662,-2.12919793519
ACH-000663,-1.7302066046400002
ACH-000665,-1.60109304755
ACH-000671,-1.5574252906200001
ACH-000673,-1.81996754021
ACH-000676,-1.50551279991
ACH-000677,-1.54292217818
ACH-000681,-1.67001691397
ACH-000682,-1.5866074281
ACH-000683,-1.8184164720700002
ACH-000684,-1.46980054872
ACH-000688,-2.3351843354599997
ACH-000693,-1.80869555873
ACH-000694,-1.49271505928
ACH-000695,-1.4181199835499998
ACH-000696,-1.63758188854
ACH-000697,-1.6217537261000001
ACH-000699,-1.8420278372
ACH-000701,-1.51484798432
ACH-000706,-1.50584270484
ACH-000711,-1.7907967001499998
ACH-000713,-1.5442603518399998
ACH-000714,-1.81052315527
ACH-000718,-1.81503223417
ACH-000720,-1.76441576623
ACH-000721,-1.70013446734
ACH-000724,-2.20232534116
ACH-000725,-2.19483786613
ACH-000732,-1.45022469472
ACH-000734,-1.84166529433
ACH-000735,-1.63011314409
ACH-000736,-1.9920422300099998
ACH-000738,-1.6586221315799998
ACH-000746,-1.72749243067
ACH-000747,-1.5818797735699999
ACH-000748,-1.70542899699
ACH-000753,-1.64726351856
ACH-000756,-1.57647330278
ACH-000757,-1.60798070265
ACH-000758,-1.7185608503299998
ACH-000760,-1.64797932664
ACH-000763,-1.90845228238
ACH-000764,-1.46834971433
ACH-000765,-1.15739712877
ACH-000766,-1.68707740062
ACH-000767,-2.0350644983099997
ACH-000768,-1.6706017172999998
ACH-000769,-1.6037783391
ACH-000770,-1.7258487370500002
ACH-000771,-2.06338628176
ACH-000773,-1.73729406955
ACH-000776,-1.74565788507
ACH-000777,-1.67669618095
ACH-000778,-2.04136448642
ACH-000781,-1.7170143335699999
ACH-000782,-1.7763321559
ACH-000783,-1.87104605492
ACH-000784,-1.7909948116999999
ACH-000785,-1.61265058252
ACH-000787,-1.7568317045800002
ACH-000788,-1.73727068498
ACH-000791,-1.4644200151499998
ACH-000792,-1.8049295046
ACH-000794,-1.5982783430200003
ACH-000796,-1.6786999097100002
ACH-000799,-1.32810317422
ACH-000800,-2.2831186545200004
ACH-000802,-1.6423449730700002
ACH-000804,-1.9081413176099997
ACH-000805,-1.63863222245
ACH-000809,-1.8876174641900003
ACH-000810,-1.66466705259
ACH-000811,-1.90270843244
ACH-000817,-1.6811449312600002
ACH-000819,-1.7145151064
ACH-000820,-1.3435511691799997
ACH-000821,-2.11600046087
ACH-000822,-1.57493501559
ACH-000823,-1.8739608081
ACH-000824,-1.67899296664
ACH-000827,-1.53736575122
ACH-000829,-1.9181289837900002
ACH-000831,-1.5069597989599999
ACH-000832,-1.68547627815
ACH-000833,-2.4745265901599995
ACH-000834,-1.63773223288
ACH-000835,-1.5859357769799998
ACH-000836,-2.0104581110799997
ACH-000837,-1.4495082126299998
ACH-000838,-1.72970366982
ACH-000839,-1.4770394380399998
ACH-000840,-1.9224271202400003
ACH-000841,-1.49463925933
ACH-000843,-1.8049788319099997
ACH-000846,-1.55821813867
ACH-000847,-1.6373485183399998
ACH-000848,-1.8727479227500001
ACH-000849,-1.7826666679099998
ACH-000851,-1.6021076536200003
ACH-000855,-1.4261588020500002
ACH-000856,-1.74527110366
ACH-000858,-1.6438144132499999
ACH-000859,-1.75976934885
ACH-000861,-1.55760245973
ACH-000862,-1.7182993810499998
ACH-000865,-1.45549800264
ACH-000866,-1.6765058559200001
ACH-000867,-1.98641393991
ACH-000869,-1.6787789684099998
ACH-000872,-1.48539053415
ACH-000873,-1.7480736305700002
ACH-000876,-2.07130124154
ACH-000878,-1.55872049496
ACH-000880,-2.1440853716599997
ACH-000881,-1.61977608208
ACH-000882,-1.76476028145
ACH-000884,-1.44004412179
ACH-000885,-1.7114175029700003
ACH-000887,-1.60738455433
ACH-000888,-1.8865095135599999
ACH-000889,-1.82921248415
ACH-000890,-1.36916322857
ACH-000896,-2.05435887633
ACH-000898,-1.7671809706200001
ACH-000900,-1.7156903336899998
ACH-000901,-1.7564135226400004
ACH-000905,-1.5318797256999999
ACH-000906,-1.64947833645
ACH-000907,-1.5672078109399998
ACH-000910,-1.9941892668999999
ACH-000911,-1.7635865105700002
ACH-000912,-1.65784014924
ACH-000913,-1.7669524607
ACH-000915,-1.69404512389
ACH-000916,-1.53563091632
ACH-000917,-1.75883979286
ACH-000921,-1.4699908344600001
ACH-000924,-1.61500060212
ACH-000926,-1.59816865644
ACH-000928,-1.9053786806200002
ACH-000929,-1.83078503208
ACH-000932,-1.4877621166100001
ACH-000935,-1.5987511380200001
ACH-000936,-1.56501081622
ACH-000937,-2.17239265652
ACH-000938,-1.9240086664099998
ACH-000939,-1.96940248787
ACH-000941,-1.8836335043299999
ACH-000943,-2.00908464793
ACH-000946,-1.8258846457299998
ACH-000947,-1.9533614295400004
ACH-000948,-1.8691348117700002
ACH-000950,-1.34005524199
ACH-000953,-2.13127569865
ACH-000957,-1.6686516985799997
ACH-000958,-1.64664879671
ACH-000960,-1.91855413072
ACH-000963,-1.5190051206900002
ACH-000968,-1.6726245014399999
ACH-000969,-1.6673884631799998
ACH-000973,-1.8674959714800001
ACH-000974,-1.8404370867900002
ACH-000975,-1.82370303866
ACH-000976,-1.77476820778
ACH-000978,-3.0380602987299996
ACH-000980,-1.7474527121599999
ACH-000984,-1.31483913281
ACH-000986,-1.49992443894
ACH-000988,-2.27142650915
ACH-000993,-1.8653627964400001
ACH-000994,-2.34790874565
ACH-000996,-1.8429271548800001
ACH-001001,-1.68725812874
ACH-001020,-2.0444729932700003
ACH-001028,-1.8295281025299999
ACH-001031,-1.95230587659
ACH-001038,-2.0192824621
ACH-001048,-1.90648420198
ACH-001050,-1.4800290613999998
ACH-001053,-1.61031309755
ACH-001054,-1.3778826649200002
ACH-001061,-1.58087888429
ACH-001067,-1.9015599404199999
ACH-001075,-1.56867275839
ACH-001096,-1.8865794261700002
ACH-001128,-2.10856453286
ACH-001134,-1.8578879017200003
ACH-001151,-1.7611805276199999
ACH-001163,-1.9145159242299998
ACH-001164,-1.84063375966
ACH-001173,-1.78591453969
ACH-001183,-1.5702601772999998
ACH-001184,-1.98856437142
ACH-001190,-1.59788018782
ACH-001192,-1.5802229255899998
ACH-001193,-1.48874540757
ACH-001196,-1.66952748425
ACH-001197,-1.8207629829599998
ACH-001205,-1.8274652432
ACH-001211,-1.9276978876700002
ACH-001212,-2.12775268627
ACH-001228,-2.19907640074
ACH-001232,-1.7870066417900001
ACH-001239,-1.68891157783
ACH-001274,-1.86326009807
ACH-001275,-1.67998952901
ACH-001277,-1.83044576873
ACH-001278,-1.60806514651
ACH-001280,-2.17268480207
ACH-001283,-1.68648029046
ACH-001289,-1.95215687475
ACH-001295,-1.9946227717299998
ACH-001300,-1.89847366801
ACH-001301,-1.5343344635799998
ACH-001302,-1.3332360301100001
ACH-001303,-1.6325275869999998
ACH-001306,-1.5553219473500002
ACH-001318,-1.7681364130500001
ACH-001322,-1.4806040741
ACH-001328,-1.6430798213799997
ACH-001332,-1.58787773314
ACH-001333,-1.6089435807799999
ACH-001336,-1.47113263055
ACH-001340,-1.7792222504
ACH-001346,-1.59201698508
ACH-001353,-1.78322162
ACH-001354,-1.59150030943
ACH-001367,-1.5150597293099999
ACH-001368,-1.6177111927799999
ACH-001374,-1.24049364269
ACH-001375,-1.70983546743
ACH-001377,-1.94864867465
ACH-001380,-1.7033431297600001
ACH-001391,-1.67039576116
ACH-001407,-2.0507138077300002
ACH-001408,-2.06142528557
ACH-001413,-1.65397755183
ACH-001430,-1.3810890086899998
ACH-001431,-1.6218273043399998
ACH-001450,-1.7265712452900002
ACH-001496,-2.03658925039
ACH-001500,-1.7877116987200001
ACH-001521,-1.5930383315799999
ACH-001523,-1.66963023977
ACH-001532,-1.7420020958400002
ACH-001536,-1.82938875224
ACH-001550,-1.8035706505200002
ACH-001552,-1.7758349914099998
ACH-001554,-1.9502771218400001
ACH-001645,-1.7182853265400002
ACH-001654,-1.87483613495
ACH-001715,-1.3386003824700001
ACH-001735,-1.7148240176700003
ACH-001736,-2.02465481249
ACH-001737,-1.6826013583500001
ACH-001740,-1.51788084197
ACH-001745,-1.8345184641099999
ACH-001750,-1.8051035744400001
ACH-001765,-1.79819881792
ACH-001956,-2.12830085882
ACH-001957,-1.9838855032499998
