,MYD88 (4615)
ACH-000004,-0.258647956393
ACH-000007,-0.018449855922000002
ACH-000009,-0.0881965102462
ACH-000011,-0.350744921848
ACH-000012,-0.129312638401
ACH-000013,-0.15561811537
ACH-000014,-0.693044535591
ACH-000015,-0.133574770509
ACH-000017,-0.23490869975099998
ACH-000018,-0.026692463560700003
ACH-000019,0.08690410412739999
ACH-000021,0.031058265207799998
ACH-000022,0.047066716528699995
ACH-000025,-0.575104629597
ACH-000028,0.156055132216
ACH-000030,-0.182777008117
ACH-000035,0.123107614774
ACH-000036,0.0425811597344
ACH-000037,-0.06370018117359999
ACH-000039,0.104956156924
ACH-000040,-0.139828728606
ACH-000041,-0.162604457924
ACH-000042,-0.0864109245265
ACH-000045,0.032908568751400004
ACH-000047,-0.09673040473069999
ACH-000052,-0.158293248289
ACH-000053,-0.0606100178222
ACH-000054,-0.286302715845
ACH-000055,0.0494138787583
ACH-000060,-0.102057526194
ACH-000067,-0.605352471378
ACH-000070,-0.331927458807
ACH-000075,-0.196645313181
ACH-000078,-0.11985877754100001
ACH-000082,0.012318305583799998
ACH-000085,-0.075932746171
ACH-000086,-0.138982687923
ACH-000087,-0.248162477937
ACH-000092,-0.374638570928
ACH-000095,-0.18082536632500001
ACH-000097,-0.0295368594532
ACH-000098,-0.38862927265600006
ACH-000099,-0.08712520316439999
ACH-000108,-0.00978496406159
ACH-000113,-0.09683837524430002
ACH-000115,0.00342225036165
ACH-000116,-0.127210261495
ACH-000118,-0.154611963041
ACH-000120,-0.020218541914400003
ACH-000123,0.04894196536709999
ACH-000127,0.0154984771174
ACH-000128,0.205242040729
ACH-000132,-0.05570766560859999
ACH-000133,0.0251812275636
ACH-000137,-0.369330686237
ACH-000138,-0.0420618116581
ACH-000142,-0.012226423833299999
ACH-000143,-0.21143307293299998
ACH-000146,-0.0825743730095
ACH-000148,-0.147489711285
ACH-000150,0.0029643830378700002
ACH-000152,0.0245381850184
ACH-000153,-0.231787739711
ACH-000159,-0.18678094101300002
ACH-000160,-0.0389138630326
ACH-000163,-0.143323527887
ACH-000167,0.254994103451
ACH-000168,0.139442885679
ACH-000169,-0.0169568787237
ACH-000178,-0.0665001172075
ACH-000182,0.043061655695099996
ACH-000183,-0.15411729752
ACH-000188,-0.150604307022
ACH-000189,-0.07718505870310001
ACH-000190,-0.020877885560700003
ACH-000198,0.00969389159315
ACH-000204,-0.275243253886
ACH-000206,-0.7756982245630001
ACH-000207,-0.30080760020799996
ACH-000211,-0.281589843407
ACH-000215,0.0487878659442
ACH-000221,-0.0806769328743
ACH-000222,-0.27893790300099996
ACH-000223,-0.146632484719
ACH-000226,-0.199020817773
ACH-000227,-0.06974493272389999
ACH-000228,-0.303259400421
ACH-000231,-0.245538411934
ACH-000232,-0.16429003594
ACH-000233,0.135137882205
ACH-000234,-0.146159682583
ACH-000235,-0.154101644317
ACH-000237,-0.293783515313
ACH-000238,-0.018694146599700003
ACH-000243,-0.0689864077213
ACH-000244,-0.301835402886
ACH-000246,0.0180978419324
ACH-000248,0.019884570171400003
ACH-000250,-0.0657889939491
ACH-000251,-0.510144098583
ACH-000253,-0.0817595114119
ACH-000255,-0.424338378511
ACH-000256,-0.175478099734
ACH-000257,0.03465322317030001
ACH-000258,-0.16001672578099999
ACH-000259,-0.117425900513
ACH-000260,0.0995227898728
ACH-000261,-0.112066537268
ACH-000262,-0.07041919650119999
ACH-000263,-0.353303363385
ACH-000264,-0.059579549835199995
ACH-000265,-0.21434113156399998
ACH-000266,-0.12820671046499998
ACH-000272,-0.0414686400585
ACH-000273,-0.0229362240495
ACH-000274,-0.181186511903
ACH-000277,-0.0702279679177
ACH-000278,-0.17168755673799999
ACH-000279,-0.0815531191205
ACH-000280,0.0382369924695
ACH-000281,-0.17457226392
ACH-000288,-0.0512393275291
ACH-000291,-0.13818220248500002
ACH-000293,-0.230783656181
ACH-000294,-0.0221227723536
ACH-000295,-0.150676528934
ACH-000296,0.0828537624132
ACH-000302,-0.0948893135791
ACH-000304,0.200803933507
ACH-000307,0.16966300782000002
ACH-000308,-0.332005813173
ACH-000310,-0.087769307443
ACH-000311,-0.10416071388499999
ACH-000312,-0.118049985375
ACH-000315,-0.306875773282
ACH-000316,0.00339944589016
ACH-000317,0.07888901470689999
ACH-000318,-0.0740939892732
ACH-000319,-0.271997137455
ACH-000320,-0.27151485743000003
ACH-000322,-0.248959874608
ACH-000323,0.013694022226700001
ACH-000324,-0.050592950903699994
ACH-000329,-0.153723737757
ACH-000330,-0.0718829567414
ACH-000331,-0.313820571094
ACH-000332,-0.332985504054
ACH-000334,-0.0177782689362
ACH-000335,-0.37905787617
ACH-000336,-0.14956454241800002
ACH-000337,-0.167947795121
ACH-000339,-0.193965909156
ACH-000341,-0.207380799793
ACH-000348,-0.15355220438699999
ACH-000350,0.16639297268300002
ACH-000352,-0.0240940033995
ACH-000356,0.0586325229815
ACH-000361,0.346512479873
ACH-000362,-0.193210044632
ACH-000363,-0.180455428472
ACH-000364,-0.118461718913
ACH-000365,-0.050879154403
ACH-000366,-0.0032811234137
ACH-000368,-0.221559682185
ACH-000374,-0.215793480721
ACH-000375,-0.15464926729
ACH-000376,-0.34604259962800005
ACH-000381,-0.378881470167
ACH-000383,-0.0658385136675
ACH-000387,-0.18156733282
ACH-000389,0.0243407948528
ACH-000390,-0.144648935155
ACH-000393,-0.18745078888900002
ACH-000395,-0.300696220412
ACH-000397,0.133778416039
ACH-000401,-0.09805911554630001
ACH-000402,-0.043240836869700004
ACH-000403,-0.15136697777799998
ACH-000404,-0.12082824417000002
ACH-000406,-0.0925894331236
ACH-000407,0.10626940736300002
ACH-000408,0.00248882249362
ACH-000410,-0.00918468335155
ACH-000411,-0.0104501863677
ACH-000414,-0.156158581041
ACH-000415,-0.059394495349199994
ACH-000416,-0.0800264540467
ACH-000420,0.060211802965400005
ACH-000421,-0.0297611894892
ACH-000424,-0.217393100083
ACH-000425,-0.0826985825679
ACH-000426,0.155533013123
ACH-000427,-0.0794617541345
ACH-000433,-0.31506051895
ACH-000436,-0.29544816078200004
ACH-000444,-0.0346617308013
ACH-000445,-0.268597611277
ACH-000448,-0.0625122030785
ACH-000450,0.0720359784772
ACH-000452,0.00790735005324
ACH-000454,-0.37650408861699997
ACH-000458,-0.50251828562
ACH-000459,0.089140676589
ACH-000460,-0.246831425275
ACH-000461,-0.22441150963000003
ACH-000463,0.0471773440531
ACH-000464,-0.26913350174600004
ACH-000466,-0.163677281031
ACH-000467,-0.271192767887
ACH-000468,0.14213114242
ACH-000469,-0.00495199284632
ACH-000470,-0.163421687735
ACH-000471,-0.041732825891
ACH-000472,0.126687463549
ACH-000473,0.110751309782
ACH-000475,-0.0561962515365
ACH-000476,0.057186759694699996
ACH-000477,-0.0103283450105
ACH-000480,-0.022222315932900003
ACH-000481,-0.135121450319
ACH-000483,0.0717427038175
ACH-000484,-0.231010034824
ACH-000485,0.036989424216
ACH-000486,-0.0714371225186
