,LIPC (3990)
ACH-000004,-0.0671738790441
ACH-000007,0.135361203617
ACH-000009,0.00626772468862
ACH-000011,0.144464769323
ACH-000012,0.0976116004846
ACH-000013,0.240673486622
ACH-000014,0.145435945278
ACH-000015,-0.00997339140135
ACH-000017,0.0056514796233300005
ACH-000018,0.144495343098
ACH-000019,-0.00672177252346
ACH-000021,0.20890490311
ACH-000022,0.10786353632000001
ACH-000025,0.0824195397607
ACH-000028,0.194738961445
ACH-000030,0.140023725356
ACH-000035,0.129204312579
ACH-000036,0.28361815062
ACH-000037,0.31228490927700003
ACH-000039,0.07037594870019999
ACH-000040,0.132603284598
ACH-000041,-0.0673810367863
ACH-000042,0.119446486361
ACH-000045,0.121495154403
ACH-000047,0.025937765561799997
ACH-000052,0.142727551875
ACH-000053,0.0715108042376
ACH-000054,0.146331474203
ACH-000055,0.10215276301699999
ACH-000060,0.227126989888
ACH-000067,-0.0134392879135
ACH-000070,0.11239093006100001
ACH-000075,0.04728584254919999
ACH-000078,0.0308765060557
ACH-000082,-0.01986723571
ACH-000085,0.36541537871299995
ACH-000086,0.18412966826299998
ACH-000087,-0.22013694213799997
ACH-000092,0.18531854212499999
ACH-000095,0.0701163900598
ACH-000097,0.079263387891
ACH-000098,0.13799942243799998
ACH-000099,0.0806100899228
ACH-000108,0.159538404228
ACH-000113,0.226516248695
ACH-000115,-0.142594507071
ACH-000116,0.12260611331599999
ACH-000118,0.049108479428400006
ACH-000120,0.21259532192699998
ACH-000123,0.0342697663469
ACH-000127,0.109073577986
ACH-000128,0.021585939705099998
ACH-000132,0.05458034416159999
ACH-000133,0.12254642748299999
ACH-000137,0.123040342083
ACH-000138,0.231762223343
ACH-000142,0.309771492569
ACH-000143,0.0612672698775
ACH-000146,-0.011599638906399999
ACH-000148,0.230235361516
ACH-000150,-0.049157726671000004
ACH-000152,0.191481889351
ACH-000153,0.0261635773731
ACH-000159,0.0464144027663
ACH-000160,-0.028470065326799996
ACH-000163,0.10577166897700001
ACH-000167,-0.238728780841
ACH-000168,-0.0057854530391400006
ACH-000169,0.209277148554
ACH-000178,0.0938699726959
ACH-000182,-0.038763442605
ACH-000183,0.051392774238200004
ACH-000188,0.09627774033160001
ACH-000189,0.20802718055599997
ACH-000190,0.0549790286912
ACH-000198,0.102184684966
ACH-000204,0.183817405125
ACH-000206,0.0395372133583
ACH-000207,0.136850440428
ACH-000211,0.19492904166299999
ACH-000215,0.321780602511
ACH-000221,0.25143244124499997
ACH-000222,0.22590599225000002
ACH-000223,0.0654434800442
ACH-000226,0.15846973419399998
ACH-000227,0.15697451513900001
ACH-000228,0.21595436885299998
ACH-000231,0.0653337077394
ACH-000232,0.13665597847000002
ACH-000233,0.175567503788
ACH-000234,0.0016622964724000001
ACH-000235,0.157967007795
ACH-000237,0.0539855328684
ACH-000238,0.08888917265039999
ACH-000243,0.130738863605
ACH-000244,-0.26017231459600004
ACH-000246,0.113282132229
ACH-000248,0.10021152021400001
ACH-000250,0.0695606042854
ACH-000251,0.186610584625
ACH-000253,0.10610360792700001
ACH-000255,0.155997029271
ACH-000256,0.42335345477499997
ACH-000257,0.0503017987539
ACH-000258,0.167620738657
ACH-000259,0.208120279672
ACH-000260,0.0792837813851
ACH-000261,0.09359219758269999
ACH-000262,0.195319261857
ACH-000263,-0.11272143547
ACH-000264,0.13450079729699999
ACH-000265,0.158725827081
ACH-000266,0.157732443113
ACH-000272,0.0862373979201
ACH-000273,0.34310056964
ACH-000274,0.10591645303899999
ACH-000277,0.387490502638
ACH-000278,0.151896979549
ACH-000279,0.11630484552300001
ACH-000280,0.143885584131
