,MZT2A (653784)
ACH-000262,-0.616103484168
ACH-000263,-0.41442412865
ACH-000264,-0.25024802949700004
ACH-000265,-0.18788491962200002
ACH-000266,-0.255769643175
ACH-000272,-0.34907917897699997
ACH-000273,-0.533625888387
ACH-000274,-0.366900667947
ACH-000277,-0.17476098748799998
ACH-000278,-0.17425452585999998
ACH-000279,-0.27659901087600003
ACH-000280,-0.182536895178
ACH-000281,-0.0176279149458
ACH-000288,-0.5389219559489999
ACH-000291,-0.36899118883500004
ACH-000293,-0.300222610597
ACH-000294,-0.33560805844999997
ACH-000295,-0.328002332831
ACH-000296,-0.290799805276
ACH-000302,-0.333613019489
ACH-000304,-0.311963759052
ACH-000307,-0.396481682511
ACH-000308,-0.48445527525399995
ACH-000310,-0.43893786967799997
ACH-000311,0.159627239992
ACH-000312,-0.09992749596629999
ACH-000315,-0.318860399745
ACH-000316,-0.380851529873
ACH-000317,-0.148505893331
ACH-000318,-0.36798110065
ACH-000319,-0.264703489237
ACH-000320,-0.377154263508
ACH-000322,-0.161261053508
ACH-000323,-0.314982721459
ACH-000324,-0.34053408151000003
ACH-000329,-0.442155386263
ACH-000330,-0.16879696396
ACH-000331,-0.454456710387
ACH-000332,-0.229223849294
ACH-000334,-0.367764218849
ACH-000335,-0.536657364688
ACH-000336,-0.502492168192
ACH-000337,-0.35590078697
ACH-000339,-0.28884751801999997
ACH-000341,-0.316130813592
ACH-000348,-0.41941910441200003
ACH-000350,-0.132942060527
ACH-000352,-0.11649481807600001
ACH-000356,0.0627216837777
ACH-000361,-0.238692318626
ACH-000362,-0.350163676865
ACH-000363,-0.276092126262
ACH-000364,-0.528995916699
ACH-000365,-0.195451640462
ACH-000366,-0.360299518197
ACH-000368,-0.126107377793
ACH-000374,-0.479392819068
ACH-000375,-0.21514963168600001
ACH-000376,-0.286005479076
ACH-000381,-0.0852621870409
ACH-000383,-0.26020679796999996
ACH-000387,-0.251484677225
ACH-000389,-0.167980335347
ACH-000390,-0.256385828747
ACH-000393,-0.387144687465
ACH-000395,-0.594538134252
ACH-000397,-0.36639310289000004
ACH-000401,-0.326979547998
ACH-000402,-0.330806571166
ACH-000403,-0.462110050269
ACH-000404,-0.615315175371
ACH-000406,-0.20199625279300001
ACH-000407,-0.0659321920626
ACH-000408,0.024415366491099995
ACH-000410,-0.233255473547
ACH-000411,-0.267781641595
ACH-000414,-0.0938457753347
ACH-000415,-0.320004782201
ACH-000416,-0.402846246234
ACH-000420,-0.399576523407
ACH-000421,-0.23440707500799998
ACH-000424,-0.488147083181
ACH-000425,-0.47412942561899996
ACH-000426,-0.38277753155
ACH-000427,-0.35846457604099996
ACH-000433,-0.133745113559
ACH-000436,-0.541775655898
ACH-000444,-0.150939119825
ACH-000445,-0.436855116734
ACH-000448,-0.343772665806
ACH-000450,-0.404053087456
ACH-000452,-0.114525941856
ACH-000454,-0.297762219213
ACH-000458,-0.233784339278
ACH-000459,0.019633149982599997
ACH-000460,-0.263854646774
ACH-000461,0.025716712107099998
ACH-000463,-0.34070499385499997
ACH-000464,-0.315297484408
ACH-000466,-0.366616376743
ACH-000467,-0.323968269212
ACH-000468,-0.336744071717
ACH-000469,-0.46672670003899996
ACH-000470,-0.311090810446
ACH-000471,-0.312416497931
ACH-000472,-0.283024708643
ACH-000473,-0.0305973820844
ACH-000475,-0.35353175714199997
ACH-000476,-0.267535225775
ACH-000477,-0.28496703800400003
ACH-000480,-0.394953168359
ACH-000481,-0.512468973009
ACH-000483,-0.232109287205
ACH-000484,-0.30052160579500004
ACH-000485,-0.33646985266199997
ACH-000486,-0.265969432196
ACH-000487,-0.272097405369
ACH-000488,-0.182879248821
ACH-000490,-0.175043759954
ACH-000491,-0.577709488072
ACH-000495,-0.407690704197
ACH-000496,-0.36881115567199996
ACH-000499,-0.455968188416
ACH-000500,-0.506802233697
ACH-000502,-0.100766358982
ACH-000503,0.0689155559502
ACH-000505,-0.32770024018599997
ACH-000507,-0.24856354564199998
ACH-000510,-0.426309831836
ACH-000511,-0.303114072575
ACH-000512,-0.329700033534
ACH-000516,-0.42945734578199996
ACH-000517,-0.231644087996
ACH-000518,-0.151011534966
ACH-000520,-0.406456804912
ACH-000521,-0.34840755094400006
ACH-000522,-0.38449473748400004
ACH-000524,-0.178940222019
ACH-000527,-0.178718986491
ACH-000528,-0.241154194707
ACH-000537,-0.225371321816
ACH-000541,-0.401126764903
ACH-000542,-0.20730221904100002
ACH-000544,-0.11937161692199999
ACH-000545,-0.395377100234
ACH-000547,-0.27443120696
ACH-000548,-0.260120371905
ACH-000549,-0.350462798259
ACH-000550,-0.56592154598
ACH-000552,-0.307887104019
ACH-000556,-0.441042872195
ACH-000557,-0.430931156667
ACH-000570,-0.31611736431299997
ACH-000571,-0.295677750748
ACH-000573,-0.28505847663600004
ACH-000576,-0.086081080874
ACH-000580,-0.27363880847
ACH-000584,-0.330364415916
ACH-000585,-0.287670903444
ACH-000588,-0.23059278354899998
ACH-000589,-0.135338906127
ACH-000591,-0.46210008007799996
ACH-000593,-0.22744171674600003
ACH-000600,-0.364216373649
ACH-000601,-0.29685302600900004
ACH-000604,0.0599945646935
ACH-000605,-0.438397074912
ACH-000606,-0.367312625804
ACH-000608,-0.370211448869
ACH-000614,-0.47776893625600003
ACH-000616,-0.275413222281
ACH-000618,-0.21304405887699998
ACH-000619,-0.173964597388
ACH-000620,-0.308595754346
ACH-000621,-0.22190990996999999
ACH-000622,-0.48389304482699996
ACH-000623,-0.555787916615
ACH-000624,-0.31123371077399997
ACH-000627,-0.166439118241
ACH-000630,-0.383497009769
ACH-000632,-0.410111923491
ACH-000633,-0.31624296654
ACH-000637,-0.377284614878
ACH-000638,-0.314784246461
ACH-000646,-0.38517669577200003
ACH-000647,-0.312204968959
ACH-000648,-0.135025335176
ACH-000649,-0.327529344173
ACH-000651,-0.29489456356
ACH-000652,-0.441322097135
ACH-000653,-0.242571303145
ACH-000657,-0.238548740429
ACH-000658,-0.453103746931
ACH-000661,-0.26198516574700004
ACH-000662,-0.00118195336305
ACH-000663,-0.54302704652
ACH-000665,-0.271186672749
ACH-000671,-0.0604990158689
ACH-000673,-0.290791579524
ACH-000676,-0.363327699172
ACH-000677,-0.30042512771200003
ACH-000681,-0.24651042680500002
ACH-000682,-0.155278852411
ACH-000683,-0.40019588807499995
ACH-000684,-0.34258030140900003
ACH-000688,-0.272789190572
ACH-000693,-0.224210145421
ACH-000694,-0.23150039529599997
ACH-000695,-0.545049810033
ACH-000696,-0.326342720924
ACH-000697,-0.426264759622
ACH-000699,-0.52087263699
ACH-000701,-0.303728860979
ACH-000706,-0.40622691344899997
ACH-000711,-0.23170073395399998
ACH-000713,-0.347935124547
ACH-000714,-0.328876759658
ACH-000718,-0.359429595018
ACH-000720,-0.176149125592
ACH-000721,-0.460336689508
ACH-000724,-0.24371229641800002
ACH-000725,-0.246101060925
ACH-000732,-0.21115981783100002
ACH-000734,-0.377726850302
ACH-000735,-0.317639587988
ACH-000736,-0.156851470702
ACH-000738,-0.35801957783699995
ACH-000746,-0.421631057528
ACH-000747,-0.531977287248
ACH-000748,-0.31709830703200004
ACH-000753,-0.19308016091699998
ACH-000756,-0.144093314597
ACH-000757,-0.195027395925
ACH-000758,-0.126832462419
ACH-000760,-0.345613464198
ACH-000763,-0.515898615613
ACH-000764,-0.582703572352
ACH-000765,-0.566036444569
ACH-000766,-0.259426056234
ACH-000767,-0.21853579515799998
ACH-000768,-0.352987122496
ACH-000769,-0.470171080244
ACH-000770,-0.292292424261
ACH-000771,-0.259496732137
ACH-000773,-0.40780807648100004
ACH-000776,-0.243053070191
ACH-000777,-0.220421846989
ACH-000778,-0.132444888042
ACH-000781,-0.223814391654
ACH-000782,-0.318835732366
ACH-000783,-0.21525781415999998
ACH-000784,-0.246207822683
ACH-000785,-0.143784847736
ACH-000787,-0.335705432874
ACH-000788,-0.288978541216
ACH-000791,-0.223546607918
ACH-000792,-0.30673831414
ACH-000794,-0.09802918689279999
ACH-000796,-0.290947284749
ACH-000799,-0.17637566671399998
ACH-000800,-0.196745096202
ACH-000802,-0.283830419156
ACH-000804,-0.285323393154
ACH-000805,0.009924025810270002
ACH-000809,-0.228795323356
ACH-000810,-0.144393305471
ACH-000811,-0.287659578871
ACH-000817,-0.112271829529
ACH-000819,-0.458732239617
ACH-000820,-0.114165000215
ACH-000821,-0.237872690835
ACH-000822,-0.24092270176600003
ACH-000823,-0.257300385081
ACH-000824,-0.179301581028
ACH-000827,-0.299192975081
ACH-000829,-0.150240941546
ACH-000831,-0.342732208786
ACH-000832,-0.24922597536899999
ACH-000833,-0.0182738059076
ACH-000834,-0.31707567154399996
ACH-000835,-0.35240076461099995
ACH-000836,-0.28297358389800004
ACH-000837,-0.0831193984963
ACH-000838,-0.186685297738
ACH-000839,-0.124813994053
ACH-000840,-0.490007488345
ACH-000841,-0.0913567330799
ACH-000843,-0.246156681536
ACH-000846,-0.271843905964
ACH-000847,-0.529347521261
ACH-000848,-0.389679565477
ACH-000849,-0.39602147357600004
ACH-000851,-0.449488293605
ACH-000855,-0.48413030127800005
ACH-000856,-0.2357775125
ACH-000858,-0.280921021366
ACH-000859,-0.506927004964
ACH-000861,-0.308687517931
ACH-000862,-0.55430251179
ACH-000865,-0.356379268543
ACH-000866,-0.307300501976
ACH-000867,-0.101129057481
ACH-000869,-0.434598169705
ACH-000872,-0.45277062568099996
ACH-000873,-0.5949247390429999
ACH-000876,-0.191847524184
ACH-000878,-0.502627954978
ACH-000880,-0.15598263428200002
ACH-000881,-0.47895478415299997
ACH-000882,-0.319171568319
ACH-000884,-0.233199633953
ACH-000885,-0.271669250711
ACH-000887,-0.19387589868299998
ACH-000888,-0.35631468790299997
ACH-000889,-0.481889186123
ACH-000890,-0.5049733322659999
ACH-000896,-0.154533060309
ACH-000898,-0.37849940318499997
ACH-000900,-0.253682318967
ACH-000901,-0.332608383886
ACH-000905,-0.303653988248
ACH-000906,-0.311673695566
ACH-000907,-0.35704937899899997
ACH-000910,-0.293281938972
ACH-000911,-0.17917392152199998
ACH-000912,-0.47074894735
ACH-000913,-0.19773740257
ACH-000915,-0.208214792697
ACH-000916,0.187168228101
ACH-000917,-0.392392143794
ACH-000921,-0.421515226527
ACH-000924,-0.39147696721
ACH-000926,-0.283661145976
ACH-000928,-0.21425432162500002
ACH-000929,-0.0711688605766
ACH-000932,-0.419384683191
ACH-000935,-0.172286335471
ACH-000936,-0.19441793291999998
ACH-000937,-0.214664844884
ACH-000938,-0.26602270454
ACH-000939,-0.225690738854
ACH-000941,-0.471469703975
ACH-000943,-0.226074354359
ACH-000946,-0.288687293612
ACH-000947,-0.296923141673
ACH-000948,-0.222997453555
ACH-000950,-0.40847819091399995
ACH-000953,-0.221733379215
ACH-000957,-0.146959392676
ACH-000958,0.11764933098099999
ACH-000960,-0.325644172761
ACH-000963,-0.145579409595
ACH-000968,-0.32391522531
ACH-000969,-0.24974715664900002
ACH-000973,-0.173640340788
ACH-000974,-0.008268911454529999
ACH-000975,-0.505178505157
ACH-000976,-0.327055628778
ACH-000978,-0.6607585484340001
ACH-000980,-0.251614413349
ACH-000984,-0.312195146967
ACH-000986,-0.431812158046
ACH-000988,-0.00396288164842
ACH-000993,-0.324638698732
ACH-000994,-0.302005305612
ACH-000996,-0.108439488859
ACH-001001,-0.151130891217
ACH-001020,-0.333608625369
ACH-001028,-0.315807708413
ACH-001031,-0.39776807503399997
ACH-001038,-0.28755342430799996
ACH-001048,-0.382616050942
ACH-001050,-0.283910353095
ACH-001053,-0.329089819065
ACH-001054,-0.346177051742
ACH-001061,-0.325844002595
ACH-001067,-0.263760263056
ACH-001075,-0.157709332314
ACH-001096,-0.124573189258
ACH-001128,-0.668016737877
ACH-001134,-0.712330666368
ACH-001151,-0.221677754845
ACH-001163,-0.32316976893800003
ACH-001164,-0.087812969684
ACH-001173,-0.435573850941
ACH-001183,-0.11856699190600001
ACH-001184,-0.152539372717
ACH-001190,-0.316490382769
ACH-001192,-0.340718702059
ACH-001193,-0.312677045722
ACH-001196,-0.169409018301
ACH-001197,-0.26755253904599996
ACH-001205,-0.297668827804
ACH-001211,-0.216026620022
ACH-001212,-0.59910813025
ACH-001228,-0.103763912854
ACH-001232,-0.0736214399549
ACH-001239,-0.552936834127
ACH-001274,-0.44588880058200003
ACH-001275,-0.282950073749
ACH-001277,-0.439464748792
ACH-001278,-0.264741974396
ACH-001280,-0.053810086476999995
ACH-001283,-0.304597945506
ACH-001289,-0.04766963076780001
ACH-001295,-0.321539128018
ACH-001300,-0.278826336766
ACH-001301,-0.34085630017800006
ACH-001302,-0.5674367722689999
ACH-001303,-0.49122853146000006
ACH-001306,-0.531103334851
ACH-001318,-0.43828925377300004
ACH-001322,-0.16586214017
ACH-001328,-0.273043050521
ACH-001332,-0.11189133312300001
ACH-001333,-0.273241885095
ACH-001336,-0.368605897994
ACH-001340,-0.19824621991900002
ACH-001346,-0.133092225843
ACH-001353,-0.27685771836
ACH-001354,-0.666960299632
ACH-001367,-0.484136630334
ACH-001368,-0.30423083397
ACH-001374,-0.419116415879
ACH-001375,-0.38262380869999996
ACH-001377,-0.127800497075
ACH-001380,-0.260713102059
ACH-001391,-0.366430816783
ACH-001407,-0.23858689253899998
ACH-001408,-0.335257523429
ACH-001413,-0.215146014172
ACH-001430,-0.14365951011199998
ACH-001431,-0.35216465375399997
ACH-001450,-0.271473045468
ACH-001496,-0.310591035103
ACH-001500,-0.305583306007
ACH-001521,-0.0936589230195
ACH-001523,-0.317630420481
ACH-001532,-0.421485427373
ACH-001536,-0.321797815318
ACH-001550,-0.281689410845
ACH-001552,-0.256329017978
ACH-001554,-0.20957645245499998
ACH-001645,-0.221848196101
ACH-001654,-0.285462327752
ACH-001715,-0.614801938763
ACH-001735,-0.290044981797
ACH-001736,-0.225611934883
ACH-001737,0.193329086985
ACH-001740,-0.28915912161999996
ACH-001745,-0.219881328009
ACH-001750,-0.255832820875
ACH-001765,-0.42383321854500006
ACH-001956,-0.321063890905
ACH-001957,-0.41641855502499997
