,CENPU (79682)
ACH-000004,0.0133231294472
ACH-000007,-0.381873604192
ACH-000009,0.0886493889527
ACH-000011,-0.53631553595
ACH-000012,-0.00625372943601
ACH-000013,0.0154868182599
ACH-000014,-0.29885918005
ACH-000015,-0.320756266838
ACH-000017,0.122058123069
ACH-000018,-0.09952511464120001
ACH-000019,-0.11543666021299999
ACH-000021,-0.0384450283065
ACH-000022,-0.28972658207199997
ACH-000025,0.031009921933400002
ACH-000028,-0.22548698199499997
ACH-000030,-0.230995758656
ACH-000035,0.0322708436722
ACH-000036,-0.218367653389
ACH-000037,-0.133963153223
ACH-000039,-0.262757327898
ACH-000040,-0.301928914313
ACH-000041,-0.436564085577
ACH-000042,0.0549050787696
ACH-000045,-0.019025703327299998
ACH-000047,-0.37218930057899996
ACH-000052,-0.0859491378851
ACH-000053,-0.0259973711701
ACH-000054,-0.143127282214
ACH-000055,-0.16987236642099998
ACH-000060,-0.14251214305600002
ACH-000067,-0.707765580172
ACH-000070,-0.554196396464
ACH-000075,-0.09023945798969998
ACH-000078,-0.09021859599780001
ACH-000082,-0.300031971793
ACH-000085,-0.127691211196
ACH-000086,0.0727310881461
ACH-000087,-0.18905343042
ACH-000092,-0.150431424153
ACH-000095,-0.0421102388892
ACH-000097,-0.0596117900793
ACH-000098,-0.210140128987
ACH-000099,-0.176985321444
ACH-000108,-0.0817026051518
ACH-000113,-0.038123456354900005
ACH-000115,0.0532430301793
ACH-000116,-0.468419560155
ACH-000118,-0.0157638406648
ACH-000120,-0.267033799666
ACH-000123,-0.182956570925
ACH-000127,0.05226732133280001
ACH-000128,-0.20877850136700002
ACH-000132,0.0423347309281
ACH-000133,-0.180655857969
ACH-000137,-0.283912358154
ACH-000138,-0.0955060091749
ACH-000142,-0.160317144334
ACH-000143,-0.224257991852
ACH-000146,-0.155649916351
ACH-000148,-0.498849386543
ACH-000150,-0.6595168444439999
ACH-000152,-0.0931982754662
ACH-000153,0.09001834508749999
