,HNF4G (3174)
ACH-000004,-0.117890628275
ACH-000007,-0.413163612932
ACH-000009,0.259680698872
ACH-000011,-0.04613005844530001
ACH-000012,-0.11985932558399999
ACH-000013,0.035514729552599995
ACH-000014,0.0361893819824
ACH-000015,-0.0490273437154
ACH-000017,-0.530404437161
ACH-000018,0.07107731233760001
ACH-000019,-0.12054551274599999
ACH-000021,0.0845596050636
ACH-000022,-0.19955846484900003
ACH-000025,-0.10569654621300001
ACH-000028,-0.107164482402
ACH-000030,0.0750465213598
ACH-000035,-0.231051896034
ACH-000036,0.0282455735842
ACH-000037,0.00426393884325
ACH-000039,0.271193210614
ACH-000040,0.158778708144
ACH-000041,-0.15542232391799998
ACH-000042,0.060989641756300006
ACH-000045,0.298154312163
ACH-000047,-0.142023022324
ACH-000052,0.128436075241
ACH-000053,0.0715522469767
ACH-000054,0.07200558838219999
ACH-000055,-0.17246362596
ACH-000060,-0.34529320559
ACH-000067,0.11800256951999999
ACH-000070,-0.305642037037
ACH-000075,-0.032353052015
ACH-000078,0.218823199961
ACH-000082,0.07945501653130001
ACH-000085,0.13834699961400002
ACH-000086,0.0729577528627
ACH-000087,-0.132655945561
ACH-000092,-0.08283610524280001
ACH-000095,0.118615038171
ACH-000097,-0.0371014181973
ACH-000098,0.18200249931499998
ACH-000099,0.008640125060799999
ACH-000108,-1.18803794142
ACH-000113,0.115210601373
ACH-000115,0.0964670352163
ACH-000116,0.182559204393
ACH-000118,0.045801114422500004
ACH-000120,-0.0039004055782600002
ACH-000123,0.05004321785069999
ACH-000127,-0.015490094634200001
ACH-000128,-0.0543219078731
ACH-000132,0.164850763517
ACH-000133,-0.021574106864400002
ACH-000137,0.21527166822500002
ACH-000138,-0.0950903608238
ACH-000142,-0.0325965711974
ACH-000143,-0.21080904647799997
ACH-000146,0.115399305504
ACH-000148,0.176609926602
ACH-000150,-0.0932827474388
ACH-000152,-0.09716418279989998
ACH-000153,-0.327823085454
ACH-000159,-0.08999942753319999
ACH-000160,0.0779835788583
ACH-000163,-0.00551505406087
ACH-000167,-0.0382201707089
ACH-000168,-0.117395176773
ACH-000169,0.18734688966600002
ACH-000178,-0.0616473499829
ACH-000182,-0.0571679180499
ACH-000183,-0.07441329257160001
ACH-000188,0.11775103165999999
ACH-000189,0.203795260661
ACH-000190,-0.0631034572875
ACH-000198,0.332559019732
ACH-000204,0.036477278102300004
ACH-000206,-0.242410435378
ACH-000207,0.200454912478
ACH-000211,0.10939430931399999
ACH-000215,0.0626315032312
ACH-000221,-0.0477400632951
ACH-000222,-0.211714324141
ACH-000223,0.0325275705858
ACH-000226,-0.09079754333689999
ACH-000227,0.260102961303
ACH-000228,0.0984095063161
ACH-000231,0.1282080296
ACH-000232,0.0292676153848
ACH-000233,-0.06791330543150001
ACH-000234,0.337398380195
ACH-000235,-0.148484100777
ACH-000237,0.0613857771673
ACH-000238,-0.302327584941
ACH-000243,-0.0212293623563
ACH-000244,0.0596775919108
ACH-000246,0.021778791159099996
ACH-000248,-0.654711496742
ACH-000250,-0.06060588211350001
ACH-000251,-0.13825528819
ACH-000253,0.029884401288700003
ACH-000255,0.12476986486
ACH-000256,-0.0175090480067
ACH-000257,0.10421966681099999
ACH-000258,0.0417709340048
ACH-000259,0.0160603860696
ACH-000260,0.0678813059048
ACH-000261,0.0145186871902
ACH-000262,0.12843046996899998
ACH-000263,-0.17339922231199997
ACH-000264,-0.0533973682178
ACH-000265,-0.033396050978799996
ACH-000266,0.00108226846932
ACH-000272,-0.104468523281
ACH-000273,-0.000308823610809
ACH-000274,0.0424368482973
ACH-000277,-0.041823993406300004
ACH-000278,0.06676582078189999
ACH-000279,-0.046448453398900004
ACH-000280,0.0333006079952
ACH-000281,0.124417845473
ACH-000288,0.0903441224343
ACH-000291,0.0150182565717
ACH-000293,-0.08383230314399999
ACH-000294,0.0470527755461
ACH-000295,0.0665353562167
ACH-000296,0.32344018208299996
ACH-000302,-0.22980428968699998
ACH-000304,-0.0900925854446
ACH-000307,0.039414622859
ACH-000308,0.049199484983199995
ACH-000310,0.279563332351
ACH-000311,-0.15018947911699998
ACH-000312,-0.039873714611
ACH-000315,0.12516945277799998
ACH-000316,-0.246986699168
ACH-000317,-0.257722353003
ACH-000318,-0.107948894255
ACH-000319,-0.124969840036
ACH-000320,-0.0187966844486
ACH-000322,-0.308708726392
ACH-000323,-0.10593808407
ACH-000324,-0.109906162009
ACH-000329,0.0287186948466
ACH-000330,0.0866908152237
ACH-000331,0.0338775170232
ACH-000332,0.0104554935981
ACH-000334,-0.363802035422
ACH-000335,-0.356712971652
ACH-000336,-0.34285949576700003
ACH-000337,0.0369355253972
ACH-000339,-0.0041963279106999995
ACH-000341,-0.046307133951399994
ACH-000348,0.144212263398
ACH-000350,0.185476030999
ACH-000352,-0.015136972859999999
ACH-000356,0.150581281501
ACH-000361,-0.246383050098
ACH-000362,0.142760391373
ACH-000363,0.006966644129670001
ACH-000364,-0.017887534497
ACH-000365,0.028492035792400002
ACH-000366,0.09769305864029999
ACH-000368,0.194756456695
ACH-000374,0.27470299587200003
ACH-000375,0.17802275226
ACH-000376,-0.010140466128999999
ACH-000381,-0.0249051412285
ACH-000383,-0.189422006217
ACH-000387,-0.06982204392039999
ACH-000389,0.129312884392
ACH-000390,0.039593450366
ACH-000393,-0.029795300973400003
ACH-000395,0.0499940339659
ACH-000397,-0.0390848527292
ACH-000401,-0.12581013650599998
ACH-000402,-0.0240527772156
ACH-000403,-0.00940589711018
ACH-000404,0.216742238732
ACH-000406,0.113369338995
ACH-000407,0.0921306453662
ACH-000408,0.0301547937985
ACH-000410,0.026021439768599997
ACH-000411,-0.710863304093
ACH-000414,-0.307494862456
ACH-000415,0.0276567076091
ACH-000416,0.00222744688044
ACH-000420,0.14727564772399998
ACH-000421,0.019889089441400002
ACH-000424,0.09851091107799999
ACH-000425,-0.0743892450787
ACH-000426,0.111965094593
ACH-000427,-0.09902684139210001
ACH-000433,-0.117991586582
ACH-000436,-0.190103701459
ACH-000444,0.008592791873299999
ACH-000445,0.328247334269
ACH-000448,-0.11496597288799999
ACH-000450,-0.12112453162100001
ACH-000452,-0.046100168119199994
ACH-000454,0.0526679563903
ACH-000458,0.12558906714
ACH-000459,0.117388192193
ACH-000460,0.047597045359899996
ACH-000461,0.024038367505399998
ACH-000463,-0.05179804975650001
ACH-000464,0.367763793909
ACH-000466,0.0811714390263
ACH-000467,-0.05424799807919999
ACH-000468,0.019953170006599998
ACH-000469,0.07534694349519999
ACH-000470,0.026996588928
ACH-000471,-0.0876849592118
