,CDA (978)
ACH-000004,-0.0160821380787
ACH-000007,0.351485046621
ACH-000009,-0.235011133304
ACH-000011,-0.0415891978297
ACH-000012,-0.184719957868
ACH-000013,-0.22363449885000003
ACH-000014,-0.26299077855999997
ACH-000015,0.00379715472519
ACH-000017,0.012082371468
ACH-000018,-0.141376441844
ACH-000019,-0.271330996248
ACH-000021,0.00338032428685
ACH-000022,-0.289343869106
ACH-000025,0.0188988169295
ACH-000028,-0.130526409934
ACH-000030,-0.022264009265999998
ACH-000035,-0.14077991745899998
ACH-000036,0.023387888199800002
ACH-000037,-0.098844713584
ACH-000039,-0.0448113881149
ACH-000040,-0.252988265084
ACH-000041,-0.020003660461099998
ACH-000042,-0.033200519114
ACH-000045,-0.104838094975
ACH-000047,-0.183473189045
ACH-000052,-0.341047311467
ACH-000053,-0.09695869517570001
ACH-000054,-0.21966666798599999
ACH-000055,-0.180570981217
ACH-000060,0.0351031139918
ACH-000067,-0.0903545596091
ACH-000070,-0.10185992062799999
ACH-000075,-0.07236164497160001
ACH-000078,-0.09603594876970001
ACH-000082,-0.08405783396050001
ACH-000085,-0.0302470245778
ACH-000086,-0.04715327665730001
ACH-000087,-0.255182493594
ACH-000092,-0.123522840615
ACH-000095,-0.11526122887
ACH-000097,-0.245773260907
ACH-000098,-0.214381863418
ACH-000099,-0.0466545915648
ACH-000108,0.0060674703126600005
ACH-000113,-0.123712200353
ACH-000115,-0.21762381986999998
ACH-000116,0.0121657642344
ACH-000118,0.02867695476
ACH-000120,-0.222977845143
ACH-000123,-0.111601552143
ACH-000127,-0.054984222755899995
ACH-000128,-0.22097007864799997
ACH-000132,-0.116440167644
ACH-000133,-0.07789943385989999
ACH-000137,-0.120485759703
ACH-000138,-0.0627910185208
ACH-000142,-0.0555862568826
ACH-000143,-0.005967639885979999
ACH-000146,-0.107005804212
ACH-000148,-0.110537363781
ACH-000150,-0.328363094261
ACH-000152,-0.036959059932300004
ACH-000153,-0.474805015885
ACH-000159,-0.23971043714600002
ACH-000160,-0.0352609789924
ACH-000163,-0.00915517550615
ACH-000167,-0.355700048777
ACH-000168,-0.0763790669852
ACH-000169,-0.0808440565412
ACH-000178,-0.11081038637700001
ACH-000182,-0.0389301378981
ACH-000183,-0.17250423554900002
ACH-000188,0.0033751022346999995
ACH-000189,-0.454638204793
ACH-000190,-0.017716334379000002
ACH-000198,-0.16133811438100001
ACH-000204,-0.263704539642
ACH-000206,-0.012796671369799999
ACH-000207,-0.14258904181399998
ACH-000211,-0.052282913123000006
ACH-000215,-0.24483013838000003
ACH-000221,0.0036621751846599997
ACH-000222,-0.111681256461
ACH-000223,-0.0358832528086
ACH-000226,0.12178686396800001
ACH-000227,-0.018132776187799998
ACH-000228,0.210210865795
ACH-000231,0.017016742300499998
ACH-000232,0.0335203746808
ACH-000233,-0.238105274492
ACH-000234,-0.233153245157
ACH-000235,-0.0607673905148
ACH-000237,-0.07279140698520001
ACH-000238,-0.131378392002
ACH-000243,0.0345178890056
ACH-000244,0.00574029889477
ACH-000246,-0.12014061148
ACH-000248,0.0158319267091
ACH-000250,-0.148842689578
