,BARD1 (580)
ACH-000204,-0.48094081340800005
ACH-000206,-0.714391548578
ACH-000207,-0.5179534156800001
ACH-000211,-1.02193430945
ACH-000215,-0.789853184821
ACH-000221,-1.1019308584999998
ACH-000222,-0.671800355278
ACH-000223,-0.33037320461999997
ACH-000226,-0.820549367175
ACH-000227,-1.33225052681
ACH-000228,-1.24011812672
ACH-000231,-0.899023300092
ACH-000232,-0.806226325377
ACH-000233,-1.0260706909100001
ACH-000234,-0.9891434157100001
ACH-000235,-0.865950589289
ACH-000237,-1.33378362864
ACH-000238,-0.39952262391500004
ACH-000243,-0.927727817048
ACH-000244,-0.901823073592
ACH-000246,-0.916058225454
ACH-000248,-0.6873877082719999
ACH-000250,-0.779557397305
ACH-000251,-0.590208346316
ACH-000253,-0.7548107844509999
ACH-000255,-1.01421633286
ACH-000256,-0.519004174746
ACH-000257,-1.01484831568
ACH-000258,-1.1363683531
ACH-000259,-0.9240636623690001
ACH-000260,-0.699193504392
ACH-000261,-0.8556725171549999
ACH-000262,-0.5270330590969999
ACH-000263,-0.273159858741
ACH-000264,-0.8006886722100001
ACH-000265,-0.833801207095
ACH-000266,-1.03922829768
ACH-000272,-0.502508019008
ACH-000273,-0.667269087347
ACH-000274,-0.7755706015270001
ACH-000277,-0.9750109459440001
ACH-000278,-0.9104402178319999
ACH-000279,-0.487440319918
ACH-000280,-1.1336231595200001
ACH-000281,-0.390141350241
ACH-000288,-0.625309381057
ACH-000291,-0.668156046499
ACH-000293,-0.473777179715
ACH-000294,-0.44863479105899995
ACH-000295,-0.6911224868699999
ACH-000296,-0.984502153051
ACH-000302,-0.88758161531
ACH-000304,-0.876939695089
ACH-000307,-0.766858852368
ACH-000308,-0.567488320836
ACH-000310,-1.00360132995
ACH-000311,-1.13233100502
ACH-000312,-0.7497463022579999
ACH-000315,-0.770424340723
ACH-000316,-0.86603254309
ACH-000317,-0.9295415017149999
ACH-000318,-0.821966622597
ACH-000319,-0.619634009399
ACH-000320,-0.8294968125609999
ACH-000322,-0.9303210680399999
ACH-000323,-0.910806373671
ACH-000324,-0.877720797024
ACH-000329,-0.547974693829
ACH-000330,-0.635820553635
ACH-000331,-0.6392774934440001
ACH-000332,-0.6382424458129999
ACH-000334,-0.9912582847879999
ACH-000335,-1.00569885046
ACH-000336,-0.505648004435
ACH-000337,-0.663104077555
ACH-000339,-0.851540918194
ACH-000341,-1.06787579955
ACH-000348,-0.9945490374670001
ACH-000350,-0.851234802015
ACH-000352,-0.60390636498
ACH-000356,-0.524999601881
ACH-000361,-0.798938326259
ACH-000362,-0.802853926914
ACH-000363,-0.880830769731
ACH-000364,-0.8512304568000001
ACH-000365,-0.821200588951
ACH-000366,-0.6418767829559999
ACH-000368,-0.98341793802
ACH-000374,-0.715623306597
ACH-000375,-0.921830288141
ACH-000376,-0.8719874715100001
ACH-000381,-0.7964171159919999
ACH-000383,-0.445658186038
ACH-000387,-0.597351709723
ACH-000389,-0.938810770768
ACH-000390,-0.827093714916
ACH-000393,-0.77824162736
ACH-000395,-0.17554037704300002
ACH-000397,-0.9034903207770001
ACH-000401,-1.196635879
ACH-000402,-0.582997846167
ACH-000403,-0.52690183423
ACH-000404,-0.598717849843
ACH-000406,-0.339492616443
ACH-000407,-0.597417244051
ACH-000408,-0.9198327728650001
ACH-000410,-0.9068361136349999
ACH-000411,-0.8928906025
ACH-000414,-1.1494486901899998
ACH-000415,-0.887734500157
ACH-000416,-0.922391187799
ACH-000420,-0.505065521784
ACH-000421,-0.8804013661519999
ACH-000424,-0.980775628789
ACH-000425,-1.39003712148
ACH-000426,-0.914257923767
ACH-000427,-0.241639116963
ACH-000433,-0.523564230748
ACH-000436,-0.75732057807
ACH-000444,-0.915449497631
ACH-000445,-0.814550669736
ACH-000448,-0.6876832262710001
ACH-000450,-0.8341119972259999
ACH-000452,-0.770636637749
ACH-000454,-0.507486012728
ACH-000458,-0.8560337713639999
ACH-000459,-1.04037613791
ACH-000460,-0.736553715573
ACH-000461,-0.500403036625
ACH-000463,-0.8227842527179999
ACH-000464,-0.626678760746
ACH-000466,0.170083123013
ACH-000467,-0.923459238993
ACH-000468,-0.528239605631
ACH-000469,-0.860327867621
ACH-000470,-0.6284772746980001
ACH-000471,-0.787642507048
ACH-000472,-0.48619553223000006
ACH-000473,-0.8186240358050001
ACH-000475,-0.662289806637
ACH-000476,-0.623671859332
ACH-000477,-0.9798533570479999
ACH-000480,-1.01541553141
ACH-000481,-0.756526066847
ACH-000483,-1.39788509839
ACH-000484,-0.741506094744
ACH-000485,-0.988987219937
ACH-000486,-0.701609762026
ACH-000487,-0.6626855481399999
ACH-000488,-0.712418685401
ACH-000490,-0.640199736778
ACH-000491,-0.5064107939970001
ACH-000495,-1.22026104292
ACH-000496,-0.7358049457860001
ACH-000499,-0.943503040347
ACH-000500,-0.409630931699
ACH-000502,-0.916386712767
ACH-000503,-0.510683787047
ACH-000505,-0.9950967551459999
ACH-000507,-0.705368279305
ACH-000510,-0.9535967262799999
ACH-000511,-0.963465095811
ACH-000512,-0.672175042025
ACH-000516,-1.13089402731
ACH-000517,-0.482540157997
ACH-000518,-0.683745520118
ACH-000520,-0.6186289673200001
ACH-000521,-0.5486275462219999
ACH-000522,-0.8716777528399999
ACH-000524,-0.44578140921400006
ACH-000527,-0.807023544325
ACH-000528,-1.16715816084
ACH-000537,-0.7799911708789999
ACH-000541,-0.456027170679
ACH-000542,-0.658349136622
ACH-000544,-0.805539838254
ACH-000545,-0.7016136461069999
ACH-000547,-1.52936471649
ACH-000548,-0.8328991590029999
ACH-000549,-0.894990373715
ACH-000550,-0.684855083933
ACH-000552,-0.802494687492
ACH-000556,-0.960088272499
ACH-000557,-0.16644392196399999
ACH-000570,-0.8426214247130001
ACH-000571,-0.802152683071
ACH-000573,-0.283554057685
ACH-000576,-0.24487542975200002
ACH-000580,-0.767455414052
ACH-000584,-0.303990536704
ACH-000585,-0.373070573206
ACH-000588,-0.597030326662
ACH-000589,-0.933351750049
ACH-000591,-0.773824939971
ACH-000593,-0.8212536403309999
ACH-000600,-1.14635292003
ACH-000601,-0.670295330028
ACH-000604,-0.767107539678
ACH-000605,-0.817040755485
ACH-000606,-0.866069132445
ACH-000608,-1.08184432187
ACH-000614,-0.9728633142290001
ACH-000616,-0.955218388125
ACH-000618,-0.710711617907
ACH-000619,-0.675821415133
ACH-000620,-1.01733672595
ACH-000621,-0.6303244194550001
ACH-000622,-0.698186544578
ACH-000623,-0.836037455126
ACH-000624,-0.971284142343
ACH-000627,-0.6938555694930001
ACH-000630,-0.8508578302040001
ACH-000632,-0.6917146221770001
ACH-000633,-0.802267308979
ACH-000637,-0.9160224550839999
ACH-000638,-0.545711503353
ACH-000646,-1.08991624448
ACH-000647,-0.65385894614
ACH-000648,-0.8292822127609999
ACH-000649,-0.389186921053
ACH-000651,-0.23321221731199998
ACH-000652,-0.6411967509359999
ACH-000653,-0.363127951229
ACH-000657,-0.792396792899
ACH-000658,-0.785727475242
ACH-000661,-0.7589448755249999
ACH-000662,-0.5077231298680001
ACH-000663,-1.27526005
ACH-000665,-0.691443796294
ACH-000671,-0.562727023877
ACH-000673,-0.75809416835
ACH-000676,-0.6790789578599999
ACH-000677,-0.866989205434
ACH-000681,-0.832067509157
ACH-000682,-0.5946280077189999
ACH-000683,-1.0577468147600002
ACH-000684,-0.93753918596
ACH-000688,-0.7338591769600001
ACH-000693,-1.0111842283399999
ACH-000694,-0.646394607769
ACH-000695,-0.5168383149279999
ACH-000696,-1.0204726083
ACH-000697,-0.631929810336
ACH-000699,-0.29887932316300003
ACH-000701,-0.959409576324
ACH-000706,-0.757652498476
ACH-000711,-0.816166813293
ACH-000713,-0.7601454130490001
ACH-000714,-0.562660417993
ACH-000718,-0.771791855141
ACH-000720,-1.00939539432
ACH-000721,-0.481757790382
ACH-000724,-0.41326043553499997
ACH-000725,-1.33773201628
ACH-000732,-0.9422187922740001
ACH-000734,-0.761281352042
ACH-000735,-0.840966745812
ACH-000736,-1.16034510214
ACH-000738,-1.04804903301
ACH-000746,-0.8270762891399999
ACH-000747,-0.697465501673
ACH-000748,-1.0112421861299998
ACH-000753,-0.587652012967
ACH-000756,-0.772184592202
ACH-000757,-0.6748591981100001
ACH-000758,-0.659152634941
ACH-000760,-0.7628235241399999
ACH-000763,-0.61011952094
ACH-000764,-0.698079815108
ACH-000765,-0.36580835705
ACH-000766,-0.668385120865
ACH-000767,-0.21533245256499997
ACH-000768,-0.992329548856
ACH-000769,-0.714808719094
ACH-000770,-0.6794425108679999
ACH-000771,-1.1184994828000001
ACH-000773,-0.608447757864
ACH-000776,-0.420348077438
ACH-000777,-0.9213786333830001
ACH-000778,-0.9593507602269999
ACH-000781,-0.689743841162
ACH-000782,-0.432203269584
ACH-000783,-0.8776220715180001
ACH-000784,-0.782719039388
ACH-000785,-1.3653979087
ACH-000787,-0.750092000702
ACH-000788,-0.798325439606
ACH-000791,-0.9918161308519999
ACH-000792,-0.811382798775
ACH-000794,-0.59918697799
ACH-000796,-0.712982699461
ACH-000799,-1.22148557867
ACH-000800,-0.664127792503
ACH-000802,-0.601973758114
ACH-000804,-0.786484497535
ACH-000805,-0.8572323476070001
ACH-000809,-0.7191793269110001
ACH-000810,-0.511851753305
ACH-000811,-0.824821366993
ACH-000817,-0.7494031789910001
ACH-000819,-0.796527363653
ACH-000820,-0.708781765204
ACH-000821,-1.2945169358600002
ACH-000822,-0.57526314222
ACH-000823,-0.718608479641
ACH-000824,-0.360439346883
ACH-000827,-0.965114375453
ACH-000829,-0.589142556774
ACH-000831,-0.820041027613
ACH-000832,-0.871083205653
ACH-000833,-0.360713610839
ACH-000834,-0.532143438837
ACH-000835,-0.90960249121
ACH-000836,-0.7993421412389999
ACH-000837,-0.94432005316
ACH-000838,-0.387218419988
ACH-000839,-0.5056834971249999
ACH-000840,-1.0772679913
ACH-000841,-0.7987483705089999
ACH-000843,-0.727554120085
ACH-000846,-0.687640047959
ACH-000847,-0.35502198433700005
ACH-000848,-0.644491173051
ACH-000849,-0.777249325835
ACH-000851,-0.9030130308550001
ACH-000855,-1.0828674836399999
ACH-000856,-0.896740473168
ACH-000858,-1.04671901866
ACH-000859,-0.911302328724
ACH-000861,-1.15431245038
ACH-000862,-0.852638800404
ACH-000865,-0.450504976517
ACH-000866,-0.845850571664
ACH-000867,-1.2175535748200002
ACH-000869,-0.904284658572
ACH-000872,-0.7420248742309999
ACH-000873,-0.8452474039360001
ACH-000876,-0.6781062026800001
ACH-000878,-0.22345249520399998
ACH-000880,-0.8463152112729999
ACH-000881,-1.14706850208
ACH-000882,-0.9941013098070001
ACH-000884,-0.8501822344580001
ACH-000885,-0.989250119183
ACH-000887,-0.781835326823
ACH-000888,-0.71974641991
ACH-000889,-0.372615243273
ACH-000890,-0.528970326926
ACH-000896,-1.07278197098
ACH-000898,-1.17401505878
ACH-000900,-0.84805081589
ACH-000901,-0.503129451143
ACH-000905,-0.638001582144
ACH-000906,-0.7125592051369999
ACH-000907,-0.929037743009
ACH-000910,-0.960258540833
ACH-000911,-0.694805959413
ACH-000912,-0.6225366889549999
ACH-000913,-0.6729878970990001
ACH-000915,-0.314421553327
ACH-000916,-0.527576716727
ACH-000917,-0.8451857320939999
ACH-000921,-0.774480595808
ACH-000924,-0.823967736217
ACH-000926,-0.34610398803900005
ACH-000928,-0.510246896902
ACH-000929,-0.884784192544
ACH-000932,-0.8741055642810001
ACH-000935,-0.6263680423879999
ACH-000936,-0.716398171543
ACH-000937,-0.729197319576
ACH-000938,-0.677099852943
ACH-000939,-1.1110000903
ACH-000941,-0.699871928664
ACH-000943,-0.9550721314049999
ACH-000946,-1.04755965778
ACH-000947,-0.8630509897990001
ACH-000948,-0.8982313607619999
ACH-000950,-0.7940959408570001
ACH-000953,-0.49097065125399997
ACH-000957,-1.04625776797
ACH-000958,-0.581339578605
ACH-000960,-1.0168325909
ACH-000963,-0.7412385868870001
ACH-000968,-0.685396048258
ACH-000969,-0.793101060037
ACH-000973,-0.754271405287
ACH-000974,-0.528886898416
ACH-000975,-1.20045904197
ACH-000976,-0.59727241206
ACH-000978,-1.4181780997
ACH-000980,-0.614749777747
ACH-000984,-1.23432808463
ACH-000986,-0.778224838993
ACH-000988,-0.841523428471
ACH-000993,-1.22886988813
ACH-000994,-0.524104127857
ACH-000996,-0.8534755057979999
ACH-001001,-0.7271768386949999
ACH-001020,-0.348547501183
ACH-001028,-0.426173560857
ACH-001031,-0.7018506013779999
ACH-001038,-0.8011190327680001
ACH-001048,-0.739834500871
ACH-001050,-0.7786880410220001
ACH-001053,-0.572034110634
ACH-001054,-0.755695494447
ACH-001061,-0.881920846141
ACH-001067,-0.8627994694
ACH-001075,-0.763021350096
ACH-001096,-0.720465495933
ACH-001128,-1.17913939
ACH-001134,-0.9242678629250001
ACH-001151,-0.701920103679
ACH-001163,-0.313853756883
ACH-001164,-0.975103730267
ACH-001173,-0.821634779783
ACH-001183,-0.6491940653
ACH-001184,-1.1189366518600001
ACH-001190,-0.65494204679
ACH-001192,-0.647904060041
ACH-001193,-0.532019420617
ACH-001196,-0.903636605913
ACH-001197,-0.664465617398
ACH-001205,-0.597287645325
ACH-001211,-1.20499149162
ACH-001212,-0.9614892853779999
ACH-001228,-0.660494556359
ACH-001232,-0.894997082394
ACH-001239,-0.653398725779
ACH-001274,-0.9306756126710001
ACH-001275,-0.764995405254
ACH-001277,-0.789289825271
ACH-001278,-1.0337425242899998
ACH-001280,-1.55905829431
ACH-001283,-0.9247457277869999
ACH-001289,-0.909210761762
ACH-001295,-1.0
ACH-001300,-0.824147296302
ACH-001301,-0.9728540121100001
ACH-001302,-0.649902697778
ACH-001303,-0.595458822501
ACH-001306,-0.63599067663
ACH-001318,-0.847990886187
ACH-001322,-0.774882773782
ACH-001328,-0.746158310744
ACH-001332,-0.503563551975
ACH-001333,-0.7607680397740001
ACH-001336,-0.8302500671170001
ACH-001340,-1.05838452626
ACH-001346,-0.9498742253910001
ACH-001353,-0.9966046145990001
ACH-001354,-1.15131060903
ACH-001367,-0.819896271822
ACH-001368,-0.536016847923
ACH-001374,-0.833969119288
ACH-001375,-0.7033845506759999
ACH-001377,-0.6236732042090001
ACH-001380,-0.616253400855
ACH-001391,-0.892900396205
ACH-001407,-0.616786190244
ACH-001408,-1.1843503927399999
ACH-001413,-0.884229945413
ACH-001430,-0.901853737233
ACH-001431,-0.7689308567640001
ACH-001450,-0.716856918041
ACH-001496,-0.8686967254960001
ACH-001500,-0.397323023257
ACH-001521,-0.8965112687010001
ACH-001523,-0.904945864297
ACH-001532,-1.15429654918
ACH-001536,-0.844335682844
ACH-001550,-0.514362552823
ACH-001552,-0.821134962306
ACH-001554,-0.6922057137019999
ACH-001645,-0.621656152926
ACH-001654,-0.731698362738
ACH-001715,-0.4231067768
ACH-001735,-0.588290387673
ACH-001736,-0.732607310998
ACH-001737,-0.584358706185
ACH-001740,-0.826727917825
ACH-001745,-0.710931259442
ACH-001750,-0.604123810839
ACH-001765,-0.634582957253
ACH-001956,-0.253205167041
ACH-001957,-0.8182889527159999
