,UBE2C (11065)
ACH-000004,-0.7961899722939999
ACH-000007,-0.559374713664
ACH-000009,-0.738019159469
ACH-000011,-0.949178052985
ACH-000012,-0.544186968033
ACH-000013,-0.21285308166499997
ACH-000014,-0.375351052351
ACH-000015,-0.629354723384
ACH-000017,-0.380253386539
ACH-000018,-0.565380590785
ACH-000019,-0.526424885213
ACH-000021,-0.515672162417
ACH-000022,-0.886649069733
ACH-000025,-0.29181992169
ACH-000028,-0.39039015789399995
ACH-000030,-0.814957553284
ACH-000035,-0.20163044909000002
ACH-000036,-0.836824083467
ACH-000037,-1.38257042789
ACH-000039,-0.472186453742
ACH-000040,-1.06995956099
ACH-000041,-0.7842503596870001
ACH-000042,-0.7857997653380001
ACH-000045,-0.40636116782700005
ACH-000047,-0.155061468382
ACH-000052,-0.492949486733
ACH-000053,-0.37165947511999997
ACH-000054,-0.38082973034999995
ACH-000055,-0.14215299382000002
ACH-000060,-0.926197261186
ACH-000067,-0.907209111689
ACH-000070,-0.36469625448200005
ACH-000075,-0.547521199177
ACH-000078,-0.416566673929
ACH-000082,-0.9325833484430001
ACH-000085,-0.728114669067
ACH-000086,-0.41401850700900006
ACH-000087,-0.511825046974
ACH-000092,-0.479699443297
ACH-000095,-0.5466065788660001
ACH-000097,-0.605887015823
ACH-000098,-0.5739394727139999
ACH-000099,-0.273807119042
ACH-000108,-0.534940059682
ACH-000113,-0.5486597771630001
ACH-000115,-0.6719094211259999
ACH-000116,-0.48440749449299997
ACH-000118,-0.200922209963
ACH-000120,-0.673892046936
ACH-000123,-0.757293517228
ACH-000127,-0.9650145521860001
ACH-000128,-0.415326194641
ACH-000132,-0.030407777995500002
ACH-000133,-0.7634265689659999
ACH-000137,-0.286723870576
ACH-000138,-0.330035802988
ACH-000142,-0.483018864283
ACH-000143,-0.6097770050010001
ACH-000146,-0.527266844741
ACH-000148,-0.6639852726709999
ACH-000150,-0.25886380437
ACH-000152,-0.271186374819
ACH-000153,-0.263638009061
ACH-000159,-0.47667850444300003
ACH-000160,-0.9923044000929999
ACH-000163,-0.255468934747
ACH-000167,-0.6040254351259999
ACH-000168,-0.47261742812299995
ACH-000169,-0.6852267476880001
ACH-000178,-0.570596049197
ACH-000182,-0.8736192625820001
ACH-000183,-0.390149504746
ACH-000188,-0.698171838657
ACH-000189,-0.602379354186
ACH-000190,-0.597169065156
ACH-000198,-0.629677069638
ACH-000204,-0.388599345265
ACH-000206,-0.603099978214
ACH-000207,-1.0333450570799998
ACH-000211,-0.46097826343599996
ACH-000215,-0.767023747843
ACH-000221,-0.685538732254
ACH-000222,-0.5362437497510001
ACH-000223,-0.122625897412
ACH-000226,-0.304673625293
ACH-000227,-0.533140798182
ACH-000228,-0.926530892563
ACH-000231,-0.395443743773
ACH-000232,-0.364525675302
ACH-000233,-0.42816941689599997
ACH-000234,-0.726524560643
ACH-000235,-0.737022572535
ACH-000237,-0.26833732191799997
ACH-000238,-1.02132966875
ACH-000243,-0.507542301014
ACH-000244,-0.581638613135
ACH-000246,-0.622328270559
ACH-000248,-0.425472130387
ACH-000250,-0.839586345122
ACH-000251,-0.155328562368
ACH-000253,-0.560654417017
ACH-000255,-0.866080908226
ACH-000256,-0.329661018997
ACH-000257,-0.05219399435719999
ACH-000258,-0.6552138386649999
ACH-000259,-0.320395142401
ACH-000260,-0.662133991324
ACH-000261,-0.644940044461
ACH-000262,-0.657753497168
ACH-000263,-0.7172101303149999
ACH-000264,-0.39395113488600003
ACH-000265,-0.635190594155
ACH-000266,-0.07843769013469999
ACH-000272,-0.34168202761
ACH-000273,-0.41358083747
ACH-000274,-1.0094775485299998
ACH-000277,-0.8445328765979999
ACH-000278,-0.29465068599399996
ACH-000279,-0.676945892404
ACH-000280,-0.887530476165
ACH-000281,-0.571723091938
ACH-000288,-0.73054361707
ACH-000291,-0.481329022798
ACH-000293,-0.350255039265
ACH-000294,-0.312628837155
ACH-000295,-0.16064594631100002
ACH-000296,-0.19331389383900002
ACH-000302,-0.504797135905
ACH-000304,-0.388882750604
ACH-000307,-0.39182417644100004
ACH-000308,-0.07411181779360002
ACH-000310,-0.6719856570389999
ACH-000311,-0.598295461235
