,N4BP2L1 (90634)
ACH-000004,0.116282129737
ACH-000007,-0.0320258937382
ACH-000009,0.09312475567939998
ACH-000011,0.019145470357099997
ACH-000012,-0.24637776440099998
ACH-000013,-0.150708965141
ACH-000014,-0.041043253262699995
ACH-000015,-0.0923009534928
ACH-000017,0.0616656563842
ACH-000018,-0.0350817964306
ACH-000019,0.043509842607000006
ACH-000021,-0.157563170551
ACH-000022,0.039492538399699996
ACH-000025,-0.058187386505199994
ACH-000028,-0.0722040926824
ACH-000030,-0.041218973503199995
ACH-000035,0.0241026757245
ACH-000036,-0.10126486704399999
ACH-000037,-0.287615185421
ACH-000039,-0.10720705013699999
ACH-000040,-0.13234163912
ACH-000041,0.042234753447
ACH-000042,-0.15198963302000001
ACH-000045,0.0009867314530980001
ACH-000047,-0.0186352282529
ACH-000052,-0.0592503138641
ACH-000053,-0.0650582779311
ACH-000054,-0.148056323631
ACH-000055,-0.0417152073525
ACH-000060,-0.202802192223
ACH-000067,-0.363548936416
ACH-000070,0.06552635462539999
ACH-000075,0.024041617461700002
ACH-000078,-0.33626806014399996
ACH-000082,-0.134151715115
ACH-000085,-0.229026807884
ACH-000086,-0.09570219690099999
ACH-000087,0.08375697946050001
ACH-000092,-0.167960708715
ACH-000095,-0.26747840320099997
ACH-000097,-0.156470456367
ACH-000098,-0.0895936312897
ACH-000099,-0.203142353346
ACH-000108,-0.275389091335
ACH-000113,0.03242010802359999
ACH-000115,-0.0698354361146
ACH-000116,-0.0772472893907
ACH-000118,-0.106521798269
ACH-000120,-0.105078253212
ACH-000123,-0.148276036877
ACH-000127,-0.115014553756
ACH-000128,-0.0704432822387
ACH-000132,-0.40631849891000005
ACH-000133,0.007971709187180001
ACH-000137,-0.136413114716
ACH-000138,-0.13405615138399998
ACH-000142,-0.152617673882
ACH-000143,0.176016407417
ACH-000146,-0.0319317323261
ACH-000148,-0.0184647392932
ACH-000150,-0.0895691876642
ACH-000152,-0.0035466205795700004
ACH-000153,0.09758850794919999
ACH-000159,-0.18449108574700002
ACH-000160,-0.044732882340599994
ACH-000163,-0.20107243903799998
ACH-000167,-0.123217134575
ACH-000168,0.0817569671952
ACH-000169,0.0389691841525
ACH-000178,-0.0314451929562
ACH-000182,-0.056799234085200004
ACH-000183,0.211068756953
ACH-000188,-0.223560776664
ACH-000189,0.177878095467
ACH-000190,0.326067172225
ACH-000198,-0.0410316567932
ACH-000204,-0.20100588247900003
ACH-000206,-0.0514956695509
ACH-000207,-0.154043716562
ACH-000211,-0.08513863627219999
ACH-000215,-0.0392433956716
ACH-000221,0.0925402438475
ACH-000222,-0.203641864373
ACH-000223,-0.180982170072
ACH-000226,-0.16239534532
ACH-000227,0.131204025751
ACH-000228,-0.349434228089
ACH-000231,0.006768679272590001
ACH-000232,-0.201063540071
ACH-000233,0.0667864396798
ACH-000234,-0.08882186607510001
ACH-000235,-0.0708349841335
ACH-000237,-0.06385895328169999
ACH-000238,0.022079343609700004
ACH-000243,-0.135062864072
ACH-000244,0.0551324318383
ACH-000246,-0.20241614804299998
ACH-000248,-0.0660043217668
ACH-000250,-0.00214827381582
ACH-000251,-0.20415377113699998
ACH-000253,0.030022461707200004
ACH-000255,-0.032341689432200005
ACH-000256,-0.0415466165039
ACH-000257,0.331125877843
ACH-000258,-0.25366311306
ACH-000259,-0.290744410187
ACH-000260,-0.254244136136
ACH-000261,-0.118700338717
ACH-000262,-0.25131104159
ACH-000263,-0.000503567988207
ACH-000264,-0.0779558017926
ACH-000265,-0.33247606339
ACH-000266,-0.186942757179
ACH-000272,-0.170103485726
ACH-000273,-0.124750944869
ACH-000274,-0.0301778661025
ACH-000277,0.0031290495825300004
ACH-000278,-0.197097613729
ACH-000279,0.0296896303298
ACH-000280,0.061786484224199995
ACH-000281,-0.0338822770787
ACH-000288,-0.0811916842239
ACH-000291,0.00584209618855
ACH-000293,-0.221476440688
ACH-000294,0.00692201285182
ACH-000295,-0.16744044280200002
ACH-000296,-0.00590256716742
ACH-000302,0.0026280899381
ACH-000304,0.18731750249499998
ACH-000307,-0.109382597559
ACH-000308,0.0208592383258
ACH-000310,-0.08836513377699999
ACH-000311,-0.27905930534
ACH-000312,0.00233094395827
ACH-000315,-0.00307940492638
ACH-000316,0.12604741704000003
