,IDH1 (3417)
ACH-001295,-0.304100100499
ACH-001300,-0.321786416969
ACH-001301,-0.0816927876443
ACH-001302,-0.343132046799
ACH-001303,-0.0883861075064
ACH-001306,0.00247515481796
ACH-001318,-0.0840469486309
ACH-001322,-0.13778823981799998
ACH-001328,-0.20011864676399999
ACH-001332,-0.247414452183
ACH-001333,-0.357438932654
ACH-001336,-0.254324338636
ACH-001340,-0.115013660291
ACH-001346,-0.111494860255
ACH-001353,-0.18439655328
ACH-001354,-0.22957392998599999
ACH-001367,-0.378085032244
ACH-001368,-0.24685662238699999
ACH-001374,-0.261971204988
ACH-001375,-0.09441282330499999
ACH-001377,-0.145169022025
ACH-001380,0.16211720458599999
ACH-001391,-0.411862345587
ACH-001407,-0.148190472929
ACH-001408,-0.08587526363760001
ACH-001413,-0.25705506895
ACH-001430,-0.229752680367
ACH-001431,-0.16395560194599998
ACH-001450,-0.105165111383
ACH-001496,0.26523623461999996
ACH-001500,0.17278505738299998
ACH-001521,-0.280415658356
ACH-001523,-0.015267704243600001
ACH-001532,-0.317097195584
ACH-001536,-0.247730485464
ACH-001550,0.449029690832
ACH-001552,-0.146355892372
ACH-001554,-0.16055604142000002
ACH-001645,-0.19983376088799998
ACH-001654,-0.135608292128
ACH-001715,-0.15833324370100002
ACH-001735,-0.175246441851
ACH-001736,-0.19040985985599998
ACH-001737,-0.222271670979
ACH-001740,-0.43830668889200003
ACH-001745,-0.08025929054860001
ACH-001750,-0.06761677064209999
ACH-001765,-0.329078141842
ACH-001956,-0.0638398971897
ACH-001957,-0.17658238918400002
