,IDH1 (3417)
ACH-000004,-0.46489451158999995
ACH-000007,0.07904768088110001
ACH-000009,-0.394434727733
ACH-000011,-0.269704450824
ACH-000012,-0.163723864346
ACH-000013,-0.151379150232
ACH-000014,-0.07956344230910001
ACH-000015,-0.119696818172
ACH-000017,-0.189127198564
ACH-000018,-0.261877271529
ACH-000019,-0.050664930645199995
ACH-000021,-0.193633619034
ACH-000022,-0.18055584904
ACH-000025,0.0307664694462
ACH-000028,-0.202885682304
ACH-000030,-0.168885898628
ACH-000035,0.06751919149249999
ACH-000036,-0.351259084397
ACH-000037,-0.575179678824
ACH-000039,-0.35205876453400003
ACH-000040,-0.23440051811
ACH-000041,-0.420593436126
ACH-000042,-0.21862499851599998
ACH-000045,-0.158914909467
ACH-000047,-0.36795697610399997
ACH-000052,-0.0690902737127
ACH-000053,-0.019323802998400003
ACH-000054,-0.616084626367
ACH-000055,-0.25343450969000003
ACH-000060,-0.11619736352900001
ACH-000067,-0.41218143637599997
ACH-000070,-0.0426487156788
ACH-000075,-0.0914229275096
ACH-000078,-0.257734397052
ACH-000082,-0.220480920744
ACH-000085,-0.23949954559
ACH-000086,-0.261802971625
ACH-000087,-0.382178867786
ACH-000092,-0.294516385253
ACH-000095,-0.198649197735
ACH-000097,-0.08140358181219999
ACH-000098,-0.35049823600599994
ACH-000099,-0.218362327867
ACH-000108,-0.23432538768000002
ACH-000113,-0.137676738782
ACH-000115,-0.0572639365511
ACH-000116,-0.150412491711
ACH-000118,-0.29675818632
ACH-000120,-0.28673292327
ACH-000123,-0.28367937054000003
ACH-000127,-0.22455335792300002
ACH-000128,-0.0346295730889
ACH-000132,-0.0353987756388
ACH-000133,-0.0878546202938
ACH-000137,-0.0677417773215
ACH-000138,-0.0977264609062
ACH-000142,-0.0381469947308
ACH-000143,-0.337841247015
ACH-000146,0.0518052277109
ACH-000148,-0.389148307871
ACH-000150,-0.296724429558
ACH-000152,-0.0926305836386
ACH-000153,-0.44288579886999996
ACH-000159,-0.027667217749900004
ACH-000160,0.6406342525959999
ACH-000163,-0.402704808884
ACH-000167,0.74631781373
ACH-000168,-0.313427681171
ACH-000169,-0.191313226019
ACH-000178,-0.21306856435600002
ACH-000182,-0.13834661627
ACH-000183,-0.245293843394
ACH-000188,-0.12654939665200002
ACH-000189,-0.48543844903399996
ACH-000190,0.5018778642639999
ACH-000198,-0.26119118497099997
ACH-000204,-0.24048500193599998
ACH-000206,-0.23782303225
ACH-000207,-0.11266683303899999
ACH-000211,-0.28194924456099996
ACH-000215,-0.253540328352
ACH-000221,-0.0287481939774
ACH-000222,-0.056123144956599993
ACH-000223,-0.26016988458900003
ACH-000226,-0.160542722564
ACH-000227,-0.234408674396
ACH-000228,-0.07529181200839999
ACH-000231,-0.188076835091
ACH-000232,-0.151196829238
ACH-000233,-0.159287232632
ACH-000234,-0.23364584994000004
ACH-000235,-0.158044100111
ACH-000237,-0.0536623122078
ACH-000238,0.0160051416114
ACH-000243,-0.174652046405
ACH-000244,-0.132020183026
ACH-000246,-0.21972571128
ACH-000248,-0.149991171774
ACH-000250,-0.11717361131699999
ACH-000251,-0.191639646776
ACH-000253,-0.00862696433682
ACH-000255,-0.109103605862
ACH-000256,-0.175327765495
ACH-000257,-0.16746136398
ACH-000258,-0.407546832324
ACH-000259,-0.0881263612624
ACH-000260,-0.2575467293
ACH-000261,-0.123832528005
ACH-000262,-0.404785221972
ACH-000263,0.0714491023228
ACH-000264,-0.21923805475699998
ACH-000265,-0.18098983892499998
ACH-000266,-0.11865190778
ACH-000272,-0.13154804380000001
ACH-000273,-0.19894461958700002
ACH-000274,-0.223796913669
ACH-000277,0.0389946450536
ACH-000278,-0.200141221159
ACH-000279,-0.167347706089
ACH-000280,-0.24943637032
ACH-000281,-0.10796265004899999
ACH-000288,-0.0599163150745
ACH-000291,-0.060989081708699995
ACH-000293,-0.276138013232
ACH-000294,-0.262273514931
ACH-000295,-0.25992488156599997
ACH-000296,0.043262233769899995
ACH-000302,-0.057073736699900006
ACH-000304,-0.47497903693000004
ACH-000307,-0.17375600650400003
ACH-000308,-0.171970410326
ACH-000310,-0.311873745938
ACH-000311,-0.0529957756216
ACH-000312,-0.20796643004999998
ACH-000315,-0.0742312429337
ACH-000316,-0.276579988555
ACH-000317,0.12106252443
ACH-000318,-0.048132726539699994
ACH-000319,0.0306138484538
ACH-000320,-0.248715742659
ACH-000322,-0.296005169571
ACH-000323,-0.06594814770600001
ACH-000324,-0.494980674809
ACH-000329,-0.229627966697
ACH-000330,-0.113645881739
ACH-000331,-0.276107136701
ACH-000332,-0.220961996673
ACH-000334,-0.418465867641
ACH-000335,-0.17445844743099997
ACH-000336,-0.26617066780299997
ACH-000337,-0.07915266808360001
ACH-000339,-0.156829121957
ACH-000341,-0.324661774325
ACH-000348,-0.215666121765
ACH-000350,-0.0448883137769
ACH-000352,-0.138019088549
ACH-000356,-0.147062599133
ACH-000361,-0.37596005722900006
ACH-000362,-0.122037189762
ACH-000363,-0.131900934213
ACH-000364,-0.0331831196503
ACH-000365,-0.214701404378
ACH-000366,-0.151783501016
ACH-000368,-0.017286072764599997
ACH-000374,-0.230109413555
ACH-000375,-0.08145058730789999
ACH-000376,-0.170912064791
ACH-000381,-0.272713225913
ACH-000383,-0.24005808123300001
ACH-000387,-0.175013602613
ACH-000389,-0.364169440739
ACH-000390,0.169383805429
ACH-000393,-0.181575614513
ACH-000395,-0.11827085804700001
ACH-000397,-0.107064133459
ACH-000401,0.037174899938300004
ACH-000402,-0.0956624099423
ACH-000403,-0.31949511253400004
ACH-000404,-0.0339604440257
ACH-000406,-0.125620361072
ACH-000407,-0.0831303401633
ACH-000408,-0.09222051368439999
ACH-000410,-0.212723512976
ACH-000411,-0.16934762856199997
ACH-000414,-0.159267367685
ACH-000415,-0.281565338037
ACH-000416,-0.157423086481
ACH-000420,-0.10926275808199999
ACH-000421,-0.161117800725
ACH-000424,-0.0549157124221
ACH-000425,-0.129338949225
ACH-000426,0.0405348693499
ACH-000427,-0.0637266464386
ACH-000433,0.0273045963197
ACH-000436,-0.273928558688
ACH-000444,-0.326147643075
ACH-000445,-0.331193390894
ACH-000448,-0.42642656229599996
ACH-000450,-0.236242592515
ACH-000452,-0.116052702794
ACH-000454,-0.11172103139100001
ACH-000458,-0.142162062385
ACH-000459,-0.390431108126
ACH-000460,-0.213934917588
ACH-000461,0.07472358145560001
ACH-000463,-0.260015153502
ACH-000464,-0.016948867891799998
ACH-000466,0.0286055908494
ACH-000467,-0.147567494371
ACH-000468,-0.138525176698
ACH-000469,-0.251472574744
ACH-000470,-0.173839836598
ACH-000471,0.031154532412400005
ACH-000472,-0.133176196405
ACH-000473,-0.09132355662830001
ACH-000475,-0.134089700944
ACH-000476,-0.17529194596500003
ACH-000477,0.13306993934800002
ACH-000480,-0.07252895249289999
ACH-000481,-0.126345539922
ACH-000483,0.0175245518147
ACH-000484,-0.0188462537775
ACH-000485,-0.0186334034614
ACH-000486,-0.10118623327299998
ACH-000487,-0.287152616741
ACH-000488,-0.117453451923
ACH-000490,-0.152625521011
ACH-000491,-0.217129854494
ACH-000495,-0.333220365331
ACH-000496,-0.279295770561
ACH-000499,-0.3724849559
ACH-000500,0.0658882179172
ACH-000502,-0.08056522215339999
ACH-000503,0.250699654339
ACH-000505,-0.209410686887
ACH-000507,-0.224714988886
ACH-000510,-0.142892222007
ACH-000511,-0.165787500999
ACH-000512,-0.18280028378899998
ACH-000516,0.0170357552154
ACH-000517,-0.11788535014
ACH-000518,-0.10456887126499999
ACH-000520,-0.324638307616
ACH-000521,-0.0856357862278
ACH-000522,-0.20117410286499998
ACH-000524,-0.0406898049054
ACH-000527,-0.12640426145300002
ACH-000528,-0.09724813143239999
ACH-000537,-0.18015598203299998
ACH-000541,-0.00585920743408
ACH-000542,-0.23668612508200002
ACH-000544,-0.159385908633
ACH-000545,-0.07141020045789999
ACH-000547,-0.133782544897
ACH-000548,0.101283979498
ACH-000549,-0.21170575987
ACH-000550,-0.11727604317
ACH-000552,-0.202379591967
ACH-000556,0.026339840157
ACH-000557,-0.10443157020600001
ACH-000570,-0.104947270517
ACH-000571,-0.0123282684425
ACH-000573,0.0049194262338
ACH-000576,-0.205938879867
ACH-000580,-0.220309741463
ACH-000584,-0.0914388409599
ACH-000585,-0.150185362819
ACH-000588,-0.17134955507
ACH-000589,-0.17986614064800002
ACH-000591,-0.216591164523
ACH-000593,-0.074463039796
ACH-000600,-0.162028576546
ACH-000601,-0.160718524998
ACH-000604,-0.0704538024402
ACH-000605,0.0164602211728
ACH-000606,-0.388625381673
ACH-000608,-0.18693072405900002
ACH-000614,-0.218565271393
ACH-000616,-0.0294184527463
ACH-000618,-0.29753903004
ACH-000619,0.09786279945399999
ACH-000620,-0.134866230245
ACH-000621,-0.163317563361
ACH-000622,-0.267598514944
ACH-000623,-0.036183061213300005
ACH-000624,-0.217878134892
ACH-000627,-0.142606072445
ACH-000630,-0.051640020593800004
ACH-000632,-0.10325558627699999
ACH-000633,-0.298175473143
ACH-000637,-0.314688796052
ACH-000638,-0.112799988826
ACH-000646,-0.227821211957
ACH-000647,-0.133269262342
ACH-000648,-0.106520441079
ACH-000649,-0.324920604201
ACH-000651,-0.196678349227
ACH-000652,-0.16594252081900002
ACH-000653,-0.16930165156500002
ACH-000657,-0.11825547096200001
ACH-000658,-0.127524810349
ACH-000661,-0.158106872058
ACH-000662,-0.5689804871280001
ACH-000663,-0.132396859353
ACH-000665,-0.142324040283
ACH-000671,-0.11711038491800001
ACH-000673,-0.0699186612108
ACH-000676,-0.236586018389
ACH-000677,0.021686149404799997
ACH-000681,-0.18614131760699998
ACH-000682,-0.245719792405
ACH-000683,-0.101981115333
ACH-000684,-0.027600363802799996
ACH-000688,-0.247657145826
ACH-000693,-0.159899768066
ACH-000694,-0.196009568595
ACH-000695,-0.5350621623899999
ACH-000696,-0.208970887198
ACH-000697,-0.515927923432
ACH-000699,-0.043986706644400006
ACH-000701,-0.125499026755
ACH-000706,0.0011941303557200002
ACH-000711,-0.116752666316
ACH-000713,-0.267353357562
ACH-000714,0.0114358630348
ACH-000718,-0.169722086271
ACH-000720,0.126894482772
ACH-000721,-0.267162443511
ACH-000724,-0.0232156581667
ACH-000725,-0.161967217196
ACH-000732,-0.378807731875
ACH-000734,-0.07044753993080001
ACH-000735,0.08834567500610001
ACH-000736,-0.19815756767
ACH-000738,-0.33738004647500003
ACH-000746,-0.0659303020279
ACH-000747,-0.38491444351099996
ACH-000748,-0.0257047580388
ACH-000753,-0.235641793935
ACH-000756,-0.130627293345
ACH-000757,-0.17114284596700002
ACH-000758,-0.222250001049
ACH-000760,-0.054751352116999996
ACH-000763,0.055372596701999996
ACH-000764,-0.291406197167
ACH-000765,-0.131077973347
ACH-000766,-0.249484265989
ACH-000767,-0.0006398870059400001
ACH-000768,-0.120731389297
ACH-000769,-0.35779297096999996
ACH-000770,-0.181486660918
ACH-000771,-0.166560849698
ACH-000773,-0.11215562688200001
ACH-000776,-0.436547088935
ACH-000777,-0.20402773200399998
ACH-000778,-0.0195314441378
ACH-000781,-0.149298330756
ACH-000782,-0.11038397788799999
ACH-000783,-0.186552706831
ACH-000784,-0.0357588130755
ACH-000785,-0.14906673603499998
ACH-000787,-0.206904507333
ACH-000788,-0.12658406679099998
ACH-000791,-0.17798444300500002
ACH-000792,-0.0119938108304
ACH-000794,-0.205567005596
ACH-000796,-0.379477505786
ACH-000799,-0.326279363402
ACH-000800,-0.35148930991599997
ACH-000802,-0.17667448777699998
ACH-000804,-0.0500677023971
ACH-000805,-0.185381075674
ACH-000809,-0.0795286779308
ACH-000810,-0.185624055578
ACH-000811,-0.0982021916997
ACH-000817,-0.023496499306200003
ACH-000819,-0.102957567771
ACH-000820,-0.0731186868318
ACH-000821,-0.411205095234
ACH-000822,-0.130885230205
ACH-000823,-0.0656859851739
ACH-000824,-0.184893573771
ACH-000827,-0.112891817809
ACH-000829,-0.20798990918699997
ACH-000831,-0.242390721369
ACH-000832,-0.246723011464
ACH-000833,-0.24947367176899998
ACH-000834,-0.283501491893
ACH-000835,-0.12989623229299999
ACH-000836,0.380533313299
ACH-000837,-0.08781304347169999
ACH-000838,-0.30967189725600003
ACH-000839,-0.00237857080795
ACH-000840,-0.26447747864
ACH-000841,-0.162203784233
ACH-000843,-0.206290225145
ACH-000846,-0.0524001877866
ACH-000847,-0.219080584315
ACH-000848,-0.08309769323539999
ACH-000849,-0.122839469883
ACH-000851,-0.302876886927
ACH-000855,0.14072191758
ACH-000856,-0.420731947658
ACH-000858,-0.428315720184
ACH-000859,-0.0864469354993
ACH-000861,-0.292830340097
ACH-000862,-0.0344234912936
ACH-000865,-0.329132018077
ACH-000866,-0.17481014482700002
ACH-000867,-0.168112633268
ACH-000869,-0.123867334427
ACH-000872,-0.199478098661
ACH-000873,-0.267047787553
ACH-000876,-0.0207483534379
ACH-000878,-0.40986487627499996
ACH-000880,-0.024509201963400003
ACH-000881,-0.155409679494
ACH-000882,-0.179713719843
ACH-000884,0.0305356197569
ACH-000885,-0.81681724259
ACH-000887,-0.155860495168
ACH-000888,-0.294970598721
ACH-000889,-0.273193083211
ACH-000890,-0.369453966622
ACH-000896,-0.0879354320674
ACH-000898,-0.187072372492
ACH-000900,-0.259131592182
ACH-000901,-0.182063615422
ACH-000905,-0.220388639177
ACH-000906,-0.25384501995700004
ACH-000907,-0.136909993088
ACH-000910,-0.290171555825
ACH-000911,-0.115370768532
ACH-000912,-0.19720400292100002
ACH-000913,-0.151972715576
ACH-000915,-0.151619947108
ACH-000916,-0.764132532005
ACH-000917,-0.16560366654300002
ACH-000921,-0.0720853917018
ACH-000924,-0.135000925742
ACH-000926,-0.248561204663
ACH-000928,-0.584050327669
ACH-000929,0.179461293011
ACH-000932,-0.159534413917
ACH-000935,-0.189356268843
ACH-000936,0.017548939522
ACH-000937,-0.097645855706
ACH-000938,-0.07106591123110001
ACH-000939,0.523006844054
ACH-000941,-0.272164114689
ACH-000943,-0.351148357544
ACH-000946,-0.18305911167199998
ACH-000947,-0.758322822728
ACH-000948,-0.33216805728300003
ACH-000950,-0.283495381181
ACH-000953,-0.116970083785
ACH-000957,-0.0948654356817
ACH-000958,-0.239187106472
ACH-000960,-0.117807709894
ACH-000963,-0.208151808125
ACH-000968,-0.306594263365
ACH-000969,-0.213032029102
ACH-000973,-0.14455021088099998
ACH-000974,-0.20166824596799998
ACH-000975,-0.10095014729900001
ACH-000976,-0.151054006247
ACH-000978,-0.175568187012
ACH-000980,-0.120585582829
ACH-000984,-0.217195056623
ACH-000986,-0.283917250557
ACH-000988,-0.0300617059094
ACH-000993,-0.0774493957818
ACH-000994,-0.28021349663199996
ACH-000996,-0.247048124654
ACH-001001,-0.35341205282
ACH-001020,0.805103620477
ACH-001028,-0.216742360146
ACH-001031,-0.47557753001599995
ACH-001038,-0.127702458673
ACH-001048,-0.026209540317799998
ACH-001050,-0.267529422637
ACH-001053,-0.149174069
ACH-001054,-0.333305083685
ACH-001061,-0.038077777812900004
ACH-001067,-0.165438470748
ACH-001075,-0.291400799917
ACH-001096,-0.14678444629
ACH-001128,1.45662988861
ACH-001134,-0.154651029594
ACH-001151,-0.21591781396200002
ACH-001163,-0.179629767578
ACH-001164,-0.103249733267
ACH-001173,-0.177812216192
ACH-001183,-0.062272273963
ACH-001184,-0.398015612468
ACH-001190,-0.199848243491
ACH-001192,-0.12198257295800001
ACH-001193,-0.35876939918300005
ACH-001196,-0.459983084462
ACH-001197,-0.372020837677
ACH-001205,-0.439876359564
ACH-001211,0.187107931675
ACH-001212,-0.106438895166
ACH-001228,-0.0619195272774
ACH-001232,-0.158488696542
ACH-001239,-0.17707656370900002
ACH-001274,-0.5230038277929999
ACH-001275,-0.288003641468
ACH-001277,-0.153513087001
ACH-001278,-0.0664680343789
ACH-001280,-0.42182878648100003
ACH-001283,-0.2622926919
ACH-001289,-0.277552676789
