,CENPV (201161)
ACH-000004,-0.191302676064
ACH-000007,-0.349691208662
ACH-000009,-0.12460386809
ACH-000011,-0.286068876868
ACH-000012,-0.12702591722999998
ACH-000013,-0.139927954732
ACH-000014,-0.135571836565
ACH-000015,-0.255273868446
ACH-000017,-0.12499989302200001
ACH-000018,-0.13706151996
ACH-000019,-3.54508240992e-05
ACH-000021,-0.0028857624316100004
ACH-000022,-0.336600334106
ACH-000025,-0.04015700982880001
ACH-000028,-0.193075849846
ACH-000030,0.132924376384
ACH-000035,-0.054257201640599995
ACH-000036,-0.160513124712
ACH-000037,0.101426020995
ACH-000039,0.028328858717200003
ACH-000040,-0.251271889404
ACH-000041,-0.301707068012
ACH-000042,-0.228321984912
ACH-000045,-0.013786821558100001
ACH-000047,-0.112043081633
ACH-000052,-0.181542867156
ACH-000053,-0.08178591272960001
ACH-000054,-0.175595687232
ACH-000055,-0.259776736924
ACH-000060,-0.263251854106
ACH-000067,-0.325925708468
ACH-000070,-0.04764329104830001
ACH-000075,-0.271636901707
ACH-000078,-0.206342762815
ACH-000082,-0.278078836477
ACH-000085,0.07562403600510001
ACH-000086,0.025895897104599996
ACH-000087,-0.182252948182
ACH-000092,-0.0641123608945
ACH-000095,-0.197481219154
ACH-000097,-0.121717641917
ACH-000098,-0.20990567743799998
ACH-000099,-0.122591226787
ACH-000108,-0.118204074232
ACH-000113,-0.028305029742900004
ACH-000115,0.0179379873808
ACH-000116,-0.108643176994
ACH-000118,0.0435383848189
ACH-000120,-0.166594993692
ACH-000123,-0.0410958804475
ACH-000127,-0.161914758893
ACH-000128,-0.045356659978300004
ACH-000132,-0.10729721732000001
ACH-000133,-0.153055719379
ACH-000137,-0.0715394108454
ACH-000138,-0.133445444243
ACH-000142,-0.0857123678305
ACH-000143,0.0076522634566899995
ACH-000146,0.107068753851
ACH-000148,-0.0295257253368
ACH-000150,-0.24138608529
ACH-000152,-0.13150327051
ACH-000153,-0.668930340415
ACH-000159,0.0445766864721
ACH-000160,0.26488912535500003
ACH-000163,-0.21955282410100002
ACH-000167,0.337373084668
ACH-000168,0.0248815077171
ACH-000169,-0.21391456355500002
ACH-000178,-0.08830049952050001
ACH-000182,-0.214508885806
ACH-000183,-0.214404646126
ACH-000188,-0.223073573979
ACH-000189,0.308649224087
ACH-000190,0.34399826138800005
ACH-000198,-0.05811410070880001
ACH-000204,-0.16839700412099998
ACH-000206,0.12473902391899999
ACH-000207,0.245510727936
ACH-000211,-0.228587854795
ACH-000215,-0.014785287577299999
ACH-000221,-0.537186154593
ACH-000222,0.090512628567
ACH-000223,-0.174049078814
ACH-000226,-0.195193288473
ACH-000227,0.0333191413888
ACH-000228,0.11293467447899999
ACH-000231,-0.200992603695
ACH-000232,-0.0316387812897
ACH-000233,0.0301466944881
ACH-000234,-0.12947732843
ACH-000235,-0.241669144958
ACH-000237,0.000458690272541
ACH-000238,-0.380149235252
ACH-000243,-0.09039544157639999
ACH-000244,0.183078914503
ACH-000246,-0.127561703429
ACH-000248,0.015522888904500001
ACH-000250,-0.205221756205
ACH-000251,0.045090597998099995
ACH-000253,-0.113940709881
ACH-000255,-0.0915874977949
ACH-000256,-0.150943883118
ACH-000257,-0.141555107983
ACH-000258,-0.24658889968000003
ACH-000259,-0.18678930947099998
ACH-000260,-0.0934021591824
ACH-000261,-0.06867423603509999
ACH-000262,-0.0175654261368
ACH-000263,-0.13400863396999999
ACH-000264,-0.188490027038
ACH-000265,-0.08319950556260002
ACH-000266,-0.119039419358
ACH-000272,-0.142284899488
ACH-000273,-0.010473333101200001
