,WTAP (9589)
ACH-000004,-0.389648372936
ACH-000007,-0.524054730876
ACH-000009,-0.842747937292
ACH-000011,-0.38864983296899996
ACH-000012,-0.9961567340880001
ACH-000013,-0.876218346321
ACH-000014,-0.700444326451
ACH-000015,-0.541296612989
ACH-000017,-0.61592781849
ACH-000018,-0.807746537497
ACH-000019,-1.16296646644
ACH-000021,-0.831274129788
ACH-000022,-0.668242745673
ACH-000025,-0.851978950095
ACH-000028,-1.01778881446
ACH-000030,-0.520088765292
ACH-000035,-0.474271081966
ACH-000036,-0.674178139304
ACH-000037,-0.386088211882
ACH-000039,-0.806718583924
ACH-000040,-0.590360720483
ACH-000041,-0.27641436907
ACH-000042,-0.822102236256
ACH-000045,-0.811309531773
ACH-000047,-0.728048479267
ACH-000052,-0.7578759117739999
ACH-000053,-0.6794284030490001
ACH-000054,-0.18399057655499998
ACH-000055,-0.81032998163
ACH-000060,-1.04735716501
ACH-000067,-0.425220082247
ACH-000070,-0.011322973867399999
ACH-000075,-0.970224792897
ACH-000078,-0.585080161984
ACH-000082,-1.44023188363
ACH-000085,-0.813924103566
ACH-000086,-0.522008658184
ACH-000087,-0.37014092179799996
ACH-000092,-0.5188802075060001
ACH-000095,-0.6133568911330001
ACH-000097,-0.8858041759649999
ACH-000098,-0.483810822644
ACH-000099,-0.707099800149
ACH-000108,-1.0511514889799998
ACH-000113,-0.858653231347
ACH-000115,-0.297067486605
ACH-000116,-0.690402350968
ACH-000118,-0.78786160892
ACH-000120,-0.375866523494
ACH-000123,-0.671452381098
ACH-000127,-0.7807371637639999
ACH-000128,-0.883825237548
ACH-000132,-0.727302904683
ACH-000133,-0.515996017233
ACH-000137,-0.977433503051
ACH-000138,-1.0786969456
ACH-000142,-0.927042946012
ACH-000143,-0.731346474568
ACH-000146,-0.436861703024
ACH-000148,-0.433233898582
ACH-000150,-0.387389097241
ACH-000152,-0.7643618008840001
ACH-000153,-0.571488840795
ACH-000159,-0.7968792849899999
ACH-000160,-0.914365830021
ACH-000163,-0.86354502374
ACH-000167,-0.76249542027
ACH-000168,-0.544899376175
ACH-000169,-0.479840816933
ACH-000178,-0.813466315987
ACH-000182,-0.684702233829
ACH-000183,-0.950275354427
ACH-000188,-0.516735631612
ACH-000189,-0.49695379066100004
ACH-000190,-0.6759236866380001
ACH-000198,-0.633017393699
ACH-000204,-0.831028868565
ACH-000206,-0.553341792877
ACH-000207,-0.42085370611199996
ACH-000211,-0.7586200840170001
ACH-000215,-0.820079307049
ACH-000221,-0.7446870586
ACH-000222,-0.531981823726
ACH-000223,-1.0363841419
ACH-000226,-0.615183064437
ACH-000227,-0.823303111899
ACH-000228,-0.5232191757519999
ACH-000231,-0.398817393028
ACH-000232,-0.652275045339
ACH-000233,-0.939414250288
ACH-000234,-0.688202104077
ACH-000235,-0.934510388196
ACH-000237,-0.376011181072
ACH-000238,-0.628552436133
ACH-000243,-0.7892422072949999
ACH-000244,-0.249390609932
ACH-000246,-0.78806174734
ACH-000248,-0.584548591237
ACH-000250,-0.619844750334
ACH-000251,-1.33515867188
ACH-000253,-1.10513757462
ACH-000255,-0.610147731065
ACH-000256,-0.826052335783
ACH-000257,-0.290821194787
ACH-000258,-0.24352220336199998
ACH-000259,-0.504382791435
ACH-000260,-1.10738533131
ACH-000261,-0.13749523211
ACH-000262,-0.146563468796
ACH-000263,-0.589708791349
ACH-000264,-0.551797312443
ACH-000265,-0.35989117764300005
ACH-000266,-0.721091514826
ACH-000272,-0.8643893967990001
ACH-000273,-1.1259817511599999
ACH-000274,-1.34122179724
ACH-000277,-0.5964879055510001
ACH-000278,-0.641133480254
ACH-000279,-0.849409016851
ACH-000280,-0.7585728551530001
ACH-000281,-0.9027256378569999
ACH-000288,-0.819843392051
ACH-000291,-1.0762250433299998
ACH-000293,-0.687974563465
ACH-000294,-0.7807249030079999
ACH-000295,-0.896902179619
ACH-000296,-0.41506120891599996
ACH-000302,-0.262749651386
ACH-000304,-0.7820104126809999
ACH-000307,-0.48435663773000004
ACH-000308,-1.34551833347
ACH-000310,-0.40408988253
ACH-000311,-0.9466226405220001
ACH-000312,-0.574125009755
ACH-000315,-0.35778835816
ACH-000316,-0.610623762033
ACH-000317,-0.582530020743
ACH-000318,-0.860258032385
ACH-000319,-0.412443602416
ACH-000320,-0.7940099130859999
ACH-000322,-0.743837691619
ACH-000323,-1.01372779854
ACH-000324,-0.6978431459469999
ACH-000329,0.207360182772
ACH-000330,-0.7003356417059999
ACH-000331,-0.924028490296
ACH-000332,-0.484635699519
ACH-000334,-0.91021119589
ACH-000335,-0.799246586462
ACH-000336,-1.01417758269
ACH-000337,-0.9670426873810001
ACH-000339,-0.7742934079549999
ACH-000341,-0.319240832642
ACH-000348,-0.593596312878
ACH-000350,-0.575362757962
ACH-000352,-0.867373563379
ACH-000356,-0.903570448019
ACH-000361,-0.52417394344
ACH-000362,-0.6912133372600001
ACH-000363,-1.04599843787
ACH-000364,-0.515048551648
ACH-000365,-0.559197431441
ACH-000366,-0.643823787558
ACH-000368,-0.647403170737
ACH-000374,-0.38522153309199997
ACH-000375,-0.394919255044
ACH-000376,-0.823762876195
ACH-000381,-0.6893360657009999
ACH-000383,-0.719944210044
ACH-000387,-0.501221610031
ACH-000389,-0.65213217142
ACH-000390,-0.51696532877
ACH-000393,-0.7416702390629999
ACH-000395,-0.705269869548
ACH-000397,-1.07883800815
ACH-000401,-0.628048295644
ACH-000402,-0.739589549847
ACH-000403,-0.665078439963
ACH-000404,-0.647688749853
ACH-000406,-0.39963379356
ACH-000407,-0.897915859991
ACH-000408,-0.7042608342460001
ACH-000410,-0.602331572703
ACH-000411,-0.638332100784
ACH-000414,-0.498088515032
ACH-000415,-0.599795704133
ACH-000416,-0.7345508070469999
ACH-000420,-0.9311294043610001
ACH-000421,-0.7694352771490001
ACH-000424,-0.541588126287
ACH-000425,-0.531883561984
ACH-000426,-0.568229515851
ACH-000427,-1.09153152336
ACH-000433,-0.792377174103
ACH-000436,-0.8020638868809999
ACH-000444,-0.7036764616910001
ACH-000445,-0.862381293407
ACH-000448,-0.779317217263
ACH-000450,-0.440854868425
ACH-000452,-0.6551317678190001
ACH-000454,-0.9184172991480001
ACH-000458,-0.684988312111
ACH-000459,-0.43873553791500003
ACH-000460,-0.870795506427
ACH-000461,-0.85178460904
ACH-000463,-0.5465490409679999
ACH-000464,-0.457253190123
ACH-000466,-0.377703090509
ACH-000467,-0.7963466413310001
ACH-000468,-0.8086105355259999
ACH-000469,-0.6100199682999999
ACH-000470,-0.7557667476890001
ACH-000471,-0.578604183271
ACH-000472,-0.7679222269930001
ACH-000473,-0.534211672354
ACH-000475,-0.760900860212
ACH-000476,-0.550278082515
ACH-000477,-0.32146910422499997
ACH-000480,-0.5649297009350001
ACH-000481,-0.704323845927
ACH-000483,-0.326550026742
ACH-000484,-0.9797523790360001
ACH-000485,-1.02599028918
ACH-000486,-0.6802050495290001
ACH-000487,-0.366213133613
ACH-000488,-0.8299246653219999
ACH-000490,-1.0015028727700002
ACH-000491,-0.740181067558
ACH-000495,-0.202230669516
ACH-000496,-0.527086154232
ACH-000499,-0.568728432549
ACH-000500,-0.7179197361640001
ACH-000502,-0.8726906568189999
ACH-000503,-0.675195028768
ACH-000505,-0.281815665441
ACH-000507,-0.806076636817
ACH-000510,-0.44075572365800003
ACH-000511,-0.6713744061779999
ACH-000512,-0.74866537125
ACH-000516,-0.839556238716
ACH-000517,-0.422513641876
ACH-000518,-0.591302668077
ACH-000520,-0.6151773856130001
ACH-000521,-0.7440764746070001
ACH-000522,-0.622517187426
ACH-000524,-0.665457435692
ACH-000527,-0.513361897962
ACH-000528,-1.06390996692
ACH-000537,-0.803873968586
ACH-000541,-1.08617851921
ACH-000542,-0.40860119652099997
ACH-000544,-0.7666599771989999
ACH-000545,-0.783086632289
ACH-000547,-0.638138210186
ACH-000548,-1.0606435253
ACH-000549,-0.962782255665
ACH-000550,-0.722103648944
ACH-000552,-0.5922117418999999
ACH-000556,-0.684690725912
ACH-000557,-0.7133304069159999
ACH-000570,-0.49120795695200004
ACH-000571,-0.554960426428
ACH-000573,-0.495019641959
ACH-000576,-1.12674443453
ACH-000580,0.0418552541782
ACH-000584,-1.33645517016
ACH-000585,-1.09570868589
ACH-000588,-0.7274697758449999
ACH-000589,-0.7683714439110001
ACH-000591,-0.8927678153640001
ACH-000593,-0.152831850968
ACH-000600,-0.655076918035
ACH-000601,-0.461647991953
ACH-000604,-0.660653303298
ACH-000605,-0.272061626825
ACH-000606,-0.584265646415
ACH-000608,-0.745776626517
ACH-000614,-0.510596947166
ACH-000616,-0.539858631386
ACH-000618,-0.520728450579
ACH-000619,-1.0216336798999999
ACH-000620,-0.9649247894859999
ACH-000621,-0.614104119661
ACH-000622,-0.617601636248
ACH-000623,-0.550029645891
ACH-000624,-0.7366973593780001
ACH-000627,-0.851309789839
ACH-000630,-0.586937904767
ACH-000632,-0.998876012994
ACH-000633,-0.501337500652
ACH-000637,-0.762944506448
ACH-000638,-0.660678925072
ACH-000646,-0.9933696141089999
ACH-000647,-0.693565923801
ACH-000648,-0.43993115010300005
ACH-000649,-0.803088006215
ACH-000651,-0.305785519399
ACH-000652,-0.930038501364
ACH-000653,-0.40345179873000003
ACH-000657,-0.9349949815340001
ACH-000658,-1.07290618039
ACH-000661,-0.45309202306100005
ACH-000662,-0.497843241038
ACH-000663,-0.499484435261
ACH-000665,-0.701308634057
ACH-000671,-0.745485537309
ACH-000673,-0.638568582802
ACH-000676,-0.8169868898229999
ACH-000677,-0.0341271197683
ACH-000681,-0.9346625176450001
ACH-000682,-0.8260269170929999
ACH-000683,-0.996290098002
ACH-000684,-0.736155282287
ACH-000688,-1.0487129022200001
ACH-000693,-0.523159337426
ACH-000694,-0.798013421697
ACH-000695,-1.03912294258
ACH-000696,-0.799046510696
ACH-000697,-0.9588788122990001
ACH-000699,-0.674988496011
ACH-000701,-0.6852518876270001
ACH-000706,-0.694004588602
ACH-000711,-0.7465281655439999
ACH-000713,-0.9908079411570001
ACH-000714,-0.647753067162
ACH-000718,-0.71225423551
ACH-000720,-0.62390541708
ACH-000721,-0.0922231202277
ACH-000724,-0.7658431164239999
ACH-000725,-1.1782465205600001
ACH-000732,-0.863336572853
ACH-000734,-0.589765516456
ACH-000735,-0.879792186094
ACH-000736,-1.0827660166700002
ACH-000738,-0.981990687851
ACH-000746,-0.242827556977
ACH-000747,-0.6927510758859999
ACH-000748,-0.378456342838
ACH-000753,-0.551796455915
ACH-000756,-0.975351369147
ACH-000757,-0.420476394046
ACH-000758,-0.8156681422840001
ACH-000760,-0.8047222678229999
ACH-000763,-0.9402751479170001
ACH-000764,-0.950195734363
ACH-000765,-0.7998979370379999
ACH-000766,0.0632767046077
ACH-000767,-0.196758395243
ACH-000768,-0.857618755795
ACH-000769,-0.565418309784
ACH-000770,-0.711385788184
ACH-000771,-0.6787196239309999
ACH-000773,0.12234154502800001
ACH-000776,-0.634083320969
ACH-000777,-0.844001141386
ACH-000778,-0.503078115796
ACH-000781,-0.465096729019
ACH-000782,-0.675204884702
ACH-000783,-1.13572275246
ACH-000784,-0.41819039022
ACH-000785,-0.9321579934980001
ACH-000787,-0.8893651516709999
ACH-000788,-0.6806879778110001
ACH-000791,-0.627315922648
ACH-000792,-0.734990482097
ACH-000794,-0.8142795966490001
ACH-000796,-1.0072663744900001
ACH-000799,-0.7064674837839999
ACH-000800,-0.790965534453
ACH-000802,-0.868838744741
ACH-000804,-0.665319845354
ACH-000805,-0.341699120313
ACH-000809,-0.706797087807
ACH-000810,-0.883563509567
ACH-000811,-0.594845700563
ACH-000817,-0.5551879591619999
ACH-000819,-0.40957835791599995
ACH-000820,-0.8693972339370001
ACH-000821,-1.20938075295
ACH-000822,-0.637808077492
ACH-000823,-0.7587169981990001
ACH-000824,-0.638461606305
ACH-000827,-0.21708086933
ACH-000829,-0.6425685377179999
ACH-000831,-0.6889052316859999
ACH-000832,-0.9065417758859999
ACH-000833,-0.310152684566
ACH-000834,-0.667908423019
ACH-000835,-0.754461928371
ACH-000836,-1.11133187079
ACH-000837,-0.571127318868
ACH-000838,-0.579695774612
ACH-000839,-1.04144799246
ACH-000840,-0.6650979895
ACH-000841,-0.899559205188
ACH-000843,-0.97385823496
ACH-000846,-0.809047422476
ACH-000847,-0.6416017980100001
ACH-000848,-0.39655157033
ACH-000849,-0.8291895307800001
ACH-000851,-0.883909194332
ACH-000855,-0.5963487327120001
ACH-000856,-0.63009323689
ACH-000858,-0.494737664238
ACH-000859,-0.7255480291519999
ACH-000861,-0.894237846734
ACH-000862,-0.906219787001
ACH-000865,-0.369305119399
ACH-000866,-0.562040677469
ACH-000867,-0.406882299256
ACH-000869,-0.618777888069
ACH-000872,-1.04527519736
ACH-000873,-0.998853058136
ACH-000876,-0.432971229733
ACH-000878,-0.384518837319
ACH-000880,-0.5389980478399999
ACH-000881,-0.313019604199
ACH-000882,-0.722168528689
ACH-000884,-0.960833912853
ACH-000885,-0.21814346424000003
ACH-000887,-0.504827955306
ACH-000888,-1.06862293616
ACH-000889,-0.9695081861079999
ACH-000890,-0.808901703189
ACH-000896,-0.8624558590000001
ACH-000898,-0.961148551445
ACH-000900,-0.7835223090000001
ACH-000901,-0.336714594284
ACH-000905,-0.621009768159
ACH-000906,-0.306627447968
ACH-000907,-0.574420744794
ACH-000910,-0.536703900045
ACH-000911,-0.44826210350400003
ACH-000912,-0.906772893812
ACH-000913,-1.0868425554899999
ACH-000915,-1.0327079473799998
ACH-000916,-1.37768678389
ACH-000917,-0.7355554949140001
ACH-000921,-0.718992575017
ACH-000924,-0.818176296867
ACH-000926,-0.637737667903
ACH-000928,-0.809731653325
ACH-000929,-1.10376240053
ACH-000932,-0.541986082035
ACH-000935,-0.495728988413
ACH-000936,-0.738953673177
ACH-000937,-0.57621834462
ACH-000938,-0.18677499190900002
ACH-000939,-0.691392633946
ACH-000941,-0.9526062275560001
ACH-000943,-0.8072415379800001
ACH-000946,-0.8332534082520001
ACH-000947,-0.375558271821
ACH-000948,-0.94346800891
ACH-000950,-0.6284444484030001
ACH-000953,-0.5779423735970001
ACH-000957,-0.730344696539
ACH-000958,-0.55261121055
ACH-000960,-0.468255887581
ACH-000963,-0.577746220796
ACH-000968,-0.5955011519510001
ACH-000969,-0.477835449203
ACH-000973,-1.1202316339
ACH-000974,-0.18933725888500003
ACH-000975,-0.6167386605049999
ACH-000976,-0.9853423434649999
ACH-000978,-0.5924051236010001
ACH-000980,-0.328432024409
ACH-000984,-0.574061412631
ACH-000986,-0.491317288161
ACH-000988,-0.676282290521
ACH-000993,-0.5356884982869999
ACH-000994,-0.859396778918
ACH-000996,-1.0836516332700001
ACH-001001,-0.571919590309
ACH-001020,-0.508214653789
ACH-001028,-0.0790476692738
ACH-001031,-0.647239013631
ACH-001038,-0.67965344712
ACH-001048,-0.6639269911569999
ACH-001050,-0.9334361915639999
ACH-001053,-0.747229394325
ACH-001054,-0.723789094565
ACH-001061,-0.5874991035930001
ACH-001067,-0.0622898417093
ACH-001075,-0.977805452383
ACH-001096,-0.461931588416
ACH-001128,-1.13279394674
ACH-001134,-0.739128445264
ACH-001151,-0.624147961066
ACH-001163,-0.36146255883
ACH-001164,-0.607057689596
ACH-001173,-0.404306011245
ACH-001183,-0.6813143868179999
ACH-001184,-0.566277461153
ACH-001190,-0.7475026412029999
ACH-001192,-0.316064298189
ACH-001193,-0.86356240979
ACH-001196,-0.8889599642129999
ACH-001197,-0.936159504077
ACH-001205,-0.8696779107879999
ACH-001211,-0.38716307037000003
ACH-001212,-0.432132065961
ACH-001228,-0.858155471097
ACH-001232,-0.5088849771689999
ACH-001239,-0.728545556137
ACH-001274,-0.182350123724
ACH-001275,-0.578781115851
ACH-001277,-1.0578155469
ACH-001278,-0.146233183805
ACH-001280,-0.422884559171
ACH-001283,0.005669542517560001
ACH-001289,-0.21976365980700002
ACH-001295,-0.780282110893
ACH-001300,-0.794410457397
ACH-001301,-0.661865761932
ACH-001302,-0.6149325003589999
ACH-001303,-0.7205580070550001
ACH-001306,-0.7123301338770001
ACH-001318,-0.682843995034
ACH-001322,-0.7148910066609999
ACH-001328,-0.916573899299
ACH-001332,-0.793432502548
ACH-001333,-0.72134345492
ACH-001336,-0.662287856154
ACH-001340,-1.18198396894
ACH-001346,-0.887734540948
ACH-001353,-0.819501581238
ACH-001354,-0.5614541406570001
ACH-001367,-0.7530730909919999
ACH-001368,-0.333740791746
ACH-001374,-0.17909523997000001
ACH-001375,-0.618112668987
ACH-001377,-0.371513947775
ACH-001380,-0.9213953452439999
ACH-001391,-0.617312050993
ACH-001407,-0.669990865123
ACH-001408,-0.823762827675
ACH-001413,-0.927633343354
ACH-001430,-0.681995753197
ACH-001431,-0.769100354884
ACH-001450,-0.568916718289
ACH-001496,-0.7807469395479999
ACH-001500,-0.708517634725
ACH-001521,-0.90664208611
ACH-001523,-0.765091228031
ACH-001532,-0.618018641765
ACH-001536,-0.605409596927
ACH-001550,-0.860417514496
ACH-001552,-0.533300867403
ACH-001554,-0.6939921174570001
ACH-001645,-0.112162001821
ACH-001654,-0.43516088540299996
ACH-001715,-0.9063591459710001
ACH-001735,-0.809157943663
ACH-001736,-0.496029988449
ACH-001737,-0.812561167298
ACH-001740,-0.772220971326
ACH-001745,-0.622604342784
ACH-001750,-0.576623457342
ACH-001765,-0.517830062488
ACH-001956,-0.8412064552940001
ACH-001957,-0.0966281505602
