,ARID4B (51742)
ACH-000004,-0.643275187366
ACH-000007,-0.039590648908500004
ACH-000009,-0.0751641857173
ACH-000011,0.190232451651
ACH-000012,-0.36263171805600003
ACH-000013,-0.0751372234975
ACH-000014,-0.297967754784
ACH-000015,0.0208123458348
ACH-000017,-0.156784367586
ACH-000018,-0.109815821567
ACH-000019,-0.198894264866
ACH-000021,-0.142449568573
ACH-000022,0.24494651063900003
ACH-000025,-0.213225069657
ACH-000028,-0.055115312069800006
ACH-000030,-0.309433316963
ACH-000035,-0.121885032089
ACH-000036,-0.20759919734299997
ACH-000037,-0.638800935084
ACH-000039,0.38530572424599996
ACH-000040,-0.24397606416200002
ACH-000041,-0.05594642610119999
ACH-000042,-0.153435218173
ACH-000045,-0.201055025148
ACH-000047,-0.334250133714
ACH-000052,-0.176656259803
ACH-000053,-0.257811733846
ACH-000054,-0.289254530831
ACH-000055,-0.5572318196280001
ACH-000060,-0.0681575595076
ACH-000067,-0.06970537635639999
ACH-000070,0.20639331853100001
ACH-000075,-0.620353002064
ACH-000078,-0.204530713175
ACH-000082,-0.41649645001
ACH-000085,-0.09442074257290001
ACH-000086,-0.0602725201861
ACH-000087,0.017005162120700003
ACH-000092,-0.287962153552
ACH-000095,-0.406574628817
ACH-000097,0.235656061861
ACH-000098,0.106888643111
ACH-000099,-0.0497333345283
ACH-000108,-0.046271079211300005
ACH-000113,-0.168034738202
ACH-000115,0.23670448434799998
ACH-000116,-0.20129854031599997
ACH-000118,-0.157377128875
ACH-000120,-0.276121741581
ACH-000123,-0.219202204238
ACH-000127,-0.11731004657400002
ACH-000128,-0.0065675764133900005
ACH-000132,0.0620874039568
ACH-000133,0.0135244215145
ACH-000137,-0.177256495178
ACH-000138,0.121284009809
ACH-000142,-0.127115690833
ACH-000143,0.302296292442
ACH-000146,0.009414819749770001
ACH-000148,-0.338351187399
ACH-000150,-0.277855838268
ACH-000152,0.04850990796540001
ACH-000153,-0.226295383552
ACH-000159,-0.21059018664700002
ACH-000160,0.426261069638
