,DPY19L2 (283417)
ACH-000004,-0.77115114728
ACH-000007,-0.711501945967
ACH-000009,-0.690808214051
ACH-000011,-0.7323004365979999
ACH-000012,-0.80276509718
ACH-000013,-0.5008068080170001
ACH-000014,-0.606088348842
ACH-000015,-0.628764182758
ACH-000017,-0.822848415369
ACH-000018,-0.834360196308
ACH-000019,-0.7596335727689999
ACH-000021,-0.9346638509849999
ACH-000022,-0.601118905883
ACH-000025,-0.751689233302
ACH-000028,-0.47315676237800003
ACH-000030,-0.6029340026169999
ACH-000035,-0.5428253833510001
ACH-000036,-0.911377375475
ACH-000037,-0.54616645477
ACH-000039,-0.8354865385570001
ACH-000040,-0.525311196828
ACH-000041,-0.8229072590530001
ACH-000042,-0.906016856409
ACH-000045,-0.593240733522
ACH-000047,-0.8519333653110001
ACH-000052,-0.8536571367389999
ACH-000053,-0.748142935099
ACH-000054,-0.759827421238
ACH-000055,-0.399461494697
ACH-000060,-0.170917638554
ACH-000067,-0.7841983408259999
ACH-000070,-0.75852352359
ACH-000075,-0.640587775409
ACH-000078,-0.604694238245
ACH-000082,-0.7557878261759999
ACH-000085,-0.683184572017
ACH-000086,-0.752656112043
ACH-000087,-0.9828290011949999
ACH-000092,-0.328771744089
ACH-000095,-0.742448792666
ACH-000097,-0.6607202948950001
ACH-000098,-0.48327715466300003
ACH-000099,-0.838520577304
ACH-000108,-0.7167073285150001
ACH-000113,-0.652227006417
ACH-000115,-0.912995875854
ACH-000116,-0.845895529304
ACH-000118,-0.7446643432100001
ACH-000120,-0.607764418567
ACH-000123,-0.6683195144399999
ACH-000127,-0.7443589114470001
ACH-000128,-0.5174534033899999
ACH-000132,-0.485831910129
ACH-000133,-0.6685408391309999
ACH-000137,-0.966768460432
ACH-000138,-0.6402700341740001
ACH-000142,-0.845445544303
ACH-000143,-1.0272916539899999
ACH-000146,-0.48223927952
ACH-000148,-0.745473069552
ACH-000150,-0.497633350176
ACH-000152,-0.763326320017
ACH-000153,-0.7555046864370001
ACH-000159,-0.923615996922
ACH-000160,-1.0017026685400001
ACH-000163,-0.434587909584
ACH-000167,-0.28253856872
ACH-000168,-0.478652936655
ACH-000169,-0.8768600114120001
ACH-000178,-0.8145613079699999
ACH-000182,-0.69092881499
ACH-000183,-0.619127008899
ACH-000188,-0.47382844257299994
ACH-000189,-0.836668434996
ACH-000190,-0.959170231567
ACH-000198,-0.613163939229
ACH-000204,-0.798016201728
ACH-000206,-0.823409900818
ACH-000207,-0.7570936984540001
ACH-000211,-0.673271633047
ACH-000215,-0.708066298624
ACH-000221,-0.544005034362
ACH-000222,-0.811009940352
ACH-000223,-0.779934781443
ACH-000226,-0.70520149816
ACH-000227,-0.808638191059
ACH-000228,-0.665029102781
ACH-000231,-0.6108082563699999
ACH-000232,-0.687448129199
ACH-000233,-0.408073211679
ACH-000234,-0.9050519279000001
ACH-000235,-0.617222836452
ACH-000237,-0.883956042535
ACH-000238,-0.843050738968
ACH-000243,-0.847613589783
ACH-000244,-0.708272949835
ACH-000246,-0.381715146321
ACH-000248,-0.532146836904
ACH-000250,-0.808593352606
ACH-000251,-0.607536026281
ACH-000253,-0.684669019057
ACH-000255,-0.511356719124
ACH-000256,-0.926409969931
ACH-000257,-0.585826219426
ACH-000258,-0.351657177627
ACH-000259,-0.645764605802
ACH-000260,-0.7118992450220001
ACH-000261,-0.559226721479
ACH-000262,-0.710616388795
ACH-000263,-1.17406096096
ACH-000264,-0.634921324274
ACH-000265,-0.7154504667239999
ACH-000266,-0.749841943791
ACH-000272,-0.6211507641089999
ACH-000273,-0.740535792491
ACH-000274,-0.711827427981
ACH-000277,-0.5302770346769999
ACH-000278,-0.8416821266560001
ACH-000279,-0.819219032816
ACH-000280,-0.582529347773
ACH-000281,-0.7971945403749999
ACH-000288,-0.662703069777
ACH-000291,-0.7299131158859999
ACH-000293,-0.615452673081
ACH-000294,-0.76956566857
ACH-000295,0.131648310912
ACH-000296,-0.773380688139
ACH-000302,-0.5126319173899999
ACH-000304,-0.696319398627
ACH-000307,-0.660759694256
ACH-000308,-0.6758929858920001
ACH-000310,-0.9207653869399999
ACH-000311,-0.7076451445469999
ACH-000312,-0.759135436699
ACH-000315,-0.9163214644679999
ACH-000316,-0.563202715707
ACH-000317,-0.547694389888
ACH-000318,-0.687667872431
ACH-000319,-0.8161842220800001
ACH-000320,-0.644757519984
ACH-000322,-0.8951760851039999
ACH-000323,-0.49206607862499996
ACH-000324,-0.665534258306
ACH-000329,-0.754322800423
ACH-000330,-0.551604440832
ACH-000331,-0.540831878468
ACH-000332,-0.721200435514
ACH-000334,-0.974416245768
ACH-000335,-0.707250362359
ACH-000336,-0.819871590993
ACH-000337,-0.6964519671420001
ACH-000339,-0.776514654953
ACH-000341,-0.811843901613
ACH-000348,-0.532590634916
ACH-000350,-0.8741998294159999
ACH-000352,-0.453445102967
ACH-000356,-0.7167017732400001
ACH-000361,-0.8148545403499999
ACH-000362,-0.645307004179
ACH-000363,-0.6787984179209999
ACH-000364,-0.607638519394
ACH-000365,-0.7000013918440001
ACH-000366,-0.7789448028579999
ACH-000368,-0.431937810228
ACH-000374,-0.752074624175
ACH-000375,-0.51458693659
ACH-000376,-0.6776699698499999
ACH-000381,-0.6954565546349999
ACH-000383,-0.950314152517
ACH-000387,-0.682497274639
ACH-000389,-0.854121360554
ACH-000390,-0.54101655844
ACH-000393,-0.607532328382
ACH-000395,-0.8941441993160001
ACH-000397,-0.564366779257
ACH-000401,-0.734526438252
ACH-000402,-0.643415556729
ACH-000403,-0.723832981496
ACH-000404,-0.8718951485709999
ACH-000406,-0.613156497768
ACH-000407,-0.759023961488
ACH-000408,-1.08551686571
ACH-000410,-0.767559391163
ACH-000411,-0.641632540797
ACH-000414,-0.9331985982209999
ACH-000415,-0.7162690874619999
ACH-000416,-0.72139846559
ACH-000420,-0.468977918657
ACH-000421,-0.6330964072590001
ACH-000424,-0.618630633187
ACH-000425,-0.8372735570759999
ACH-000426,-0.570070099181
ACH-000427,-0.794679839135
ACH-000433,-0.8741930009559999
ACH-000436,-0.773859473046
ACH-000444,-0.40098728375
ACH-000445,-0.325460572276
ACH-000448,-0.767302973846
ACH-000450,-0.422017199247
ACH-000452,-0.921425961117
ACH-000454,-0.598739296457
ACH-000458,-0.682574701645
ACH-000459,-0.21862805160300003
ACH-000460,-0.729249147405
ACH-000461,-0.632461443681
ACH-000463,-0.653169122628
ACH-000464,-0.7743125575
ACH-000466,-0.65488473587
ACH-000467,-0.697270787374
ACH-000468,-0.7979088093529999
ACH-000469,-0.678359486438
ACH-000470,-0.617356383297
ACH-000471,-0.681563546036
ACH-000472,-0.746943097841
ACH-000473,-0.536046419001
ACH-000475,-0.562951397481
ACH-000476,-0.8188026620100001
ACH-000477,-0.673314315136
ACH-000480,-0.9110971663590001
ACH-000481,-0.8007611864899999
ACH-000483,-0.812211437811
ACH-000484,-0.469508747159
ACH-000485,-0.815231575016
ACH-000486,-0.702182025305
ACH-000487,-0.6270311175
ACH-000488,-0.720476552292
ACH-000490,-0.586604238804
ACH-000491,-0.659538549613
ACH-000495,-0.608665708475
ACH-000496,-0.520337698369
ACH-000499,-0.6765738459739999
ACH-000500,-1.14615352815
ACH-000502,-0.543909636737
ACH-000503,-0.454154534756
ACH-000505,-0.43517048296599997
ACH-000507,-0.598983816565
ACH-000510,-0.38419221483800003
ACH-000511,-0.8009992807809999
ACH-000512,-0.316181289306
ACH-000516,-0.6791530982709999
ACH-000517,-0.538520901426
ACH-000518,-0.583347675384
ACH-000520,-0.734876948042
ACH-000521,-0.670168155361
ACH-000522,-0.698728984505
ACH-000524,-0.742272291496
ACH-000527,-0.677686071761
ACH-000528,-0.707807892343
ACH-000537,-0.565447626997
ACH-000541,-0.582097436495
ACH-000542,-0.706203528365
ACH-000544,-0.9194697897399999
ACH-000545,-0.820662920332
ACH-000547,-0.320447405475
ACH-000548,-0.583780985129
ACH-000549,-0.616226180038
ACH-000550,-1.09885484932
ACH-000552,-0.493009239716
ACH-000556,-0.491719442904
ACH-000557,-0.942841516429
ACH-000570,-0.627424516181
ACH-000571,-0.49214371256399997
ACH-000573,-0.595717855028
ACH-000576,-0.6525609114109999
ACH-000580,-0.8499645218359999
ACH-000584,-0.5362098039909999
ACH-000585,-0.871707624255
ACH-000588,-0.49286544537
ACH-000589,-0.7736893410860001
ACH-000591,-0.36593280318000004
ACH-000593,-0.700155100869
ACH-000600,-0.702896033637
ACH-000601,-0.642372184834
ACH-000604,-0.81069885972
ACH-000605,-0.787890682047
ACH-000606,-0.794572269951
ACH-000608,-0.9588447704
ACH-000614,-0.804601208185
ACH-000616,-0.697895595031
ACH-000618,-0.760246410317
ACH-000619,-0.705127105731
ACH-000620,-0.709782218231
ACH-000621,-0.6944923778740001
ACH-000622,-0.80662689358
ACH-000623,-0.73870325094
ACH-000624,-0.7113086249889999
ACH-000627,-0.642450642937
ACH-000630,-0.619529709113
ACH-000632,-0.786657553673
ACH-000633,-0.612953103901
ACH-000637,-0.424645704108
ACH-000638,-0.611234390392
ACH-000646,-0.6847834092730001
ACH-000647,-0.619233028098
ACH-000648,-0.449705175154
ACH-000649,-0.784961388573
