,SLK (9748)
ACH-000004,-0.173133473382
ACH-000007,-0.22984502489
ACH-000009,-0.379710145546
ACH-000011,-0.137287461397
ACH-000012,-0.191196309776
ACH-000013,-0.200271453682
ACH-000014,-0.18948171277800002
ACH-000015,-0.010577940245900001
ACH-000017,0.0019540037750199997
ACH-000018,-0.16906739927900002
ACH-000019,-0.124870451564
ACH-000021,-0.07472437569780001
ACH-000022,-0.043619005125400005
ACH-000025,-0.249415694873
ACH-000028,-0.245290466343
ACH-000030,-0.21062983232299998
ACH-000035,-0.24763827581099998
ACH-000036,-0.362768806711
ACH-000037,0.004899587077090001
ACH-000039,-0.176857273767
ACH-000040,-0.07655334808349999
ACH-000041,-0.204746811272
ACH-000042,-0.137738823066
ACH-000045,0.00407564058847
ACH-000047,-0.23163428588100002
ACH-000052,0.0814228285208
ACH-000053,-0.155266919932
ACH-000054,-0.231128154716
ACH-000055,-0.0183304761172
ACH-000060,0.15978070119
ACH-000067,-0.34775486680600004
ACH-000070,-0.23290349875900002
ACH-000075,-0.0698585819409
ACH-000078,-0.267674418659
ACH-000082,-0.0787373147798
ACH-000085,-0.09241013059450001
ACH-000086,-0.052336880283
ACH-000087,-0.13743175053200002
ACH-000092,-0.0547990659693
ACH-000095,-0.216404212845
ACH-000097,-0.0414282589282
ACH-000098,-0.263383726991
ACH-000099,-0.114152053622
ACH-000108,-0.30760962600499997
ACH-000113,-0.09790359957599999
ACH-000115,-0.10171003678099999
ACH-000116,-0.20852400737799998
ACH-000118,-0.236588473655
ACH-000120,-0.126975765683
ACH-000123,-0.32462197709699997
ACH-000127,-0.0552327577982
ACH-000128,-0.243102572822
ACH-000132,-0.0819320510442
ACH-000133,-0.128926409387
ACH-000137,0.021159579378299997
ACH-000138,-0.22750659002700002
ACH-000142,-0.10761858894700001
ACH-000143,-0.21499303400199998
ACH-000146,-0.151438793933
ACH-000148,-0.289902857084
ACH-000150,-0.008823480151889999
ACH-000152,-0.267683983191
ACH-000153,-0.0582985223316
ACH-000159,-0.230743141097
ACH-000160,-0.13369948859300002
ACH-000163,-0.12591221693399998
ACH-000167,-0.24650218452
ACH-000168,-0.247064932913
ACH-000169,-0.212899350922
ACH-000178,-0.140792748399
ACH-000182,-0.149738302052
ACH-000183,0.11943279800699999
ACH-000188,-0.16798948757800003
