,ZWINT (11130)
ACH-000770,-0.722503298614
ACH-000771,-0.711602575494
ACH-000773,-0.629189841439
ACH-000776,-0.769900016399
ACH-000777,-0.449898377475
ACH-000778,-0.652104103793
ACH-000781,-0.48130466689199997
ACH-000782,-0.34119740100999996
ACH-000783,-0.640589545722
ACH-000784,-0.750827582206
ACH-000785,-1.0319741323799998
ACH-000787,-0.622624524014
ACH-000788,-0.839903472578
ACH-000791,-0.40599260888000005
ACH-000792,-0.29697613076699997
ACH-000794,-0.746946821474
ACH-000796,-0.922418732562
ACH-000799,-0.730398250221
ACH-000800,-0.6280986671109999
ACH-000802,-0.537499033802
ACH-000804,-0.6477272975389999
ACH-000805,-0.718683610766
ACH-000809,-0.7053348432
ACH-000810,-0.6754228975929999
ACH-000811,-0.333719167175
ACH-000817,-0.7523160570540001
ACH-000819,-0.562913920252
ACH-000820,-0.69409152861
ACH-000821,-0.536176144075
ACH-000822,-0.907520348069
ACH-000823,-0.5017970808519999
ACH-000824,-0.7391764791750001
ACH-000827,-0.322265092505
ACH-000829,-0.501953643408
ACH-000831,-0.501021527619
ACH-000832,-0.7894465545970001
ACH-000833,-0.5935647220570001
ACH-000834,-0.606518869486
ACH-000835,-0.598696531849
ACH-000836,-0.7732642531630001
ACH-000837,-0.180655738165
ACH-000838,-0.877855206189
ACH-000839,-0.951205365169
ACH-000840,0.5332140195130001
ACH-000841,-0.9251321711700001
ACH-000843,-0.60530711766
ACH-000846,-0.484551055413
ACH-000847,-0.749600575715
ACH-000848,-0.429434482738
ACH-000849,-0.164208256127
ACH-000851,-0.612622902153
ACH-000855,-0.531718637211
ACH-000856,-0.7075927985160001
ACH-000858,-0.506053130054
ACH-000859,-0.452366043455
ACH-000861,-0.561579957201
ACH-000862,-0.649986923288
ACH-000865,-0.6992254154430001
ACH-000866,-0.579359730284
ACH-000867,-0.8805407085420001
ACH-000869,-0.0850307803455
ACH-000872,-0.403532535606
ACH-000873,-0.5157590809979999
ACH-000876,-0.460363355345
ACH-000878,-0.453754877167
ACH-000880,-0.590941961949
ACH-000881,-0.576131762972
ACH-000882,-0.76285712503
ACH-000884,-0.922244979072
ACH-000885,-0.38635128583000006
ACH-000887,-0.40746097423600003
ACH-000888,-0.39104645006800004
ACH-000889,-0.910968896375
ACH-000890,-0.6357998783869999
ACH-000896,-0.8172717304129999
ACH-000898,-1.04561328856
ACH-000900,-0.453778469309
ACH-000901,-0.588664304847
ACH-000905,-0.576830476267
ACH-000906,-0.52520802427
ACH-000907,-0.557484979314
ACH-000910,-0.836919791126
ACH-000911,-0.311992218604
ACH-000912,-0.612708286203
ACH-000913,-0.6595792155899999
ACH-000915,-0.696257407707
ACH-000916,-0.624242651858
ACH-000917,-0.625090747719
ACH-000921,-0.638731110717
ACH-000924,-0.297554481065
ACH-000926,-0.6833398871699999
ACH-000928,-0.272867273353
ACH-000929,-0.661551716549
ACH-000932,-0.7893478799699999
ACH-000935,-0.639341802786
ACH-000936,-0.600909400604
ACH-000937,-0.020689248259599998
ACH-000938,-0.622556184094
ACH-000939,-0.509986966534
ACH-000941,-0.7064608667360001
ACH-000943,-0.631064164084
ACH-000946,-0.692415570585
ACH-000947,-0.700519286629
ACH-000948,-0.685919717077
ACH-000950,-0.596543452169
ACH-000953,-0.607452771019
ACH-000957,-0.65710120422
ACH-000958,-0.5516921087569999
ACH-000960,-0.212960366594
ACH-000963,-0.693137894847
ACH-000968,-0.849467854753
ACH-000969,-0.857604084731
ACH-000973,-0.535275587552
ACH-000974,-0.535557199645
ACH-000975,-0.522890929805
ACH-000976,-0.8707416704709999
ACH-000978,-0.296978256353
ACH-000980,-0.412124444411
ACH-000984,-0.842952015333
ACH-000986,-0.918414193202
ACH-000988,-0.717487929415
ACH-000993,0.022544390443799998
ACH-000994,-0.40787577214599996
ACH-000996,-0.438297181109
ACH-001001,-0.46626809862400004
ACH-001020,-0.38924830273199995
ACH-001028,-0.625992490498
ACH-001031,-0.413585635711
ACH-001038,-0.446148114283
ACH-001048,-0.267570159969
ACH-001050,-0.40455182778000004
ACH-001053,-0.740290139813
ACH-001054,-0.550847059411
ACH-001061,-0.725585793609
ACH-001067,-0.283225893707
ACH-001075,-0.346521297634
ACH-001096,-0.43632991216300004
ACH-001128,-0.99186181998
ACH-001134,-0.791040221849
ACH-001151,-0.43374192351
ACH-001163,-0.373791005176
ACH-001164,-0.535506956055
ACH-001173,-0.466425334775
ACH-001183,-0.279996937211
ACH-001184,-0.199987978391
ACH-001190,-0.626684383295
ACH-001192,-0.480762017268
ACH-001193,-1.0429209661499999
ACH-001196,-0.548094112138
ACH-001197,-0.76611097012
ACH-001205,-0.138424110704
ACH-001211,-0.32615950784200004
ACH-001212,-0.313365632888
ACH-001228,0.056082896456300005
ACH-001232,-0.498844962519
ACH-001239,-0.723188414402
ACH-001274,-0.6923272194329999
ACH-001275,-0.29094113731
ACH-001277,-0.384176338137
ACH-001278,-0.5495386616800001
ACH-001280,-0.442287606986
ACH-001283,-0.700018642922
ACH-001289,-0.252023284298
ACH-001295,-0.569949996889
ACH-001300,-0.5935148911479999
ACH-001301,-0.691477272835
ACH-001302,-0.980421873344
ACH-001303,-0.786067423471
ACH-001306,-0.652629608685
ACH-001318,-0.331727382364
ACH-001322,-0.5801661707419999
ACH-001328,-0.676054976089
ACH-001332,-0.867892757668
ACH-001333,-0.537584226433
ACH-001336,-0.904006873336
ACH-001340,-0.0688059346855
ACH-001346,-0.699301925863
ACH-001353,-0.813227646147
ACH-001354,0.45971394816399996
ACH-001367,-0.46122860788900005
ACH-001368,-0.23151012992199999
ACH-001374,-0.528658322486
ACH-001375,-0.7451225627120001
ACH-001377,-0.7478987487890001
ACH-001380,-0.43374646290299995
ACH-001391,-0.49835735308999995
ACH-001407,-0.5371045550119999
ACH-001408,-0.669308339229
ACH-001413,-0.24167368745099999
ACH-001430,-0.16452089095300002
ACH-001431,-0.6657511387830001
ACH-001450,-0.790585589079
ACH-001496,-0.410765082134
ACH-001500,-0.484743106896
ACH-001521,-0.515314531403
ACH-001523,-0.435430735574
ACH-001532,-0.444976768171
ACH-001536,-0.8141428955159999
ACH-001550,-0.445563801778
ACH-001552,-0.865024383327
ACH-001554,-0.623438210598
ACH-001645,-0.7353267486939999
ACH-001654,-0.162341870567
ACH-001715,-0.474030909068
ACH-001735,-0.7232471410060001
ACH-001736,-0.318756197752
ACH-001737,-0.68703089318
ACH-001740,-0.923623439241
ACH-001745,-0.6049717358300001
ACH-001750,-0.563277155406
ACH-001765,-0.449883054635
ACH-001956,-1.03024974451
ACH-001957,-0.698964104168
