,BTF3 (689)
ACH-000198,-0.461626127578
ACH-000204,-0.9439514855850001
ACH-000206,-0.316262598083
ACH-000207,-0.210841359794
ACH-000211,-0.29180663300299997
ACH-000215,-0.517266254096
ACH-000221,-0.5283939808129999
ACH-000222,-0.401749229017
ACH-000223,-0.482342031497
ACH-000226,-0.301714140054
ACH-000227,-0.874834708
ACH-000228,-0.425056834198
ACH-000231,-0.544455090896
ACH-000232,-0.39190200794
ACH-000233,-0.10717958705700001
ACH-000234,-0.681332401415
ACH-000235,-0.739587351412
ACH-000237,-0.40173143139
ACH-000238,-0.5948188034049999
ACH-000243,-0.6061827417310001
ACH-000244,-1.0155600883700002
ACH-000246,-0.265769293612
ACH-000248,-0.306123604209
ACH-000250,-0.615995455914
ACH-000251,-0.367961942595
ACH-000253,-0.599036253209
ACH-000255,-0.660688106162
ACH-000256,-0.342549703133
ACH-000257,-0.18872778214299998
ACH-000258,-0.427433076474
ACH-000259,-0.452031135069
ACH-000260,-0.7222886532580001
ACH-000261,-0.293333164415
ACH-000262,-0.386008767045
ACH-000263,-0.445201195246
ACH-000264,-0.783918296224
ACH-000265,-0.5301998635499999
ACH-000266,-0.286405645968
ACH-000272,-0.6425201930359999
ACH-000273,-0.368133152236
ACH-000274,-0.661989216353
ACH-000277,0.0697062269582
ACH-000278,-0.552498609925
ACH-000279,-0.6023327318680001
ACH-000280,-0.31364153362
ACH-000281,-0.426366599534
ACH-000288,-0.514159528907
ACH-000291,-0.477498310776
ACH-000293,-0.177542236781
ACH-000294,-0.307520138683
ACH-000295,-0.470913909367
ACH-000296,-0.582871939566
ACH-000302,-0.430384134152
ACH-000304,-0.337801045151
ACH-000307,-0.627752986573
ACH-000308,-0.25063026857299997
ACH-000310,-0.338085163244
ACH-000311,-0.493169306298
ACH-000312,-0.41004036656900006
ACH-000315,-0.45584359563999993
ACH-000316,-0.367103022063
ACH-000317,-0.684508167068
ACH-000318,-0.577620440815
ACH-000319,-0.550892190457
ACH-000320,-0.15647009271
ACH-000322,-0.47006673148
ACH-000323,-0.6860090789480001
ACH-000324,-0.540135845731
ACH-000329,-0.508197753402
ACH-000330,-0.321729755619
ACH-000331,-0.6490606448430001
ACH-000332,-0.29256429767
ACH-000334,-0.36749622457900005
ACH-000335,-0.806537660849
ACH-000336,-0.394056686413
ACH-000337,-0.29188015886
ACH-000339,-0.6605389492939999
ACH-000341,-0.7222753748370001
ACH-000348,-0.596843048285
ACH-000350,-0.360839826751
ACH-000352,-0.30494279230300003
ACH-000356,-0.533248278785
ACH-000361,-0.34375540365400004
ACH-000362,-0.239124012355
ACH-000363,-0.774120406559
ACH-000364,-0.355802744678
ACH-000365,-0.264905411262
ACH-000366,-0.29740397128699997
ACH-000368,-0.530463837988
ACH-000374,-0.484175231509
ACH-000375,-0.78024760369
ACH-000376,-0.441381462787
ACH-000381,-0.639480302014
ACH-000383,-0.610338021286
ACH-000387,-0.287156635083
ACH-000389,-0.446225706666
ACH-000390,-0.528214513103
ACH-000393,-0.533588398463
ACH-000395,-0.493182335894
ACH-000397,-0.402906577346
ACH-000401,-0.40597661185500006
ACH-000402,-0.7004292806
ACH-000403,-0.599093896308
ACH-000404,-0.847700986859
ACH-000406,-0.39764013935099995
ACH-000407,-0.563327575173
ACH-000408,-0.5427987548250001
ACH-000410,-0.329945000024
ACH-000411,-0.545165177347
ACH-000414,-0.378700973095
ACH-000415,-0.407090091404
ACH-000416,-0.393538715556
ACH-000420,-0.584682171759
ACH-000421,-0.587315918062
ACH-000424,-0.455007262764
ACH-000425,-0.546595603218
ACH-000426,-0.572865783855
ACH-000427,-0.639547260705
ACH-000433,-0.72634611191
ACH-000436,-0.0307340342353
ACH-000444,-0.663113251705
ACH-000445,-0.465150647618
ACH-000448,-0.453182669636
ACH-000450,-0.28951232456
ACH-000452,-0.14785152654300002
ACH-000454,-0.723819388416
ACH-000458,-0.42384054188500003
ACH-000459,-0.0373864459271
ACH-000460,-0.440550930075
ACH-000461,-0.5868627513979999
ACH-000463,-0.7110847471359999
ACH-000464,-0.6022113431880001
ACH-000466,-0.280175777651
ACH-000467,-0.37039342896899996
ACH-000468,-0.695703414002
ACH-000469,-0.38114562899300003
ACH-000470,-0.42624873028099997
ACH-000471,-0.7610518414399999
ACH-000472,-0.5744906056
ACH-000473,-0.28700752661699996
ACH-000475,-0.46317129755
ACH-000476,-0.48015213128
ACH-000477,-0.533537537565
ACH-000480,-0.43588334533999995
ACH-000481,-0.693789524821
ACH-000483,-0.44245276431900005
ACH-000484,-0.243793144256
ACH-000485,-0.681905374057
ACH-000486,-0.381676712032
ACH-000487,-0.257165365313
ACH-000488,-0.418694421082
ACH-000490,-0.646092274943
ACH-000491,-0.7075851685860001
ACH-000495,-0.59638502405
ACH-000496,-0.583095348104
ACH-000499,-0.413598120417
ACH-000500,-1.13097087241
ACH-000502,-0.612026770734
ACH-000503,-0.338173506147
ACH-000505,-0.444370328951
ACH-000507,-0.511252709831
ACH-000510,-0.39884168021300004
ACH-000511,-0.478897154392
ACH-000512,-0.9859339417120001
ACH-000516,-0.253369222163
ACH-000517,-0.524052617183
ACH-000518,-0.362513788689
ACH-000520,-0.406336486396
ACH-000521,-0.211862187264
ACH-000522,-0.493244365578
ACH-000524,-0.318889284264
ACH-000527,-0.504448970059
ACH-000528,-0.266241900726
ACH-000537,-0.39875187245800003
ACH-000541,-0.7089819362469999
ACH-000542,-0.49650602469300004
ACH-000544,-0.533519060483
ACH-000545,-0.733342713661
ACH-000547,-0.353887152063
ACH-000548,-0.8653141060070001
ACH-000549,-0.612183567514
ACH-000550,-0.463487847879
ACH-000552,-0.258257499334
ACH-000556,-0.466789697842
ACH-000557,0.17002220133999998
ACH-000570,-0.573837949871
ACH-000571,-0.0807096987333
ACH-000573,-0.335059582487
ACH-000576,-0.5048549919699999
ACH-000580,-0.568585265285
ACH-000584,-0.269027386128
ACH-000585,-0.39647864448200004
ACH-000588,-0.35212210318899995
ACH-000589,-0.524656107069
ACH-000591,-0.777453903861
ACH-000593,-0.56679820007
ACH-000600,-0.700854291584
ACH-000601,-0.45995160503700006
ACH-000604,-0.110840848433
ACH-000605,-0.5080787764410001
ACH-000606,-0.589988406259
ACH-000608,-0.6957495901340001
ACH-000614,-0.48243083307400003
ACH-000616,-0.692683223811
ACH-000618,-0.540816314218
ACH-000619,-0.306992866285
ACH-000620,-0.41994961525200003
ACH-000621,-0.550468849032
ACH-000622,-0.669209499727
ACH-000623,-0.456015147435
ACH-000624,-0.6502973468550001
ACH-000627,-0.45575714526699995
ACH-000630,-0.611533912401
ACH-000632,-0.299122246437
ACH-000633,-0.306650875222
ACH-000637,-0.349195417012
ACH-000638,-0.383509080533
ACH-000646,-0.583395502261
ACH-000647,-0.524374975132
ACH-000648,-0.561189546001
ACH-000649,-0.700946674057
ACH-000651,-0.514299759698
ACH-000652,-0.246060530374
ACH-000653,-0.420417894534
ACH-000657,-0.547128670245
ACH-000658,-0.359737733615
ACH-000661,-0.649852397957
ACH-000662,-0.103104816065
ACH-000663,-0.38212665193400003
ACH-000665,-0.749775750129
ACH-000671,-0.22416212715999997
ACH-000673,-0.652835488929
ACH-000676,-0.45523961977300004
ACH-000677,-0.35318533237099997
ACH-000681,-0.43003779074500004
ACH-000682,-0.552056914187
ACH-000683,-0.446287506211
ACH-000684,-0.44624181386699996
ACH-000688,-0.7220704930230001
ACH-000693,-0.574212952136
ACH-000694,-0.405101936856
ACH-000695,-0.341017830777
ACH-000696,-0.603213515395
ACH-000697,-0.771608804907
ACH-000699,-0.901353890834
ACH-000701,-0.542494074362
ACH-000706,-0.41831130309299996
ACH-000711,-0.543100847272
ACH-000713,-0.390101623546
ACH-000714,-0.151246220896
ACH-000718,-0.508321704216
ACH-000720,-0.385562795501
ACH-000721,-0.42543568863799996
ACH-000724,-0.6779780949259999
ACH-000725,-0.334080157896
ACH-000732,-0.482224787659
ACH-000734,-0.355003596796
ACH-000735,-0.57175262619
ACH-000736,-0.322178810746
ACH-000738,-0.5526588444330001
ACH-000746,-0.0204909003405
ACH-000747,-0.508701530038
ACH-000748,-0.575532081154
ACH-000753,-0.363215050938
ACH-000756,-0.650371791147
ACH-000757,-0.54370814948
ACH-000758,-0.5326206175289999
ACH-000760,-0.594400642535
ACH-000763,-0.513619180291
ACH-000764,-0.317620195541
ACH-000765,-0.45570840734800006
ACH-000766,-0.375526664517
ACH-000767,-0.18297654000100003
ACH-000768,-0.405983039067
ACH-000769,-0.520410622787
ACH-000770,-0.58926371128
ACH-000771,-0.300083921259
ACH-000773,-0.657521349183
ACH-000776,-0.17959214179400002
ACH-000777,-0.38637197624499997
ACH-000778,-0.226033546151
ACH-000781,-0.322490755277
ACH-000782,-0.305459937375
ACH-000783,-0.589245143075
ACH-000784,-0.639963506129
ACH-000785,-0.488373547054
ACH-000787,-0.415370406596
ACH-000788,-0.531723603513
ACH-000791,-0.42282677261600005
ACH-000792,-0.447318587782
ACH-000794,-0.466200601389
ACH-000796,-0.492698799536
ACH-000799,-0.717577500606
ACH-000800,-0.390448158231
ACH-000802,-0.637423619433
ACH-000804,-0.552762588118
ACH-000805,-0.508750621608
ACH-000809,-0.63190879005
ACH-000810,-0.094586539031
ACH-000811,-0.309542639116
ACH-000817,-0.582580624782
ACH-000819,-0.522052434613
ACH-000820,-0.46745488795900003
ACH-000821,-0.54609513606
ACH-000822,-0.477510383191
ACH-000823,-0.538364749512
ACH-000824,-0.484029367765
ACH-000827,-0.5981372744219999
ACH-000829,-0.469695427461
ACH-000831,-0.41483455833099997
ACH-000832,-0.577473546359
ACH-000833,-0.316920900738
ACH-000834,-0.452164757347
ACH-000835,-0.402008096622
ACH-000836,-0.624174088331
ACH-000837,-0.394617097673
ACH-000838,-0.522241971437
ACH-000839,-0.759478386477
ACH-000840,-0.41422289689499997
ACH-000841,-0.32152854109400003
ACH-000843,-0.471306622654
ACH-000846,-0.7080603560519999
ACH-000847,-0.7262717408949999
ACH-000848,-0.354411343314
ACH-000849,-0.582758205872
ACH-000851,-0.442517668732
ACH-000855,-0.501393098377
ACH-000856,-0.23018460125
ACH-000858,-0.743625502922
ACH-000859,-0.258825769725
ACH-000861,-0.33864426967600003
ACH-000862,-0.602466684411
ACH-000865,-0.49212044631499996
ACH-000866,-0.398179173247
ACH-000867,-0.680778675899
ACH-000869,-0.193986164417
ACH-000872,-0.353701852536
ACH-000873,-0.295619920724
ACH-000876,-0.11894445280200001
ACH-000878,-0.587654067882
ACH-000880,-0.67929524231
ACH-000881,-0.311258111831
ACH-000882,-0.324073379038
ACH-000884,-0.807449296047
ACH-000885,-0.62118575963
ACH-000887,-0.6881280543870001
ACH-000888,-0.35544204089000003
ACH-000889,-0.335883919915
ACH-000890,-0.467031519463
ACH-000896,-0.49538693077299994
ACH-000898,-0.475301812821
ACH-000900,-0.47442059491300004
ACH-000901,-0.8065190305519999
ACH-000905,-0.435105753257
ACH-000906,-0.518567474941
ACH-000907,-0.908409211595
ACH-000910,0.038022678991199994
ACH-000911,-0.661487010688
ACH-000912,-0.448072837122
ACH-000913,-0.48284850132
ACH-000915,-0.620002835134
ACH-000916,-0.565710289494
ACH-000917,-0.353876317867
ACH-000921,-0.662189029676
ACH-000924,-0.889422733182
ACH-000926,-0.404854127998
ACH-000928,-0.620871007751
ACH-000929,-0.428500227912
ACH-000932,-0.448158083633
ACH-000935,-0.599930095046
ACH-000936,-0.476429478562
ACH-000937,-0.34257457360699994
ACH-000938,-0.49961828748000003
ACH-000939,-0.6939428718970001
ACH-000941,-0.564297514722
ACH-000943,-0.28597203877
ACH-000946,-0.484360147074
ACH-000947,-0.258615616405
ACH-000948,-0.435337365345
ACH-000950,-0.262412532006
ACH-000953,-0.566922052085
ACH-000957,-0.585820596135
ACH-000958,-0.601320733438
ACH-000960,-0.668565691409
ACH-000963,-0.645807933051
ACH-000968,-0.485064530806
ACH-000969,-0.6162530381069999
ACH-000973,-0.37776715495200003
ACH-000974,-0.583166281253
ACH-000975,-0.666772903908
ACH-000976,-0.376570537916
ACH-000978,-0.41918278446
ACH-000980,-0.41586177568300003
ACH-000984,-0.34522701935999994
ACH-000986,-0.42113875783699994
ACH-000988,-0.467589336846
ACH-000993,-0.657627366862
ACH-000994,-0.131572758652
ACH-000996,-0.616234394724
ACH-001001,-0.482258878689
ACH-001020,-1.00023295336
ACH-001028,-0.34915819755000005
ACH-001031,-0.465155921712
ACH-001038,-0.30995184174400003
ACH-001048,-0.391961324942
ACH-001050,-0.8712837851240001
ACH-001053,-0.336005889916
ACH-001054,-0.22956061903900002
ACH-001061,-0.293002445802
ACH-001067,-0.572823681874
ACH-001075,-0.32659632721
ACH-001096,-0.517591614299
ACH-001128,-0.930609233176
ACH-001134,-0.670937211764
ACH-001151,-0.35686350206999995
ACH-001163,-0.26843459972399997
ACH-001164,-0.138583570929
ACH-001173,-0.35185540029299994
ACH-001183,-0.719942777007
ACH-001184,-0.232001835762
ACH-001190,-0.31869772102899996
ACH-001192,-0.541628296047
ACH-001193,-0.537969417922
ACH-001196,-0.340413129859
ACH-001197,-0.599068627403
ACH-001205,-0.44395535045100004
ACH-001211,-0.833107117808
ACH-001212,-0.8625434441769999
ACH-001228,-0.30364924132599996
ACH-001232,-0.645545765149
ACH-001239,-0.84324978427
ACH-001274,-0.301914022566
ACH-001275,-0.448419598249
ACH-001277,-0.592552109776
ACH-001278,-0.288397856092
ACH-001280,-0.439257487279
ACH-001283,-0.511580595294
ACH-001289,-0.349513770083
ACH-001295,-0.39876469145599996
ACH-001300,-0.24933776938700003
ACH-001301,-0.45699530203999994
ACH-001302,-0.857934044493
ACH-001303,-0.61643135022
ACH-001306,-0.82526202798
ACH-001318,-0.5502863710620001
ACH-001322,-0.409890347704
ACH-001328,-0.522015446051
ACH-001332,-0.811297393405
ACH-001333,-0.468982109351
ACH-001336,-0.8127593960799999
ACH-001340,-0.2037570614
ACH-001346,-0.43506333408500003
ACH-001353,-0.622778847157
ACH-001354,-0.163629847359
ACH-001367,-0.39593104022200004
ACH-001368,-0.331706767691
ACH-001374,-0.21623010551999997
ACH-001375,-0.429361799192
ACH-001377,-0.371384990958
ACH-001380,-0.400456314336
ACH-001391,-0.398544203543
ACH-001407,-0.44699154596999996
ACH-001408,-0.494648861954
ACH-001413,-0.5133209226959999
ACH-001430,-0.156498832387
ACH-001431,-0.455645115753
ACH-001450,-0.762050822926
ACH-001496,-0.712043083476
ACH-001500,-0.19098428608100002
ACH-001521,-0.439600354943
ACH-001523,-0.444470657492
ACH-001532,-0.35679360554300005
ACH-001536,-0.436614332793
ACH-001550,-0.54222776772
ACH-001552,-0.527834222671
ACH-001554,-0.45292715785800003
ACH-001645,-0.710589981499
ACH-001654,-0.423379280054
ACH-001715,-0.18315712663699998
ACH-001735,-0.183411184993
ACH-001736,-0.39983599997
ACH-001737,-0.272694875184
ACH-001740,-0.41665674880900005
ACH-001745,-0.587568728201
ACH-001750,-0.408146780275
ACH-001765,-0.36494410650700004
ACH-001956,-0.345541015595
ACH-001957,-0.394541693962
