,CLN5 (1203)
ACH-000004,-0.012254087324600002
ACH-000007,-0.052905422722199995
ACH-000009,-0.00853659111626
ACH-000011,0.0625797822536
ACH-000012,0.0344567897522
ACH-000013,-0.0735612440632
ACH-000014,0.141423490209
ACH-000015,0.12063000523800001
ACH-000017,-0.0139978795667
ACH-000018,-0.004285820901780001
ACH-000019,0.09471036692870001
ACH-000021,0.04509652574030001
ACH-000022,0.028308785067599998
ACH-000025,-0.0013289206569400002
ACH-000028,0.0633498089287
ACH-000030,-0.00404226367603
ACH-000035,-0.017244242655
ACH-000036,0.0297012628529
ACH-000037,0.028331270912799997
ACH-000039,0.028849047094
ACH-000040,-0.136565287157
ACH-000041,0.0959103321525
ACH-000042,-0.0803347252185
ACH-000045,0.0607211545589
ACH-000047,0.0915272286396
ACH-000052,-0.01751901355
ACH-000053,0.10761427851500001
ACH-000054,0.0228086824664
ACH-000055,0.09944036554439999
ACH-000060,-0.08335321614189999
ACH-000067,-0.0393941044726
ACH-000070,-0.09153761294680002
ACH-000075,0.07122924673719999
ACH-000078,-0.20214003557500002
ACH-000082,-0.0424408255311
ACH-000085,0.08817771257089999
ACH-000086,-0.101835556817
ACH-000087,0.0754584332217
ACH-000092,0.022634558212
ACH-000095,-0.081280635851
ACH-000097,0.000894103232098
ACH-000098,0.00824844998592
ACH-000099,0.0436817675936
ACH-000108,0.0196397534667
ACH-000113,0.09078218148360001
ACH-000115,-0.0238333778518
ACH-000116,-0.0643171029205
ACH-000118,0.08136290365160001
ACH-000120,-0.043831366221
ACH-000123,0.032864584294
ACH-000127,0.0519874811544
ACH-000128,-0.013609427438299997
ACH-000132,-0.175333618551
ACH-000133,0.0201958358779
ACH-000137,0.26297971184700003
ACH-000138,-0.08328312276210001
ACH-000142,0.0477342135652
ACH-000143,-0.00352624266663
ACH-000146,-0.0252217023483
ACH-000148,-0.00236704303714
ACH-000150,-0.0373319579113
ACH-000152,-0.091797058711
ACH-000153,0.32383915530699997
ACH-000159,-0.09051938410810001
ACH-000160,0.012007338336499999
ACH-000163,0.00792795339072
ACH-000167,0.106728998717
ACH-000168,-0.116983139527
ACH-000169,0.101331440248
ACH-000178,-0.020622536770599997
ACH-000182,-0.09159682700829999
ACH-000183,0.18449694360399999
ACH-000188,0.103445362013
ACH-000189,0.13500682295
ACH-000190,0.1308310744
ACH-000198,-0.0328316688974
ACH-000204,0.240791689229
ACH-000206,-0.134751810577
ACH-000207,-0.0284571530131
ACH-000211,-0.0267549165807
ACH-000215,0.172140627202
ACH-000221,0.173246037858
ACH-000222,0.109021975457
ACH-000223,-0.0421406505142
ACH-000226,0.047871203282199994
ACH-000227,-0.23427730867600002
ACH-000228,0.049647629860899996
ACH-000231,0.0248613939184
ACH-000232,-0.0688082051759
ACH-000233,0.0894965044355
ACH-000234,-0.0130613888439
ACH-000235,-0.0179690918419
ACH-000237,-0.025713241918099997
ACH-000238,0.0770464483054
ACH-000243,0.044155778961199994
ACH-000244,0.179956474435
ACH-000246,-0.0308712321597
ACH-000248,0.0633573232936
ACH-000250,0.00409807053647
ACH-000251,0.0664911886723
ACH-000253,-0.007043168566439999
ACH-000255,0.111038931218
ACH-000256,0.023860650839
ACH-000257,-0.131500948252
ACH-000258,-0.0352999234386
ACH-000259,-0.051940345368400004
ACH-000260,0.0777294983815
ACH-000261,-0.08470825377869999
ACH-000262,0.12227105579299999
ACH-000263,-0.185089709661
ACH-000264,0.00887278095795
ACH-000265,0.0419776298255
ACH-000266,-0.049564257291900005
ACH-000272,-0.020894274811900003
ACH-000273,-0.0732033107167
ACH-000274,-0.048786298040500005
ACH-000277,0.129931610275
ACH-000278,-0.0334374298832
ACH-000279,0.07507533415569999
ACH-000280,0.126039358219
ACH-000281,-0.0645594600043
ACH-000288,0.0404042610986
ACH-000291,0.08253251090460001
ACH-000293,0.0374099196013
ACH-000294,-0.041750852491
ACH-000295,-0.0672012103882
ACH-000296,-0.0251489047897
ACH-000302,0.015452972829299999
ACH-000304,0.19660224444899999
ACH-000307,0.036613423656199996
ACH-000308,0.0289417506248
ACH-000310,-0.21878886890000002
ACH-000311,-0.11154998247000002
ACH-000312,-0.047631227816399994
ACH-000315,0.245784299008
ACH-000316,-0.09093070150319998
ACH-000317,0.227419330896
ACH-000318,-0.0017504751411700002
ACH-000319,0.0787655559586
ACH-000320,-0.019683370252
ACH-000322,0.0189624548963
ACH-000323,0.0713422725676
ACH-000324,-0.050978961606
ACH-000329,-0.10908885482899999
ACH-000330,0.0891189420938
ACH-000331,-0.04826689152290001
ACH-000332,0.020910544511799998
ACH-000334,0.0274019484963
ACH-000335,-0.0693663885872
ACH-000336,0.230345393542
ACH-000337,0.146447353146
ACH-000339,0.00923929924915
ACH-000341,0.045490919589800005
ACH-000348,0.042857306622699994
ACH-000350,0.119124002873
ACH-000352,0.170333319349
ACH-000356,0.057311830369800004
ACH-000361,0.12411427885399999
ACH-000362,-0.025870875451700002
ACH-000363,-0.158705846161
ACH-000364,0.21222627085499998
ACH-000365,-0.005935628496600001
ACH-000366,-0.0647548292502
ACH-000368,0.131018179259
ACH-000374,-0.0383995584843
ACH-000375,0.17749945284899998
ACH-000376,-0.0543971464349
ACH-000381,-0.0409027665278
ACH-000383,-0.010082737357600001
ACH-000387,-0.11443331113800001
ACH-000389,0.136188124857
ACH-000390,-0.019750006189700003
ACH-000393,0.0183255365197
ACH-000395,-0.211265267617
ACH-000397,-0.127942048979
ACH-000401,0.0032414216151300003
ACH-000402,0.22448286762400002
ACH-000403,-0.10807991849000001
ACH-000404,-0.0640281988978
ACH-000406,0.0243041453485
ACH-000407,0.0535337415426
ACH-000408,0.153540534599
ACH-000410,0.0366611432292
ACH-000411,-0.019802791993499998
ACH-000414,-0.0712378043093
ACH-000415,-0.10318271329800001
ACH-000416,-0.0506332174255
ACH-000420,0.0480058802941
ACH-000421,0.054771786069599995
ACH-000424,0.0419495358569
ACH-000425,-0.0635529709005
ACH-000426,0.18763956342500002
ACH-000427,-0.0951182940901
ACH-000433,-0.145589969359
ACH-000436,0.0169053346756
