,AREL1 (9870)
ACH-000549,-0.310373693754
ACH-000550,-0.45188544856799995
ACH-000552,-0.249402471037
ACH-000556,-0.241000956446
ACH-000557,-0.218701468466
ACH-000570,-0.262550157202
ACH-000571,-0.444868124856
ACH-000573,-0.31666620960499997
ACH-000576,-0.419518283278
ACH-000580,-0.260419763754
ACH-000584,-0.34504968334200004
ACH-000585,-0.251102997087
ACH-000588,-0.12722564374099998
ACH-000589,-0.176510822611
ACH-000591,-0.48443515949500005
ACH-000593,-0.23482816453699998
ACH-000600,-0.0869653464501
ACH-000601,-0.20196381564100002
ACH-000604,-0.43460882847599996
ACH-000605,-0.407050146583
ACH-000606,-0.278456929849
ACH-000608,-0.277467361954
ACH-000614,-0.464123846695
ACH-000616,-0.16106951818
ACH-000618,-0.396647085111
ACH-000619,-0.322300457342
ACH-000620,-0.356212898148
ACH-000621,-0.346588229394
ACH-000622,-0.30564087185
ACH-000623,-0.253352952805
ACH-000624,-0.290269038127
ACH-000627,-0.458935319067
ACH-000630,-0.46192390548600004
ACH-000632,-0.368679282864
ACH-000633,-0.311124429027
ACH-000637,-0.21283270561599998
ACH-000638,-0.299933351893
ACH-000646,-0.337300326394
ACH-000647,-0.234527547684
ACH-000648,-0.058548582856700004
ACH-000649,-0.324529532685
ACH-000651,-0.259256349321
ACH-000652,-0.46483879912299997
ACH-000653,-0.211763984214
ACH-000657,-0.345417324156
ACH-000658,-0.0911521363882
ACH-000661,-0.269771116967
ACH-000662,0.08225318302130001
ACH-000663,-0.16382870777699998
ACH-000665,-0.194020034395
ACH-000671,-0.296266969617
ACH-000673,-0.327585565423
ACH-000676,-0.09686649244699999
ACH-000677,-0.21431842905
ACH-000681,-0.595619895412
ACH-000682,-0.369354861413
ACH-000683,-0.213444105821
ACH-000684,-0.196468141091
ACH-000688,-0.16289867489499998
ACH-000693,-0.243712141559
ACH-000694,-0.37653245769
ACH-000695,-0.317826426911
ACH-000696,-0.258100397582
ACH-000697,-0.520029716929
ACH-000699,-0.166355075303
ACH-000701,-0.5662320269169999
ACH-000706,-0.19068401479699998
ACH-000711,-0.261704574023
ACH-000713,-0.187695552287
ACH-000714,-0.300840697573
ACH-000718,-0.344736129868
ACH-000720,-0.272168794471
ACH-000721,-0.238272940166
ACH-000724,-0.42785493107699996
ACH-000725,-0.20187644935199997
ACH-000732,-0.36772039786
ACH-000734,-0.345936787873
ACH-000735,-0.39719061787500004
ACH-000736,-0.0422256533292
ACH-000738,-0.340397100634
ACH-000746,-0.298630009062
ACH-000747,-0.277498930509
ACH-000748,-0.403483840678
ACH-000753,-0.261901108885
ACH-000756,-0.30224617240699997
ACH-000757,-0.14492487366100001
ACH-000758,-0.20239880431899998
ACH-000760,-0.361812112475
ACH-000763,-0.168536088178
ACH-000764,-0.19132352592000001
ACH-000765,-0.25714908861499997
ACH-000766,-0.220658853169
ACH-000767,-0.201115467025
ACH-000768,-0.4666792451199999
ACH-000769,-0.467452712296
ACH-000770,-0.29608052646099997
ACH-000771,-0.233951791872
ACH-000773,-0.31057274516100003
ACH-000776,-0.331140961992
ACH-000777,-0.393343292382
ACH-000778,-0.189291986276
ACH-000781,-0.269015971149
ACH-000782,-0.167452089871
ACH-000783,-0.247367733835
ACH-000784,-0.3350722214
ACH-000785,-0.237429366075
ACH-000787,-0.18747337496
ACH-000788,-0.22702661206500002
ACH-000791,-0.262127245999
ACH-000792,-0.147569401025
ACH-000794,-0.147929215124
ACH-000796,-0.271862681723
ACH-000799,-0.0374456153667
ACH-000800,-0.26303983118200003
ACH-000802,-0.40703663852
ACH-000804,-0.09939887032719999
ACH-000805,-0.30930537949700004
ACH-000809,-0.352379225339
ACH-000810,-0.399811600449
ACH-000811,-0.228097183566
ACH-000817,-0.274271583923
ACH-000819,-0.413907188627
ACH-000820,-0.43182780364900003
ACH-000821,-0.647217696553
ACH-000822,-0.22616866858800003
ACH-000823,-0.223330907163
ACH-000824,-0.42786545713600005
ACH-000827,-0.180965530666
ACH-000829,-0.379311735039
ACH-000831,-0.240723482651
ACH-000832,-0.171777881932
ACH-000833,-0.307023176907
ACH-000834,-0.109493883582
ACH-000835,-0.265823761739
ACH-000836,-0.38401342692699997
ACH-000837,-0.3139543861
ACH-000838,-0.00778588136851
ACH-000839,-0.8965785268080001
ACH-000840,-0.390228314373
ACH-000841,-0.105861343555
ACH-000843,-0.262194556072
ACH-000846,-0.38181239714500004
ACH-000847,-0.290526522406
ACH-000848,-0.5732495401600001
ACH-000849,-0.529539214058
ACH-000851,-0.164860339809
ACH-000855,-0.32666696155499997
ACH-000856,-0.33539580303000005
ACH-000858,-0.34475280736999997
ACH-000859,-0.294394152154
ACH-000861,-0.377803435547
ACH-000862,-0.475504210774
ACH-000865,-0.258732988437
ACH-000866,-0.211429259648
ACH-000867,-0.22832320620299998
ACH-000869,-0.24837530521899998
ACH-000872,-0.3913928084
ACH-000873,-0.242707446136
ACH-000876,-0.129715880431
ACH-000878,-0.08434416783280001
ACH-000880,-0.31602065142499997
ACH-000881,-0.267286412069
ACH-000882,-0.360772513487
ACH-000884,-0.26987607651900003
ACH-000885,-0.269093976622
ACH-000887,-0.301876682826
ACH-000888,-0.23067745326699998
ACH-000889,-0.521105297923
ACH-000890,-0.35423810408600004
ACH-000896,-0.452936096725
ACH-000898,-0.32092149088000005
ACH-000900,-0.34602028698799997
ACH-000901,-0.35959839490900003
ACH-000905,-0.38487367228
ACH-000906,-0.34770290317599994
ACH-000907,-0.22951427298000002
ACH-000910,-0.265336426124
ACH-000911,-0.25500157990899996
ACH-000912,-0.20695915167399997
ACH-000913,-0.344842893857
ACH-000915,-0.226165593473
ACH-000916,-0.936805332224
ACH-000917,-0.156350469568
ACH-000921,-0.21479682883
ACH-000924,-0.41968640258400003
ACH-000926,-0.18895029160500001
ACH-000928,0.118080477541
ACH-000929,-0.222474516827
ACH-000932,-0.37240505783699995
ACH-000935,-0.43539515430500003
ACH-000936,-0.39592566743100005
ACH-000937,-0.212206328629
ACH-000938,-0.106295570629
ACH-000939,-0.22621707434799998
ACH-000941,-0.426984997694
ACH-000943,-0.395083930493
ACH-000946,-0.363811048302
ACH-000947,-0.328727273162
ACH-000948,-0.377460023328
ACH-000950,-0.35907062111500004
ACH-000953,-0.324646521966
ACH-000957,-0.12213989930199999
ACH-000958,-0.270023243099
ACH-000960,0.0185940530745
ACH-000963,-0.0390446355174
ACH-000968,-0.322157745319
ACH-000969,-0.532534752242
ACH-000973,-0.316443590638
ACH-000974,-0.16678960151
ACH-000975,-0.171595378739
ACH-000976,-0.343607752226
ACH-000978,0.07947407828219999
ACH-000980,-0.282919806064
ACH-000984,-0.04626744285540001
ACH-000986,-0.371750964597
ACH-000988,-0.219446577731
ACH-000993,-0.0621378579096
ACH-000994,-0.174779578114
ACH-000996,-0.209364873911
ACH-001001,-0.380904127011
ACH-001020,-0.485152294631
ACH-001028,-0.368735861312
ACH-001031,-0.35942140189599997
ACH-001038,-0.297325786967
ACH-001048,-0.30865910627300003
ACH-001050,-0.277054291449
ACH-001053,-0.433401352801
ACH-001054,-0.260812753578
ACH-001061,-0.23615790973700002
ACH-001067,-0.32602212049699997
ACH-001075,-0.23662501294399998
ACH-001096,-0.156442855052
ACH-001128,-0.231658024793
ACH-001134,-0.307144468968
ACH-001151,-0.11981493771299999
ACH-001163,-0.162970913692
ACH-001164,-0.443782698575
ACH-001173,-0.20400128119600003
ACH-001183,-0.41712829280100006
ACH-001184,-0.22068684400400002
ACH-001190,-0.22953982021400002
ACH-001192,-0.344120391859
ACH-001193,-0.151268329919
ACH-001196,-0.0699702583553
ACH-001197,-0.40335720014
ACH-001205,-0.341248156888
ACH-001211,-0.315251789629
ACH-001212,-0.109673516285
ACH-001228,-0.175330591765
ACH-001232,-0.345975044397
ACH-001239,-0.21682215748300002
ACH-001274,-0.212339961818
ACH-001275,-0.20129639199700003
ACH-001277,-0.143361368718
ACH-001278,-0.368320912418
ACH-001280,-0.21527500428500002
ACH-001283,-0.317422300888
ACH-001289,-0.244251806482
ACH-001295,-0.279667533418
ACH-001300,-0.200730427218
ACH-001301,-0.19877697839000003
ACH-001302,-0.746927814497
ACH-001303,-0.163232871175
ACH-001306,-0.161729394719
ACH-001318,-0.300889711273
ACH-001322,-0.34104856829700003
ACH-001328,-0.31775241120299996
ACH-001332,-0.473834624263
ACH-001333,-0.0011966154370699998
ACH-001336,-0.199007532543
ACH-001340,-0.343657557856
ACH-001346,-0.252381306069
ACH-001353,-0.393432595936
ACH-001354,-0.00631015015778
ACH-001367,-0.7517278082909999
ACH-001368,-0.441117011101
ACH-001374,-0.583310085338
ACH-001375,-0.286271290744
ACH-001377,-0.20410679424400002
ACH-001380,-0.419753006795
ACH-001391,-0.555720888117
ACH-001407,-0.25261156815200003
ACH-001408,-0.335611792363
ACH-001413,-0.412372644762
ACH-001430,0.20243082181299998
ACH-001431,-0.333940819336
ACH-001450,-0.121348786756
ACH-001496,-0.207600629317
ACH-001500,-0.273439697054
ACH-001521,-0.300318183236
ACH-001523,-0.24380792607500001
ACH-001532,-0.260704884588
ACH-001536,-0.32194364802299996
ACH-001550,-0.424931494933
ACH-001552,-0.265608627569
ACH-001554,-0.31635476896
ACH-001645,-0.32699413076
ACH-001654,-0.282863283349
ACH-001715,-0.394069391708
ACH-001735,-0.21774691124
ACH-001736,-0.161312772146
ACH-001737,-0.099160241559
ACH-001740,-0.21612434305199998
ACH-001745,-0.355682283619
ACH-001750,-0.118459354881
ACH-001765,-0.313734859528
ACH-001956,-0.185054386637
ACH-001957,-0.277204783316
