,STAM2 (10254)
ACH-000799,-0.181163960724
ACH-000800,-0.0622474154276
ACH-000802,-0.035608109177599996
ACH-000804,-0.2783463902
ACH-000805,-0.142424067471
ACH-000809,-0.12168454195999999
ACH-000810,-0.11310933829900001
ACH-000811,-0.14412022777300001
ACH-000817,-0.093384549449
ACH-000819,-0.005104761703960001
ACH-000820,-0.018530454961700003
ACH-000821,0.124471164028
ACH-000822,-0.155362406207
ACH-000823,-0.136797455634
ACH-000824,-0.128544656516
ACH-000827,-0.123516370368
ACH-000829,-0.267875134776
ACH-000831,-0.15678498590999998
ACH-000832,-0.20082377892
ACH-000833,-0.15063977958900002
ACH-000834,0.0517266860267
ACH-000835,-0.19102379317200002
ACH-000836,-0.28025257710900003
ACH-000837,-0.304470409714
ACH-000838,-0.17604381271800001
ACH-000839,-0.05625250625369999
ACH-000840,-0.34621586212300004
ACH-000841,-0.49803485336900005
ACH-000843,-0.21892755598299998
ACH-000846,-0.05399637347580001
ACH-000847,0.00423516594731
ACH-000848,-0.0168385520328
ACH-000849,-0.058062196603100004
ACH-000851,-0.321338305376
ACH-000855,-0.245966309207
ACH-000856,-0.241414519465
ACH-000858,-0.261276055058
ACH-000859,-0.237273064802
ACH-000861,-0.257790432039
ACH-000862,-0.158395445862
ACH-000865,-0.130446123681
ACH-000866,-0.15455777989800001
ACH-000867,-0.09664411986919999
ACH-000869,-0.00583726330784
ACH-000872,-0.161720515965
ACH-000873,-0.29262969811
ACH-000876,-0.226926983159
ACH-000878,-0.253740162874
ACH-000880,-0.12398501684800001
ACH-000881,-0.142122701958
ACH-000882,-0.10471012568499999
ACH-000884,-0.174669789173
ACH-000885,-0.185128803532
ACH-000887,-0.132933485647
ACH-000888,-0.204536319259
ACH-000889,-0.009761643586370002
ACH-000890,-0.256308149609
ACH-000896,-0.18575335182799999
ACH-000898,-0.058555748564999996
ACH-000900,-0.0674775312563
ACH-000901,-0.163044151778
ACH-000905,-0.10814342957800001
ACH-000906,-0.14615822681399998
ACH-000907,0.0295608982035
ACH-000910,-0.0221330175841
ACH-000911,-0.113708662404
ACH-000912,-0.0656925808286
ACH-000913,-0.112378292017
ACH-000915,-0.0007038936223350001
ACH-000916,-0.061522495771599996
ACH-000917,-0.04943858371590001
ACH-000921,-0.182357998789
ACH-000924,0.0433833541635
ACH-000926,-0.13074327854
ACH-000928,-0.146071447731
ACH-000929,0.0747266363168
ACH-000932,-0.016654107951200002
ACH-000935,-0.24524239975900003
ACH-000936,-0.15745940584100002
ACH-000937,-0.08697266180539999
ACH-000938,-0.144638830873
ACH-000939,-0.0512903974084
ACH-000941,-0.365874347974
ACH-000943,-0.19107092576200002
ACH-000946,-0.14702482981599999
ACH-000947,-0.0731300866225
ACH-000948,-0.15044854736500002
ACH-000950,-0.237968829948
ACH-000953,-0.0625889837131
ACH-000957,-0.241366062107
ACH-000958,-0.172505008772
ACH-000960,-0.14050148068399998
ACH-000963,-0.311626558923
ACH-000968,-0.16550950064099998
ACH-000969,-0.40728392093099997
ACH-000973,-0.09038040221640001
ACH-000974,-0.249017015698
ACH-000975,-0.346833981439
ACH-000976,0.0543590391665
ACH-000978,-0.164271856415
ACH-000980,-0.08717414165889999
ACH-000984,-0.15459267678400002
ACH-000986,-0.279972778983
ACH-000988,-0.221959634575
ACH-000993,-0.149504159479
ACH-000994,-0.226968949559
ACH-000996,-0.277387167513
ACH-001001,-0.024830372573
ACH-001020,-0.19496857002300003
ACH-001028,-0.149533148363
ACH-001031,-0.0733069006729
ACH-001038,-0.0500199314512
ACH-001048,-0.0102797163249
ACH-001050,0.024852071608700003
ACH-001053,-0.143270572522
ACH-001054,-0.203920542284
ACH-001061,-0.112043397592
ACH-001067,-0.323101814491
ACH-001075,-0.17164149219099997
ACH-001096,-0.159564427499
ACH-001128,-0.175561887506
ACH-001134,-0.0828419987577
ACH-001151,-0.142571954721
ACH-001163,-0.103450816591
ACH-001164,-0.19905665771899997
ACH-001173,-0.25343600806
ACH-001183,0.0042769024568
ACH-001184,-0.237500526298
ACH-001190,-0.20428871370299997
ACH-001192,-0.16260870669299998
ACH-001193,-0.0869849319687
ACH-001196,-0.124455222743
ACH-001197,-0.5269423023709999
ACH-001205,0.006795236038329999
ACH-001211,-0.326379839768
ACH-001212,0.0563805723646
ACH-001228,-0.187104604321
ACH-001232,-0.20030645003400002
ACH-001239,-0.254500382207
ACH-001274,-0.138392336317
ACH-001275,-0.183117233585
ACH-001277,-0.13423325611
ACH-001278,-0.028790435893700003
ACH-001280,-0.167434592912
ACH-001283,-0.0350182467344
ACH-001289,-0.147765657361
ACH-001295,-0.158828059364
ACH-001300,-0.0351335785088
ACH-001301,-0.193199406215
ACH-001302,0.049326462395
ACH-001303,-0.0624324386517
ACH-001306,-0.16154064562200002
ACH-001318,-0.290601451674
ACH-001322,-0.166278213158
ACH-001328,-0.149792033909
ACH-001332,-0.373614496935
ACH-001333,-0.164122404297
ACH-001336,-0.20791512693300002
ACH-001340,-0.166287261704
ACH-001346,-0.0935068889491
ACH-001353,-0.142127020742
ACH-001354,-0.22619277116
ACH-001367,0.128160286376
ACH-001368,-0.195230815159
ACH-001374,0.23680193431699997
ACH-001375,-0.119437537655
ACH-001377,-0.0709268628164
ACH-001380,-0.161512751884
ACH-001391,-0.33279549796999996
ACH-001407,-0.273888085057
ACH-001408,-0.23398626175599999
ACH-001413,-0.0277982765616
ACH-001430,-0.16568273620100002
ACH-001431,-0.056851951512199995
ACH-001450,0.066963111905
ACH-001496,-0.15552163754
ACH-001500,-0.168942708785
ACH-001521,-0.10943762729800001
ACH-001523,-0.299407129943
ACH-001532,-0.227023418647
ACH-001536,-0.124747675012
ACH-001550,-0.07921874460360001
ACH-001552,-0.153066090566
ACH-001554,-0.127877564428
ACH-001645,-0.08274031356139999
ACH-001654,-0.0515638683141
ACH-001715,-0.152517492246
ACH-001735,-0.149975349539
ACH-001736,-0.126684539112
ACH-001737,-0.52295001368
ACH-001740,-0.038593070862800005
ACH-001745,-0.22479240061500003
ACH-001750,-0.0551935277487
ACH-001765,-0.10743969115
ACH-001956,-0.170879449827
ACH-001957,-0.294567742526
