,OR51A4 (401666)
ACH-000004,0.0821584300007
ACH-000007,-0.061174719256300004
ACH-000009,0.145048889633
ACH-000011,0.277234484109
ACH-000012,0.0685904296522
ACH-000013,0.110689976949
ACH-000014,0.152049674648
ACH-000015,0.360114968914
ACH-000017,0.212448904853
ACH-000018,0.320540439414
ACH-000019,0.238295858551
ACH-000021,0.0430952628498
ACH-000022,0.24233173321499998
ACH-000025,0.0477426665001
ACH-000028,-0.00411312082524
ACH-000030,0.0564793205078
ACH-000035,0.25351065991300004
ACH-000036,0.0721605620374
ACH-000037,0.21234868668600002
ACH-000039,-0.048027744354699996
ACH-000040,0.0440617041406
ACH-000041,0.290618604834
ACH-000042,0.241799891384
ACH-000045,0.160871692534
ACH-000047,0.158208015193
ACH-000052,0.262603381615
ACH-000053,0.101560798179
ACH-000054,0.16631497909499998
ACH-000055,0.283644722362
ACH-000060,0.211798713023
ACH-000067,-0.106968321212
ACH-000070,0.239956183158
ACH-000075,0.165215420084
ACH-000078,0.18218891508699997
ACH-000082,0.242148735565
ACH-000085,0.20548245254
ACH-000086,0.15836301531400002
ACH-000087,0.17443391231
ACH-000092,0.10856439263800001
ACH-000095,0.285555827207
ACH-000097,0.047253844073400005
ACH-000098,0.0827490620663
ACH-000099,0.112590308743
ACH-000108,0.07489018269780001
ACH-000113,0.152319567174
ACH-000115,0.0605785894057
ACH-000116,0.195654610633
ACH-000118,0.202126724675
ACH-000120,0.349043565723
ACH-000123,0.115396652538
ACH-000127,0.206911379406
ACH-000128,0.158347135085
ACH-000132,0.119084030916
ACH-000133,0.29810513061099997
ACH-000137,0.337070539761
ACH-000138,0.153901522583
ACH-000142,0.0431651672234
ACH-000143,0.117052709193
ACH-000146,0.18638374351599998
ACH-000148,0.0998504311501
ACH-000150,0.18278324742600002
ACH-000152,0.30459629611
ACH-000153,-0.010914753445399999
ACH-000159,0.134945345101
ACH-000160,0.0017240081762
ACH-000163,0.248170502007
ACH-000167,0.027485774049999998
ACH-000168,0.283238833606
ACH-000169,0.20976209237799998
ACH-000178,0.0529201816182
ACH-000182,0.0900642996387
ACH-000183,0.052986616595199994
ACH-000188,0.19775743119699998
ACH-000189,0.300261570534
ACH-000190,0.24566258660999998
ACH-000198,0.22131600689
ACH-000204,0.0377825502666
ACH-000206,0.254904850273
ACH-000207,0.082318182131
ACH-000211,0.214315493786
ACH-000215,0.19562173225
ACH-000221,0.280291951567
ACH-000222,0.035122522507300004
ACH-000223,0.107476166473
ACH-000226,0.07530595588320001
ACH-000227,0.234765210761
ACH-000228,0.34501373414700004
ACH-000231,0.142900697979
ACH-000232,0.257615584677
ACH-000233,0.0266738765465
ACH-000234,0.07985772683180001
ACH-000235,0.180841287346
ACH-000237,0.242259712427
ACH-000238,0.0372236564582
ACH-000243,0.203421542298
ACH-000244,0.069137306644
ACH-000246,0.168596430805
ACH-000248,0.302073043646
ACH-000250,0.206484685594
ACH-000251,0.07196663478080001
ACH-000253,0.263282231437
ACH-000255,0.11138000712400001
ACH-000256,-0.2054102466
