,ADSSL1 (122622)
ACH-000004,0.106710564037
ACH-000007,-0.223722272299
ACH-000009,-0.248094971242
ACH-000011,-0.160634371021
ACH-000012,-0.0312755214456
ACH-000013,-0.18621331418200002
ACH-000014,-0.12525923482999998
ACH-000015,-0.09956136297280001
ACH-000017,-0.16749076873500002
ACH-000018,-0.172413951374
ACH-000019,-0.661693935476
ACH-000021,-0.16591542298800002
ACH-000022,-0.364622476416
ACH-000025,-0.138681510176
ACH-000028,-0.12243714190199999
ACH-000030,-0.158904882167
ACH-000035,-0.0361063172654
ACH-000036,-0.314932663415
ACH-000037,-0.453322581279
ACH-000039,-0.14088982240599998
ACH-000040,-0.12615077713199999
ACH-000041,-0.073379702655
ACH-000042,-0.30709368919
ACH-000045,-0.22753638115699998
ACH-000047,-0.156338120429
ACH-000052,-0.224395774625
ACH-000053,-0.236209398205
ACH-000054,-0.255650587473
ACH-000055,-0.117736910873
ACH-000060,-0.239466419895
ACH-000067,-0.20496079864100003
ACH-000070,-0.116538328542
ACH-000075,-0.00393999420338
ACH-000078,-0.188170463895
ACH-000082,-0.32244680428000005
ACH-000085,-0.07371804285439999
ACH-000086,-0.163571381834
ACH-000087,-0.153911742983
ACH-000092,-0.194207957359
ACH-000095,-0.292811438805
ACH-000097,-0.222262105313
ACH-000098,-0.265337023789
ACH-000099,-0.150331532939
ACH-000108,-0.248240344034
ACH-000113,-0.41962563354800003
ACH-000115,-0.171563026803
ACH-000116,-0.133100543324
ACH-000118,-0.196788805939
ACH-000120,-0.0680967990778
ACH-000123,-0.164794922638
ACH-000127,-0.258312685391
ACH-000128,-0.178594588577
ACH-000132,-0.363248014867
ACH-000133,-0.243903508528
ACH-000137,-0.207661806516
ACH-000138,-0.372750927786
ACH-000142,-0.28539616842300003
ACH-000143,-0.300534611126
ACH-000146,-0.20149656975000002
ACH-000148,-0.182609028094
ACH-000150,-0.280430029494
ACH-000152,-0.489219038133
ACH-000153,-0.20396620463799997
ACH-000159,-0.230962946981
ACH-000160,-0.20687629019200002
ACH-000163,-0.23699192331900001
ACH-000167,-0.259906663318
ACH-000168,-0.250228772551
ACH-000169,-0.195084770881
ACH-000178,-0.1065729401
ACH-000182,-0.259274877959
ACH-000183,-0.022152920512200004
ACH-000188,-0.209839410691
ACH-000189,-0.717293925096
ACH-000190,-0.083321428845
ACH-000198,-0.217545021774
ACH-000204,0.103112344743
ACH-000206,-0.33037756249899997
ACH-000207,-0.352820903741
ACH-000211,-0.48496516797899997
ACH-000215,-0.22356678855099998
ACH-000221,-0.263060215298
ACH-000222,-0.026804775713200002
ACH-000223,-0.101172641766
ACH-000226,-0.23358901241500002
ACH-000227,-0.36332710604
ACH-000228,-0.102102724156
ACH-000231,-0.199766549892
ACH-000232,-0.32898465945300004
ACH-000233,-0.5393479224409999
ACH-000234,-0.36305090551299996
ACH-000235,-0.220692306233
ACH-000237,-0.04896209779630001
ACH-000238,-0.617570053315
ACH-000243,-0.136740442945
ACH-000244,0.251932259929
ACH-000246,-0.247951478524
ACH-000248,-0.0842112954631
ACH-000250,-0.21111130629299998
ACH-000251,-0.190687758295
ACH-000253,-0.268131163289
ACH-000255,-0.0480986867055
ACH-000256,-0.47582214182
ACH-000257,-0.567435676948
ACH-000258,-0.370899734904
ACH-000259,-0.161544632352
ACH-000260,-0.325724825582
ACH-000261,-0.198290476391
ACH-000262,-0.120818905567
ACH-000263,-0.435610343479
ACH-000264,-0.171008383451
ACH-000265,-0.0918723740818
ACH-000266,-0.277094826344
ACH-000272,-0.154093783169
ACH-000273,-0.15677376225700002
ACH-000274,-0.274175754875
ACH-000277,-0.256166355529
ACH-000278,0.00824124905575
ACH-000279,-0.266180044685
ACH-000280,-0.441273624751
ACH-000281,-0.24767463745700002
ACH-000288,-0.18242892218100001
ACH-000291,-0.201790822005
ACH-000293,-0.268561250302
ACH-000294,-0.106532289108
ACH-000295,-0.101294670185
ACH-000296,-0.414656601117
ACH-000302,-0.22386513552700002
ACH-000304,-0.06363899328480001
ACH-000307,-0.273304507001
ACH-000308,-0.24313384604600002
ACH-000310,-0.307754908634
ACH-000311,-0.24506435592599998
ACH-000312,-0.298613411604
ACH-000315,-0.41317522989600003
ACH-000316,0.041977104770599995
ACH-000317,-0.207074598115
ACH-000318,-0.0787248192958
ACH-000319,-0.315292171735
ACH-000320,0.0734742626467
ACH-000322,-0.0809257149851
ACH-000323,-0.14956949473099998
ACH-000324,-0.235278998072
ACH-000329,-0.107106763562
ACH-000330,-0.351474062822
ACH-000331,-0.103264879268
ACH-000332,-0.265471112464
ACH-000334,-0.375782232532
ACH-000335,-0.073206043135
ACH-000336,-0.450277550007
ACH-000337,-0.419409290514
ACH-000339,-0.29715410246999996
ACH-000341,-0.394698328062
ACH-000348,-0.0432674900526
ACH-000350,-0.165209404957
ACH-000352,-0.269591105733
ACH-000356,0.0361597964659
ACH-000361,0.0552879367941
ACH-000362,-0.28999023234099996
ACH-000363,-0.316097345849
ACH-000364,-0.247653737658
ACH-000365,-0.135253896092
ACH-000366,-0.18762797794599997
ACH-000368,-0.311302891197
ACH-000374,-0.22434762721700002
ACH-000375,-0.284259496776
ACH-000376,-0.290969085536
ACH-000381,-0.114859916045
ACH-000383,-0.264060327643
ACH-000387,-0.222584887825
ACH-000389,-0.313345463389
ACH-000390,-0.22851226851599998
ACH-000393,-0.29789615131700004
ACH-000395,-0.447379215295
ACH-000397,-0.111557460123
ACH-000401,-0.363224609014
ACH-000402,-0.0910627953425
ACH-000403,-0.22508863611
ACH-000404,-0.321670181831
ACH-000406,-0.229645151518
ACH-000407,-0.313233262493
ACH-000408,0.0809108203632
ACH-000410,-0.215656074287
ACH-000411,-0.241350691389
ACH-000414,-0.226973932124
ACH-000415,-0.15184449330299998
ACH-000416,-0.27841013171
ACH-000420,-0.172476618596
ACH-000421,-0.373178336132
ACH-000424,-0.199801077225
ACH-000425,-0.208393982518
ACH-000426,-0.341839759243
ACH-000427,-0.192446558112
ACH-000433,0.119950078507
ACH-000436,-0.230402284091
ACH-000444,-0.146222323374
ACH-000445,-0.45500048223300005
ACH-000448,-0.28113442542800005
ACH-000450,-0.119206529205
ACH-000452,-0.15064687932
ACH-000454,-0.168116033802
ACH-000458,-0.19836857048300002
ACH-000459,-0.167540901011
ACH-000460,-0.291656590655
ACH-000461,-0.305962307962
ACH-000463,-0.16245739452
ACH-000464,-0.187735496885
ACH-000466,-0.285008528616
ACH-000467,-0.181691374791
ACH-000468,-0.0555331009256
ACH-000469,-0.42212657273500004
ACH-000470,-0.207508302938
ACH-000471,-0.179163391771
ACH-000472,-0.30941598858
ACH-000473,-0.267225518211
ACH-000475,-0.152766660643
ACH-000476,-0.312561534705
ACH-000477,-0.234349908783
ACH-000480,-0.280099663997
ACH-000481,-0.119741371139
ACH-000483,-0.278433842969
ACH-000484,-0.38853352297399996
ACH-000485,-0.43742309871699997
ACH-000486,-0.170246538772
ACH-000487,-0.019345225783599998
ACH-000488,-0.220207694861
ACH-000490,-0.296385653367
ACH-000491,-0.271413501784
ACH-000495,-0.257421642429
ACH-000496,-0.12890108127900002
ACH-000499,-0.0941314590549
ACH-000500,-0.7489019040539999
ACH-000502,-0.395904557725
ACH-000503,0.240041700302
ACH-000505,-0.256807299536
ACH-000507,-0.48007484336499995
ACH-000510,-0.0988493339516
ACH-000511,-0.17425922477800002
ACH-000512,0.048415009549699996
ACH-000516,-0.164455367957
ACH-000517,-0.255620344004
ACH-000518,-0.33151762992
ACH-000520,-0.21623716098
ACH-000521,-0.316683776339
ACH-000522,-0.27465412116099996
ACH-000524,-0.26802187396
ACH-000527,-0.198675313609
ACH-000528,-0.232206710343
ACH-000537,-0.751489280203
ACH-000541,-0.433754363038
ACH-000542,-0.156539574872
ACH-000544,-0.022999431980000002
ACH-000545,-0.23549573548900002
ACH-000547,-0.552480506198
ACH-000548,-0.139104725471
ACH-000549,-0.253145907042
ACH-000550,-0.167762590347
ACH-000552,-0.270897130209
ACH-000556,-0.244900302543
ACH-000557,-0.158560462906
ACH-000570,-0.317684804727
ACH-000571,-0.271733096201
ACH-000573,-0.212201997544
ACH-000576,-0.365992526735
ACH-000580,-0.29724670704
ACH-000584,-0.217897736779
ACH-000585,-0.248160785762
ACH-000588,-0.212054390559
ACH-000589,-0.167049267813
ACH-000591,-0.452997475863
ACH-000593,-0.298219122764
ACH-000600,-0.293530842915
ACH-000601,-0.195960859644
ACH-000604,-0.223022383011
ACH-000605,-0.53394829114
ACH-000606,-0.0668231306195
ACH-000608,-0.294848694595
ACH-000614,-0.166197038657
ACH-000616,-0.327733127458
ACH-000618,0.12634163374500001
ACH-000619,-0.156758177785
ACH-000620,-0.299319904403
ACH-000621,-0.113148227687
ACH-000622,0.013796147201499999
ACH-000623,-0.337429487887
ACH-000624,-0.183966929941
ACH-000627,-0.225906141794
ACH-000630,-0.118765989714
ACH-000632,-0.251457744145
ACH-000633,-0.22550178700999998
ACH-000637,-0.104903838836
ACH-000638,0.07464207249560001
ACH-000646,-0.240055078492
ACH-000647,-0.189041192936
ACH-000648,0.09326836059930001
ACH-000649,-0.224144521873
ACH-000651,-0.045260915847399996
ACH-000652,-0.0350565605511
ACH-000653,-0.17764244783
ACH-000657,-0.314826827239
ACH-000658,0.0963926297154
ACH-000661,-0.174493425379
ACH-000662,-0.271718699137
ACH-000663,-0.196790999673
ACH-000665,-0.081674780717
ACH-000671,-0.134812237183
ACH-000673,-0.32449088862500003
ACH-000676,-0.180337498037
ACH-000677,-0.182884462252
ACH-000681,-0.294813616296
ACH-000682,-0.24248018729499998
ACH-000683,-0.256050829682
ACH-000684,-0.166450641352
ACH-000688,-0.154308657614
ACH-000693,-0.271531460389
ACH-000694,-0.23161124248000003
ACH-000695,0.0460477333026
ACH-000696,-0.184242322814
ACH-000697,-0.303759631617
ACH-000699,-0.21135621853
ACH-000701,-0.41778541752899995
ACH-000706,-0.195966208257
ACH-000711,-0.20699119462999999
ACH-000713,-0.10612182186699999
ACH-000714,-0.295031850636
ACH-000718,-0.184929270414
ACH-000720,-0.14443647996200001
ACH-000721,-0.19313954825399998
ACH-000724,-0.190694163169
ACH-000725,-0.11809179681500001
ACH-000732,-0.15074878512599998
ACH-000734,-0.280165256079
ACH-000735,-0.17298653207000003
ACH-000736,-0.103982887277
ACH-000738,-0.40091296899499995
ACH-000746,-0.150700289977
ACH-000747,-0.320121927304
ACH-000748,-0.259062122277
ACH-000753,-0.0833469724763
ACH-000756,-0.22461437311000002
ACH-000757,-0.06352277620619999
ACH-000758,-0.22867488352200002
ACH-000760,-0.188292997704
ACH-000763,-0.23950109982099999
ACH-000764,-0.145602377474
ACH-000765,-0.27986893310100003
ACH-000766,-0.14648716192
ACH-000767,-0.42181877845
ACH-000768,-0.20016683503
ACH-000769,-0.156932118489
ACH-000770,-0.18190670643399998
ACH-000771,-0.0345975636171
ACH-000773,-0.179254445542
ACH-000776,-0.15005822708900002
ACH-000777,-0.23734756891999997
ACH-000778,-0.012557140209899998
ACH-000781,-0.195684370664
ACH-000782,-0.313657751131
ACH-000783,-0.376911038665
ACH-000784,-0.19387649126899997
ACH-000785,-0.520086079986
ACH-000787,-0.244084698816
ACH-000788,-0.317526655135
ACH-000791,-0.213248677065
ACH-000792,-0.147297168699
ACH-000794,-0.144288408546
ACH-000796,-0.306009905319
ACH-000799,-0.165696935314
ACH-000800,-0.364355096316
ACH-000802,-0.26953480890799997
ACH-000804,-0.145930307271
ACH-000805,-0.107513571717
ACH-000809,-0.32051442324499996
ACH-000810,-0.389297086946
ACH-000811,-0.241339464009
ACH-000817,-0.26812384196999994
ACH-000819,-0.34226837193000004
ACH-000820,-0.575180989552
ACH-000821,0.180876628972
ACH-000822,-0.416907523918
ACH-000823,-0.143005379107
ACH-000824,-0.201067519158
ACH-000827,-0.213316264853
ACH-000829,-0.28467234074299996
ACH-000831,-0.0672654506613
ACH-000832,0.0102204818346
ACH-000833,-0.24736791022
ACH-000834,-0.241442104111
ACH-000835,-0.291013734341
ACH-000836,-0.276027901941
ACH-000837,-0.274606970603
ACH-000838,-0.207169484624
ACH-000839,-0.329560483893
ACH-000840,-0.169773456658
ACH-000841,-0.191218888199
ACH-000843,0.008253738818909999
ACH-000846,-0.37002148215499997
ACH-000847,-0.402973516463
ACH-000848,-0.15405924923
ACH-000849,-0.163033845833
ACH-000851,-0.0671946458414
ACH-000855,-0.236935268556
ACH-000856,-0.328784470176
ACH-000858,-0.206832050516
ACH-000859,-0.149728307345
ACH-000861,-0.109173980647
ACH-000862,-0.234229495898
ACH-000865,-0.0935733742127
ACH-000866,-0.15834767817
ACH-000867,-0.180744535426
ACH-000869,-0.10967976270199999
ACH-000872,-0.33994728308399996
ACH-000873,-0.392956599594
ACH-000876,-0.07878951240830001
ACH-000878,-0.42123999364
ACH-000880,-0.301337865322
ACH-000881,-0.146435455017
ACH-000882,-0.260264934484
ACH-000884,-0.292330793656
ACH-000885,-0.16422324144
ACH-000887,-0.17377644661299999
ACH-000888,-0.26208651660599996
ACH-000889,-0.419485856202
ACH-000890,-0.277827002263
ACH-000896,-0.0945452587853
ACH-000898,-0.47488186383299996
ACH-000900,-0.186859677448
ACH-000901,-0.333874244537
ACH-000905,-0.23362639121800002
ACH-000906,-0.158649251349
ACH-000907,-0.144622979311
ACH-000910,-0.40464444302100006
ACH-000911,-0.247163154978
ACH-000912,-0.20693952071199997
ACH-000913,-0.110995437763
ACH-000915,-0.23334679551999998
ACH-000916,-0.518708670519
ACH-000917,-0.0257937448427
ACH-000921,-0.279364186237
ACH-000924,-0.142530413736
ACH-000926,-0.24906733034200002
ACH-000928,-0.254328071657
ACH-000929,0.07547275055930001
ACH-000932,-0.0017464394674400001
ACH-000935,-0.390034939589
ACH-000936,-0.257594876331
ACH-000937,-0.265858897302
ACH-000938,-0.243372494761
ACH-000939,0.0057499202496199995
ACH-000941,-0.0842350770717
ACH-000943,-0.148133282273
ACH-000946,-0.24335925514600001
ACH-000947,-0.18857075554299998
ACH-000948,-0.208545835343
ACH-000950,-0.10422440655300001
ACH-000953,-0.321253867754
ACH-000957,-0.23735472255800003
ACH-000958,-0.302253232268
ACH-000960,-0.197389746514
ACH-000963,-0.321808491641
ACH-000968,-0.206827158803
ACH-000969,-0.27966056869
ACH-000973,-0.182007255075
ACH-000974,-0.214660850121
ACH-000975,-0.191415774819
ACH-000976,-0.216164435873
ACH-000978,-0.083205090033
ACH-000980,-0.237280903693
ACH-000984,-0.233190108454
ACH-000986,-0.0904031384678
ACH-000988,-0.280788416292
ACH-000993,-0.272038372132
ACH-000994,-0.0830505054722
ACH-000996,-0.019741089980099998
ACH-001001,-0.6573672225899999
ACH-001020,-0.518034558725
ACH-001028,-0.245661680471
ACH-001031,0.0209965275122
ACH-001038,-0.157149439325
ACH-001048,-0.24054997001999998
ACH-001050,-0.261884205539
ACH-001053,-0.432139479462
ACH-001054,-0.038798103151800004
ACH-001061,-0.213426632498
ACH-001067,-0.261664918528
ACH-001075,-0.046621118943699996
ACH-001096,-0.21074979436299998
ACH-001128,-0.20075670631700002
ACH-001134,-0.372414987304
ACH-001151,-0.334890187775
ACH-001163,-0.153336268915
ACH-001164,-0.0792326024394
ACH-001173,-0.282452853022
ACH-001183,-0.22629537811099998
ACH-001184,-0.310290887899
ACH-001190,-0.176760819243
ACH-001192,-0.23817492344799998
ACH-001193,0.126271896292
ACH-001196,0.0027819931133
ACH-001197,-0.332663902149
ACH-001205,-0.18529128191799998
ACH-001211,-0.327507330216
ACH-001212,0.064253684649
ACH-001228,-0.15673808714600002
ACH-001232,-0.263432511528
ACH-001239,-0.219710369104
ACH-001274,-0.366595956578
ACH-001275,-0.112910686501
ACH-001277,-0.242297986358
ACH-001278,-0.397610395048
ACH-001280,-0.20253002105700002
ACH-001283,-0.132237057934
ACH-001289,-0.244928414925
ACH-001295,-0.130550376995
ACH-001300,-0.277867934506
ACH-001301,-0.060716820885100005
ACH-001302,-0.08477174344039999
ACH-001303,-0.345731357236
ACH-001306,-0.10500119440099999
ACH-001318,-0.0035039543797800005
ACH-001322,-0.048778137359300006
ACH-001328,-0.262214780401
ACH-001332,-0.0625628338314
ACH-001333,-0.322564740565
ACH-001336,-0.274627989455
ACH-001340,-0.331199123917
ACH-001346,-0.252500309316
ACH-001353,-0.34233833341
ACH-001354,-0.261828690308
ACH-001367,-0.049866117532
ACH-001368,-0.155392510393
ACH-001374,-0.316749448148
ACH-001375,-0.32431092526099997
ACH-001377,-0.23339608988699997
ACH-001380,-0.274664398815
ACH-001391,-0.33343308086999995
ACH-001407,-0.260259966946
ACH-001408,-0.254393812224
ACH-001413,-0.24074984534899999
ACH-001430,-0.46389675393
ACH-001431,0.0110276958505
ACH-001450,-0.296398829897
ACH-001496,-0.309391614305
ACH-001500,-0.17171374234
ACH-001521,-0.281866541459
ACH-001523,-0.250793030931
ACH-001532,-0.420946234012
ACH-001536,-0.27420973139800003
ACH-001550,-0.282275304446
ACH-001552,-0.499986937839
ACH-001554,-0.294426292739
ACH-001645,-0.236275162819
ACH-001654,-0.186495762465
ACH-001715,-0.136867383909
ACH-001735,-0.318700170701
ACH-001736,-0.370482867429
ACH-001737,-0.128873678118
ACH-001740,-0.126500365608
ACH-001745,-0.10780689049799999
ACH-001750,-0.33984206543300005
ACH-001765,-0.36075485361299997
ACH-001956,-0.185483912614
ACH-001957,-0.224524158814
