,GDPD4 (220032)
ACH-000004,0.0191439799907
ACH-000007,-0.0709354978368
ACH-000009,0.0941128068444
ACH-000011,-0.0656333532919
ACH-000012,-0.00510381153209
ACH-000013,0.0519173052159
ACH-000014,0.07365713530889999
ACH-000015,0.0350114478228
ACH-000017,0.0547311342582
ACH-000018,0.0585718733405
ACH-000019,0.142139356011
ACH-000021,0.103076125571
ACH-000022,0.06454587206040001
ACH-000025,0.137092672352
ACH-000028,0.0771581563061
ACH-000030,0.017626228940599998
ACH-000035,-0.0505488166877
ACH-000036,0.07880924172760001
ACH-000037,0.09695214311799999
ACH-000039,-0.033668526877200004
ACH-000040,0.196651873513
ACH-000041,-0.23491963730700002
ACH-000042,0.100949747648
ACH-000045,0.09856968008539999
ACH-000047,-0.0023879640835300004
ACH-000052,-0.0076567357356599995
ACH-000053,0.0515181156169
ACH-000054,-0.117445139292
ACH-000055,0.0975730077313
ACH-000060,0.0176100637059
ACH-000067,0.13176544755
ACH-000070,-0.12955156335
ACH-000075,-0.0663114321061
ACH-000078,0.0630807172661
ACH-000082,-0.15858260688200002
ACH-000085,0.24110495446999997
ACH-000086,-0.0440894942399
ACH-000087,0.087601598529
ACH-000092,0.0235412107875
ACH-000095,0.0597161392755
ACH-000097,0.0644609757037
ACH-000098,0.169495246994
ACH-000099,0.05118290862919999
ACH-000108,0.17228695104000002
ACH-000113,0.06705983768149999
ACH-000115,-0.177971585011
ACH-000116,-0.0688025922426
ACH-000118,0.023536582933400003
ACH-000120,0.244011837168
ACH-000123,0.0887680212579
ACH-000127,-0.0202419043944
ACH-000128,0.245951117584
ACH-000132,-0.10642958333
ACH-000133,-0.08351155284850001
ACH-000137,-0.006263335431970001
ACH-000138,0.0025549652809800003
ACH-000142,0.031808828551
ACH-000143,0.0385711909084
ACH-000146,-0.00131077299844
ACH-000148,-0.0140359818141
ACH-000150,-0.0391009407103
ACH-000152,0.054482062443500005
ACH-000153,-0.20619089171399999
ACH-000159,0.038874784798
ACH-000160,-0.030863745487199997
ACH-000163,0.132827349846
ACH-000167,-0.00585214072977
ACH-000168,-0.132758560444
ACH-000169,0.051619007412
ACH-000178,0.0788237030349
ACH-000182,0.0766659142022
ACH-000183,0.0976598181355
ACH-000188,0.0665081693723
ACH-000189,-0.028907787613300002
ACH-000190,0.37047889725
ACH-000198,-0.053353476328499995
ACH-000204,-0.100206275875
ACH-000206,0.0795646216923
ACH-000207,-0.0682861213174
ACH-000211,0.100084090106
ACH-000215,0.0580558099087
ACH-000221,0.037651790718400004
ACH-000222,0.17528567477499998
ACH-000223,0.07033802208319999
ACH-000226,0.0138747063185
ACH-000227,-0.192411765253
ACH-000228,-0.162357392678
ACH-000231,-0.0177004513759
ACH-000232,-0.04612021819
ACH-000233,0.148174288376
ACH-000234,-0.118095112752
ACH-000235,0.0807153501695
ACH-000237,-0.058175264182199996
ACH-000238,-0.0216469609159
ACH-000243,0.170999219282
ACH-000244,0.015993185421200002
ACH-000246,0.0779747229747
ACH-000248,0.121244066955
ACH-000250,0.026235991436200003
ACH-000251,0.067205280264
ACH-000253,0.00707291257991
ACH-000255,0.164954972619
ACH-000256,0.0399320427261
ACH-000257,0.0014059986090899999
ACH-000258,0.07871000308689999
ACH-000259,0.0900903276064
ACH-000260,0.0586422669118
ACH-000261,-0.044383198566300006
ACH-000262,0.0691097479218
ACH-000263,0.126297769397
ACH-000264,-0.011398023549899999
ACH-000265,-0.031256854348
ACH-000266,0.0748140078637
ACH-000272,0.0932978979565
ACH-000273,0.023491812252099998
ACH-000274,-0.0878041210007
ACH-000277,0.132965726557
ACH-000278,-0.22312315575199998
ACH-000279,-0.11347962836799999
ACH-000280,0.093548106886
ACH-000281,-0.00744577600044
ACH-000288,-0.015132150999100001
ACH-000291,0.014194912805000001
ACH-000293,0.0425850233904
ACH-000294,0.0601508394773
