,ZMYND12 (84217)
ACH-000004,-0.066886023692
ACH-000007,0.161922491231
ACH-000009,-0.0559799533905
ACH-000011,0.022661077875
ACH-000012,-0.049032896883800005
ACH-000013,-0.056566981797900005
ACH-000014,0.0145485178259
ACH-000015,-0.011314483333000001
ACH-000017,-0.102302339143
ACH-000018,0.0569804836969
ACH-000019,0.29264398354000004
ACH-000021,-0.00814497329494
ACH-000022,-0.051189106680699994
ACH-000025,-0.10891079861
ACH-000028,-0.0130038298269
ACH-000030,-0.026969308477500002
ACH-000035,-0.15618594236400002
ACH-000036,0.00816845573445
ACH-000037,0.12557857771199998
ACH-000039,0.340093637637
ACH-000040,0.0100012899035
ACH-000041,-0.0465837827879
ACH-000042,0.00129778044405
ACH-000045,0.0800622896952
ACH-000047,0.054280771962699995
ACH-000052,0.0258252522769
ACH-000053,-0.0544683889683
ACH-000054,-0.022708134919599998
ACH-000055,0.102997973026
ACH-000060,-0.025641315576599998
ACH-000067,-0.09304768240019999
ACH-000070,-0.0334347103329
ACH-000075,0.106368748069
ACH-000078,0.000292155022494
ACH-000082,0.0378461785738
ACH-000085,-0.0318157584376
ACH-000086,-0.102914880482
ACH-000087,0.0399396556905
ACH-000092,-0.154012583973
ACH-000095,0.07198392847900001
ACH-000097,0.0679155709308
ACH-000098,-0.005708547449060001
ACH-000099,-0.094199718336
ACH-000108,-0.0455656350605
ACH-000113,-0.0787294714684
ACH-000115,-0.168411434849
ACH-000116,0.0392415306335
ACH-000118,0.012062675523899998
ACH-000120,0.0909391502334
ACH-000123,-0.0828691970593
ACH-000127,-0.08552749432989999
ACH-000128,-0.109649884285
ACH-000132,-0.265289316077
ACH-000133,-0.0821402985295
ACH-000137,-0.118568320621
ACH-000138,-0.027599942306
ACH-000142,-0.15455839850400002
ACH-000143,-0.10388070781099999
ACH-000146,-0.198892056943
ACH-000148,0.0766277650439
ACH-000150,-0.10166717952899999
ACH-000152,-0.03270190025
ACH-000153,0.136421843629
ACH-000159,-0.0363317481526
ACH-000160,0.050545965753699997
ACH-000163,-0.0239663316272
ACH-000167,0.07705911190939999
ACH-000168,-0.154243043729
ACH-000169,-0.0603265522992
ACH-000178,-0.007061272012989999
ACH-000182,0.09162364985810001
ACH-000183,-0.11769029063400001
ACH-000188,0.0154569833562
ACH-000189,0.267627695326
ACH-000190,0.0764404212775
ACH-000198,-0.061313193931900004
ACH-000204,-0.207210286821
ACH-000206,-0.191141816471
ACH-000207,0.023676693661500003
ACH-000211,0.20366916623700002
ACH-000215,0.020549462466900002
ACH-000221,-0.000219622516788
ACH-000222,-0.06421294813509999
ACH-000223,0.023162652109
ACH-000226,0.110549411766
ACH-000227,-0.0381602522731
ACH-000228,-0.154781037049
ACH-000231,0.0308179888257
ACH-000232,-0.08089247089860001
ACH-000233,-0.0465859449133
ACH-000234,-0.05523817535630001
ACH-000235,-0.0127592212774
ACH-000237,-0.105529826226
ACH-000238,-0.0567762075612
ACH-000243,-0.0518434401326
ACH-000244,-0.336947164501
ACH-000246,-0.0310020610585
ACH-000248,0.012008788545299999
ACH-000250,-0.0391728285824
ACH-000251,0.00252059263088
ACH-000253,-0.011835761650200002
ACH-000255,0.132534347557
ACH-000256,0.047482823921
ACH-000257,0.21732955686799998
ACH-000258,-0.11767806840299999
ACH-000259,-0.0911411702317
ACH-000260,-0.0672317408811
ACH-000261,0.00886191319975
ACH-000262,0.0677414384635
ACH-000263,-0.07008904332499999
ACH-000264,-0.0656225480973
ACH-000265,-0.055039395772000003
ACH-000266,0.044634782379900005
ACH-000272,0.0520304482488
ACH-000273,0.077109321059
