,PTP4A1 (7803)
ACH-000004,0.08170554281169999
ACH-000007,-0.287122370131
ACH-000009,-0.2733655558
ACH-000011,-0.367280301399
ACH-000012,-0.18849002083
ACH-000013,-0.074148641948
ACH-000014,-0.447183343532
ACH-000015,-0.10732853534499999
ACH-000017,-0.528858657012
ACH-000018,-0.140242135525
ACH-000019,-0.11559051652499999
ACH-000021,-0.347204088561
ACH-000022,-0.193481802543
ACH-000025,-0.11504146060499999
ACH-000028,-0.129392829918
ACH-000030,-0.280321731023
ACH-000035,-0.232290659324
ACH-000036,-0.21778719310800002
ACH-000037,0.0339839025675
ACH-000039,-0.429395727322
ACH-000040,-0.151676232313
ACH-000041,-0.157332538233
ACH-000042,-0.144990024351
ACH-000045,-0.0740273489222
ACH-000047,-0.201801796412
ACH-000052,-0.19044884861900002
ACH-000053,-0.289219093696
ACH-000054,-0.204366265308
ACH-000055,-0.0921130785128
ACH-000060,-0.219611796408
ACH-000067,-0.139683257034
ACH-000070,-0.312566305947
ACH-000075,-0.230803391734
ACH-000078,-0.42697312302900003
ACH-000082,-0.18716012518
ACH-000085,-0.246154507951
ACH-000086,-0.0411803591216
ACH-000087,-0.130847438481
ACH-000092,-0.178616575321
ACH-000095,-0.499460942352
ACH-000097,-0.158130943403
ACH-000098,-0.24364514711500002
ACH-000099,-0.452581520539
ACH-000108,-0.012467156657
ACH-000113,-0.442062575816
ACH-000115,-0.150449527346
ACH-000116,-0.113767944954
ACH-000118,-0.154127976808
ACH-000120,-0.486390053459
ACH-000123,-0.38818647940300005
ACH-000127,-0.264561956099
ACH-000128,-0.23365076754
ACH-000132,-0.32416598182399997
ACH-000133,-0.13906668783099999
ACH-000137,-0.10990031545199999
ACH-000138,-0.18765794007800002
ACH-000142,-0.206044094165
ACH-000143,-0.165988441421
ACH-000146,-0.251702324309
ACH-000148,-0.0757237225637
ACH-000150,-0.00144076361222
ACH-000152,-0.247147894423
ACH-000153,-0.130862470343
ACH-000159,-0.123170485133
ACH-000160,-0.24752241447700002
ACH-000163,-0.259922839885
ACH-000167,-0.297086636433
ACH-000168,-0.117356860615
ACH-000169,-0.0154923260922
ACH-000178,-0.257737462919
ACH-000182,0.130288580417
ACH-000183,-0.554215349219
ACH-000188,-0.260208198669
ACH-000189,-0.158799543279
ACH-000190,-0.173842711092
ACH-000198,-0.01015760238
ACH-000204,-0.45365442069399997
ACH-000206,0.0787259158391
ACH-000207,-0.895863817807
ACH-000211,-0.26556493609299997
ACH-000215,-0.0871824786499
ACH-000221,0.0106479084951
ACH-000222,0.0230203199694
ACH-000223,-0.19704788688299998
ACH-000226,-0.310044300499
ACH-000227,-0.12925660336300002
ACH-000228,-0.12404099886499999
ACH-000231,-0.166685112053
ACH-000232,-0.39767085349500003
ACH-000233,0.00599839712776
ACH-000234,-0.359307398684
ACH-000235,-0.134325942295
ACH-000237,-0.011031213376200001
ACH-000238,-0.25841094636
ACH-000243,-0.179039121084
ACH-000244,0.212698059657
ACH-000246,-0.104886054222
ACH-000248,-0.211973844104
ACH-000250,-0.0749334529848
ACH-000251,-0.29305910375300004
ACH-000253,-0.052557896684300005
ACH-000255,-0.159278917576
ACH-000256,-0.159994621192
ACH-000257,-0.0427830603179
ACH-000258,-0.060717488384800004
ACH-000259,-0.216727929207
ACH-000260,-0.236796560003
ACH-000261,-0.262586310192
ACH-000262,0.0340741105338
ACH-000263,-0.232041418434
ACH-000264,-0.228987089902
ACH-000265,0.00447895413408
ACH-000266,-0.181324244701
ACH-000272,-0.26678784728599997
ACH-000273,-0.373783816611
ACH-000274,-0.314861522977
ACH-000277,-0.09598671057630001
ACH-000278,-0.14623989356699998
ACH-000279,-0.355663586778
ACH-000280,-0.180471991528
ACH-000281,0.0061967399491599994
ACH-000288,-0.037473910211
ACH-000291,-0.07324305576830001
ACH-000293,0.0489341527717
ACH-000294,-0.22601568996
ACH-000295,-0.124424337994
ACH-000296,-0.106933620598
ACH-000302,-0.308246880401
ACH-000304,-0.365469435264
ACH-000307,-0.46325643055200005
ACH-000308,-0.0620167865606
ACH-000310,-0.286990776398
ACH-000311,-0.547194652231
ACH-000312,-0.218833086156
ACH-000315,-0.0761395547134
ACH-000316,0.057712865086500004
ACH-000317,-0.16511308042700001
ACH-000318,-0.40614882920900003
ACH-000319,-0.332347470154
ACH-000320,-0.0114489952297
ACH-000322,-0.342806457042
ACH-000323,-0.058939004641699995
ACH-000324,-0.010505923303900001
ACH-000329,0.023320434665200004
ACH-000330,0.0198472928254
ACH-000331,-0.21450851202
ACH-000332,-0.04503184319899999
ACH-000334,-0.307400635038
ACH-000335,-0.50883310952
ACH-000336,-0.048900872261
ACH-000337,-0.0261740773612
ACH-000339,-0.145740667928
ACH-000341,-0.18601892736499998
ACH-000348,-0.287925134868
ACH-000350,-0.43284542882700006
ACH-000352,-0.22476534710999999
ACH-000356,-0.220717008141
ACH-000361,-0.138955715834
ACH-000362,-0.302849468997
ACH-000363,-0.5677261024360001
ACH-000364,0.0238655362405
ACH-000365,0.0216239096679
ACH-000366,-0.520619297319
ACH-000368,-0.0607114364499
ACH-000374,-0.021524003380400003
ACH-000375,-0.11499356083699999
ACH-000376,-0.242254256607
ACH-000381,-0.19084437116500003
ACH-000383,-0.49855696088699997
ACH-000387,-0.238431255344
ACH-000389,-0.033978636926
ACH-000390,-0.57086944674
ACH-000393,0.037583319251599995
ACH-000395,-0.215779602445
ACH-000397,-0.178510772392
ACH-000401,-0.021094634936
ACH-000402,-0.269829585128
ACH-000403,-0.245184904256
ACH-000404,-0.386736251625
ACH-000406,-0.14543287830499999
ACH-000407,-0.07166010103710001
ACH-000408,-0.251868199063
ACH-000410,-0.335209602819
ACH-000411,0.0202088616451
ACH-000414,-0.618335137891
ACH-000415,-0.039199678639
ACH-000416,-0.34268948350699996
ACH-000420,-0.129019791207
ACH-000421,-0.166909844752
ACH-000424,-0.31741426024999997
ACH-000425,-0.12127607395300001
ACH-000426,-0.075790733416
ACH-000427,-0.21834631756700001
ACH-000433,-0.0895368487833
ACH-000436,-0.424021002888
ACH-000444,-0.00758273702664
ACH-000445,0.0701004108869
ACH-000448,-0.429314166634
ACH-000450,-0.295020967129
ACH-000452,-0.5091758467140001
ACH-000454,-0.31829313248
ACH-000458,-0.07184814709489999
ACH-000459,-0.16468194039200001
ACH-000460,-0.0743093968748
ACH-000461,0.027612900595
ACH-000463,-0.128857428558
ACH-000464,-0.0901947964466
ACH-000466,-0.034048944837
ACH-000467,-0.18816205823399998
ACH-000468,-0.10687684068
ACH-000469,0.005572152264300001
ACH-000470,0.0604506206159
ACH-000471,-0.527123635003
ACH-000472,-0.19892385329
ACH-000473,0.0036497270104899997
ACH-000475,-0.467883466157
ACH-000476,-0.207887550367
ACH-000477,-0.782357586429
ACH-000480,-0.228748493583
ACH-000481,-0.624972149282
ACH-000483,-0.20978338473400002
ACH-000484,0.30260832404599997
ACH-000485,-0.13298130376800002
ACH-000486,-0.053279565166699995
ACH-000487,-0.0793471549297
ACH-000488,0.10298601002900001
ACH-000490,-0.122228137576
ACH-000491,-0.169292605662
ACH-000495,0.0796693658066
ACH-000496,-0.42915621110200003
ACH-000499,-0.299130377025
ACH-000500,0.19403361242800002
ACH-000502,0.0326924514502
ACH-000503,-0.34158908693499995
ACH-000505,-0.19724697432399999
ACH-000507,-0.203985826578
ACH-000510,-0.14969287949100002
ACH-000511,-0.209392765196
ACH-000512,-0.44324681296999996
ACH-000516,-0.09244844996200001
ACH-000517,0.0007402052761389999
ACH-000518,-0.281464837256
ACH-000520,0.129694264867
ACH-000521,-0.17521398908
ACH-000522,-0.272461511444
ACH-000524,-0.12383489673900001
ACH-000527,-0.20158778743
ACH-000528,-0.0696345170003
ACH-000537,-0.262064840319
ACH-000541,-0.21487239276
ACH-000542,-0.19535858807599998
ACH-000544,-0.325149326653
ACH-000545,-0.294752237346
ACH-000547,-0.187782194441
ACH-000548,-0.210628892379
ACH-000549,-0.225679287603
ACH-000550,-0.236909112959
ACH-000552,-0.270499639133
ACH-000556,-0.245443691076
ACH-000557,-0.00855037460047
ACH-000570,-0.0491714512816
ACH-000571,-0.360982507205
ACH-000573,-0.236788880411
ACH-000576,-0.350423805971
ACH-000580,-0.150580154765
ACH-000584,-0.0806510790296
