,CHEK2 (11200)
ACH-000004,0.015667771722
ACH-000007,0.370053031439
ACH-000009,0.150022994586
ACH-000011,0.534513085307
ACH-000012,0.28244773066
ACH-000013,0.209478515268
ACH-000014,0.369462880228
ACH-000015,0.0850863749584
ACH-000017,0.102894870764
ACH-000018,0.256930955178
ACH-000019,0.35921706742
ACH-000021,0.17186492452799998
ACH-000022,0.10158597451099999
ACH-000025,0.030229725050900002
ACH-000028,0.005622553894109999
ACH-000030,0.207024233461
ACH-000035,0.08847296368999999
ACH-000036,0.216863651668
ACH-000037,0.299061602948
ACH-000039,0.12378676627900001
ACH-000040,0.203945457905
ACH-000041,0.08432150180019998
ACH-000042,0.0337342159069
ACH-000045,0.36441026299
ACH-000047,0.20356855863899997
ACH-000052,0.242667092101
ACH-000053,0.274703938652
ACH-000054,0.382651551597
ACH-000055,-0.07821140422299999
ACH-000060,0.0276539938155
ACH-000067,0.10580807706499999
ACH-000070,0.5463115450630001
ACH-000075,0.62377131205
ACH-000078,0.254189178413
ACH-000082,0.434891808618
ACH-000085,0.219134296664
ACH-000086,0.451457708878
ACH-000087,0.284931556031
ACH-000092,0.177893645404
ACH-000095,0.0799619342453
ACH-000097,0.439601999701
ACH-000098,0.272861632801
ACH-000099,0.31261752988
ACH-000108,0.114608683421
ACH-000113,0.31295706629299996
ACH-000115,-0.128332058769
ACH-000116,0.237302893785
ACH-000118,0.34843523579499996
ACH-000120,0.42930651321999996
ACH-000123,0.291716698983
ACH-000127,0.27519687379999996
ACH-000128,0.108255730476
ACH-000132,0.09227438004519999
ACH-000133,0.24740210940699997
ACH-000137,0.281128501582
ACH-000138,0.059739071183500005
ACH-000142,0.303598304494
ACH-000143,0.272331203604
ACH-000146,0.249420064839
ACH-000148,0.488762169257
ACH-000150,0.288892630103
ACH-000152,0.484722948209
ACH-000153,-0.041268576663
ACH-000159,0.47163839578999994
ACH-000160,0.058960575612699996
ACH-000163,0.35686418203299997
ACH-000167,0.342028248886
ACH-000168,0.344511667999
ACH-000169,0.0582943549074
ACH-000178,0.27347352194
ACH-000182,0.26623451465799997
ACH-000183,-0.0483295551266
ACH-000188,0.34417144448200004
ACH-000189,0.48587592196400003
ACH-000190,0.155777097982
ACH-000198,0.45457674588299996
ACH-000204,0.131572079817
ACH-000206,0.09180822191610001
ACH-000207,0.09644642575300001
ACH-000211,0.21597912879099998
ACH-000215,0.34331463436399995
ACH-000221,0.316650631782
ACH-000222,0.248621689234
ACH-000223,0.141881150421
ACH-000226,0.24346034980099998
ACH-000227,0.0987357872851
ACH-000228,0.00502131038469
ACH-000231,0.289498373761
ACH-000232,0.167337516525
ACH-000233,0.0519080726134
ACH-000234,0.785764214624
ACH-000235,0.270151121989
ACH-000237,0.38751346139
ACH-000238,0.11998855581599999
ACH-000243,0.120583910756
ACH-000244,0.5453898701959999
ACH-000246,0.953130551161
ACH-000248,0.284172382967
ACH-000250,0.302229115141
ACH-000251,0.156891046832
ACH-000253,0.26712886315699996
ACH-000255,0.216108101562
ACH-000256,0.0646174695399
ACH-000257,-0.185789799655
ACH-000258,0.18196448700999998
ACH-000259,0.39675689928499996
ACH-000260,0.244206997125
ACH-000261,0.25289300775699997
ACH-000262,0.541485366347
ACH-000263,-0.055375754934700004
ACH-000264,0.19085350471700002
ACH-000265,0.13335283236
ACH-000266,0.35126880492299994
ACH-000272,0.38158973919699996
ACH-000273,0.25131718471299996
ACH-000274,0.243101548979
ACH-000277,0.201770554542
ACH-000278,0.21951740984700002
ACH-000279,-0.005705074189949999
ACH-000280,0.14765453234099998
ACH-000281,0.285627957587
ACH-000288,0.342050481731
ACH-000291,0.13805550231799998
ACH-000293,0.274316781875
ACH-000294,0.11804905597200001
ACH-000295,-0.08994680792069999
ACH-000296,0.10753564885
ACH-000302,0.167406566965
ACH-000304,1.01756567014
ACH-000307,0.34659679044
ACH-000308,0.31370493368
ACH-000310,0.25814240636
ACH-000311,0.5994401941790001
ACH-000312,0.187436461805
ACH-000315,0.161163091199
ACH-000316,0.277145720941
ACH-000317,0.588208139644
ACH-000318,0.16863417115200002
ACH-000319,0.09615806673630001
ACH-000320,0.20747717000500002
ACH-000322,0.284832022121
ACH-000323,0.246648205327
ACH-000324,0.455716525357
ACH-000329,0.542302845471
ACH-000330,0.037786392188
ACH-000331,0.265246751359
ACH-000332,0.19285284023600002
ACH-000334,-0.0162253556154
ACH-000335,0.230455639745
ACH-000336,0.07090612560769999
ACH-000337,0.100279717762
ACH-000339,0.24387763095400003
ACH-000341,0.178314674707
ACH-000348,0.38397890593199996
ACH-000350,0.121046289652
ACH-000352,0.207316261107
ACH-000356,0.020132821773400002
ACH-000361,0.629713126586
ACH-000362,0.39235603052699997
ACH-000363,0.301531195916
ACH-000364,0.35149440307700003
ACH-000365,0.156853506052
ACH-000366,0.172531660741
ACH-000368,0.21379184185
ACH-000374,0.55737634608
ACH-000375,0.6160832985329999
ACH-000376,0.254400779938
ACH-000381,0.42858870014600003
ACH-000383,0.16907688107500002
ACH-000387,0.0161623129768
ACH-000389,0.533856303356
ACH-000390,0.103227157528
ACH-000393,0.0757782770543
ACH-000395,0.257176294419
ACH-000397,0.258221372996
ACH-000401,-0.0984931762448
ACH-000402,-0.21969949197299998
ACH-000403,0.239137266527
ACH-000404,0.451596496377
ACH-000406,0.188516102317
ACH-000407,0.181528058222
ACH-000408,0.162858426223
ACH-000410,0.371154703103
ACH-000411,0.761525777852
ACH-000414,0.706472806381
ACH-000415,0.297317888972
ACH-000416,0.24027513306099998
ACH-000420,0.124715667488
ACH-000421,0.225584916654
ACH-000424,0.15140269350299998
ACH-000425,0.523451698848
ACH-000426,-0.0243329998639
ACH-000427,0.0785545860705
