,ZC3H8 (84524)
ACH-000004,-1.11360351559
ACH-000007,-1.16666023147
ACH-000009,-0.877130112077
ACH-000011,-0.7576278380789999
ACH-000012,-0.7585014200300001
ACH-000013,-0.752486569353
ACH-000014,-0.967309945508
ACH-000015,-0.668062234261
ACH-000017,-0.648787442338
ACH-000018,-1.10530125359
ACH-000019,-0.789900745387
ACH-000021,-1.02437327492
ACH-000022,-0.812721052933
ACH-000025,-0.9934467018880001
ACH-000028,-0.8070621518350001
ACH-000030,-0.942208335824
ACH-000035,-0.982019470337
ACH-000036,-0.740884321011
ACH-000037,-1.1145764256100001
ACH-000039,-0.933621902002
ACH-000040,-1.10038133193
ACH-000041,-0.7946980380850001
ACH-000042,-0.8648062059039999
ACH-000045,-0.8598839166069999
ACH-000047,-0.778611825619
ACH-000052,-0.9927481859139999
ACH-000053,-1.1089439430399999
ACH-000054,-0.909941315748
ACH-000055,-0.965333296668
ACH-000060,-0.830569767392
ACH-000067,-0.970266789203
ACH-000070,-0.8225598579729999
ACH-000075,-0.7464090909029999
ACH-000078,-1.09456189279
ACH-000082,-0.9558559633529999
ACH-000085,-1.14819802488
ACH-000086,-0.9489782885670001
ACH-000087,-1.0624302183399998
ACH-000092,-0.870859612949
ACH-000095,-0.9233858516619999
ACH-000097,-1.00603530314
ACH-000098,-0.800174406516
ACH-000099,-0.43603101276600004
ACH-000108,-0.9859984358399999
ACH-000113,-0.900431288257
ACH-000115,-1.0577955044399998
ACH-000116,-0.527723664756
ACH-000118,-0.845152530658
ACH-000120,-0.9515951496449999
ACH-000123,-1.03644436546
ACH-000127,-0.8143457147930001
ACH-000128,-0.821636332887
ACH-000132,-0.7939551736329999
ACH-000133,-0.911399296346
ACH-000137,-1.0489029090200002
ACH-000138,-0.9598824883299999
ACH-000142,-0.937033564727
ACH-000143,-0.762739166811
ACH-000146,-1.13579619221
ACH-000148,-1.07862155429
ACH-000150,-0.739796560301
ACH-000152,-1.00727462231
ACH-000153,-0.7654517958660001
ACH-000159,-0.915206608424
ACH-000160,-0.9834944763299999
ACH-000163,-1.04503117092
ACH-000167,-1.3826904705
ACH-000168,-0.987249716143
ACH-000169,-1.03361569382
ACH-000178,-0.7844523009800001
ACH-000182,-0.739851907076
ACH-000183,-0.9374255787970001
ACH-000188,-0.6142049016219999
ACH-000189,-0.878651308241
ACH-000190,-0.755770329184
ACH-000198,-1.181005528
ACH-000204,-0.699771374452
ACH-000206,-0.926996812157
ACH-000207,-0.989076269639
ACH-000211,-0.9472876698620001
ACH-000215,-0.930141711948
ACH-000221,-0.782997947922
ACH-000222,-0.9833720393690001
ACH-000223,-1.08109117449
ACH-000226,-0.851194379591
ACH-000227,-1.16513033897
ACH-000228,-0.962749573717
ACH-000231,-0.91034726582
ACH-000232,-0.9152032837090001
ACH-000233,-0.848686353409
ACH-000234,-0.680341101929
ACH-000235,-0.401557917026
ACH-000237,-1.04037684824
ACH-000238,-0.574570226717
ACH-000243,-0.976540557107
ACH-000244,-1.2484409172600002
ACH-000246,-0.702219878353
ACH-000248,-0.895489411493
ACH-000250,-1.16388340429
ACH-000251,-1.20526222715
ACH-000253,-1.0510649559
ACH-000255,-0.849849786156
ACH-000256,-1.07618966031
ACH-000257,-0.821341311391
ACH-000258,-0.927574430302
ACH-000259,-1.15788566489
ACH-000260,-0.940826468368
ACH-000261,-0.897536607113
ACH-000262,-0.8276699387279999
ACH-000263,-1.11387635915
ACH-000264,-1.0444051833499999
ACH-000265,-0.9481023915510001
ACH-000266,-1.0162703540200002
ACH-000272,-0.832463907114
ACH-000273,-0.936145367782
ACH-000274,-0.9191314763230001
ACH-000277,-0.7812601089910001
ACH-000278,-0.762448327507
ACH-000279,-0.600262653235
ACH-000280,-0.870834748097
ACH-000281,-0.846484549234
ACH-000288,-0.9415376597399999
ACH-000291,-0.825766075911
ACH-000293,-0.931296913466
ACH-000294,-1.02712725926
ACH-000295,-1.01937616738
ACH-000296,-0.9199113596680001
ACH-000302,-0.8590551793260001
ACH-000304,-0.888016344737
ACH-000307,-0.790396865148
ACH-000308,-0.9022836736799998
ACH-000310,-1.0972654275799998
ACH-000311,-0.9656846459389999
ACH-000312,-1.05890544431
ACH-000315,-0.410751415575
ACH-000316,-0.7188470644220001
ACH-000317,-0.893640067133
ACH-000318,-0.9674768425910001
ACH-000319,-0.845726802519
ACH-000320,-0.984580429778
ACH-000322,-0.833177433338
ACH-000323,-1.07035141819
ACH-000324,-0.732241973469
ACH-000329,-0.847022348332
ACH-000330,-0.451573775074
ACH-000331,-0.871844235517
ACH-000332,-0.884654784667
ACH-000334,-1.5739387804299998
ACH-000335,-1.03098322668
ACH-000336,-1.01171609484
ACH-000337,-0.915229095445
ACH-000339,-1.11116974974
ACH-000341,-1.03614341429
ACH-000348,-0.773975590212
ACH-000350,-0.768362354915
ACH-000352,-0.817979514631
ACH-000356,-0.996860998364
ACH-000361,-0.979188844457
ACH-000362,-0.9560211847840001
ACH-000363,-0.20457903717999998
ACH-000364,-0.9272261983600001
ACH-000365,-0.703621904105
ACH-000366,-1.11704137386
ACH-000368,-1.08000714346
ACH-000374,-0.870604450465
ACH-000375,-0.8681364403849999
ACH-000376,-0.8392842431190001
ACH-000381,-0.7316318507330001
ACH-000383,-0.987288777999
ACH-000387,-1.09003509239
ACH-000389,-0.857080083309
ACH-000390,-0.959229132157
ACH-000393,-1.32234227595
ACH-000395,-0.669064789801
ACH-000397,-0.752918395307
ACH-000401,-0.603266351252
ACH-000402,-1.03253035791
ACH-000403,-0.949306767439
ACH-000404,-0.51360123295
ACH-000406,-0.724298836967
ACH-000407,-0.796170216161
ACH-000408,-0.630447953285
ACH-000410,-0.8933429725380001
ACH-000411,-0.8598749022859999
ACH-000414,-1.13282988209
ACH-000415,-1.01831370545
ACH-000416,-0.924591454481
ACH-000420,-1.06994787169
ACH-000421,-1.00593330521
ACH-000424,-1.18817287587
ACH-000425,-0.8640627829590001
ACH-000426,-0.879001176804
ACH-000427,-0.670370185979
ACH-000433,-0.961409148458
ACH-000436,-1.10797349813
ACH-000444,-0.746174399868
ACH-000445,-0.738623861989
ACH-000448,-1.01580607574
ACH-000450,-1.06781323346
ACH-000452,-0.982072659189
ACH-000454,-0.677653766597
ACH-000458,-0.8007003503740001
ACH-000459,-0.7008778802500001
ACH-000460,-0.799774984858
ACH-000461,-0.7677808612710001
ACH-000463,-0.878710741197
ACH-000464,-1.11896159911
ACH-000466,-0.5534551347869999
ACH-000467,-0.83281160801
ACH-000468,-1.2114345485100002
ACH-000469,-0.893022261434
ACH-000470,-0.9280617854950001
ACH-000471,-0.953714696769
ACH-000472,-0.929855218522
ACH-000473,-0.7123200447589999
ACH-000475,-0.808490520118
ACH-000476,-0.911912186758
ACH-000477,-0.678778989584
ACH-000480,-0.806361927869
ACH-000481,-1.20649079735
ACH-000483,-0.9282948263040001
ACH-000484,-0.9769436983580001
ACH-000485,-0.64583349676
ACH-000486,-0.791918863427
ACH-000487,-0.968182137172
ACH-000488,-0.885754526984
ACH-000490,-1.1246153975700002
ACH-000491,-0.832839363449
ACH-000495,-0.9459697141299999
ACH-000496,-0.825996801072
ACH-000499,-0.867347059804
ACH-000500,-0.0441858905174
ACH-000502,-0.961240202186
ACH-000503,-1.26592886654
ACH-000505,-0.890330640865
ACH-000507,-0.79686366924
ACH-000510,-0.85772553341
ACH-000511,-1.00656534555
ACH-000512,-0.6071318688740001
ACH-000516,-0.88234202192
ACH-000517,-1.01712987861
ACH-000518,-0.805551980979
ACH-000520,-0.907717282007
ACH-000521,-1.1241810382600002
ACH-000522,-0.786842937199
ACH-000524,-1.18361717608
ACH-000527,-0.782760097388
ACH-000528,-0.780884728688
ACH-000537,-0.9524848400399999
ACH-000541,-0.877271057565
ACH-000542,-0.874173826834
ACH-000544,-0.867368353653
ACH-000545,-0.82269877319
ACH-000547,-1.02490880034
ACH-000548,-0.750083079573
ACH-000549,-0.866092356308
ACH-000550,-0.946999608715
ACH-000552,-0.9050365551170001
ACH-000556,-1.09317926658
ACH-000557,-0.756662752657
ACH-000570,-0.853781454523
ACH-000571,-1.05643891963
ACH-000573,-0.742659198211
ACH-000576,-0.735961204705
ACH-000580,-0.9869562873450001
ACH-000584,-0.934304443108
ACH-000585,-0.934033974679
ACH-000588,-1.24914440747
ACH-000589,-0.928688254079
ACH-000591,-0.9046770843899999
ACH-000593,-1.0251556825900001
ACH-000600,-0.403041036397
ACH-000601,-0.930373615809
ACH-000604,-1.35564353915
ACH-000605,-1.02186646186
ACH-000606,-0.8823782672689999
ACH-000608,-0.97048026394
ACH-000614,-1.11376578229
ACH-000616,-0.908035790052
ACH-000618,-0.8433296327509999
ACH-000619,-0.598313285282
ACH-000620,-0.585629289351
ACH-000621,-0.995397523181
ACH-000622,-0.529288511675
ACH-000623,-1.0748897099299999
ACH-000624,-1.0166527188799999
ACH-000627,-0.871828278408
ACH-000630,-0.942308796041
ACH-000632,-0.919135859311
ACH-000633,-0.879779925962
ACH-000637,-0.902468699169
ACH-000638,-1.0985827649
ACH-000646,-1.05198796123
ACH-000647,-0.891057724927
ACH-000648,-0.549591598663
ACH-000649,-0.876444714332
ACH-000651,-1.00964050902
ACH-000652,-0.9424146651850001
ACH-000653,-1.09725907121
ACH-000657,-0.9939796082619999
ACH-000658,-0.7727826155799999
ACH-000661,-0.878384826463
ACH-000662,-1.26622185468
ACH-000663,-0.670660698395
ACH-000665,-0.834963957362
ACH-000671,-0.6814746093340001
ACH-000673,-0.868424858631
ACH-000676,-0.76636241273
ACH-000677,-0.8635586431100001
ACH-000681,-0.7284462251980001
ACH-000682,-0.794668486415
ACH-000683,-0.9079945554950001
ACH-000684,-0.40867978138899996
ACH-000688,-0.8199102288969999
ACH-000693,-1.0414439205200001
ACH-000694,-0.858200648862
ACH-000695,-1.0728935588500002
ACH-000696,-0.951148365566
ACH-000697,-1.14324400924
ACH-000699,-1.44608387734
ACH-000701,-1.1543233879
ACH-000706,-1.06298611276
ACH-000711,-0.8352489016240001
ACH-000713,-0.802172799859
ACH-000714,-0.964923608797
ACH-000718,-0.961024246625
ACH-000720,-1.0747457923600001
ACH-000721,-0.914266900175
ACH-000724,-0.843615971396
ACH-000725,-0.9654719701510001
ACH-000732,-0.95124858514
ACH-000734,-0.645947641779
ACH-000735,-0.7718522434289999
ACH-000736,-0.780992882244
ACH-000738,-0.97161135434
ACH-000746,-0.6794896514659999
ACH-000747,-0.664211675763
ACH-000748,-0.9226723670929999
ACH-000753,-0.694830597473
ACH-000756,-0.6775385069550001
ACH-000757,-1.03814839619
ACH-000758,-0.863968389263
ACH-000760,-0.8512119630589999
ACH-000763,-0.7747296442049999
ACH-000764,-0.84180255912
ACH-000765,-0.755246815033
ACH-000766,-1.09087806795
ACH-000767,-0.9322610399179999
ACH-000768,-0.9580035260959999
ACH-000769,-1.06748004625
ACH-000770,-0.889457332805
ACH-000771,-0.45324646063
ACH-000773,-0.7987823761849999
ACH-000776,-0.913701541877
ACH-000777,-0.903297217028
ACH-000778,-1.29383764454
ACH-000781,-0.891308789189
ACH-000782,-0.891363780595
ACH-000783,-0.887607754317
ACH-000784,-0.85396690004
ACH-000785,-1.12841174834
ACH-000787,-0.9294304547229999
ACH-000788,-1.0012774986
ACH-000791,-1.1953716909799998
ACH-000792,-0.9335613139560001
ACH-000794,-0.834082063688
ACH-000796,-1.0493560851600001
ACH-000799,-1.0650746716700001
ACH-000800,-0.870880383692
ACH-000802,-1.1251055522600002
ACH-000804,-1.08997529486
ACH-000805,-0.742310695773
ACH-000809,-0.72187110339
ACH-000810,-0.7700592282050001
ACH-000811,-1.4096226219499999
ACH-000817,-0.891821777808
ACH-000819,-0.9916117098010001
ACH-000820,-0.16902308900899998
ACH-000821,-0.9857324860179999
ACH-000822,-0.998120533368
ACH-000823,-0.9081988963429999
ACH-000824,-0.873908635317
ACH-000827,-0.83146714808
ACH-000829,-1.0327917725799998
ACH-000831,-0.886819721623
ACH-000832,-0.963393272923
ACH-000833,-0.815215824949
ACH-000834,-0.759591023661
ACH-000835,-0.68076922993
ACH-000836,-0.883118985195
ACH-000837,-1.09075600753
ACH-000838,-0.9552540353579999
ACH-000839,-0.77300104727
ACH-000840,-1.01325189291
ACH-000841,-0.9796733649200001
ACH-000843,-0.646938617839
ACH-000846,-0.896938914597
ACH-000847,-1.02866174475
ACH-000848,-0.785633297356
ACH-000849,-0.855383679954
ACH-000851,-1.03373415049
ACH-000855,-0.6817093092659999
ACH-000856,-0.8456560976199999
ACH-000858,-0.896599747854
ACH-000859,-1.00563280735
ACH-000861,-1.07215746438
ACH-000862,-0.851264626486
ACH-000865,-1.01958618385
ACH-000866,-0.891172517006
ACH-000867,-1.09801199172
ACH-000869,-0.9108086737100001
ACH-000872,-1.01189331249
ACH-000873,-0.932347853246
ACH-000876,-1.0351703002500001
ACH-000878,-0.487425391471
ACH-000880,-0.977415639365
ACH-000881,-0.878810599082
ACH-000882,-0.612827711941
ACH-000884,-0.8508837907350001
ACH-000885,-0.986899933021
ACH-000887,-0.9218095757250001
ACH-000888,-0.787012627403
