,CPAMD8 (27151)
ACH-000004,-0.618475934446
ACH-000007,-0.686919696706
ACH-000009,-0.430087577292
ACH-000011,-0.388474682778
ACH-000012,-0.600829170855
ACH-000013,-0.530349643305
ACH-000014,-0.544892805579
ACH-000015,-0.613615579389
ACH-000017,-0.35197827070200005
ACH-000018,-0.531881377583
ACH-000019,-0.358384494014
ACH-000021,-0.545662347189
ACH-000022,-0.544795108551
ACH-000025,-0.451368979151
ACH-000028,-0.564270562803
ACH-000030,-0.6844822174359999
ACH-000035,-0.624701206258
ACH-000036,-0.510492967708
ACH-000037,-0.380503679817
ACH-000039,-0.48177547478699995
ACH-000040,-0.607152608509
ACH-000041,-0.465708220016
ACH-000042,-0.529774770245
ACH-000045,-0.39240912789099996
ACH-000047,-0.38575440999300004
ACH-000052,-0.185137333054
ACH-000053,-0.466016143402
ACH-000054,-0.3677382468
ACH-000055,-0.404249096811
ACH-000060,-0.498851057074
ACH-000067,-0.425226839631
ACH-000070,-0.657076195188
ACH-000075,-0.452106051096
ACH-000078,-0.16036445044000003
ACH-000082,-0.263604975517
ACH-000085,-0.37798234822
ACH-000086,-0.320756249983
ACH-000087,-0.743476166468
ACH-000092,-0.43408336077699994
ACH-000095,-0.576939522366
ACH-000097,-0.492289119644
ACH-000098,-0.460176070888
ACH-000099,-0.501830450037
ACH-000108,-0.6970050046709999
ACH-000113,-0.322503723677
ACH-000115,-0.768949117638
ACH-000116,-0.5832559835610001
ACH-000118,-0.419193600553
ACH-000120,-0.532632725768
ACH-000123,-0.555081753714
ACH-000127,-0.507599286052
ACH-000128,-0.661700301141
ACH-000132,-0.312513243088
ACH-000133,-0.20938687392299998
ACH-000137,-0.371498516492
ACH-000138,-0.652527415531
ACH-000142,-0.5197071784480001
ACH-000143,-0.499670854491
ACH-000146,-0.384606832275
ACH-000148,-0.482933443518
ACH-000150,-0.491892117799
ACH-000152,-0.421457112556
ACH-000153,-0.28517428034000003
ACH-000159,-0.267816206914
ACH-000160,-0.56268716496
ACH-000163,-0.6919965581380001
ACH-000167,-0.588980458469
ACH-000168,-0.43270471197300003
ACH-000169,-0.388905923993
ACH-000178,-0.40409046461
ACH-000182,-0.419629137011
ACH-000183,-0.22116106730500001
ACH-000188,-0.8239280520029999
ACH-000189,-0.697130147332
ACH-000190,-0.333259029383
ACH-000198,-0.38683724861999996
ACH-000204,-0.607880805687
ACH-000206,-0.670976157177
ACH-000207,-0.39987321195000003
ACH-000211,-0.46127650909400003
ACH-000215,-0.25107527969
ACH-000221,-0.714967667742
ACH-000222,-0.605386372492
ACH-000223,-0.41521160362899995
ACH-000226,-0.314196112131
ACH-000227,-0.426711045441
ACH-000228,-0.756059230485
ACH-000231,-0.40281412152199997
ACH-000232,-0.67391606619
ACH-000233,-0.617612162454
ACH-000234,-0.467219116449
ACH-000235,-0.505588614857
ACH-000237,-0.475145891774
ACH-000238,-0.417212965724
ACH-000243,-0.46810519846999993
ACH-000244,-0.492160798434
ACH-000246,-0.400563018729
ACH-000248,-0.39287615593099995
ACH-000250,-0.562101241794
ACH-000251,-0.573726494576
ACH-000253,-0.327521911139
ACH-000255,-0.5315748423
ACH-000256,-0.41693668673199996
ACH-000257,-0.7403846833159999
ACH-000258,-0.642715555321
ACH-000259,-0.5310185256459999
ACH-000260,-0.577242371831
ACH-000261,-0.440147029631
ACH-000262,-0.35586162098800006
ACH-000263,-0.658444618205
ACH-000264,-0.213669522451
ACH-000265,-0.487618092422
ACH-000266,-0.6286500236770001
ACH-000272,-0.695941107347
ACH-000273,-0.41739895184500003
ACH-000274,-0.33319875953600003
ACH-000277,-0.35994832999
ACH-000278,-0.724223274587
ACH-000279,-0.40163313659199995
ACH-000280,-0.33660488000600003
ACH-000281,-0.930938694819
ACH-000288,-0.280735574417
ACH-000291,-0.661649760935
ACH-000293,-0.48476480444799996
ACH-000294,-0.946247607018
ACH-000295,-0.357438864714
ACH-000296,-0.742707080105
ACH-000302,-0.6972721780399999
ACH-000304,-0.658269065713
ACH-000307,-0.5596027128959999
ACH-000308,-0.530120914845
ACH-000310,-0.30782066761300003
ACH-000311,-0.5209811276290001
ACH-000312,-0.473922117836
ACH-000315,-0.858285483629
ACH-000316,-0.223510592778
ACH-000317,-0.443377090946
ACH-000318,-0.596913096733
ACH-000319,-0.46024453468599996
ACH-000320,-0.75413368553
ACH-000322,-0.037814869465
ACH-000323,-0.405175281557
ACH-000324,-0.299521751422
ACH-000329,-0.39820738585500004
ACH-000330,-0.482317516911
ACH-000331,-0.508036024057
ACH-000332,-0.443843459815
ACH-000334,-0.33024743062399997
ACH-000335,-0.32581545495
ACH-000336,-0.748398850853
ACH-000337,-0.30489943624000004
ACH-000339,-0.613436891677
ACH-000341,-0.11586060749000002
ACH-000348,-0.528374218166
ACH-000350,-0.490488775011
ACH-000352,-0.494450383456
ACH-000356,-0.661152822887
ACH-000361,-0.554436539608
ACH-000362,-0.609922372321
ACH-000363,-0.335859211606
ACH-000364,-0.428795719942
ACH-000365,-0.472545056039
ACH-000366,-0.520451382229
ACH-000368,-0.42240548758100005
ACH-000374,-0.616304177479
ACH-000375,-0.527377805704
ACH-000376,-0.12910271326
ACH-000381,-0.549946997328
ACH-000383,-0.488159137339
ACH-000387,-0.721893229394
ACH-000389,-0.554704048337
ACH-000390,-0.725202153321
ACH-000393,-0.510058885391
ACH-000395,-1.40601538295
ACH-000397,-0.389978789929
ACH-000401,-0.29338972840300004
ACH-000402,-0.5207863573929999
ACH-000403,-0.415567951177
ACH-000404,-0.5341626569269999
ACH-000406,-0.488277812349
ACH-000407,-0.620000725191
ACH-000408,-0.6331806878390001
ACH-000410,-0.437053715831
ACH-000411,-0.477225121399
ACH-000414,-0.453992858595
ACH-000415,-0.608118731364
