,NECAB3 (63941)
ACH-000004,-0.5491378386029999
ACH-000007,0.0215868306016
ACH-000009,-0.27721902755100003
ACH-000011,-0.20837699866599999
ACH-000012,-0.108488557339
ACH-000013,-0.0897650729431
ACH-000014,-0.135563332011
ACH-000015,-0.18091603442600002
ACH-000017,-0.0722868548263
ACH-000018,-0.0387520939045
ACH-000019,-0.201720303249
ACH-000021,-0.27456772739999996
ACH-000022,-0.056278638384999996
ACH-000025,-0.365449329356
ACH-000028,-0.116535363337
ACH-000030,-0.258464747643
ACH-000035,-0.177007659701
ACH-000036,-0.32679768567899997
ACH-000037,-0.0632206510862
ACH-000039,-0.18409585015000002
ACH-000040,-0.15546536942
ACH-000041,-0.266456376645
ACH-000042,-0.439994015736
ACH-000045,0.0813011336071
ACH-000047,-0.17106086076699997
ACH-000052,-0.31613730210499996
ACH-000053,-0.13691467193600002
ACH-000054,-0.231236879079
ACH-000055,0.039618382584300005
ACH-000060,-0.29861033987
ACH-000067,-0.440308271554
ACH-000070,0.07345889381080001
ACH-000075,-0.658769136013
ACH-000078,-0.420459564416
ACH-000082,-0.23046570791499998
ACH-000085,-0.14443802663
ACH-000086,-0.311403497226
ACH-000087,-0.251433427749
ACH-000092,-0.42358017474699994
ACH-000095,-0.290885391524
ACH-000097,-0.1881670993
ACH-000098,-0.0129379616252
ACH-000099,-0.32224961790999995
ACH-000108,-0.143891955689
ACH-000113,-0.157440100818
ACH-000115,-0.47842260334
ACH-000116,-0.18553087360999998
ACH-000118,-0.12655640242900001
ACH-000120,-0.20351119816399998
ACH-000123,-0.21719354534899998
ACH-000127,-0.209413067126
ACH-000128,-0.38090780181100004
ACH-000132,-0.106707893522
ACH-000133,-0.439204811765
ACH-000137,-0.132217301564
ACH-000138,-0.148356711819
ACH-000142,0.0397684380793
ACH-000143,-0.224200310689
ACH-000146,-0.035814993227699994
ACH-000148,-0.145147518876
ACH-000150,-0.318038947024
ACH-000152,-0.24521333314399998
ACH-000153,-0.40759821098899995
ACH-000159,-0.121696561785
ACH-000160,-0.084977898693
ACH-000163,-0.16875091690900001
ACH-000167,-0.340885742786
ACH-000168,-0.256912834153
ACH-000169,-0.20602926713
ACH-000178,-0.293631236866
ACH-000182,-0.250699448437
ACH-000183,-0.132225674761
ACH-000188,-0.14863530023399998
ACH-000189,-0.07831452306719999
ACH-000190,-0.23198117573600002
ACH-000198,-0.13745408794199998
ACH-000204,-0.239641033156
ACH-000206,-0.234273639831
ACH-000207,-0.357010465083
ACH-000211,-0.23128654301999998
ACH-000215,-0.137222086321
ACH-000221,-0.22517019501899999
ACH-000222,0.054523589054500006
ACH-000223,-0.32270032835
ACH-000226,-0.25704113015999996
ACH-000227,-0.34103444420999995
ACH-000228,-0.392689678102
ACH-000231,-0.278261751604
ACH-000232,-0.17791443202799997
ACH-000233,-0.22790451178800003
ACH-000234,-0.554053278252
ACH-000235,-0.28255446113899996
ACH-000237,-0.21676756087299998
ACH-000238,-0.21905691601500002
ACH-000243,-0.113405310777
ACH-000244,-0.328575126954
ACH-000246,-0.221544755691
ACH-000248,-0.0313194661252
ACH-000250,-0.25259499259199997
ACH-000251,-0.0859013393762
ACH-000253,-0.23416490976100002
ACH-000255,-0.411071301514
ACH-000256,-0.37548933477799995
ACH-000257,-0.10053845156199999
ACH-000258,0.031238628484099997
ACH-000259,-0.330745448087
ACH-000260,-0.38226239390699995
ACH-000261,-0.375897351906
ACH-000262,-0.0553625010594
ACH-000263,-0.237963910162
ACH-000264,-0.30923398004999997
ACH-000265,-0.104083170348
ACH-000266,-0.219598019454
ACH-000272,-0.297056604552
ACH-000273,-0.124117824048
ACH-000274,-0.390186601381
ACH-000277,-0.40141947424999996
ACH-000278,-0.20642781374000002
ACH-000279,-0.022571759363199998
ACH-000280,-0.141706306311
ACH-000281,-0.16142442886800001
ACH-000288,-0.221112848464
ACH-000291,-0.189529368517
ACH-000293,-0.06999788612789999
ACH-000294,-0.152639142806
ACH-000295,-0.327440822614
ACH-000296,-0.205676589359
ACH-000302,-0.248756544479
ACH-000304,-0.47106177657799997
ACH-000307,-0.0175576460378
ACH-000308,-0.214242839017
ACH-000310,-0.363448300983
ACH-000311,-0.257262505586
ACH-000312,-0.21596464490800002
ACH-000315,0.112073003105
ACH-000316,0.0669800406346
ACH-000317,-0.29622783970600003
ACH-000318,-0.297998932871
ACH-000319,-0.0492975328192
ACH-000320,-0.14138719117999998
ACH-000322,-0.260485517942
ACH-000323,-0.165511747662
ACH-000324,-0.26297495453
ACH-000329,-0.246522176708
ACH-000330,-0.161256743226
ACH-000331,-0.30565665747
ACH-000332,-0.314618322339
ACH-000334,-0.34807421465099997
ACH-000335,-0.04538947468619999
ACH-000336,0.07130494452389999
ACH-000337,-0.272816652033
ACH-000339,-0.000572049182264
ACH-000341,-0.473364396858
ACH-000348,-0.354350346667
ACH-000350,-0.327870449656
ACH-000352,-0.133375343579
ACH-000356,-0.320873700728
ACH-000361,-0.125743541166
ACH-000362,-0.0365215952365
ACH-000363,-0.250623764541
ACH-000364,-0.0798689025876
ACH-000365,-0.269760825994
ACH-000366,-0.288293729232
ACH-000368,-0.0723867795417
ACH-000374,-0.265044538081
ACH-000375,-0.220852886596
ACH-000376,-0.164121316419
ACH-000381,-0.370547359747
ACH-000383,-0.121101175534
ACH-000387,-0.230970298997
ACH-000389,-0.267977734721
ACH-000390,-0.168717996528
ACH-000393,-0.154604891839
ACH-000395,-0.2025074242
ACH-000397,-0.2176898474
ACH-000401,-0.379770330724
ACH-000402,0.077412020664
ACH-000403,-0.397208714454
ACH-000404,-0.325680519047
ACH-000406,-0.137724918107
ACH-000407,0.014572803487400001
ACH-000408,-0.0673252178794
ACH-000410,-0.254999993534
ACH-000411,-0.43357997758199995
ACH-000414,-0.21977561742499999
ACH-000415,-0.169398804004
ACH-000416,-0.16962856427
ACH-000420,-0.175891183398
ACH-000421,-0.228536866716
ACH-000424,-0.41796045716499997
ACH-000425,-0.278075615213
ACH-000426,-0.17661999197
ACH-000427,-0.332158325339
ACH-000433,-0.41105529454499995
ACH-000436,-0.251636190982
ACH-000444,-0.21875747378199997
ACH-000445,-0.0660719909479
ACH-000448,-0.278369442129
ACH-000450,-0.143173427067
ACH-000452,-0.19526492535599999
ACH-000454,-0.0403725308408
ACH-000458,-0.151540960425
ACH-000459,0.377626198926
ACH-000460,-0.0713120666227
ACH-000461,0.0906289427631
ACH-000463,-0.301767340112
ACH-000464,-0.43139314437299997
ACH-000466,-0.33205167585
ACH-000467,-0.165101861559
ACH-000468,-0.261417248653
ACH-000469,-0.299590113331
ACH-000470,-0.14976183297
ACH-000471,-0.16879114136599999
ACH-000472,-0.292145734034
ACH-000473,-0.227686732346
ACH-000475,-0.19103052843499999
ACH-000476,-0.25828785653999997
ACH-000477,0.0694652538693
ACH-000480,-0.223492153907
ACH-000481,-0.34738079704499997
ACH-000483,-0.21871469235899998
ACH-000484,-0.39515258149000004
ACH-000485,-0.298693695374
ACH-000486,-0.228940234932
ACH-000487,-0.29443653545000004
ACH-000488,-0.224861131741
ACH-000490,-0.217686613946
ACH-000491,-0.135598004588
ACH-000495,-0.0164408279286
ACH-000496,-0.35450406224
ACH-000499,-0.040909304389
ACH-000500,-0.421486713332
ACH-000502,-0.0880457087988
ACH-000503,-0.19703329808400002
ACH-000505,-0.21326810897999998
ACH-000507,-0.224166488763
ACH-000510,-0.28725717162
ACH-000511,-0.17477391960799998
ACH-000512,-0.019494903338
ACH-000516,-0.273578623218
ACH-000517,-0.20596673622900002
ACH-000518,-0.235208625035
ACH-000520,-0.42551136163900005
ACH-000521,-0.364563744306
ACH-000522,-0.202044079201
ACH-000524,-0.35729999367700005
ACH-000527,-0.312029112547
ACH-000528,-0.0626996139287
ACH-000537,-0.0207480716703
ACH-000541,-0.145014991897
ACH-000542,-0.25382942403299996
ACH-000544,-0.131382441801
ACH-000545,-0.235714608371
ACH-000547,-0.185676012577
ACH-000548,-0.0822575697325
ACH-000549,-0.197200249525
ACH-000550,-0.194616128318
ACH-000552,-0.157482083724
ACH-000556,-0.246359020828
ACH-000557,-0.477512219918
ACH-000570,-0.190042144351
ACH-000571,-0.0852864556212
ACH-000573,-0.244762634036
ACH-000576,-0.25751808474300003
ACH-000580,-0.00939032207158
ACH-000584,0.0344123756327
ACH-000585,-0.116319161373
ACH-000588,-0.0916983380975
ACH-000589,-0.274027716514
ACH-000591,-0.0722317615685
ACH-000593,-0.18936207102299998
ACH-000600,-0.406797483268
ACH-000601,-0.132402837027
