,SWAP70 (23075)
ACH-000004,0.131474185253
ACH-000007,0.0724911462858
ACH-000009,0.157086359884
ACH-000011,0.27590214116399997
ACH-000012,0.145101860613
ACH-000013,0.0554399532187
ACH-000014,0.153034139247
ACH-000015,0.17831031319600002
ACH-000017,-0.075974631102
ACH-000018,0.135223108947
ACH-000019,0.098164668814
ACH-000021,0.052054420990399995
ACH-000022,0.155790354405
ACH-000025,0.19311776444200002
ACH-000028,0.0494110437053
ACH-000030,0.116635395223
ACH-000035,0.08348040448289999
ACH-000036,-0.037170708927500004
ACH-000037,-0.09558403996639998
ACH-000039,0.419634407496
ACH-000040,0.05432105867650001
ACH-000041,0.27727733947
ACH-000042,-0.11596511873
ACH-000045,0.08026164535210001
ACH-000047,0.0831623265322
ACH-000052,0.30994620212499996
ACH-000053,0.175236782418
ACH-000054,0.22952058583299997
ACH-000055,0.0741975330034
ACH-000060,0.119466874746
ACH-000067,-0.0322352647776
ACH-000070,-0.024523162525999998
ACH-000075,0.0372309171421
ACH-000078,0.08275960216969999
ACH-000082,0.17198149380600003
ACH-000085,0.150580003971
ACH-000086,-0.0432338565525
ACH-000087,-0.062166994439400006
ACH-000092,0.0072919067398100005
ACH-000095,0.039825868027800006
ACH-000097,0.156921530675
ACH-000098,0.0350653849051
ACH-000099,0.167152587719
ACH-000108,0.209229913403
ACH-000113,0.11942398748199999
ACH-000115,0.116606889404
ACH-000116,-0.027221261261900002
ACH-000118,0.08966170873689999
ACH-000120,0.231168545475
ACH-000123,0.18105933201699997
ACH-000127,0.0762880160977
ACH-000128,0.202590564264
ACH-000132,0.023627259912799996
ACH-000133,-0.0301120299959
ACH-000137,0.0747990870988
ACH-000138,0.0760229649613
ACH-000142,0.013479484770799998
ACH-000143,0.0274728836634
ACH-000146,0.10954840681099999
ACH-000148,0.0773927670873
ACH-000150,0.0484943423828
ACH-000152,0.42906257241400003
ACH-000153,0.43016274648100006
ACH-000159,0.0833837617673
ACH-000160,0.0593221443987
ACH-000163,0.0599786425169
ACH-000167,-0.0588481036682
