,NSMCE4A (54780)
ACH-000348,-0.590375508886
ACH-000350,-0.43460351747000003
ACH-000352,-0.254395704928
ACH-000356,-0.33484490928599997
ACH-000361,-0.350653531206
ACH-000362,-0.6291969347999999
ACH-000363,-0.112178147191
ACH-000364,-0.46521007573600004
ACH-000365,-0.55889551803
ACH-000366,-0.34772965396399996
ACH-000368,-0.650720930467
ACH-000374,-0.337391717016
ACH-000375,-0.721805549518
ACH-000376,-0.37350965647
ACH-000381,-0.157502029178
ACH-000383,-0.21050784965
ACH-000387,-0.123023069274
ACH-000389,-0.687891716224
ACH-000390,-0.139111880056
ACH-000393,-0.0781309115472
ACH-000395,-0.141007423089
ACH-000397,-0.690186320794
ACH-000401,-0.508557566986
ACH-000402,-0.0623636917569
ACH-000403,-0.49220617828100005
ACH-000404,-0.786530091268
ACH-000406,-0.417243323148
ACH-000407,-0.495795218178
ACH-000408,-0.331756542611
ACH-000410,-0.509651043326
ACH-000411,-0.58388376931
ACH-000414,-0.338835606474
ACH-000415,-0.444646756853
ACH-000416,-0.456169937064
ACH-000420,-0.26632093945
ACH-000421,-0.234305411808
ACH-000424,-0.364197022136
ACH-000425,-0.48855153727899997
ACH-000426,-0.41327688338699997
ACH-000427,-0.45446931272600005
ACH-000433,-0.399529182967
ACH-000436,-0.544983511567
ACH-000444,-0.44008794065300005
ACH-000445,-0.247242062321
ACH-000448,-0.265638450142
ACH-000450,-0.591451826685
ACH-000452,-0.453575504862
ACH-000454,-0.259500637494
ACH-000458,-0.608604073255
ACH-000459,-0.600001485884
ACH-000460,-0.529498897629
ACH-000461,-0.27436098778499995
ACH-000463,-0.249107065359
ACH-000464,-0.511394084136
ACH-000466,-0.668130186474
ACH-000467,-0.151816549929
ACH-000468,-0.0871398258481
ACH-000469,-0.502996945762
ACH-000470,-0.456466657465
ACH-000471,-0.125927994312
ACH-000472,-0.5113555229
ACH-000473,-0.624211580075
ACH-000475,-0.42461820128399996
ACH-000476,-0.24166071305599998
ACH-000477,-0.341460488913
ACH-000480,-0.511087907996
ACH-000481,-0.206858142837
ACH-000483,-0.544836557065
ACH-000484,-0.33731689748000004
ACH-000485,-0.646143858471
ACH-000486,-0.46203440466000006
ACH-000487,-0.282813899313
ACH-000488,-0.579621960733
ACH-000490,-0.382684554373
ACH-000491,-0.199732521967
ACH-000495,-0.47628808004900003
ACH-000496,-0.36446479994000003
ACH-000499,-0.49657772561499997
ACH-000500,-0.902840473765
ACH-000502,-0.47703331571
ACH-000503,-0.495652528244
ACH-000505,-0.48489661562700004
ACH-000507,-0.36484682438
ACH-000510,-0.08611804552100001
ACH-000511,-0.65212097531
ACH-000512,-0.735487766497
ACH-000516,-0.285107103365
ACH-000517,-0.336194383926
ACH-000518,-0.677152125278
ACH-000520,-0.580135487593
ACH-000521,-0.388365656116
ACH-000522,-0.35790832184199994
ACH-000524,-0.32749221678
ACH-000527,-0.36993545009400003
ACH-000528,-0.613918277511
ACH-000537,-0.5738518900999999
ACH-000541,-0.833676622613
ACH-000542,-0.369499914299
ACH-000544,-0.48090498176200003
ACH-000545,-0.34658683979800003
ACH-000547,-0.125247270349
ACH-000548,-0.37405551442
ACH-000549,-0.584870656316
ACH-000550,-0.5386204175079999
ACH-000552,-0.12811509863
ACH-000556,-0.419725192077
ACH-000557,-0.370441975841
ACH-000570,-0.386388759467
ACH-000571,-0.640087464556
ACH-000573,-0.604585532469
ACH-000576,-0.24715595737799997
ACH-000580,-0.553082574898
ACH-000584,-0.45131381955399996
ACH-000585,-0.511690490787
ACH-000588,-0.608834799553
ACH-000589,-0.19777856117800002
ACH-000591,-0.648843501275
ACH-000593,-0.228930552373
ACH-000600,-0.642413395899
ACH-000601,-0.21775094259
ACH-000604,-0.5981422732639999
ACH-000605,-0.534345811769
ACH-000606,-0.677601140572
ACH-000608,-0.7316893685979999
ACH-000614,-0.409043483767
ACH-000616,-0.486159081541
ACH-000618,-0.469862324705
ACH-000619,-0.5371996578239999
ACH-000620,-0.308643310795
ACH-000621,-0.681542468267
ACH-000622,-0.354765607254
ACH-000623,-0.40779982507
ACH-000624,-0.47923406733999996
ACH-000627,-0.579239705407
ACH-000630,-0.28173747211800004
ACH-000632,-0.5588201878760001
ACH-000633,-0.14523865260500002
ACH-000637,-0.324907788039
ACH-000638,-0.553640363363
ACH-000646,-0.39094187573100003
ACH-000647,-0.235017485209
ACH-000648,-0.446339876154
ACH-000649,-0.280851228027
ACH-000651,-0.402238388359
ACH-000652,-0.6314790988369999
ACH-000653,-0.523948352401
ACH-000657,-0.381959855408
ACH-000658,-0.432196354454
ACH-000661,-0.643749308987
ACH-000662,-0.31771374192699997
ACH-000663,-0.267896532684
ACH-000665,-0.751058145249
ACH-000671,-0.0620125352463
ACH-000673,-0.635532813906
ACH-000676,-0.83711926961
ACH-000677,-0.316497510454
ACH-000681,-0.076163013373
ACH-000682,-0.7323127662450001
ACH-000683,-0.25404431135600003
ACH-000684,-0.46745025641800003
ACH-000688,-0.625705661343
ACH-000693,-0.450090590231
ACH-000694,-0.455682633106
ACH-000695,-0.48681454329999996
ACH-000696,-0.42743204304300003
ACH-000697,-0.437454349717
ACH-000699,-0.257326451512
ACH-000701,-0.5430816572630001
ACH-000706,-0.30699668547
ACH-000711,-0.757038759147
ACH-000713,-0.524675789925
ACH-000714,-0.49697946554
ACH-000718,-0.44433563736599996
ACH-000720,-0.28035922321
ACH-000721,-0.311910402253
ACH-000724,-0.225506741923
ACH-000725,-0.8613544973939999
ACH-000732,-0.558436340934
ACH-000734,-0.09699602675920001
ACH-000735,-0.647608134927
ACH-000736,-0.569301848125
ACH-000738,-0.8464159953
ACH-000746,-0.384450986381
ACH-000747,0.0604976179467
ACH-000748,-0.40080363734700003
ACH-000753,-0.207838796448
ACH-000756,-0.337353275167
ACH-000757,-0.14854090586
ACH-000758,-0.012924432577200001
ACH-000760,-0.7040200525460001
ACH-000763,-0.240707046855
ACH-000764,-0.56670077226
ACH-000765,-0.459935400965
ACH-000766,-0.5105611103800001
ACH-000767,-0.340374923741
ACH-000768,-0.226823662075
ACH-000769,-0.347171289185
ACH-000770,-0.158103188401
ACH-000771,-0.634607137689
ACH-000773,-0.556448338675
ACH-000776,-0.256313488134
ACH-000777,-0.558700883502
ACH-000778,-0.228459139274
ACH-000781,-0.178285318508
ACH-000782,-0.248013210621
ACH-000783,-0.632553434902
ACH-000784,-0.141984388601
ACH-000785,-0.833474072239
ACH-000787,-0.153089794596
ACH-000788,-0.637495908637
ACH-000791,-0.352245037442
ACH-000792,-0.41610559561899996
ACH-000794,-0.44974984991800004
ACH-000796,-0.6398462455789999
ACH-000799,-0.493598244132
ACH-000800,-0.293488462282
ACH-000802,-0.469447970717
ACH-000804,-0.0820386745158
ACH-000805,-0.461203016347
ACH-000809,-0.735386861754
ACH-000810,-0.444477233483
ACH-000811,-0.36337158184699997
ACH-000817,-0.526949796102
ACH-000819,-0.565030950901
ACH-000820,-0.61107110264
ACH-000821,-0.659371354955
ACH-000822,-0.0754043917897
ACH-000823,-0.262077860389
ACH-000824,-0.512990529314
ACH-000827,-0.541558702271
ACH-000829,-0.705975423941
ACH-000831,-0.47371047693199997
ACH-000832,-0.6042494937690001
ACH-000833,-0.49035782288
ACH-000834,-0.39301873090000006
ACH-000835,-0.555677136009
ACH-000836,-0.485424548869
ACH-000837,-0.24380166941599998
ACH-000838,-0.17940534848200002
ACH-000839,-0.0552383483829
ACH-000840,-0.308361946217
ACH-000841,-0.342514324163
ACH-000843,-0.12016825269300001
ACH-000846,-0.409603261864
ACH-000847,-0.193081106981
ACH-000848,-0.215939355346
ACH-000849,-0.727198649823
ACH-000851,-0.371578056664
ACH-000855,-0.365515105751
ACH-000856,-0.565627014798
ACH-000858,-0.410211710798
ACH-000859,-0.6305951059220001
ACH-000861,-0.39094699349100004
ACH-000862,-0.505223066014
ACH-000865,-0.14680151526
ACH-000866,-0.5693352124800001
ACH-000867,-0.780882151699
ACH-000869,-0.19665613944200003
ACH-000872,-0.322499186812
ACH-000873,-0.580638982298
ACH-000876,-0.571499211188
ACH-000878,-0.16803173692
ACH-000880,-0.702287174033
ACH-000881,-0.411633047848
ACH-000882,-0.423053939166
ACH-000884,-0.645871839414
ACH-000885,-0.16945556657299998
ACH-000887,-0.251269702959
ACH-000888,-0.34165842130900004
ACH-000889,-0.254142480469
ACH-000890,-0.11438499236300001
ACH-000896,-0.277744084229
ACH-000898,-0.128720545254
ACH-000900,-0.358071734323
ACH-000901,-0.38179047081399997
ACH-000905,-0.462810226509
ACH-000906,-0.278751654335
ACH-000907,-0.497730915793
ACH-000910,-0.415608654148
ACH-000911,-0.363124435722
ACH-000912,-0.372189213385
ACH-000913,-0.316066936129
ACH-000915,-0.246587309909
ACH-000916,-1.51393301921
ACH-000917,-0.380197481516
ACH-000921,-0.541351706949
ACH-000924,-0.274881159176
ACH-000926,-0.327946737625
ACH-000928,-0.249875935948
ACH-000929,-0.0806605598425
ACH-000932,-0.7083818376659999
ACH-000935,-0.8028892386220001
ACH-000936,-0.425762416124
ACH-000937,-0.309206022688
ACH-000938,-0.466358027548
ACH-000939,-0.22089133195900001
ACH-000941,-0.09375337813930001
ACH-000943,-0.38914780506200003
ACH-000946,-0.35415784308
ACH-000947,-0.35935831018799996
ACH-000948,-0.613120633203
ACH-000950,-0.28793462020300004
ACH-000953,-0.333531650127
ACH-000957,-0.26539752434999997
ACH-000958,-0.59707350327
ACH-000960,-0.41055945488300005
ACH-000963,-0.279376924425
ACH-000968,-0.459237937079
ACH-000969,-0.17393694053300002
ACH-000973,-0.355632553521
ACH-000974,-0.409545432897
ACH-000975,-0.40779294781099995
ACH-000976,-0.618899793502
ACH-000978,-0.560541607099
ACH-000980,-0.256373712689
ACH-000984,-0.33916997935000004
ACH-000986,-0.45688232189499994
ACH-000988,-0.159321264839
ACH-000993,-0.38916546851800005
ACH-000994,-0.281210429022
ACH-000996,-0.568390118719
ACH-001001,-0.24791282878600002
ACH-001020,-0.749994766545
ACH-001028,-0.4041579421
ACH-001031,-0.336905795
ACH-001038,-0.748013363305
ACH-001048,-0.463466956105
ACH-001050,-0.42409678347900004
ACH-001053,-0.431326006381
ACH-001054,-0.490841114441
ACH-001061,-0.31186334492199996
ACH-001067,-0.333858831247
ACH-001075,-0.49394643151199996
ACH-001096,-0.37072768508500004
ACH-001128,-0.445621121644
ACH-001134,-0.575131714051
ACH-001151,-0.782545256523
ACH-001163,-0.226742788589
ACH-001164,-0.807753406756
ACH-001173,-0.49948400009800004
ACH-001183,-0.8273711472769999
ACH-001184,-0.369174710634
ACH-001190,-0.41627016840400005
ACH-001192,-0.400332375119
ACH-001193,-0.52319721124
ACH-001196,-0.547605157579
ACH-001197,-0.7614091707969999
ACH-001205,-0.585335109865
ACH-001211,-0.43561190586099996
ACH-001212,-0.201478973884
ACH-001228,-0.789390164922
ACH-001232,-0.437669345739
ACH-001239,-0.481552601379
ACH-001274,-0.474217647861
ACH-001275,-0.639606373873
ACH-001277,-0.5934216011060001
ACH-001278,-0.213315039456
ACH-001280,-0.40092719886
ACH-001283,-0.6180306415519999
ACH-001289,-0.22766964361900002
ACH-001295,-0.462711938735
ACH-001300,-0.338784017492
ACH-001301,-0.259047812805
ACH-001302,-0.49204242231299994
ACH-001303,-0.243637923761
ACH-001306,-0.580323154877
ACH-001318,-0.19534313611499998
ACH-001322,-0.215770058223
ACH-001328,-0.455264750936
ACH-001332,-0.23365386620200002
ACH-001333,-0.342378603908
ACH-001336,-0.67264217608
ACH-001340,-0.567480481607
ACH-001346,-0.347222419379
ACH-001353,-0.673170665838
ACH-001354,-0.726107853644
ACH-001367,-0.6088844226219999
ACH-001368,-0.328151735398
ACH-001374,-0.44354292406499995
ACH-001375,-0.7474972681759999
ACH-001377,-0.468248470693
ACH-001380,-0.286951813263
ACH-001391,-0.13398248203500002
ACH-001407,-0.213226570352
ACH-001408,-0.7897611767649999
ACH-001413,-0.53886514893
ACH-001430,-0.49625411922799995
ACH-001431,-0.310869885434
ACH-001450,-0.7076456925489999
ACH-001496,-0.49885992461
ACH-001500,0.057941762797
ACH-001521,-0.412349395369
ACH-001523,-0.490806414014
ACH-001532,-0.455363465658
ACH-001536,-0.09024301973439999
ACH-001550,-0.462588193887
ACH-001552,-0.507230699253
ACH-001554,-0.527513256329
ACH-001645,-0.703359635713
ACH-001654,-0.484953900343
ACH-001715,-0.472199792138
ACH-001735,0.0149450895945
ACH-001736,-0.180640781596
ACH-001737,-0.164922295643
ACH-001740,-0.564055276755
ACH-001745,-0.650835020581
ACH-001750,-0.372692925705
ACH-001765,-0.598952544462
ACH-001956,-0.658178585031
ACH-001957,-0.642522304835
