,UTP3 (57050)
ACH-000004,-0.889046877298
ACH-000007,-0.7311759977339999
ACH-000009,-1.17182866541
ACH-000011,-1.1511435376399999
ACH-000012,-1.17870133593
ACH-000013,-0.9416091145700001
ACH-000014,-1.15299888911
ACH-000015,-0.940387620844
ACH-000017,-0.80506697045
ACH-000018,-1.11871536675
ACH-000019,-1.24123108008
ACH-000021,-1.21824295403
ACH-000022,-1.0551056701100001
ACH-000025,-0.857150445291
ACH-000028,-0.9445780968940001
ACH-000030,-1.12274969664
ACH-000035,-0.903121656337
ACH-000036,-1.1205322528100001
ACH-000037,-1.2288754319
ACH-000039,-1.00952468766
ACH-000040,-1.04643730015
ACH-000041,-0.937990437368
ACH-000042,-1.06903801083
ACH-000045,-1.19854695124
ACH-000047,-1.2814866142799999
ACH-000052,-1.2213784116600002
ACH-000053,-1.24761487694
ACH-000054,-1.0562535325
ACH-000055,-1.1766580059
ACH-000060,-1.08398909835
ACH-000067,-0.914037486347
ACH-000070,-0.6495759773659999
ACH-000075,-1.32148430479
ACH-000078,-1.1626510161799999
ACH-000082,-0.999925298196
ACH-000085,-0.8635557173880001
ACH-000086,-0.998672938871
ACH-000087,-1.38084387089
ACH-000092,-1.18713282407
ACH-000095,-1.0675900644499998
ACH-000097,-1.00951808831
ACH-000098,-0.968536253797
ACH-000099,-0.978194565311
ACH-000108,-1.37652053479
ACH-000113,-1.13333296052
ACH-000115,-0.587511711404
ACH-000116,-1.3176922446200001
ACH-000118,-1.0722376537
ACH-000120,-1.30999224081
ACH-000123,-0.819780182738
ACH-000127,-0.811692493969
ACH-000128,-1.20428307204
ACH-000132,-0.867077335335
ACH-000133,-0.701949092711
ACH-000137,-0.829497380925
ACH-000138,-1.0644130919299999
ACH-000142,-1.05707237141
ACH-000143,-1.16168618829
ACH-000146,-1.2526932686599999
ACH-000148,-1.01453781028
ACH-000150,-1.15304703479
ACH-000152,-1.08423966677
ACH-000153,-0.99109901756
ACH-000159,-1.24795702339
