,HYPK (25764)
ACH-000004,-0.9674057680329999
ACH-000007,-1.43580932875
ACH-000009,-1.16363224692
ACH-000011,-0.955649039062
ACH-000012,-0.867400340925
ACH-000013,-0.945056029976
ACH-000014,-0.825406931522
ACH-000015,-1.06914637853
ACH-000017,-0.989966355124
ACH-000018,-0.816008294435
ACH-000019,-0.912383523453
ACH-000021,-0.889656421371
ACH-000022,-0.845624431276
ACH-000025,-1.14291237609
ACH-000028,-0.8118322812890001
ACH-000030,-0.890146477595
ACH-000035,-1.0666502736
ACH-000036,-1.1170271834
ACH-000037,-0.7842886294939999
ACH-000039,-0.806277860615
ACH-000040,-1.09409898287
ACH-000041,-0.9020358352339999
ACH-000042,-0.895889555995
ACH-000045,-0.9601026131139999
ACH-000047,-1.02176689986
ACH-000052,-0.9056285053190001
ACH-000053,-0.729681547472
ACH-000054,-0.672648581473
ACH-000055,-0.919668647245
ACH-000060,-0.70862777443
ACH-000067,-0.883702215428
ACH-000070,-0.654499671486
ACH-000075,-1.0595728925
ACH-000078,-0.940505094197
ACH-000082,-0.7720626525550001
ACH-000085,-0.7166286705220001
ACH-000086,-0.771855326672
ACH-000087,-0.872889552991
ACH-000092,-0.8253422213699999
ACH-000095,-0.834869834074
ACH-000097,-0.8705885289149999
ACH-000098,-0.887157338779
ACH-000099,-0.7932421393060001
ACH-000108,-0.8082228367759999
ACH-000113,-0.852362521784
ACH-000115,-0.794590727811
ACH-000116,-1.03893275761
ACH-000118,-0.994522181395
ACH-000120,-0.9163653988410001
ACH-000123,-0.740924601417
ACH-000127,-0.9067202782189999
ACH-000128,-0.6737848241519999
ACH-000132,-1.12729141837
ACH-000133,-0.7831673920829999
ACH-000137,-0.802193043308
ACH-000138,-0.8364787677429999
ACH-000142,-0.7627848144580001
ACH-000143,-1.0616582512100001
ACH-000146,-0.623142039431
ACH-000148,-1.27869821208
ACH-000150,-0.453386131416
ACH-000152,-0.932771303476
ACH-000153,-1.0274227706799999
ACH-000159,-0.9810562198739999
ACH-000160,-0.9695573963609999
ACH-000163,-1.03267393678
ACH-000167,-0.989018211771
ACH-000168,-0.9020460860189999
ACH-000169,-0.93628669055
ACH-000178,-0.9669021466419999
ACH-000182,-0.870080461763
ACH-000183,-1.0647754679700001
ACH-000188,-0.973371357267
ACH-000189,-0.860822312359
ACH-000190,-1.38548302549
ACH-000198,-0.9231257576559999
ACH-000204,-0.7593674364949999
ACH-000206,-0.552035779938
ACH-000207,-0.857074743709
ACH-000211,-0.791688301056
ACH-000215,-0.786767425641
ACH-000221,-0.840782159084
ACH-000222,-1.11131000439
ACH-000223,-1.02553059972
ACH-000226,-0.696919301065
ACH-000227,-1.08576208759
ACH-000228,-1.15164595441
ACH-000231,-0.733479699646
ACH-000232,-0.711530476778
ACH-000233,-0.8458128711599999
ACH-000234,-1.07706600233
ACH-000235,-0.9124857853720001
ACH-000237,-1.29727267496
ACH-000238,-0.9473684240029999
ACH-000243,-1.0660591319700001
ACH-000244,-0.824877829182
ACH-000246,-1.12742835097
ACH-000248,-0.974016659967
ACH-000250,-0.748847589657
ACH-000251,-0.8829428664550001
ACH-000253,-0.91553441456
ACH-000255,-1.1320790215899998
ACH-000256,-1.01780785895
ACH-000257,-1.11574345721
ACH-000258,-0.835849652141
ACH-000259,-0.9375850675799998
ACH-000260,-0.78543306661
ACH-000261,-0.7928534202519999
ACH-000262,-1.01541348444
ACH-000263,-0.615925036267
ACH-000264,-0.941835648834
ACH-000265,-1.00740738689
ACH-000266,-0.899868707005
ACH-000272,-1.0368943268200002
ACH-000273,-1.0687351880299998
ACH-000274,-0.772521405215
ACH-000277,-0.915084699046
ACH-000278,-1.02584549514
ACH-000279,-0.831086815248
ACH-000280,-0.7681226462549999
ACH-000281,-0.909399903523
ACH-000288,-0.883679863844
ACH-000291,-0.861203494528
ACH-000293,-0.546841504565
ACH-000294,-1.03309647257
ACH-000295,-0.885348745138
ACH-000296,-1.21871975175
ACH-000302,-0.845480539576
ACH-000304,-0.9548613238279999
ACH-000307,-0.774927364313
ACH-000308,-0.8591534561509999
ACH-000310,-0.804394684152
ACH-000311,-0.82047887007
ACH-000312,-1.00146406804
ACH-000315,-0.9114158539799999
ACH-000316,-0.7071757701629999
ACH-000317,-0.8261842839390001
ACH-000318,-0.9310981635600001
ACH-000319,-0.7705747043160001
ACH-000320,-1.00220778545
ACH-000322,-0.8147683900239999
ACH-000323,-1.08059921135
ACH-000324,-0.9994420963189999
ACH-000329,-0.918229936519
ACH-000330,-0.966945372881
ACH-000331,-1.07243506636
ACH-000332,-0.862940179624
ACH-000334,-0.625904254984
ACH-000335,-0.773455415865
ACH-000336,-1.0660784773
ACH-000337,-0.9227688772939999
ACH-000339,-0.8265550708380001
ACH-000341,-0.47408895694
ACH-000348,-0.989808266304
ACH-000350,-1.24243327472
ACH-000352,-1.2032093274200002
ACH-000356,-0.9300293402969999
ACH-000361,-1.12500898444
ACH-000362,-0.792557955049
ACH-000363,-0.646012072179
ACH-000364,-1.15944804625
ACH-000365,-0.5930117058550001
ACH-000366,-0.809630149648
ACH-000368,-0.9045699306
ACH-000374,-0.8274228378380001
ACH-000375,-0.9370229747840001
ACH-000376,-1.0215113603000001
ACH-000381,-1.0481149305700002
ACH-000383,-1.1155560918
ACH-000387,-0.864897014761
ACH-000389,-0.48054195731399996
ACH-000390,-0.67835268904
ACH-000393,-0.329865421687
ACH-000395,-0.835871056828
ACH-000397,-0.682795885386
ACH-000401,-0.864216167349
ACH-000402,-0.492394836069
ACH-000403,-1.0335914327
ACH-000404,-0.876854700008
ACH-000406,-0.7032077783920001
ACH-000407,-0.9050573298289999
ACH-000408,-1.02770646166
ACH-000410,-1.01017453259
ACH-000411,-0.982809497654
ACH-000414,-0.7259807692199999
ACH-000415,-1.06922320074
ACH-000416,-0.9274216570460001
ACH-000420,-0.972888266436
ACH-000421,-0.778603750247
ACH-000424,-0.851092386562
ACH-000425,-0.9756318547930001
ACH-000426,-0.705301120975
ACH-000427,-1.02340896816
ACH-000433,-1.0181467564700002
ACH-000436,-0.5190797599970001
ACH-000444,-1.0028040219
ACH-000445,-0.992842635743
ACH-000448,-1.00091658692
ACH-000450,-1.1697696405700002
ACH-000452,-1.02194875815
ACH-000454,-1.0946742809899999
ACH-000458,-0.940948406849
ACH-000459,-0.7140182451710001
ACH-000460,-1.0921447922799998
ACH-000461,-1.0291685173899998
ACH-000463,-0.7712944664
ACH-000464,-1.1088570604999999
ACH-000466,-1.04184104246
ACH-000467,-1.05587698585
ACH-000468,-1.10711910694
ACH-000469,-0.671371768981
ACH-000470,-1.3369737783
ACH-000471,-0.949617832237
ACH-000472,-0.751602570894
ACH-000473,-1.20482344062
ACH-000475,-0.670408677615
ACH-000476,-0.607252113636
ACH-000477,-1.10124132054
ACH-000480,-1.4288704169100002
ACH-000481,-1.05711413453
ACH-000483,-1.14094752953
ACH-000484,-0.576889075807
ACH-000485,-0.972790870943
ACH-000486,-0.949790336274
ACH-000487,-0.64919598273
ACH-000488,-0.9920312761910001
ACH-000490,-1.08340393059
