,ESM1 (11082)
ACH-000004,0.46440201009900006
ACH-000007,0.112078280231
ACH-000009,0.29906371313499996
ACH-000011,0.146689531028
ACH-000012,0.29867197475400004
ACH-000013,0.258932938303
ACH-000014,0.21672123559999998
ACH-000015,0.029974915052999998
ACH-000017,0.274052138848
ACH-000018,0.23386688083700002
ACH-000019,0.463573565782
ACH-000021,0.238448661197
ACH-000022,0.133546494053
ACH-000025,0.227421980348
ACH-000028,0.188893139765
ACH-000030,0.192162644534
ACH-000035,0.266633053079
ACH-000036,0.334192952696
ACH-000037,0.14547247720599998
ACH-000039,0.19919891646899998
ACH-000040,0.307740987774
ACH-000041,0.369164518836
ACH-000042,0.25779862508699997
ACH-000045,0.188767150572
ACH-000047,0.131413414993
ACH-000052,0.0941073750162
ACH-000053,0.23344754325599998
ACH-000054,0.130490239537
ACH-000055,-0.140670722904
ACH-000060,0.192714596921
ACH-000067,0.33589139823700004
ACH-000070,0.0374313167321
ACH-000075,0.0888782962276
ACH-000078,0.303308994591
ACH-000082,0.13260225253799998
ACH-000085,0.278658139214
ACH-000086,0.309749475871
ACH-000087,0.455191042991
ACH-000092,0.293632751549
ACH-000095,0.338058735785
ACH-000097,0.259864440593
ACH-000098,0.213290265566
ACH-000099,0.29386314825599996
ACH-000108,0.138903876593
ACH-000113,0.268507480691
ACH-000115,0.271470699102
ACH-000116,0.257576479182
ACH-000118,0.306344313585
ACH-000120,0.327337976785
ACH-000123,0.276710090624
ACH-000127,0.101390314026
ACH-000128,0.08095416668449999
ACH-000132,0.493395966884
ACH-000133,0.287445846717
ACH-000137,0.16866997574200002
ACH-000138,0.268517642361
ACH-000142,0.0188605789771
ACH-000143,0.281548651832
ACH-000146,0.29034415296
ACH-000148,0.320650802614
ACH-000150,0.23006071816399998
ACH-000152,0.171080481867
ACH-000153,0.0172680982183
ACH-000159,0.171756347221
ACH-000160,0.375736842404
ACH-000163,0.151296061114
ACH-000167,0.46783968718900004
ACH-000168,0.12084901966299999
ACH-000169,0.129665455714
ACH-000178,0.236637388526
ACH-000182,0.24688385161600002
ACH-000183,0.214037788104
ACH-000188,0.136604200866
ACH-000189,0.201582565372
ACH-000190,0.283572662791
ACH-000198,0.156928629381
ACH-000204,-0.0821052879852
ACH-000206,0.24685049023400002
ACH-000207,0.266867369826
ACH-000211,0.161412947856
ACH-000215,0.17404074484
ACH-000221,0.2255303885
ACH-000222,0.405844188379
ACH-000223,0.255936375583
ACH-000226,0.160527983847
ACH-000227,0.536587846681
ACH-000228,0.267794602685
ACH-000231,0.214867197731
ACH-000232,0.168812033866
ACH-000233,0.331395766917
ACH-000234,0.222071313031
ACH-000235,0.239695888083
ACH-000237,0.24010368580400002
ACH-000238,0.112497649366
ACH-000243,0.24551124192600002
ACH-000244,0.36122710049900003
ACH-000246,0.304540011704
ACH-000248,0.322041698188
ACH-000250,0.228320540018
