,ITGAD (3681)
ACH-000004,-0.011958499871399998
ACH-000007,0.0774388175737
ACH-000009,0.0661264579237
ACH-000011,-0.073483935297
ACH-000012,-0.06983109351530001
ACH-000013,-0.030839290770900002
ACH-000014,-0.0397509918867
ACH-000015,-0.21780247563000002
ACH-000017,-0.0691831540658
ACH-000018,0.018119114798
ACH-000019,0.00187139374821
ACH-000021,-0.17776202388
ACH-000022,-0.0560810596361
ACH-000025,-0.151083316444
ACH-000028,-0.027249905330500004
ACH-000030,0.16994024135400002
ACH-000035,0.040710953646400004
ACH-000036,-0.036129989774599996
ACH-000037,-0.079274483053
ACH-000039,0.039019951684800006
ACH-000040,0.005743082657890001
ACH-000041,-0.12241773291099999
ACH-000042,0.193336459979
ACH-000045,-0.0730398033112
ACH-000047,0.10834609851299999
ACH-000052,-0.0636611268576
ACH-000053,0.021654631907700003
ACH-000054,-0.029714117084900002
ACH-000055,0.114286552005
ACH-000060,0.116090629156
ACH-000067,0.0529415100048
ACH-000070,-0.0018987979459
ACH-000075,-0.030448149789
ACH-000078,0.0113075997924
ACH-000082,0.07476735700039999
ACH-000085,-0.0828988053359
ACH-000086,0.21503976788600002
ACH-000087,0.131898102756
ACH-000092,-0.0874608576372
ACH-000095,-0.0759442464102
ACH-000097,-0.0507257897795
ACH-000098,-0.272022786194
ACH-000099,-0.005637229891829999
ACH-000108,0.0960396402655
ACH-000113,0.0259788984319
ACH-000115,-0.059804400959800004
ACH-000116,0.0672377611912
ACH-000118,-0.007290571216779999
ACH-000120,0.0652796836601
ACH-000123,-0.09009970406710001
ACH-000127,-0.37377693759499997
ACH-000128,0.00017360469051900003
ACH-000132,-0.17083268312
ACH-000133,0.062364285278900006
ACH-000137,-0.248029113456
ACH-000138,0.128758520126
ACH-000142,-0.0535441701879
ACH-000143,0.0889604238518
ACH-000146,-0.018019336862800002
ACH-000148,-0.0046895325519899994
ACH-000150,-0.19522931713799999
ACH-000152,0.171306231202
ACH-000153,-0.0833940957382
ACH-000159,0.0107620735748
ACH-000160,0.227530832274
ACH-000163,0.137020322527
ACH-000167,0.204973259472
ACH-000168,0.00847633939129
ACH-000169,-0.048927860053599996
ACH-000178,-0.0150244046728
ACH-000182,-0.007417862426189999
ACH-000183,-0.104512262491
ACH-000188,0.124745667361
ACH-000189,0.00245229375449
ACH-000190,0.07910926275539999
ACH-000198,-0.00120992679417
ACH-000204,-0.0400167250579
ACH-000206,-0.011674367887600002
ACH-000207,0.05732286388809999
ACH-000211,0.048013974281199995
ACH-000215,0.011771091909299997
ACH-000221,-0.21894780352600002
ACH-000222,-0.018138113199099998
ACH-000223,0.0242385537885
ACH-000226,0.0246790193296
ACH-000227,-0.10333430807600001
ACH-000228,0.04519650086969999
ACH-000231,-0.0446408042571
ACH-000232,-0.122171820223
ACH-000233,-0.0009510756725720001
ACH-000234,-0.139631570376
ACH-000235,0.0070553456972399994
ACH-000237,0.11935814729699999
ACH-000238,0.18142568251
ACH-000243,-0.121531729575
ACH-000244,-0.070408373674
ACH-000246,0.07202493968510001
ACH-000248,0.00927543528031
ACH-000250,-0.0462100091512
ACH-000251,0.09498806157749999
ACH-000253,0.141586954132
ACH-000255,-0.0499616437457
ACH-000256,0.11959254694
ACH-000257,0.0373165203969
ACH-000258,0.0699823359907
ACH-000259,-0.024155678409
