,CUL9 (23113)
ACH-000004,-0.20971382862
ACH-000007,-0.166312685119
ACH-000009,-0.228626345609
ACH-000011,-0.172736462074
ACH-000012,-0.262149990157
ACH-000013,-0.272752655358
ACH-000014,-0.36151193579999996
ACH-000015,-0.153004930075
ACH-000017,-0.167999015748
ACH-000018,-0.281255754122
ACH-000019,-0.09965511565020001
ACH-000021,-0.275645628177
ACH-000022,-0.311126260999
ACH-000025,-0.17582001961
ACH-000028,-0.185289371294
ACH-000030,-0.157096647666
ACH-000035,-0.20123417560600002
ACH-000036,-0.252984184384
ACH-000037,-0.225568651521
ACH-000039,-0.0920560083128
ACH-000040,-0.17355394291499998
ACH-000041,-0.058132360246
ACH-000042,-0.154518644965
ACH-000045,-0.333454974813
ACH-000047,-0.282999964055
ACH-000052,-0.00636191814031
ACH-000053,-0.0561757918164
ACH-000054,-0.17441790977899999
ACH-000055,-0.110409666202
ACH-000060,-0.0619121508581
ACH-000067,-0.35663991220299995
ACH-000070,-0.0681558742335
ACH-000075,-0.232935269355
ACH-000078,-0.200118859815
ACH-000082,-0.23399497391600002
ACH-000085,-0.0928772482639
ACH-000086,-0.279533075267
ACH-000087,-0.030649348950799998
ACH-000092,-0.0655711027712
ACH-000095,-0.223917512278
ACH-000097,-0.06308986273509999
ACH-000098,-0.25998126973
ACH-000099,-0.040824826919
ACH-000108,-0.17393738680799997
ACH-000113,-0.18866895660799998
ACH-000115,-0.29160347550500004
ACH-000116,-0.205416532476
ACH-000118,-0.26200286631999997
ACH-000120,-0.300618224725
ACH-000123,-0.10394287198300001
ACH-000127,-0.217089221114
ACH-000128,-0.21893913234999998
ACH-000132,-0.279328349839
ACH-000133,-0.186528984731
ACH-000137,-0.32812661580200003
ACH-000138,-0.286647054267
ACH-000142,-0.17000767390000002
ACH-000143,-0.176325623834
ACH-000146,-0.0560072746792
ACH-000148,-0.161893229266
ACH-000150,0.032398008572900004
ACH-000152,-0.171757029634
ACH-000153,0.10733727170700001
ACH-000159,-0.15547996516100002
ACH-000160,-0.222845068287
ACH-000163,-0.22608282036999997
ACH-000167,-0.237232635617
ACH-000168,-0.40620437266500004
ACH-000169,-0.24254855469
ACH-000178,-0.19055883464200002
ACH-000182,0.013144565129700001
ACH-000183,-0.194538468582
ACH-000188,-0.203066714456
ACH-000189,-0.0339371476388
ACH-000190,-0.150713130369
ACH-000198,-0.343175722826
ACH-000204,-0.180621859482
ACH-000206,0.111232752292
ACH-000207,-0.360009739806
ACH-000211,-0.14219630934
ACH-000215,-0.08261316702480001
ACH-000221,-0.128157573089
ACH-000222,-0.330065814586
ACH-000223,-0.380690481831
ACH-000226,-0.0891229875072
ACH-000227,-0.32253579699499996
ACH-000228,-0.20958126125100002
ACH-000231,-0.18533480163
ACH-000232,-0.154763273512
ACH-000233,-0.09897892022610001
ACH-000234,-0.309294207568
ACH-000235,-0.205251193288
ACH-000237,-0.0122796230864
ACH-000238,0.0016850765381800001
ACH-000243,-0.26821596602200004
ACH-000244,-0.293663512136
ACH-000246,-0.220739508904
ACH-000248,0.0423916454598
ACH-000250,-0.246699191264
ACH-000251,-0.533969464016
ACH-000253,-0.20201471968600002
ACH-000255,-0.15012954579
ACH-000256,0.0628455277465
ACH-000257,-0.34245575853699994
ACH-000258,-0.154542169256
ACH-000259,-0.17851870330800002
ACH-000260,-0.11588882561899999
ACH-000261,-0.14884166332499998
ACH-000262,-0.216731135254
ACH-000263,0.28915658909499997
ACH-000264,-0.207632466686
ACH-000265,-0.299748970756
ACH-000266,-0.0859942994431
ACH-000272,-0.272698057029
ACH-000273,-0.22462389827100002
ACH-000274,-0.0670258565405
ACH-000277,-0.22844992833
ACH-000278,-0.0203948572297
ACH-000279,-0.242733946653
ACH-000280,-0.0859779365121
ACH-000281,-0.42287844100999994
ACH-000288,-0.12187504502
ACH-000291,-0.14426064912699998
