,PGR (5241)
ACH-000004,0.029204762802400003
ACH-000007,0.07749531219660001
ACH-000009,0.106163707804
ACH-000011,0.117920737728
ACH-000012,-0.0164096440562
ACH-000013,0.06774657652369999
ACH-000014,0.12038454082399999
ACH-000015,0.0331337513642
ACH-000017,0.32452084111900004
ACH-000018,0.10281320262
ACH-000019,0.0550319562035
ACH-000021,0.0917798929254
ACH-000022,0.10909061483100001
ACH-000025,0.061213582191599995
ACH-000028,0.0800649401308
ACH-000030,0.0612587145118
ACH-000035,0.20925781159200002
ACH-000036,0.07811953080560001
ACH-000037,0.255528032621
ACH-000039,0.107019782977
ACH-000040,0.08864184285910001
ACH-000041,0.151079304272
ACH-000042,0.14329884721
ACH-000045,0.0996355614542
ACH-000047,-0.0115359320442
ACH-000052,-0.18989718095600003
ACH-000053,0.12802447843800002
ACH-000054,0.046839466700800005
ACH-000055,0.0275743890643
ACH-000060,0.256686286844
ACH-000067,0.128322985387
ACH-000070,-0.0598835258213
ACH-000075,-0.0916264317867
ACH-000078,0.0188212075511
ACH-000082,0.0822243268858
ACH-000085,-0.020845470791900002
ACH-000086,-0.054172687703900005
ACH-000087,0.173061442663
ACH-000092,0.0629530654603
ACH-000095,-0.0649978374608
ACH-000097,-0.10304934034600001
ACH-000098,0.199552015995
ACH-000099,-0.0171057893567
ACH-000108,0.140087920618
ACH-000113,0.024408876184200002
ACH-000115,0.195470130278
ACH-000116,-0.15974027305299998
ACH-000118,0.0659952212804
ACH-000120,-0.0340062490185
ACH-000123,0.103282159777
ACH-000127,-0.0062564345473400005
ACH-000128,0.0649159963645
ACH-000132,0.00254213565864
ACH-000133,0.078583408904
ACH-000137,0.11029398112199999
ACH-000138,0.07703228347339999
ACH-000142,-0.0402793278098
ACH-000143,0.060758792732100005
ACH-000146,0.104664277484
ACH-000148,0.26565331736299996
ACH-000150,0.176442748136
ACH-000152,0.0402068646963
ACH-000153,0.149587952804
ACH-000159,-0.0544310883299
ACH-000160,0.44967416099
ACH-000163,0.19487666352400002
ACH-000167,0.644745435002
ACH-000168,-0.0149093586024
ACH-000169,0.0268124720059
ACH-000178,0.0324396303009
ACH-000182,-0.0678342612664
ACH-000183,0.00849213794576
ACH-000188,-0.0549345512863
ACH-000189,-0.26801754705499997
ACH-000190,0.19288885644
ACH-000198,-0.187584699298
ACH-000204,-0.132424585053
ACH-000206,0.24976478765299998
ACH-000207,-0.6389320194100001
ACH-000211,0.116920424045
ACH-000215,-0.0136354712381
ACH-000221,0.25032125107700004
ACH-000222,0.08492428626700001
ACH-000223,0.0806489365087
ACH-000226,0.057930807297700004
ACH-000227,0.382063064688
ACH-000228,-0.07751256395719999
ACH-000231,0.205754113567
ACH-000232,0.15400359838199998
ACH-000233,-0.04398887309780001
ACH-000234,0.017361612762500003
ACH-000235,0.0733222577114
ACH-000237,-0.21299885805399998
ACH-000238,0.106111227543
ACH-000243,0.11714483468800001
ACH-000244,-0.0665443528967
ACH-000246,0.0868195276682
ACH-000248,0.0364561081681
ACH-000250,-0.051559407206199996
ACH-000251,-0.110227686919
ACH-000253,0.0889078273021
ACH-000255,-0.185752727346
ACH-000256,0.144199893798
ACH-000257,0.31791494244699997
ACH-000258,0.08926048699169999
ACH-000259,0.106600847478
ACH-000260,0.124904854164
ACH-000261,0.18054528774999998
ACH-000262,-0.18517978093600002
ACH-000263,0.0427327798207
ACH-000264,0.0539171167253
ACH-000265,0.0643297161948
ACH-000266,-0.00157602842645
ACH-000272,0.14536901680199998
ACH-000273,0.142713084121
ACH-000274,0.0531775727804
ACH-000277,0.1483209978
ACH-000278,0.0385324699006
ACH-000279,-0.0852862922091
ACH-000280,0.0835826203935
ACH-000281,-0.134545786966
ACH-000288,0.033322914950099994
ACH-000291,0.0276481646455
ACH-000293,0.0923698761575
ACH-000294,0.27934942997400003
ACH-000295,0.298040784513
ACH-000296,-0.156187861043
ACH-000302,0.109546712896
ACH-000304,0.49492433103600003
ACH-000307,0.141196233789
ACH-000308,-0.149762978715
ACH-000310,0.08864811220930001
ACH-000311,-0.0166721246555
ACH-000312,-0.103080904414
ACH-000315,0.135469312916
ACH-000316,0.145063303579
ACH-000317,0.05798348150759999
ACH-000318,0.0891959306126
ACH-000319,-0.0607986343265
ACH-000320,0.10254020716399999
ACH-000322,0.216672609971
ACH-000323,0.366439793556
ACH-000324,0.110726555684
ACH-000329,0.141707171699
ACH-000330,0.046628930616499996
ACH-000331,0.0169254254256
ACH-000332,0.0038660052089600004
ACH-000334,0.39579757044799996
ACH-000335,0.200951181572
ACH-000336,0.323160856098
ACH-000337,-0.15339748893
ACH-000339,0.129813372677
ACH-000341,0.24551523973499997
ACH-000348,0.158222735274
ACH-000350,-0.0585482287927
ACH-000352,0.0993974975013
ACH-000356,0.019627087214900002
ACH-000361,0.30912366956799997
ACH-000362,-0.0280196540009
ACH-000363,-0.0148083867059
ACH-000364,0.0397337418453
ACH-000365,0.0644054278367
ACH-000366,0.07589434237789999
ACH-000368,0.0902867027943
ACH-000374,-0.22749810213799998
ACH-000375,-0.0322633703027
