,GLRX (2745)
ACH-000004,0.290679544526
ACH-000007,0.338853477192
ACH-000009,0.347153025443
ACH-000011,0.228304693446
ACH-000012,0.258773782457
ACH-000013,0.168976615723
ACH-000014,0.438439184287
ACH-000015,0.10809233947
ACH-000017,0.40598651460199997
ACH-000018,0.0648883507065
ACH-000019,0.28775283314
ACH-000021,0.355524121051
ACH-000022,0.372841234629
ACH-000025,0.25234073774099997
ACH-000028,0.206268364294
ACH-000030,0.213666283508
ACH-000035,0.234850615524
ACH-000036,0.140788338303
ACH-000037,0.17295920287099997
ACH-000039,0.273340804679
ACH-000040,0.218476666813
ACH-000041,0.385931779548
ACH-000042,0.324706493043
ACH-000045,0.21991198051
ACH-000047,0.359002180913
ACH-000052,0.238760922655
ACH-000053,0.254077900046
ACH-000054,0.0923571594376
ACH-000055,0.242996151998
ACH-000060,0.23040140638
ACH-000067,0.186241341055
ACH-000070,0.156556955882
ACH-000075,0.264362118857
ACH-000078,0.43823115844800004
ACH-000082,0.132780268822
ACH-000085,0.231128173878
ACH-000086,0.28052702815200004
ACH-000087,-0.0947237817058
ACH-000092,0.19161436398899998
ACH-000095,0.27564514858399997
ACH-000097,0.355611098004
ACH-000098,0.380109512208
ACH-000099,0.337134850631
ACH-000108,0.23205527558000003
ACH-000113,0.42913130638
ACH-000115,0.266128446129
ACH-000116,0.380379970525
ACH-000118,0.235360248548
ACH-000120,0.326374633586
ACH-000123,0.343629967086
ACH-000127,0.221612491434
ACH-000128,0.418046825927
ACH-000132,0.245867277214
ACH-000133,0.253689624147
ACH-000137,0.267495691067
ACH-000138,0.340894951198
ACH-000142,0.22726407123300002
ACH-000143,0.25288349186000003
ACH-000146,0.35096090740099994
ACH-000148,0.305493909466
ACH-000150,0.300504698479
ACH-000152,0.382080715294
ACH-000153,0.0496608928821
ACH-000159,0.356111430682
ACH-000160,0.33906715439199997
ACH-000163,0.195888170871
ACH-000167,0.247042349517
ACH-000168,0.274427338304
ACH-000169,0.22008088186
ACH-000178,0.24052484313499997
ACH-000182,0.17528834468899998
ACH-000183,0.12959135120999998
ACH-000188,0.295107232192
ACH-000189,0.25792294006
ACH-000190,0.0545287045278
ACH-000198,0.38878265989
ACH-000204,0.118600747138
ACH-000206,0.202597012223
ACH-000207,0.282393469532
ACH-000211,0.329741300485
ACH-000215,0.260015381682
ACH-000221,0.260728173904
ACH-000222,0.157992890965
ACH-000223,0.18773979753199999
ACH-000226,0.123587072598
ACH-000227,0.399292853822
ACH-000228,0.305508133898
ACH-000231,0.326126856285
ACH-000232,0.20447935270999998
ACH-000233,0.400524618491
ACH-000234,0.17450994033199999
ACH-000235,0.220716855281
ACH-000237,0.321947893921
ACH-000238,0.07243964564899999
ACH-000243,0.27027961576
ACH-000244,-0.0506312832773
ACH-000246,0.413784318908
ACH-000248,0.336596617843
ACH-000250,0.267345878248
ACH-000251,0.255745080748
ACH-000253,0.24455962525199998
ACH-000255,0.170074589315
ACH-000256,0.20648405589699997
ACH-000257,0.31332977780099996
ACH-000258,0.428542696307
ACH-000259,0.37738686357199996
ACH-000260,0.37386728640600003
ACH-000261,0.269820881214
ACH-000262,0.262528158593
ACH-000263,0.067450691035
ACH-000264,0.19505808844900002
ACH-000265,0.410272539817
ACH-000266,0.28200163298500003
ACH-000272,0.207062724384
ACH-000273,0.288586464762
ACH-000274,0.152509119487
ACH-000277,0.208151155552
ACH-000278,0.232561093547
ACH-000279,0.24682920623500001
ACH-000280,0.435197879283
ACH-000281,0.39927171970200004
ACH-000288,0.325082862244
ACH-000291,0.361572021561
ACH-000293,0.224077288689
ACH-000294,0.40629388293799995
ACH-000295,0.355185887678
ACH-000296,0.481391296064
ACH-000302,0.21814086466
ACH-000304,0.10409204618699999
ACH-000307,0.306237925356
ACH-000308,0.349060858783
ACH-000310,0.51344590853
ACH-000311,0.20752963279800002
ACH-000312,0.414069520857
ACH-000315,0.43232891244499994
ACH-000316,0.357032876991
ACH-000317,0.37487756062
ACH-000318,0.218187309604
ACH-000319,0.211056356576
ACH-000320,0.258972200001
ACH-000322,0.35013726335600004
ACH-000323,0.276961438464
ACH-000324,0.390528026902
ACH-000329,0.079395128714
ACH-000330,0.136448101126
ACH-000331,0.281949354429
ACH-000332,0.363386504224
ACH-000334,0.24314377983600002
ACH-000335,0.337844653489
ACH-000336,0.7611449115119999
ACH-000337,0.144529652385
ACH-000339,0.216014433091
ACH-000341,0.216756742928
ACH-000348,0.324014478348
ACH-000350,0.44685309009999996
ACH-000352,0.275358038534
ACH-000356,0.137108228146
ACH-000361,0.23393571554499998
ACH-000362,0.460786713241
ACH-000363,0.288242191104
ACH-000364,0.106947756217
