,TUBG2 (27175)
ACH-000004,-0.327963724149
ACH-000007,-0.25669802255699997
ACH-000009,-0.36709283166400003
ACH-000011,-0.391578132053
ACH-000012,-0.333677521353
ACH-000013,-0.244796375405
ACH-000014,-0.254946818301
ACH-000015,-0.320605313277
ACH-000017,-0.115086984133
ACH-000018,-0.152601135167
ACH-000019,-0.137709087436
ACH-000021,-0.27464437766800004
ACH-000022,-0.222607840115
ACH-000025,-0.22574769482700002
ACH-000028,-0.252505145278
ACH-000030,-0.24318065531999997
ACH-000035,-0.339878897385
ACH-000036,-0.209735224785
ACH-000037,-0.388015343522
ACH-000039,-0.369119280757
ACH-000040,-0.214827762709
ACH-000041,-0.578621466144
ACH-000042,-0.28656547473
ACH-000045,-0.24974498174899998
ACH-000047,-0.232963809302
ACH-000052,0.22559426282699999
ACH-000053,-0.281269969272
ACH-000054,-0.126105192801
ACH-000055,-0.457584467988
ACH-000060,-0.327050183356
ACH-000067,-0.206252686967
ACH-000070,-0.35730105575000004
ACH-000075,-0.486794001259
ACH-000078,-0.289027325348
ACH-000082,-0.294542875072
ACH-000085,-0.170421408204
ACH-000086,-0.168498396019
ACH-000087,0.043849023870900006
ACH-000092,-0.30610722513300004
ACH-000095,-0.400608011497
ACH-000097,-0.321957880902
ACH-000098,-0.22081807655000002
ACH-000099,-0.349060193086
ACH-000108,-0.28609303083099996
ACH-000113,-0.188757697887
ACH-000115,-0.268949928189
ACH-000116,-0.238552497669
ACH-000118,-0.265906689133
ACH-000120,-0.529499628833
ACH-000123,-0.17796214874000002
ACH-000127,-0.175785231516
ACH-000128,-0.345757682212
ACH-000132,-0.452217761891
ACH-000133,-0.142919371092
ACH-000137,-0.11381157070999999
ACH-000138,-0.473732682879
ACH-000142,-0.330567666829
ACH-000143,-0.178768279098
ACH-000146,-0.316329348918
ACH-000148,-0.320046976827
ACH-000150,-0.38034340513400006
ACH-000152,-0.341392309493
ACH-000153,-0.471425592905
ACH-000159,-0.24568298489999998
ACH-000160,-0.192925590636
ACH-000163,-0.22497791836
ACH-000167,-0.35778781189099995
ACH-000168,-0.07109553388989999
ACH-000169,-0.28404542118799997
ACH-000178,-0.275249685034
ACH-000182,-0.297709176567
ACH-000183,-0.41215629378799995
ACH-000188,-0.205971207584
ACH-000189,-0.13144600954500002
ACH-000190,-0.401125909657
ACH-000198,-0.45774764080700003
ACH-000204,-0.165838533669
ACH-000206,-0.494085231976
ACH-000207,0.0423166470904
ACH-000211,-0.420895141307
ACH-000215,-0.236680887562
ACH-000221,-0.41188353817100004
ACH-000222,-0.222257863703
ACH-000223,-0.20217487194699998
ACH-000226,-0.334571297962
ACH-000227,-0.154654485403
ACH-000228,-0.29111263950599997
ACH-000231,-0.294893295942
ACH-000232,-0.21689801321199997
ACH-000233,-0.0723361071253
ACH-000234,-0.24896466561299999
ACH-000235,-0.317863583588
ACH-000237,-0.34535570847499997
ACH-000238,-0.59493828538
ACH-000243,-0.371344025641
ACH-000244,-0.37309399877800004
ACH-000246,-0.262663624785
ACH-000248,-0.400890792223
ACH-000250,-0.27835988074
ACH-000251,-0.31074400033000005
ACH-000253,-0.190901139744
ACH-000255,-0.34119157274499995
ACH-000256,-0.231710291611
ACH-000257,-0.28627784779
ACH-000258,-0.444663406792
ACH-000259,-0.258968982302
ACH-000260,-0.164040091152
ACH-000261,-0.36537482988200004
ACH-000262,-0.36470453068400005
ACH-000263,-0.588533263086
ACH-000264,-0.20797102217900001
ACH-000265,-0.331319335253
ACH-000266,-0.29499058126999994
ACH-000272,-0.342487704931
ACH-000273,-0.23821667281999998
ACH-000274,-0.33699930166500003
ACH-000277,-0.178201166991
ACH-000278,-0.299922028456
ACH-000279,-0.35460185440499997
ACH-000280,-0.291300698745
ACH-000281,-0.219841201081
ACH-000288,-0.314057693554
ACH-000291,-0.21072215032400002
ACH-000293,-0.37198987936300004
ACH-000294,-0.408311585203
ACH-000295,-0.21521035533000005
ACH-000296,-0.188941856114
ACH-000302,-0.23446446777
ACH-000304,-0.311888495083
ACH-000307,-0.091232000492
ACH-000308,-0.289548965599
ACH-000310,-0.435659048619
ACH-000311,-0.406791037117
ACH-000312,-0.313774453885
ACH-000315,-0.11586428362199999
ACH-000316,-0.253947774131
ACH-000317,-0.446535172393
ACH-000318,-0.220953498823
ACH-000319,-0.236373523734
ACH-000320,-0.0897921466054
ACH-000322,0.082668886775
ACH-000323,-0.511406230561
ACH-000324,-0.35075983110799996
ACH-000329,-0.325231587564
ACH-000330,-0.042143436262999996
ACH-000331,-0.37096027079000005
ACH-000332,-0.339363948936
ACH-000334,-0.296761471366
ACH-000335,-0.40041532884900005
ACH-000336,-0.17372073032000002
ACH-000337,-0.36948243983400003
ACH-000339,-0.413376541118
ACH-000341,-0.129066097821
ACH-000348,-0.23607367828899997
ACH-000350,-0.370460405198
ACH-000352,-0.255277679849
ACH-000356,-0.33964009339199996
ACH-000361,-0.17016172082800002
ACH-000362,-0.278722755644
ACH-000363,-0.29648783587
ACH-000364,-0.30386121256
ACH-000365,-0.334440785092
ACH-000366,-0.343148948106
ACH-000368,-0.12938782082800002
ACH-000374,-0.15189105367900002
ACH-000375,-0.258127188246
ACH-000376,-0.0711690248274
ACH-000381,-0.256513230792
ACH-000383,-0.255460656575
ACH-000387,-0.275168497826
ACH-000389,-0.315747256591
ACH-000390,-0.29013441668400003
ACH-000393,-0.21640470589699998
ACH-000395,-0.568467579798
ACH-000397,-0.298487651269
ACH-000401,-0.258807209256
ACH-000402,-0.34076484365599996
ACH-000403,-0.374662805719
ACH-000404,-0.05241451584509999
ACH-000406,-0.31001680516999996
ACH-000407,-0.19570413637000003
ACH-000408,-0.24382319072500003
ACH-000410,-0.19718546286
ACH-000411,-0.132913210435
ACH-000414,-0.242049668183
ACH-000415,-0.39955844233000004
ACH-000416,-0.358999563008
ACH-000420,-0.323799426461
ACH-000421,-0.266378715783
ACH-000424,-0.179806667327
ACH-000425,-0.33365576038
ACH-000426,-0.341235740389
ACH-000427,-0.145288465465
ACH-000433,-0.238046643938
ACH-000436,-0.17129337176800002
ACH-000444,-0.25908477051199996
ACH-000445,-0.0016073706472699999
ACH-000448,-0.25006577259
ACH-000450,-0.215835599863
ACH-000452,-0.278574823516
ACH-000454,-0.09463117288310001
ACH-000458,-0.407717388525
ACH-000459,0.056989097381499994
ACH-000460,-0.35465294948299997
ACH-000461,-0.10244654818499999
ACH-000463,-0.393118540475
ACH-000464,-0.20758635644499998
ACH-000466,-0.317248499995
ACH-000467,-0.383935062112
ACH-000468,-0.403367696664
ACH-000469,-0.263620519958
ACH-000470,-0.320862275248
ACH-000471,-0.221941485377
ACH-000472,-0.303842926273
ACH-000473,-0.346539565636
ACH-000475,-0.342142045512
ACH-000476,-0.496856821061
ACH-000477,-0.21529938359700002
ACH-000480,-0.18049164573399998
ACH-000481,-0.407981419992
ACH-000483,-0.0135707321789
ACH-000484,-0.09846004242139998
ACH-000485,-0.328477977127
ACH-000486,-0.240507033947
ACH-000487,-0.210271062229
ACH-000488,-0.21081478445799998
ACH-000490,-0.22129029232099998
ACH-000491,-0.36256668449699997
ACH-000495,-0.0860949259215
ACH-000496,-0.247399720531
ACH-000499,-0.189720606349
ACH-000500,-0.42770470862300003
ACH-000502,-0.156401974606
ACH-000503,-0.09864252314480002
ACH-000505,-0.09700551112950001
ACH-000507,-0.418608180692
ACH-000510,-0.162821867005
ACH-000511,-0.27308270434099996
ACH-000512,-0.195424948152
ACH-000516,-0.329946797397
ACH-000517,-0.281302326147
ACH-000518,-0.191794814715
ACH-000520,-0.26900643952799996
ACH-000521,-0.505261884383
ACH-000522,-0.30010909972399996
ACH-000524,-0.310653500575
ACH-000527,-0.443334465855
ACH-000528,-0.291411747637
ACH-000537,-0.0910224998048
ACH-000541,0.044689896205599995
ACH-000542,-0.338579631193
ACH-000544,-0.329698522996
ACH-000545,-0.12455865965299999
ACH-000547,-0.22592214610800002
ACH-000548,-0.373153288954
ACH-000549,-0.302587824482
ACH-000550,-0.583885817556
ACH-000552,-0.28760503562600004
ACH-000556,-0.28028831066300003
ACH-000557,-0.0849353806243
ACH-000570,-0.429906576524
ACH-000571,-0.272573750513
ACH-000573,-0.28323337829
ACH-000576,-0.129399721711
ACH-000580,0.011536650218499998
ACH-000584,-0.138728538543
ACH-000585,-0.108889234077
ACH-000588,-0.23879757425599998
ACH-000589,-0.355296103896
ACH-000591,-0.401286168677
ACH-000593,-0.226864250261
ACH-000600,-0.321076163606
ACH-000601,-0.341481323515
ACH-000604,-0.162689983574
ACH-000605,-0.170372255438
ACH-000606,-0.283436303952
ACH-000608,-0.165055279045
ACH-000614,-0.225949563072
ACH-000616,-0.266445600504
ACH-000618,-0.26915097531800003
ACH-000619,-0.126197548351
ACH-000620,-0.198502801535
ACH-000621,-0.23302322984299997
ACH-000622,-0.590511523807
ACH-000623,-0.378709233038
ACH-000624,-0.316866282799
ACH-000627,-0.244869686233
ACH-000630,-0.286551427379
ACH-000632,-0.245852791162
ACH-000633,-0.270254244528
ACH-000637,-0.32207649953899997
ACH-000638,-0.297295836822
