,PSCA (8000)
ACH-000004,0.158882951088
ACH-000007,0.451135330236
ACH-000009,0.234363526063
ACH-000011,0.00582789790067
ACH-000012,0.157622816797
ACH-000013,0.131456149362
ACH-000014,0.311873513058
ACH-000015,0.16564089259099998
ACH-000017,0.0846271141156
ACH-000018,0.269295672822
ACH-000019,0.330301618947
ACH-000021,0.220814945654
ACH-000022,0.12327764528200001
ACH-000025,0.247063971347
ACH-000028,0.144363728798
ACH-000030,0.247161652237
ACH-000035,0.315875924647
ACH-000036,0.155230028021
ACH-000037,0.313053561262
ACH-000039,0.193266796545
ACH-000040,0.07773969668039998
ACH-000041,0.104134619103
ACH-000042,0.124813073278
ACH-000045,0.193086323425
ACH-000047,0.09160736296369999
ACH-000052,0.217384707019
ACH-000053,0.146172112154
ACH-000054,0.139871460755
ACH-000055,0.177197886721
ACH-000060,0.208937607317
ACH-000067,0.189512900471
ACH-000070,0.342432937968
ACH-000075,0.312398616686
ACH-000078,0.08563860341489998
ACH-000082,0.09456864290190001
ACH-000085,0.26186503059099997
ACH-000086,0.317142313185
ACH-000087,0.167110559136
ACH-000092,0.0692949360344
ACH-000095,0.37890314472
ACH-000097,0.165144567358
ACH-000098,0.14477463465999998
ACH-000099,0.214198433428
ACH-000108,0.19050459544
ACH-000113,0.290642368009
ACH-000115,0.0673358855031
ACH-000116,0.253039942006
ACH-000118,0.0638775185989
ACH-000120,0.19442553293099998
ACH-000123,0.19838658433400003
ACH-000127,0.144439670636
ACH-000128,0.20796154910999998
ACH-000132,0.0931192296094
ACH-000133,0.327043003241
ACH-000137,0.24929410558499998
ACH-000138,0.149618614505
ACH-000142,0.36318670926299995
ACH-000143,0.204766831159
ACH-000146,0.127568805772
ACH-000148,0.32137330284000004
ACH-000150,0.0561034132088
ACH-000152,0.15977338564500002
ACH-000153,0.113308723661
ACH-000159,0.251864854932
ACH-000160,0.221329391133
ACH-000163,0.106440805901
ACH-000167,0.195410808746
ACH-000168,0.251143370625
ACH-000169,0.260932064086
ACH-000178,0.0155331435702
ACH-000182,0.244107635819
ACH-000183,0.0799387733205
ACH-000188,0.30890833346
ACH-000189,0.209818377632
ACH-000190,0.37672941948399996
ACH-000198,0.25536810346
ACH-000204,0.475909091603
ACH-000206,0.19811510166
ACH-000207,0.030970610524300002
ACH-000211,0.19892103163199998
ACH-000215,0.254628536449
ACH-000221,0.268545657822
ACH-000222,0.149355318664
ACH-000223,0.0942002149367
ACH-000226,0.230679732621
ACH-000227,0.10707287271400001
ACH-000228,0.23222184189199999
ACH-000231,0.219966422039
ACH-000232,0.050225919191199994
ACH-000233,0.233373936026
ACH-000234,0.009609227507739999
ACH-000235,0.0815329252976
ACH-000237,0.13548312162599999
ACH-000238,0.191416973371
ACH-000243,0.133455675202
ACH-000244,0.39385436757500003
ACH-000246,0.22415871219300001
ACH-000248,0.27552410854200005
ACH-000250,0.0926182322521
ACH-000251,0.17328261340300002
ACH-000253,0.141675625647
ACH-000255,0.318541360391
ACH-000256,0.175074810196
ACH-000257,0.341342461681
ACH-000258,-0.187794614081
ACH-000259,0.175765897089
ACH-000260,0.14199414931399998
ACH-000261,0.10328477070599999
ACH-000262,0.355178019958
ACH-000263,0.238068021352
ACH-000264,0.11415125392000001
ACH-000265,0.216962041794
ACH-000266,0.110017898201
ACH-000272,0.186594849731
ACH-000273,0.13236482975
ACH-000274,0.27989818107700004
ACH-000277,-0.429239526137
ACH-000278,0.07889013413410001
ACH-000279,0.257731028253
ACH-000280,0.08890926393110002
ACH-000281,0.38612223038099996
ACH-000288,0.315571705306
ACH-000291,0.09945957077209999
ACH-000293,0.20787124991
ACH-000294,0.17583392711800003
ACH-000295,0.195988234373
ACH-000296,0.208787148872
ACH-000302,0.179405507195
ACH-000304,0.30453454546500003
ACH-000307,0.146383174402
ACH-000308,0.176519530656
ACH-000310,0.129017315732
ACH-000311,0.119336526512
ACH-000312,0.026277322097099997
ACH-000315,0.0363087844866
ACH-000316,0.267478450742
ACH-000317,0.144368440219
ACH-000318,0.23226755488499998
ACH-000319,0.334142584862
ACH-000320,-0.0436582281582
ACH-000322,0.26304458790999996
ACH-000323,0.28973725101
ACH-000324,0.212137921275
ACH-000329,0.140315449521
ACH-000330,0.09061236772129999
ACH-000331,0.140514680969
ACH-000332,0.151872282925
ACH-000334,0.276968827949
ACH-000335,0.221854801835
ACH-000336,0.14733098771199998
ACH-000337,0.166420938172
ACH-000339,0.11802340298
ACH-000341,0.0819395742317
ACH-000348,0.11815774549699999
ACH-000350,0.179899467258
ACH-000352,0.051831397337800005
ACH-000356,0.179867210546
ACH-000361,0.29218461671100004
ACH-000362,0.11375838934699999
ACH-000363,0.162965325698
ACH-000364,0.137386493634
ACH-000365,0.206226612113
ACH-000366,0.23367757825
ACH-000368,0.0377701999153
ACH-000374,0.19094840501600002
ACH-000375,0.237021934334
ACH-000376,0.189904692145
ACH-000381,0.118543710484
ACH-000383,0.13800261141200001
ACH-000387,0.210561620011
ACH-000389,0.219790723356
ACH-000390,0.264969902046
ACH-000393,0.10990150035700001
ACH-000395,0.0342323238898
ACH-000397,0.17010968342099997
ACH-000401,0.0779967734409
ACH-000402,0.339795809587
ACH-000403,0.12209255421700001
ACH-000404,0.384832296962
ACH-000406,0.192800207062
ACH-000407,0.307335475537
ACH-000408,0.33862410881899996
ACH-000410,0.167802276484
ACH-000411,0.212237580188
ACH-000414,0.0446598351805
ACH-000415,0.232945229443
ACH-000416,0.08600272130310001
ACH-000420,0.30720991231999994
ACH-000421,0.208072283578
ACH-000424,0.275364987178
ACH-000425,0.18955647559
ACH-000426,0.145672475725
ACH-000427,0.0103769021932
ACH-000433,0.151203549967
ACH-000436,0.0683919509182
ACH-000444,0.198265035676
ACH-000445,0.36465073585100005
ACH-000448,0.216813070629
