,NHP2 (55651)
ACH-000004,-0.722818033564
ACH-000007,-1.01060040925
ACH-000009,-1.22998039813
ACH-000011,-1.0343601260200002
ACH-000012,-0.934082441083
ACH-000013,-1.2202439257200002
ACH-000014,-0.9028183606200001
ACH-000015,-0.970519851904
ACH-000017,-0.940112180043
ACH-000018,-0.8075273063259999
ACH-000019,-0.604400456115
ACH-000021,-0.688405192323
ACH-000022,-0.902992995328
ACH-000025,-1.1418689937
ACH-000028,-0.6922469760179999
ACH-000030,-0.849336716707
ACH-000035,-0.912431262835
ACH-000036,-1.07010361275
ACH-000037,-1.5373179595299997
ACH-000039,-0.812482741217
ACH-000040,-1.20019520287
ACH-000041,-1.2399856544
ACH-000042,-0.857312570941
ACH-000045,-0.728532562864
ACH-000047,-0.66032753796
ACH-000052,-0.884217184905
ACH-000053,-1.04158179911
ACH-000054,-0.998426503
ACH-000055,-1.03097027436
ACH-000060,-0.9544348987360001
ACH-000067,-0.843318622212
ACH-000070,-1.12231032085
ACH-000075,-1.09920098508
ACH-000078,-0.927961939455
ACH-000082,-0.918282980209
ACH-000085,-1.34563418774
ACH-000086,-0.843361683916
ACH-000087,-0.754054625431
ACH-000092,-0.8829518713700001
ACH-000095,-0.977973607976
ACH-000097,-0.7308052503200001
ACH-000098,-0.994531381334
ACH-000099,-1.03457148037
ACH-000108,-0.9509805721719999
ACH-000113,-0.9798257586679999
ACH-000115,-0.838435531331
ACH-000116,-1.02168486129
ACH-000118,-0.824532948288
ACH-000120,-0.870833574172
ACH-000123,-0.9340988676909999
ACH-000127,-0.8746740417899999
ACH-000128,-1.01848755529
ACH-000132,-0.9986229098
ACH-000133,-0.9984601223280001
ACH-000137,-0.870427702781
ACH-000138,-0.8902311232510001
ACH-000142,-1.02575234463
ACH-000143,-0.916833416155
ACH-000146,-0.876779254235
ACH-000148,-0.9991308616940001
ACH-000150,-1.0708857784499999
ACH-000152,-0.917639764505
ACH-000153,-0.7829022447409999
ACH-000159,-1.20483267103
ACH-000160,-0.986713213561
ACH-000163,-1.30666184413
ACH-000167,-1.28712056779
ACH-000168,-1.09319243328
ACH-000169,-1.10757075339
ACH-000178,-0.9397679994879999
ACH-000182,-0.621807618439
ACH-000183,-1.00617362646
ACH-000188,-0.962116715874
ACH-000189,-0.8849602635320001
ACH-000190,-0.6954466863459999
ACH-000198,-0.7649595120460001
ACH-000204,-0.667183131655
ACH-000206,-0.7679414811040001
ACH-000207,-0.758165474623
ACH-000211,-1.2045656708299999
ACH-000215,-1.0952764293200001
ACH-000221,-0.816221317358
ACH-000222,-0.820510010663
ACH-000223,-0.897341618251
ACH-000226,-0.8492704737019999
ACH-000227,-1.01838498219
ACH-000228,-0.801765137791
ACH-000231,-1.0467300585700001
ACH-000232,-0.8765353880169999
ACH-000233,-0.794883892232
ACH-000234,-0.842888785446
ACH-000235,-0.9099319830079999
ACH-000237,-1.02254813689
ACH-000238,-1.0102574855600002
ACH-000243,-0.9359408125669999
ACH-000244,-0.9209442359219999
ACH-000246,-1.0199708096
ACH-000248,-0.720603645169
ACH-000250,-0.8065656767
ACH-000251,-0.8648624934450001
ACH-000253,-0.9464812154090001
ACH-000255,-1.13965277393
ACH-000256,-0.91349991088
ACH-000257,-0.941863855756
ACH-000258,-0.946802722985
ACH-000259,-0.9889142371009999
ACH-000260,-0.9004722029790001
ACH-000261,-0.855372457634
ACH-000262,-1.01736204676
ACH-000263,-0.706857615547
ACH-000264,-0.829448734886
ACH-000265,-0.894616661062
ACH-000266,-0.725632199278
ACH-000272,-0.944372298927
ACH-000273,-1.04576524112
ACH-000274,-1.0261867895
ACH-000277,-0.868663891956
ACH-000278,-1.0129680145
ACH-000279,-1.14621855508
ACH-000280,-1.26629019256
ACH-000281,-1.2116696696200002
ACH-000288,-0.9861836691820001
ACH-000291,-1.03594375729
ACH-000293,-0.879753402466
ACH-000294,-0.980064180544
ACH-000295,-1.25772146131
ACH-000296,-1.04485912912
ACH-000302,-0.8338486722859999
ACH-000304,-0.783927461026
ACH-000307,-1.19236938592
ACH-000308,-0.8560668799869999
ACH-000310,-0.809965292182
ACH-000311,-0.7306397029
ACH-000312,-1.07094221626
ACH-000315,-0.963941444506
ACH-000316,-1.27441957104
ACH-000317,-0.7943113604440001
ACH-000318,-0.973172559799
ACH-000319,-0.8211538366
ACH-000320,-0.7723105345450001
ACH-000322,-0.8571207865029999
ACH-000323,-0.781544728667
