,GPN2 (54707)
ACH-000004,-1.25202258945
ACH-000007,-1.62505158041
ACH-000009,-1.75604416058
ACH-000011,-1.2868066449700002
ACH-000012,-1.2732209359200002
ACH-000013,-1.78874376443
ACH-000014,-1.36335518884
ACH-000015,-1.5498006689800001
ACH-000017,-1.38588502958
ACH-000018,-1.49439471877
ACH-000019,-1.45599957194
ACH-000021,-1.5351426531499999
ACH-000022,-1.61258503779
ACH-000025,-1.21948504121
ACH-000028,-1.3448257226700002
ACH-000030,-1.4025614639700001
ACH-000035,-1.49218705474
ACH-000036,-1.4135380284999999
ACH-000037,-1.86757668113
ACH-000039,-1.29105374786
ACH-000040,-1.21878141575
ACH-000041,-1.3244214246500001
ACH-000042,-1.4718955071200002
ACH-000045,-1.51925433724
ACH-000047,-1.4245941026499997
ACH-000052,-1.36066709034
ACH-000053,-1.5685201688400001
ACH-000054,-1.48377000081
ACH-000055,-1.37801164729
ACH-000060,-1.61674138155
ACH-000067,-1.3674620399700002
ACH-000070,-1.7255494418400001
ACH-000075,-1.1563061858700001
ACH-000078,-1.7426373341299999
ACH-000082,-1.63951679523
ACH-000085,-1.46032288387
ACH-000086,-1.2140000637700001
ACH-000087,-1.31703178744
ACH-000092,-1.54485553165
ACH-000095,-1.46685064727
ACH-000097,-1.3310678189299998
ACH-000098,-1.17394257387
ACH-000099,-1.6241679132700002
ACH-000108,-1.39325120441
ACH-000113,-1.5818155205200002
ACH-000115,-1.5863028059399997
ACH-000116,-1.54804782241
ACH-000118,-1.28751460194
ACH-000120,-1.47840001044
ACH-000123,-1.22160557422
ACH-000127,-1.4634777254
ACH-000128,-1.4423890123899998
ACH-000132,-1.5629545639200002
ACH-000133,-1.28603470145
ACH-000137,-1.5185150867200001
ACH-000138,-1.49419390595
ACH-000142,-1.14294858299
ACH-000143,-1.4190190961200002
ACH-000146,-1.5867290391
ACH-000148,-1.3980944414399998
ACH-000150,-1.40098993763
ACH-000152,-1.4967354211500001
ACH-000153,-1.26420565506
ACH-000159,-1.09473933846
ACH-000160,-1.61154254931
ACH-000163,-1.09039340375
ACH-000167,-1.96709808287
ACH-000168,-1.4265618056600002
ACH-000169,-1.35780586824
ACH-000178,-1.33020711212
ACH-000182,-1.43966879891
ACH-000183,-1.31137944099
ACH-000188,-1.3837004444299998
ACH-000189,-1.46400024628
ACH-000190,-1.49305944365
ACH-000198,-1.43016787807
ACH-000204,-1.6671596131200002
ACH-000206,-1.20133986433
ACH-000207,-1.36874750101
ACH-000211,-1.31602464871
ACH-000215,-1.48267531756
