,CDK7 (1022)
ACH-000004,-1.5540511472799998
ACH-000007,-1.6418329614200002
ACH-000009,-1.84358549664
ACH-000011,-1.9834215073199999
ACH-000012,-1.69187480231
ACH-000013,-2.1182395491799997
ACH-000014,-1.89691710388
ACH-000015,-1.7800693154599998
ACH-000017,-1.9075308554700001
ACH-000018,-1.4057718541
ACH-000019,-1.41251372682
ACH-000021,-1.77017718866
ACH-000022,-1.8811700545400003
ACH-000025,-1.8136926245700002
ACH-000028,-1.67349613044
ACH-000030,-1.96325833373
ACH-000035,-1.4852559569100001
ACH-000036,-1.65904134914
ACH-000037,-2.2435626419599997
ACH-000039,-1.8011805605700002
ACH-000040,-1.83081399681
ACH-000041,-2.23747931752
ACH-000042,-1.8504724754799997
ACH-000045,-1.9704806345900001
ACH-000047,-1.68238585273
ACH-000052,-1.90615496488
ACH-000053,-1.7271185396700002
ACH-000054,-1.6639990528
ACH-000055,-1.9796504497099998
ACH-000060,-1.72878939409
ACH-000067,-1.7101218917200003
ACH-000070,-1.8635595495599997
ACH-000075,-1.7775345876400004
ACH-000078,-1.93716960918
ACH-000082,-1.7535691476
ACH-000085,-1.70083400164
ACH-000086,-1.42876585854
ACH-000087,-1.69690280803
ACH-000092,-1.7163525419499999
ACH-000095,-1.96500983802
ACH-000097,-1.7739486384999998
ACH-000098,-1.66456776535
ACH-000099,-1.8116246859099998
ACH-000108,-1.6734079831400002
ACH-000113,-1.8705164401599996
ACH-000115,-1.96629646407
ACH-000116,-2.15905912442
ACH-000118,-1.40858406901
ACH-000120,-1.3297388940000001
ACH-000123,-1.60750106055
ACH-000127,-1.7895869014599999
ACH-000128,-1.70617584055
ACH-000132,-1.61615567856
ACH-000133,-1.5558075739
ACH-000137,-2.08341115511
ACH-000138,-1.69443260585
ACH-000142,-1.84704627724
ACH-000143,-1.9739634420400003
ACH-000146,-2.3285693379400003
ACH-000148,-2.26096719441
ACH-000150,-1.9353128670299997
ACH-000152,-1.4366785245500002
ACH-000153,-1.66253507556
ACH-000159,-1.9672009844299998
ACH-000160,-1.37216841599
ACH-000163,-1.68967767306
ACH-000167,-1.83346126507
ACH-000168,-2.1427580416
ACH-000169,-1.6382400554799998
ACH-000178,-1.7273807153
