,TGS1 (96764)
ACH-000004,-0.629398971669
ACH-000007,-1.10858493757
ACH-000009,-1.14836689712
ACH-000011,-0.903830878818
ACH-000012,-0.797985835744
ACH-000013,-0.709768135933
ACH-000014,-0.8430815537180001
ACH-000015,-0.7304315144910001
ACH-000017,-0.791839348671
ACH-000018,-0.814538844832
ACH-000019,-0.9072633923710001
ACH-000021,-0.9273515036159999
ACH-000022,-0.6810464029279999
ACH-000025,-0.626987597099
ACH-000028,-1.07366276684
ACH-000030,-0.883932864896
ACH-000035,-0.787092871987
ACH-000036,-0.80393808023
ACH-000037,-1.38404098774
ACH-000039,-0.7098477000319999
ACH-000040,-0.711443305334
ACH-000041,-0.39136014443499995
ACH-000042,-0.729476922627
ACH-000045,-0.578423812143
ACH-000047,-0.7380412781100001
ACH-000052,-0.734503492248
ACH-000053,-0.714048047982
ACH-000054,-0.879289095143
ACH-000055,-0.495665979009
ACH-000060,-0.667199561499
ACH-000067,-0.7895151249600001
ACH-000070,-0.9799735921580001
ACH-000075,-0.864474896041
ACH-000078,-0.57323782095
ACH-000082,-0.591733228548
ACH-000085,-0.626401329911
ACH-000086,-0.936995529745
ACH-000087,-0.666800729135
ACH-000092,-1.0664760112799998
ACH-000095,-0.547513707649
ACH-000097,-1.16557775517
ACH-000098,-0.6897875935860001
ACH-000099,-0.766925653555
ACH-000108,-0.713287990317
ACH-000113,-0.580563269045
ACH-000115,-1.04206758345
ACH-000116,-0.952107296451
ACH-000118,-0.9574965836799999
ACH-000120,-0.919032037147
ACH-000123,-0.8739964181200001
ACH-000127,-0.905541981867
ACH-000128,-0.903870420746
ACH-000132,-0.550247615017
ACH-000133,-0.7357198918719999
ACH-000137,-0.700877608134
ACH-000138,-0.925633017565
ACH-000142,-0.5878647741849999
ACH-000143,-0.973254072052
ACH-000146,-0.626400614378
ACH-000148,-0.819923111929
ACH-000150,-0.792744266526
ACH-000152,-1.08175124317
ACH-000153,-0.981206916679
ACH-000159,-1.0449629441600001
ACH-000160,-0.973118920799
ACH-000163,-0.7016130093699999
ACH-000167,-1.02905333857
ACH-000168,-0.656072283753
ACH-000169,-0.7630735116349999
ACH-000178,-0.7692894679539999
ACH-000182,-1.04215687362
ACH-000183,-0.9059561369069999
ACH-000188,-0.771548015468
ACH-000189,-0.722666926392
ACH-000190,-1.06268791391
ACH-000198,-0.8330083610600001
ACH-000204,-0.768536654205
ACH-000206,-0.7484084436730001
ACH-000207,-1.4045062448899999
ACH-000211,-0.9005755584559999
ACH-000215,-0.828953884796
ACH-000221,-0.8837647076369999
ACH-000222,-0.9144697394679999
ACH-000223,-0.782821280141
ACH-000226,-1.0087248663700001
ACH-000227,-0.613106713998
ACH-000228,-0.893415302766
ACH-000231,-0.598857656863
ACH-000232,-1.0886353793899999
ACH-000233,-0.760737039479
ACH-000234,-1.04317146903
ACH-000235,-0.902563904787
ACH-000237,-0.676158401979
ACH-000238,-0.7134791637510001
ACH-000243,-1.2654224354299999
ACH-000244,-0.774426769196
ACH-000246,-0.939518543229
ACH-000248,-0.948384296883
ACH-000250,-0.942673223192
ACH-000251,-0.747787595713
ACH-000253,-0.82218730292
ACH-000255,-0.661558452568
ACH-000256,-0.845240066781
ACH-000257,-0.7830657558220001
ACH-000258,-0.564971710277
ACH-000259,-0.81528252166
ACH-000260,-0.886322922854
ACH-000261,-0.7011685343590001
ACH-000262,-1.01629427048
ACH-000263,-0.175264317868
ACH-000264,-0.700767140912
ACH-000265,-0.934694078509
ACH-000266,-1.1831845384200002
ACH-000272,-0.647278957429
ACH-000273,-0.804260470761
ACH-000274,-0.59297922913
ACH-000277,-0.780869016893
ACH-000278,-0.589698166286
ACH-000279,-0.547589818227
ACH-000280,-0.750225670178
ACH-000281,-0.921924511693
ACH-000288,-0.310213900247
ACH-000291,-0.797967664031
ACH-000293,-1.21208362179
ACH-000294,-0.909119774631
ACH-000295,-0.630395474704
ACH-000296,-0.76382246425
ACH-000302,-0.749656621485
ACH-000304,-0.670587058499
ACH-000307,-0.6729191011669999
ACH-000308,-0.816080159547
ACH-000310,-0.695691887193
ACH-000311,-0.844519153957
ACH-000312,-0.8621859259129999
ACH-000315,-0.8328644930660001
ACH-000316,-0.814423598712
ACH-000317,-0.6346926324909999
ACH-000318,-0.756429714048
ACH-000319,-0.681771805489
ACH-000320,-0.959379654153
ACH-000322,-0.630851156127
ACH-000323,-0.6855740229739999
ACH-000324,-0.686743387755
ACH-000329,-0.504986362112
ACH-000330,-1.2665914628200001
ACH-000331,-0.86731234543
ACH-000332,-0.8560708931859999
ACH-000334,-1.1594407994700002
ACH-000335,-1.06220215173
ACH-000336,-0.531230284902
ACH-000337,-0.873007965426
ACH-000339,-0.993364050597
ACH-000341,-1.1185558805700002
ACH-000348,-0.7223902530140001
ACH-000350,-0.8240953367630001
ACH-000352,-0.64309502267
ACH-000356,-0.987492254964
ACH-000361,-0.605283784571
ACH-000362,-0.80636238585
ACH-000363,-0.437671473545
ACH-000364,-0.7306042131720001
ACH-000365,-0.920113770906
ACH-000366,-0.46874666794799996
ACH-000368,-0.697111900878
ACH-000374,-0.47924987754299997
ACH-000375,-0.979898288649
ACH-000376,-0.722482026817
ACH-000381,-0.8698189460789999
ACH-000383,-0.80574348462
ACH-000387,-0.792463194395
ACH-000389,-0.7603428609
ACH-000390,-1.09932672646
ACH-000393,-0.542846161573
ACH-000395,-0.627198638271
ACH-000397,-0.8368813140770001
ACH-000401,-0.6674586011320001
ACH-000402,-1.05936697004
ACH-000403,-0.971710433951
ACH-000404,-0.434088120688
ACH-000406,-0.663224349114
ACH-000407,-0.7512601470270001
ACH-000408,-0.9267692972920001
ACH-000410,-1.3072031746
ACH-000411,-0.80651592611
ACH-000414,-0.9302067243109999
ACH-000415,-1.0948647651999999
ACH-000416,-0.8345264593709999
ACH-000420,-0.463575556458
ACH-000421,-0.718001803207
ACH-000424,-0.553625366624
ACH-000425,-0.6623336236640001
ACH-000426,-1.01984316574
ACH-000427,-0.684377499574
ACH-000433,-0.641238883176
ACH-000436,-0.9852427554600001
ACH-000444,-0.923001135044
ACH-000445,-0.890024497154
ACH-000448,-0.7982118024439999
ACH-000450,-1.01918416092
ACH-000452,-0.8826866644410001
ACH-000454,-0.571578013287
ACH-000458,-0.463305724031
ACH-000459,-0.724435590448
ACH-000460,-0.808712470976
ACH-000461,-0.695816210363
ACH-000463,-1.1038710330200001
ACH-000464,-0.8946062237989999
ACH-000466,-0.475513053829
ACH-000467,-1.00382054426
ACH-000468,-0.802279107658
ACH-000469,-0.895176119753
ACH-000470,-0.805084309799
ACH-000471,-0.911656452174
ACH-000472,-0.863785208062
ACH-000473,-0.738307115484
ACH-000475,-0.761312217614
ACH-000476,-0.886410648779
ACH-000477,-0.965134234915
ACH-000480,-0.741542715928
ACH-000481,-1.1693891447
ACH-000483,-1.21802057565
ACH-000484,-1.25775516188
ACH-000485,-0.663700323031
ACH-000486,-1.0557855029799998
ACH-000487,-0.517138531662
ACH-000488,-1.18244122888
ACH-000490,-0.936541936264
ACH-000491,-0.930855298283
ACH-000495,-0.970603900765
ACH-000496,-0.8408438667329999
ACH-000499,-0.9231720270880001
ACH-000500,-0.953581029455
ACH-000502,-0.9485775045909999
ACH-000503,-1.06354134371
ACH-000505,-1.0303514217799998
ACH-000507,-0.730147935582
ACH-000510,-0.674162675941
ACH-000511,-0.7262361436560001
ACH-000512,-1.0251565104
ACH-000516,-0.617656068651
ACH-000517,-0.533113257727
ACH-000518,-0.604151585255
ACH-000520,-0.319006619374
ACH-000521,-0.781991928056
ACH-000522,-0.578774308699
ACH-000524,-0.9578366986399999
ACH-000527,-0.724308932265
ACH-000528,-1.0685742883
ACH-000537,-1.07204934213
ACH-000541,-0.7403122273839999
ACH-000542,-0.5903325174
ACH-000544,-0.7034355035169999
ACH-000545,-0.769903194623
ACH-000547,-0.865486605092
ACH-000548,-0.516158893028
ACH-000549,-0.591778553707
ACH-000550,-0.597159161894
ACH-000552,-1.0370029730299999
ACH-000556,-0.8356799876600001
ACH-000557,-0.397157364582
ACH-000570,-0.756565936685
ACH-000571,-0.58661827812
ACH-000573,-0.846783385638
ACH-000576,-0.530336366192
ACH-000580,-0.744478228294
ACH-000584,-0.9312693829180001
ACH-000585,-0.586958451295
ACH-000588,-1.1888962127299998
ACH-000589,-1.04730644801
ACH-000591,-0.806263977603
ACH-000593,-0.905359201273
ACH-000600,-0.684854459583
ACH-000601,-0.743447523276
ACH-000604,-0.551408949277
ACH-000605,-0.42706189156999996
ACH-000606,-0.632327118726
ACH-000608,-0.977585501771
ACH-000614,-0.589990953887
ACH-000616,-0.888195161735
ACH-000618,-1.18892944143
ACH-000619,-0.7076702012839999
ACH-000620,-0.639104706669
ACH-000621,-0.854018088457
ACH-000622,-0.8885204546459999
ACH-000623,-0.821382861577
ACH-000624,-0.887120706804
ACH-000627,-0.618374735039
ACH-000630,-0.844386795935
ACH-000632,-0.7583110440009999
ACH-000633,-0.6751785151340001
ACH-000637,-0.547456067853
ACH-000638,-0.907886477847
ACH-000646,-1.04764216613
ACH-000647,-0.575688769943
ACH-000648,-0.732384422166
ACH-000649,-0.609002704122
ACH-000651,-1.06342989703
ACH-000652,-0.696086796293
ACH-000653,-0.5041454621060001
ACH-000657,-0.9613630857979999
ACH-000658,-0.888425295565
ACH-000661,-0.657688901023
ACH-000662,-0.817055431838
ACH-000663,-0.999651182397
ACH-000665,-0.626246376541
ACH-000671,-0.923413837758
ACH-000673,-1.16769374793
ACH-000676,-0.970847670302
ACH-000677,-0.6954488716689999
ACH-000681,-0.913557377903
ACH-000682,-0.7037334341060001
ACH-000683,-0.727699944213
ACH-000684,-0.8487960858
ACH-000688,-1.01787924379
ACH-000693,-0.9695187577809999
ACH-000694,-0.835170355096
ACH-000695,-1.00297781685
ACH-000696,-0.600318762492
ACH-000697,-0.72490183326
ACH-000699,-0.657478517286
ACH-000701,-0.553422664383
ACH-000706,-1.2955576073700001
ACH-000711,-0.737745122
ACH-000713,-1.03105608889
ACH-000714,-0.765125250929
ACH-000718,-0.8201104564049999
ACH-000720,-0.8270971729659999
ACH-000721,-0.567495180241
ACH-000724,-0.978320093036
ACH-000725,-0.805577507279
ACH-000732,-0.6696178446509999
ACH-000734,-0.631289314797
ACH-000735,-0.46672830979099994
ACH-000736,-1.20019779924
ACH-000738,-0.682179936903
ACH-000746,-0.989374725809
ACH-000747,-0.835017686058
ACH-000748,-0.869126558789
ACH-000753,-0.6762336381370001
ACH-000756,-0.46786298466000004
ACH-000757,-0.9786146226569999
ACH-000758,-1.06311798172
ACH-000760,-0.8028322988590001
ACH-000763,-1.1678650847399998
ACH-000764,-0.725405284822
ACH-000765,-0.462895576434
ACH-000766,-0.833554736215
ACH-000767,-0.964156225016
ACH-000768,-1.06257336622
ACH-000769,-0.74454837683
ACH-000770,-0.855591838922
ACH-000771,-0.53830049967
ACH-000773,-0.6816477376160001
ACH-000776,-0.714397801683
ACH-000777,-0.666786329914
ACH-000778,-1.22741920449
ACH-000781,-0.857678506769
ACH-000782,-0.853181238177
ACH-000783,-0.739728357794
ACH-000784,-0.944717278099
ACH-000785,-1.04245462749
ACH-000787,-1.0683042606200002
ACH-000788,-0.6417782449189999
ACH-000791,-0.934775208621
ACH-000792,-0.6532212992409999
ACH-000794,-0.49572691709600003
ACH-000796,-0.8346418937510001
ACH-000799,-0.532325542064
ACH-000800,-0.663898263274
ACH-000802,-0.877145766478
ACH-000804,-1.18453769528
ACH-000805,-0.650644546874
ACH-000809,-1.05007118857
ACH-000810,-1.05590357966
ACH-000811,-0.881504838826
ACH-000817,-0.761563266154
ACH-000819,-1.0179892290299999
ACH-000820,-0.103714788051
ACH-000821,-0.766852010959
ACH-000822,-0.969807458618
ACH-000823,-1.03172868027
ACH-000824,-0.6641687845199999
ACH-000827,-0.721188283591
ACH-000829,-0.690502683095
ACH-000831,-0.896339154168
ACH-000832,-0.6847405450830001
ACH-000833,-0.8904772616869999
ACH-000834,-1.28088914043
ACH-000835,-0.9487684862200001
ACH-000836,-0.726304391732
ACH-000837,-0.867830308929
ACH-000838,-0.74016471113
ACH-000839,-0.624708331702
ACH-000840,-0.9626261961310001
ACH-000841,-0.839377224435
ACH-000843,-0.831422103303
ACH-000846,-1.07048920853
ACH-000847,-0.67113063705
ACH-000848,-1.68417101714
ACH-000849,-1.08325114828
ACH-000851,-0.638943637826
ACH-000855,-0.762261494369
ACH-000856,-0.52885452692
ACH-000858,-0.8548270641240001
ACH-000859,-0.7009788872050001
ACH-000861,-0.7776354048999999
ACH-000862,-1.2081171809
ACH-000865,-0.7494060906219999
ACH-000866,-0.7830988401350001
ACH-000867,-1.44246643378
ACH-000869,-0.989466996024
ACH-000872,-0.7306718648289999
ACH-000873,-0.7471454100530001
ACH-000876,-1.6630068859799998
ACH-000878,-0.610052684396
ACH-000880,-1.1229353897399998
ACH-000881,-0.745192389234
ACH-000882,-0.8238315687700001
ACH-000884,-0.65239504128
ACH-000885,-0.88675319139
ACH-000887,-0.7284909548720001
ACH-000888,-0.889183659068
ACH-000889,-1.01910653976
ACH-000890,-0.815171695305
ACH-000896,-0.691755101499
ACH-000898,-1.02805183511
ACH-000900,-0.693068185843
ACH-000901,-0.792741873016
ACH-000905,-0.9137127094390001
ACH-000906,-0.691514221402
ACH-000907,-0.9391069225149999
ACH-000910,-0.9841920523569999
ACH-000911,-0.7318090926430001
ACH-000912,-1.03183661648
ACH-000913,-0.7884836943860001
ACH-000915,-0.743566588313
ACH-000916,-0.395636689794
ACH-000917,-1.27500427208
ACH-000921,-0.667390120575
ACH-000924,-1.0292570806299999
ACH-000926,-0.937956574357
ACH-000928,-0.660084962454
ACH-000929,-0.9639392578679999
ACH-000932,-0.6535105241100001
ACH-000935,-0.773513128151
ACH-000936,-0.8231451023280001
ACH-000937,-0.661058470088
ACH-000938,-0.6987264665790001
ACH-000939,-0.8728204407200001
ACH-000941,-0.5868688760199999
ACH-000943,-0.7871960369300001
ACH-000946,-0.713208944539
ACH-000947,-0.8758449735130001
ACH-000948,-1.09407579094
ACH-000950,-0.5849772939019999
ACH-000953,-1.33444303295
ACH-000957,-0.873016842534
ACH-000958,-0.534255574552
ACH-000960,-0.686366432486
ACH-000963,-0.711087384573
ACH-000968,-0.783667971719
ACH-000969,-0.530063121439
ACH-000973,-0.715858522098
ACH-000974,-0.643613938646
ACH-000975,-0.546983221285
ACH-000976,-0.704888587782
ACH-000978,-1.23486237126
ACH-000980,-0.7608117919399999
ACH-000984,-0.975399329798
ACH-000986,-0.7404735458920001
ACH-000988,-1.02694141108
ACH-000993,-1.00699690703
ACH-000994,-1.0378947372799998
ACH-000996,-1.1370611489700002
ACH-001001,-0.5164035390789999
ACH-001020,-0.798340906007
ACH-001028,-0.828185531444
ACH-001031,-1.02769148649
ACH-001038,-0.877807760826
ACH-001048,-0.7038846093279999
ACH-001050,-0.7627685898890001
ACH-001053,-0.800960449355
ACH-001054,-0.801758262711
ACH-001061,-0.7342056922239999
ACH-001067,-0.440396695625
ACH-001075,-1.15264802869
ACH-001096,-0.879501952016
ACH-001128,-0.664856224956
ACH-001134,-0.9483904645379999
ACH-001151,-0.913651533229
ACH-001163,-0.7800413265639999
ACH-001164,-0.863072453253
ACH-001173,-0.7482252125480001
ACH-001183,-0.933498476778
ACH-001184,-0.6271283404060001
ACH-001190,-0.681422272666
ACH-001192,-0.7281589124250001
ACH-001193,-1.01553960927
ACH-001196,-0.643310639284
ACH-001197,-0.655894331167
ACH-001205,-1.0753989633499998
ACH-001211,-1.0486204188400001
ACH-001212,-0.8575866244660001
ACH-001228,-0.448369678979
ACH-001232,-0.673276800751
ACH-001239,-0.9118236890799999
ACH-001274,-1.08556214434
ACH-001275,-0.929184597563
ACH-001277,-0.666952009966
ACH-001278,-0.781310568506
