,TGS1 (96764)
ACH-001280,-0.869027933225
ACH-001283,-0.958461261124
ACH-001289,-0.92486610903
ACH-001295,-0.735368514626
ACH-001300,-0.579511940965
ACH-001301,-0.9146344608299999
ACH-001302,-0.9963903356649999
ACH-001303,-0.719338934453
ACH-001306,-0.763828772114
ACH-001318,-1.05243890404
ACH-001322,-1.06433526317
ACH-001328,-0.5583045622999999
ACH-001332,-0.660375606703
ACH-001333,-0.881633365784
ACH-001336,-0.6435264365169999
ACH-001340,-0.566632809634
ACH-001346,-0.659988652311
ACH-001353,-0.629322210405
ACH-001354,-1.3169764508
ACH-001367,-0.713309861731
ACH-001368,-0.8350212491590001
ACH-001374,-0.387047382843
ACH-001375,-0.9589378310200001
ACH-001377,-0.804509415714
ACH-001380,-0.767619521805
ACH-001391,-0.6526009368869999
ACH-001407,-0.72325381534
ACH-001408,-1.1884906823799999
ACH-001413,-0.581068790023
ACH-001430,-0.650193247752
ACH-001431,-0.8278305391740001
ACH-001450,-0.7448915205869999
ACH-001496,-1.05322943991
ACH-001500,-0.790009292755
ACH-001521,-0.667985654587
ACH-001523,-0.549348500501
ACH-001532,-0.866604214455
ACH-001536,-1.1798552447600001
ACH-001550,-1.00441447095
ACH-001552,-1.1430946792799999
ACH-001554,-0.716951530166
ACH-001645,-0.629754262363
ACH-001654,-0.719277666758
ACH-001715,-0.351390636736
ACH-001735,-0.629359322104
ACH-001736,-0.821812601542
ACH-001737,-0.8267942806980001
ACH-001740,-0.551753135953
ACH-001745,-0.641332034261
ACH-001750,-0.7404379125499999
ACH-001765,-0.700153723177
ACH-001956,-0.9304704385420001
ACH-001957,-0.9230307538120001
