,ZNHIT3 (9326)
ACH-000004,-0.496023557818
ACH-000007,-1.24565394577
ACH-000009,-0.8640563773000001
ACH-000011,-0.8932498545550001
ACH-000012,-0.8910413852529999
ACH-000013,-0.956979065298
ACH-000014,-0.833332713054
ACH-000015,-0.618328359031
ACH-000017,-0.868591267551
ACH-000018,-0.9637029841470001
ACH-000019,-0.8925097982729999
ACH-000021,-0.5673910334660001
ACH-000022,-0.999633162654
ACH-000025,-0.977265862354
ACH-000028,-1.26086316513
ACH-000030,-0.902210521603
ACH-000035,-1.3643164748199998
ACH-000036,-0.978513577694
ACH-000037,-0.984034340076
ACH-000039,-0.552576219386
ACH-000040,-1.03034883899
ACH-000041,-0.787142114939
ACH-000042,-0.811641470662
ACH-000045,-0.9166359185549999
ACH-000047,-0.7089717312739999
ACH-000052,-0.8933478515009999
ACH-000053,-0.73664727193
ACH-000054,-0.48763089775300006
ACH-000055,-0.8986447014
ACH-000060,-0.861446764224
ACH-000067,-1.21983520251
ACH-000070,-0.924674079455
ACH-000075,-1.00151265418
ACH-000078,-1.07518425815
ACH-000082,-0.606352863453
ACH-000085,-0.6863868121660001
ACH-000086,-1.04231968913
ACH-000087,-0.641740540823
ACH-000092,-0.9336762671369999
ACH-000095,-0.643092031079
ACH-000097,-1.00215093979
ACH-000098,-0.79221485134
ACH-000099,-0.79556820642
ACH-000108,-0.958157667494
ACH-000113,-0.668324364137
ACH-000115,-0.694287221787
ACH-000116,-0.939910763586
ACH-000118,-0.628282201283
ACH-000120,-0.8178527847220001
ACH-000123,-1.00491202411
ACH-000127,-0.928708944131
ACH-000128,-0.987983687717
ACH-000132,-0.741990685577
ACH-000133,-0.8459568016940001
ACH-000137,-0.602402451007
ACH-000138,-0.924875956671
ACH-000142,-1.0524833213
ACH-000143,-0.938751346945
ACH-000146,-0.775807325851
ACH-000148,-0.8984037982359999
ACH-000150,-0.6299128889150001
ACH-000152,-0.833098488674
ACH-000153,-0.982017439464
ACH-000159,-0.744764122168
ACH-000160,-1.0219341906200001
ACH-000163,-1.08556795018
ACH-000167,-0.9453966436650001
ACH-000168,-0.7945009665289999
ACH-000169,-0.732815148062
ACH-000178,-1.0727650933
ACH-000182,-0.779005751958
ACH-000183,-0.484151124204
ACH-000188,-1.0217088224700002
ACH-000189,-0.9776215274600001
ACH-000190,-0.7291522008849999
ACH-000198,-0.7760105038740001
ACH-000204,-0.859315550672
ACH-000206,-1.05225545394
ACH-000207,-0.7771576533650001
ACH-000211,-0.8907366458830001
ACH-000215,-1.21920261783
ACH-000221,-0.95598925655
ACH-000222,-0.888875657679
ACH-000223,-0.464363506768
ACH-000226,-0.8008449889589999
ACH-000227,-0.39072889183799997
ACH-000228,-0.786279085227
ACH-000231,-0.768848821557
ACH-000232,-0.907690159242
ACH-000233,-0.7619923311200001
ACH-000234,-0.814533962179
ACH-000235,-0.85500208928
ACH-000237,-0.826632144135
ACH-000238,-1.1750047219
ACH-000243,-0.9747797536489999
ACH-000244,-0.8652794274179999
ACH-000246,-1.20601687544
ACH-000248,-0.746094867934
ACH-000250,-0.943393711334
ACH-000251,-1.49846765188
ACH-000253,-0.590077752997
ACH-000255,-1.12944685437
ACH-000256,-0.7757119614
ACH-000257,-0.6224030617140001
ACH-000258,-0.71158805136
ACH-000259,-0.691328071149
ACH-000260,-1.0018242922299998
ACH-000261,-0.620503652216
ACH-000262,-1.01942111365
ACH-000263,0.076305368259
ACH-000264,-0.33958849115199996
ACH-000265,-0.972551500116
ACH-000266,-0.609418074123
ACH-000272,-0.630225220011
ACH-000273,-0.83425973402
ACH-000274,-1.10230947929
ACH-000277,-0.635384085672
ACH-000278,-1.08383312669
ACH-000279,-0.765144383423
ACH-000280,-0.828644782572
ACH-000281,-1.2538570944299998
ACH-000288,-0.794023592372
ACH-000291,-1.03691353995
ACH-000293,-0.974289001257
ACH-000294,-0.7244103035089999
ACH-000295,-0.688005516576
ACH-000296,-0.888593688645
ACH-000302,-0.863408036192
ACH-000304,-1.20728917896
ACH-000307,-0.705563459349
ACH-000308,-0.709881873653
ACH-000310,-0.447987311944
ACH-000311,-0.9065500384280001
ACH-000312,-0.877615193246
ACH-000315,-0.399221086201
ACH-000316,-1.1439917962100001
ACH-000317,-0.712472335289
ACH-000318,-0.808481821707
ACH-000319,-0.874607190057
ACH-000320,-0.906432236724
ACH-000322,-0.877054641206
ACH-000323,-0.7463878303489999
ACH-000324,-1.0040009037100002
ACH-000329,-0.8928577752179999
ACH-000330,-0.7702964316069999
ACH-000331,-0.986829703277
ACH-000332,-0.9128683221709999
ACH-000334,-0.495429765633
ACH-000335,-0.7769858515449999
ACH-000336,-1.1717341768
ACH-000337,-0.97510963527
ACH-000339,-0.87926724951
ACH-000341,-0.7815945046349999
ACH-000348,-0.7884252026430001
ACH-000350,-0.387294630087
ACH-000352,-1.24362346906
ACH-000356,-1.0398665294
ACH-000361,-1.1740030391399998
ACH-000362,-0.868935817863
ACH-000363,-0.338687649868
ACH-000364,-0.9562297733230001
ACH-000365,-0.47968091303800003
ACH-000366,-1.04093777985
ACH-000368,-0.804455197071
ACH-000374,-0.684981615904
ACH-000375,-1.08251916798
ACH-000376,-0.83788571293
ACH-000381,-0.981734604667
ACH-000383,-0.789843354657
ACH-000387,-0.8605219596789999
ACH-000389,-0.572864838964
ACH-000390,-0.626970413895
ACH-000393,-0.516357420171
ACH-000395,-0.645899828744
ACH-000397,-0.870007668536
ACH-000401,-0.889092091301
ACH-000402,-0.5897387999629999
ACH-000403,-0.517355819185
ACH-000404,-1.04605571858
ACH-000406,-0.622522407106
ACH-000407,-0.8117253447759999
ACH-000408,-0.9532917889939999
ACH-000410,-0.729447603953
ACH-000411,-1.0902908763799999
ACH-000414,-0.7540138235789999
ACH-000415,-1.1347585366500001
ACH-000416,-0.696540955447
ACH-000420,-0.6858648484090001
ACH-000421,-1.06446549846
ACH-000424,-1.0252467201100002
ACH-000425,-0.785705278145
ACH-000426,-0.377429803921
ACH-000427,-0.662989081445
ACH-000433,-1.28293771984
ACH-000436,-0.543875341186
ACH-000444,-0.897188300592
ACH-000445,-0.710777166295
ACH-000448,-1.06601483095
ACH-000450,-0.406004024841
ACH-000452,-0.7552047089210001
ACH-000454,-0.840138335719
ACH-000458,-0.984006814807
