,SPAST (6683)
ACH-000004,0.0873843557807
ACH-000007,0.184601823857
ACH-000009,0.30285081313400003
ACH-000011,0.0678341314822
ACH-000012,0.0991652952244
ACH-000013,0.138274661877
ACH-000014,-0.167228058343
ACH-000015,0.142988695174
ACH-000017,0.0389086514913
ACH-000018,0.278013829248
ACH-000019,0.312340424355
ACH-000021,-0.0949133795197
ACH-000022,0.0547893451922
ACH-000025,0.09175340528310001
ACH-000028,0.12420990833699999
ACH-000030,0.139645017608
ACH-000035,-0.0473238766098
ACH-000036,0.103279119376
ACH-000037,0.102432918954
ACH-000039,0.0815842422302
ACH-000040,0.0239316260945
ACH-000041,0.055709941366099996
ACH-000042,0.146062883152
ACH-000045,-0.04941320940780001
ACH-000047,0.16727518101299998
ACH-000052,-0.10489636877599999
ACH-000053,0.13488213639000002
ACH-000054,-0.12151838395199999
ACH-000055,0.125251284475
ACH-000060,0.11047530942099999
ACH-000067,0.0444988738458
ACH-000070,0.11245960985200001
ACH-000075,-0.0536146860964
ACH-000078,-0.0799455435798
ACH-000082,-0.0181182820281
ACH-000085,0.23202573121300002
ACH-000086,0.125947017968
ACH-000087,0.232226092621
ACH-000092,-0.152427437345
ACH-000095,0.033344179772299996
ACH-000097,0.0498876825961
ACH-000098,0.0538149082115
ACH-000099,0.0175068415146
ACH-000108,0.199919803342
ACH-000113,-0.325416624509
ACH-000115,-0.0603541026617
ACH-000116,0.0287449698251
ACH-000118,0.099396219691
ACH-000120,0.0823640554548
ACH-000123,0.08182221405739999
ACH-000127,0.114082765175
ACH-000128,-0.013912139329
ACH-000132,0.0327834687505
ACH-000133,-0.0321792448707
ACH-000137,-0.18895654363699999
ACH-000138,0.313853479849
ACH-000142,0.0438290557785
ACH-000143,-0.15814787697000002
ACH-000146,-0.0885751598802
ACH-000148,0.03845278664619999
ACH-000150,0.07519865357910001
ACH-000152,0.05929968790469999
ACH-000153,0.299859274751
ACH-000159,-0.0404509387449
ACH-000160,0.0361335657961
ACH-000163,0.05926304531380001
ACH-000167,-0.07128795937599999
ACH-000168,-0.000354881438816
ACH-000169,0.040212865017
ACH-000178,0.0782431853753
ACH-000182,0.014125221863599999
ACH-000183,-0.0697667074001
ACH-000188,-0.16227330952
ACH-000189,0.0472676420032
ACH-000190,-0.07035787514510002
ACH-000198,0.055198702667
ACH-000204,-0.11366545039899999
ACH-000206,-0.17711702386199998
ACH-000207,-0.0846399317311
ACH-000211,0.0386633595811
ACH-000215,0.08019506155560001
ACH-000221,-0.00493483399673
ACH-000222,0.21893731515
ACH-000223,0.0220789864634
ACH-000226,-0.153713755551
ACH-000227,-0.138923619901
ACH-000228,-0.0934907680947
ACH-000231,-0.0279212027888
ACH-000232,0.11966335609
ACH-000233,-0.11834195201400001
ACH-000234,-0.14903880812200002
ACH-000235,0.10643961612700001
ACH-000237,0.08576846062410001
ACH-000238,0.0780026326151
ACH-000243,0.028256045569700003
ACH-000244,0.281138944731
ACH-000246,0.0696822149137
ACH-000248,0.147805419033
ACH-000250,0.190445730955
ACH-000251,0.250811600581
ACH-000253,0.0163669849307
ACH-000255,0.08094401555610001
ACH-000256,0.208707152604
ACH-000257,0.22759532801399998
ACH-000258,0.26186042297400003
ACH-000259,-0.012207614436600001
ACH-000260,0.08225874769500001
ACH-000261,-0.019135212848
ACH-000262,-0.329965265577
ACH-000263,0.114636141065
ACH-000264,0.161936089396
ACH-000265,0.07507404978610001
ACH-000266,-0.00902968905622
ACH-000272,0.11095655340600001
ACH-000273,-0.021948169805099997
ACH-000274,-0.025943038367599997
ACH-000277,-0.178467076562
ACH-000278,0.243644735924
ACH-000279,0.0267099747515
ACH-000280,-0.10706884181500001
ACH-000281,0.22741016583299997
ACH-000288,0.08560315719669999
ACH-000291,0.0634548279534
ACH-000293,0.032969303113599996
ACH-000294,0.215651877029
ACH-000295,0.34288528832500004
ACH-000296,0.15215666422399998
ACH-000302,0.109383175131
ACH-000304,0.060992725995500006
ACH-000307,-0.0647689024461
ACH-000308,-0.0537589661372
