,NAPG (8774)
ACH-000198,-0.394586674231
ACH-000204,-0.9899991447480001
ACH-000206,-0.824517792457
ACH-000207,-0.693916992383
ACH-000211,-0.317304024465
ACH-000215,-0.625421054673
ACH-000221,-0.21509553817699997
ACH-000222,-1.1727201425
ACH-000223,-0.451768963721
ACH-000226,-1.18393159095
ACH-000227,-0.547340283349
ACH-000228,-0.577014774124
ACH-000231,-0.28628319644699995
ACH-000232,-1.0740679491
ACH-000233,-1.3609797573500002
ACH-000234,-0.906524709155
ACH-000235,-0.511777902728
ACH-000237,-0.9341095388439999
ACH-000238,-1.4487629888100002
ACH-000243,-1.05315234713
ACH-000244,-0.922865717006
ACH-000246,-0.933468186309
ACH-000248,-0.571310495397
ACH-000250,-0.6638058387820001
ACH-000251,-1.38202328204
ACH-000253,-0.584591766007
ACH-000255,-0.962060141498
ACH-000256,-0.508521330773
ACH-000257,-0.537023308074
ACH-000258,-0.645787412202
ACH-000259,-0.474528254328
ACH-000260,-0.365208849884
ACH-000261,-0.202772022872
ACH-000262,-0.8430866296699999
ACH-000263,-1.24070581435
ACH-000264,-0.503918621626
ACH-000265,-0.604543353592
ACH-000266,-0.525015132107
ACH-000272,-1.26382613494
ACH-000273,-0.41363031253
ACH-000274,-0.461832991117
ACH-000277,-0.777825831435
ACH-000278,-0.419963878514
ACH-000279,-0.40131851284500003
ACH-000280,-0.8928942025700002
ACH-000281,-0.801722679776
ACH-000288,-0.9702159647149999
ACH-000291,-0.226417025054
ACH-000293,-1.2570021920399999
ACH-000294,0.073575796207
ACH-000295,-0.37457697613000007
ACH-000296,-1.0491474487299999
ACH-000302,-0.119745654502
ACH-000304,-0.5739297974090001
ACH-000307,-0.32004801435400004
ACH-000308,-1.06846615651
ACH-000310,-0.44215848442199995
ACH-000311,-1.17207555538
ACH-000312,-0.588443392401
ACH-000315,-0.8666739229629999
ACH-000316,-0.15883501017100002
ACH-000317,-0.641117192727
ACH-000318,-0.624420616896
ACH-000319,-0.5160934973610001
ACH-000320,-0.714474036769
ACH-000322,-0.47259881939599996
ACH-000323,-0.45957650112099996
ACH-000324,-0.5285409407339999
ACH-000329,-0.237201080904
ACH-000330,-0.564630777386
ACH-000331,-0.9985734924259999
ACH-000332,-1.22156279909
ACH-000334,-0.39639366969000006
ACH-000335,-0.325193092438
ACH-000336,-0.498417859174
ACH-000337,-0.6444894461999999
ACH-000339,-0.688070775352
ACH-000341,-0.473634181677
ACH-000348,-0.95806427847
ACH-000350,-0.408590901237
ACH-000352,-0.22924483489599998
ACH-000356,-1.01778161527
ACH-000361,-0.7406777798199999
ACH-000362,-0.422534433307
ACH-000363,-1.2031267914100001
ACH-000364,-0.716520264146
ACH-000365,-0.44821270571599997
ACH-000366,-1.3868346345700002
ACH-000368,-1.19684016968
ACH-000374,-0.39916614299099995
ACH-000375,-0.6998601226629999
ACH-000376,-0.528912526294
ACH-000381,-1.06337206615
ACH-000383,-0.634915277655
ACH-000387,-0.96640069361
ACH-000389,-0.587182034917
ACH-000390,-0.727831700519
ACH-000393,-0.42516726594099996
ACH-000395,-1.0690066611799998
ACH-000397,-1.20541010635
ACH-000401,-1.15931775364
ACH-000402,-0.330200667012
ACH-000403,-0.19691833654399998
ACH-000404,-1.07002270985
ACH-000406,-0.221729684091
ACH-000407,-1.13128748692
ACH-000408,-1.10880215988
ACH-000410,-0.9581493889299999
ACH-000411,-0.7906334712090001
ACH-000414,-0.40803872158
ACH-000415,-0.528883141105
ACH-000416,-0.836530088454
ACH-000420,-0.57155441365
ACH-000421,-0.683478353543
ACH-000424,-1.00884747879
ACH-000425,-0.533564930213
ACH-000426,-0.259458759382
ACH-000427,-0.422352711155
ACH-000433,-0.24698236773499999
ACH-000436,-0.854379317583
ACH-000444,-0.464030599679
ACH-000445,-1.2190183645700001
ACH-000448,-0.840305121542
ACH-000450,-0.732852590953
ACH-000452,-0.59316997133
ACH-000454,-1.08062966567
ACH-000458,-1.17246272552
ACH-000459,-0.71027196095
ACH-000460,-0.494455124373
ACH-000461,-1.19264828236
ACH-000463,-1.2728884839599999
ACH-000464,-0.40173851488799994
ACH-000466,-0.899227068463
ACH-000467,-0.7921147998929999
ACH-000468,-0.296605760149
ACH-000469,-0.473167674585
ACH-000470,-1.63471441164
ACH-000471,-0.5330255793800001
ACH-000472,-1.1871749186
ACH-000473,-0.711394214012
ACH-000475,-0.980534100814
ACH-000476,-0.349236773949
ACH-000477,-0.743009313048
ACH-000480,-1.0171268200599999
ACH-000481,-0.29114587840399997
ACH-000483,-0.6479023659440001
ACH-000484,-0.904945279254
ACH-000485,-0.647476815486
ACH-000486,-0.316457490746
ACH-000487,-1.2899164278200002
ACH-000488,-1.00154390934
ACH-000490,-0.36825928828599996
ACH-000491,-0.171421571198
ACH-000495,-0.895605322007
ACH-000496,-0.5655488716229999
ACH-000499,-0.927958167652
ACH-000500,-0.660980670649
ACH-000502,-0.289324951535
ACH-000503,-0.735530708383
ACH-000505,-0.326646695354
ACH-000507,-0.749639713084
ACH-000510,-1.0026266233
ACH-000511,-1.0498518989899999
ACH-000512,-1.5268392343700001
ACH-000516,-0.7765198466399998
ACH-000517,-0.294504303086
ACH-000518,-0.948922733344
ACH-000520,-0.447371092422
ACH-000521,-0.36322284026900004
ACH-000522,-0.864520531479
ACH-000524,-0.609660029939
ACH-000527,-0.7249602484819999
ACH-000528,-1.09491177815
ACH-000537,-0.826291448712
ACH-000541,-1.1172923164
ACH-000542,-0.9937141020550001
ACH-000544,-0.465661425752
ACH-000545,-0.739191591411
ACH-000547,-0.677203438566
ACH-000548,-1.5647247754
ACH-000549,-0.3993177839
ACH-000550,-0.545896381598
ACH-000552,-0.8010035193680001
ACH-000556,-0.167693041964
ACH-000557,-0.15003742657299998
ACH-000570,-1.01128421254
ACH-000571,-1.7057177452399999
ACH-000573,-0.7352066835169999
ACH-000576,-1.04782993169
ACH-000580,-0.583063781452
ACH-000584,-0.46821568473499997
ACH-000585,-0.382711159119
ACH-000588,-1.21738989296
ACH-000589,-0.356255497187
ACH-000591,-0.752432230933
ACH-000593,-1.22227568073
ACH-000600,-0.5400697232739999
ACH-000601,-0.492961099882
ACH-000604,-1.1015648765600001
ACH-000605,-1.37506693316
ACH-000606,-0.506171156022
ACH-000608,-1.2495611406
ACH-000614,-0.22874028041799999
ACH-000616,-1.2722106059799998
ACH-000618,-0.208426037238
ACH-000619,-0.36900220466600003
ACH-000620,-0.639235389029
ACH-000621,-0.66715679895
ACH-000622,-0.230076148827
ACH-000623,-0.651057491346
ACH-000624,-1.12069166424
ACH-000627,-1.0604787076
ACH-000630,-0.902001882878
ACH-000632,-0.265995598715
ACH-000633,-0.7846652597020001
ACH-000637,-1.2360223608299998
ACH-000638,-1.5211108411399998
ACH-000646,-1.39822142551
ACH-000647,-1.00795057561
ACH-000648,-1.007555207
ACH-000649,-1.1787521875
ACH-000651,-1.0040905512
ACH-000652,-1.03682031585
ACH-000653,-0.35667357320500004
ACH-000657,-0.914068371833
ACH-000658,-1.2201658990000002
ACH-000661,-0.668841859138
ACH-000662,-1.03896542626
ACH-000663,-1.19031766997
ACH-000665,-0.450520706575
ACH-000671,-0.993035388628
ACH-000673,-1.20550620155
ACH-000676,-0.730129811241
ACH-000677,-1.4741774420700002
ACH-000681,-0.41616988515299996
ACH-000682,-0.659050201587
ACH-000683,-0.360740187412
ACH-000684,-0.7639559016949999
ACH-000688,-0.435805458096
ACH-000693,-0.467027090014
ACH-000694,-1.10572567647
ACH-000695,-0.718536454771
ACH-000696,-0.9637246297900001
ACH-000697,-0.8783629306999999
ACH-000699,-1.4165641848100001
ACH-000701,-0.287055475153
ACH-000706,-0.36969820232199996
ACH-000711,-1.33762291627
ACH-000713,-1.25754644365
ACH-000714,-0.468403899763
ACH-000718,-0.825434654554
ACH-000720,-0.575339275249
ACH-000721,-0.20516642577999997
ACH-000724,-1.56971687546
ACH-000725,-0.36395469985600004
ACH-000732,-1.15518077748
ACH-000734,-1.4616281373700002
ACH-000735,-0.395028455959
ACH-000736,-0.403644726508
ACH-000738,-0.35571623093500004
ACH-000746,-0.691595959981
ACH-000747,-0.307904698403
ACH-000748,-0.301709047383
ACH-000753,-0.670621970192
ACH-000756,-1.18822338394
ACH-000757,-0.5007356381170001
ACH-000758,-1.29479342397
ACH-000760,-0.21837133338599998
ACH-000763,-1.01875155013
ACH-000764,-0.999246161014
ACH-000765,-0.670565859656
ACH-000766,-0.613371110571
ACH-000767,-0.457012327343
ACH-000768,-0.993642564509
ACH-000769,-0.8925121741519999
ACH-000770,-0.610173629391
ACH-000771,-0.916358426368
ACH-000773,-1.32574982065
ACH-000776,-0.786454131725
ACH-000777,-0.35634937647500003
ACH-000778,-0.439490610221
ACH-000781,-0.182369511211
ACH-000782,-0.499313806483
ACH-000783,-0.33946072832199997
ACH-000784,-0.815271184744
ACH-000785,-0.2709080692
ACH-000787,-1.33628586434
ACH-000788,-0.392445513807
ACH-000791,-0.427067870961
ACH-000792,-1.4412903692399999
ACH-000794,-1.25349771077
ACH-000796,-0.616735605906
ACH-000799,-0.517196671912
ACH-000800,-0.329886551448
ACH-000802,-0.9728662961139999
ACH-000804,-0.716403545764
ACH-000805,-0.445915305984
ACH-000809,-0.242668755678
ACH-000810,-0.07072008984289999
ACH-000811,-0.3159088422
ACH-000817,-1.15542288565
ACH-000819,-0.980122476623
ACH-000820,-0.8886028702150001
ACH-000821,-0.44596397788000003
ACH-000822,-2.0945945145400002
ACH-000823,-1.0105716712000001
ACH-000824,-0.545997284138
ACH-000827,-1.11886504805
ACH-000829,-1.06400517411
ACH-000831,-0.49662665417499996
ACH-000832,-0.885927739059
ACH-000833,-0.39455758997
ACH-000834,-1.06098517069
ACH-000835,-0.573477866483
ACH-000836,-1.15559610534
ACH-000837,-0.9879653139200001
ACH-000838,-0.605133003252
ACH-000839,-0.872581671648
ACH-000840,-1.20901713911
ACH-000841,-1.2983817465
ACH-000843,-0.752312749243
ACH-000846,-0.473100546692
ACH-000847,-0.881512092166
ACH-000848,-0.517750943798
ACH-000849,-0.374960784467
ACH-000851,-1.1416540094299998
ACH-000855,-1.03514210781
ACH-000856,-0.600282258397
ACH-000858,-1.19534537959
ACH-000859,-1.23444010116
ACH-000861,-0.579343589944
ACH-000862,-0.649650249054
ACH-000865,-0.480729828353
ACH-000866,-0.9626639520460001
ACH-000867,-0.30946304066999997
ACH-000869,-0.546743939363
ACH-000872,-0.433562252107
ACH-000873,-0.624645155326
ACH-000876,-0.42452530385399995
ACH-000878,-0.547741216612
ACH-000880,-0.690645370823
ACH-000881,-0.664685774127
ACH-000882,-1.13114481188
ACH-000884,-0.683248228758
ACH-000885,-0.551727094641
ACH-000887,-0.9661163560780001
ACH-000888,-0.5435783273120001
ACH-000889,-0.746476122915
ACH-000890,-0.5348184764639999
ACH-000896,-0.98428385124
ACH-000898,-0.870886699912
ACH-000900,-0.208485034855
ACH-000901,-1.23471750881
ACH-000905,-0.6116220927570001
ACH-000906,-1.1327802334700001
ACH-000907,-1.10901630434
ACH-000910,-0.25641689960700004
ACH-000911,-1.1833065701899999
ACH-000912,-1.17743130098
ACH-000913,-0.9007212114190001
ACH-000915,-0.584732944502
ACH-000916,-0.7360316909219999
ACH-000917,-1.06221846499
ACH-000921,-0.27022739133699997
ACH-000924,-0.270958594357
ACH-000926,-0.9548811858249999
ACH-000928,-0.8072789029
ACH-000929,-0.982287168063
ACH-000932,-0.7752124949860001
ACH-000935,-0.784711609117
ACH-000936,-0.958784382455
ACH-000937,-0.31200841319
ACH-000938,-0.5263413923899999
ACH-000939,-0.478031849111
ACH-000941,-0.209425831531
ACH-000943,-0.65349700849
ACH-000946,-0.420118829147
ACH-000947,-0.334335517282
ACH-000948,-0.505605360544
ACH-000950,-1.06155654473
ACH-000953,-0.160227117319
ACH-000957,-0.7413072032770001
ACH-000958,-0.945192177175
ACH-000960,-0.415440523609
ACH-000963,-0.7049957312340001
ACH-000968,-0.5004072439239999
ACH-000969,-0.816279718455
ACH-000973,-0.22882636491099997
ACH-000974,-0.926160362947
ACH-000975,-1.03571151779
ACH-000976,-0.9252005258239999
ACH-000978,-0.431108974126
ACH-000980,-0.240104105722
ACH-000984,-0.655593557255
ACH-000986,-0.804741190844
ACH-000988,-0.759427465158
ACH-000993,-0.362500323255
ACH-000994,-0.6777174992820001
ACH-000996,-0.8330853463590001
ACH-001001,-0.6966001527879999
ACH-001020,-1.29313681765
ACH-001028,-0.7097236960100001
ACH-001031,-0.633821054489
ACH-001038,-0.851597593664
ACH-001048,-0.807442106532
ACH-001050,-1.49549611015
ACH-001053,-1.15697092552
ACH-001054,-0.743052241443
ACH-001061,-0.399415083128
ACH-001067,-1.23015948962
ACH-001075,-0.9869247012819999
ACH-001096,-0.495175977941
ACH-001128,-0.976357939994
ACH-001134,-0.913785716939
ACH-001151,-0.472947710268
ACH-001163,-0.8509568318449999
ACH-001164,-0.7984655477789999
ACH-001173,-0.8038972127159999
ACH-001183,-0.508632506301
ACH-001184,-0.929784545586
ACH-001190,-1.16657680369
ACH-001192,-1.0042254150399998
ACH-001193,-0.435397022918
ACH-001196,-0.738029992961
ACH-001197,-0.801468065215
ACH-001205,-0.76071096235
ACH-001211,-0.717304945325
ACH-001212,-0.503372472645
ACH-001228,-0.6839291833040001
ACH-001232,-0.5912082319290001
ACH-001239,-0.672794660792
ACH-001274,-0.783325806821
ACH-001275,-0.6905200550630001
ACH-001277,-1.2343609991700002
ACH-001278,-0.634914502553
ACH-001280,-0.609305485041
ACH-001283,-0.616834570586
ACH-001289,-1.05204212141
ACH-001295,-0.8123486988449999
ACH-001300,-0.481659642376
ACH-001301,-0.6554419244740001
ACH-001302,-0.477092165313
ACH-001303,-0.31666648985
ACH-001306,-0.21807719489799998
ACH-001318,-0.304595157831
ACH-001322,-0.7542785528810001
ACH-001328,-0.270528777089
ACH-001332,-0.782846621187
ACH-001333,-0.564455183116
ACH-001336,-0.545610741555
ACH-001340,-1.1975953442799998
ACH-001346,-0.9503260330509999
ACH-001353,-1.3649863493799999
ACH-001354,-0.160955265651
ACH-001367,-1.10303172166
ACH-001368,-0.309300430975
ACH-001374,-0.7526577704170001
ACH-001375,-0.6071220695139999
ACH-001377,-0.999821434518
ACH-001380,-0.919062285754
ACH-001391,-0.123391053422
ACH-001407,-0.379162675141
ACH-001408,-0.764509923511
ACH-001413,-0.655181901003
ACH-001430,-0.678373705537
ACH-001431,-0.425029635154
ACH-001450,-0.29418553297
ACH-001496,-0.978187373803
ACH-001500,-1.0429212134
ACH-001521,-0.660458130173
ACH-001523,-1.13340997073
ACH-001532,-0.56488298581
ACH-001536,-0.623771030971
ACH-001550,-1.18888445176
ACH-001552,-1.2697928587
ACH-001554,-0.9883710585100001
ACH-001645,-0.673364738329
ACH-001654,-1.00700007432
ACH-001715,-0.49515355677
ACH-001735,-0.365271397677
ACH-001736,-0.440778820406
ACH-001737,-0.7986885358239999
ACH-001740,-0.8635393222840001
ACH-001745,-0.919879778627
ACH-001750,-1.0387449480600002
ACH-001765,-1.23916699765
ACH-001956,-1.2283944498100001
ACH-001957,-1.2461700556200002
