,PROC (5624)
ACH-000004,-0.0982631087424
ACH-000007,-0.171237547647
ACH-000009,-0.138014212681
ACH-000011,-0.10782725449200001
ACH-000012,-0.094935565861
ACH-000013,-0.0837287514102
ACH-000014,-0.332658841978
ACH-000015,-0.17231671049000002
ACH-000017,0.0495102169584
ACH-000018,-0.333421828368
ACH-000019,-0.100007790976
ACH-000021,0.0505398528621
ACH-000022,-0.186195962652
ACH-000025,0.0752222073224
ACH-000028,0.00980382173358
ACH-000030,-0.211236575551
ACH-000035,-0.122713003075
ACH-000036,0.13181337779400001
ACH-000037,0.0037308770236500004
ACH-000039,-0.056953187304300004
ACH-000040,0.0161641537529
ACH-000041,-0.056219066063
ACH-000042,-0.0817483155349
ACH-000045,-0.158928343104
ACH-000047,-0.00981696298221
ACH-000052,0.373864813892
ACH-000053,0.00520798854776
ACH-000054,-0.07610629471319999
ACH-000055,-0.0959612710509
ACH-000060,-0.165493422138
ACH-000067,0.156506478675
ACH-000070,-0.0288971983996
ACH-000075,-0.13008720894200002
ACH-000078,-0.0509708506448
ACH-000082,0.0297144717256
ACH-000085,-0.141283368219
ACH-000086,-0.11657547400800002
ACH-000087,-0.114181797834
ACH-000092,-0.22400995278799998
ACH-000095,-0.0698073019033
ACH-000097,0.117295946867
ACH-000098,-0.06992458820689999
ACH-000099,-0.08720934957219999
ACH-000108,-0.207073532125
ACH-000113,-0.106625963352
ACH-000115,0.294687330364
ACH-000116,-0.0129776951659
ACH-000118,-0.06414656708269999
ACH-000120,-0.14940557162100002
ACH-000123,-0.019891546907500002
ACH-000127,-0.111187423818
ACH-000128,-0.178582153738
ACH-000132,0.000302137125996
ACH-000133,-0.071695311878
ACH-000137,-0.273683349162
ACH-000138,-0.11700228515200001
ACH-000142,-0.0702497177335
ACH-000143,-0.0647357316936
ACH-000146,-0.0622193555701
ACH-000148,0.0843905497685
ACH-000150,0.10771082633300001
ACH-000152,-0.06725367355140001
ACH-000153,0.157032557541
ACH-000159,-0.284138975837
ACH-000160,-0.155032088274
ACH-000163,-0.146324020222
ACH-000167,-0.0299646290478
ACH-000168,-0.175359292905
ACH-000169,0.0236966766878
ACH-000178,-0.19375698264199998
ACH-000182,-0.014279383383799998
ACH-000183,-0.18041854725900003
ACH-000188,-0.047345339244
ACH-000189,-0.130251015208
ACH-000190,-0.148880307149
ACH-000198,-0.11251517697
ACH-000204,-0.0967434423351
ACH-000206,0.0213809365469
ACH-000207,0.09404818378730001
ACH-000211,0.0668062881663
ACH-000215,0.11205461322799999
ACH-000221,-0.320176859828
ACH-000222,-0.22798511204
ACH-000223,-0.11775906633099999
ACH-000226,-0.197506517677
ACH-000227,-0.0859986205363
ACH-000228,0.0672913374905
ACH-000231,-0.0522386450132
ACH-000232,-0.027363666329
ACH-000233,0.0675034740741
ACH-000234,-0.0983684382072
ACH-000235,-0.175372614123
ACH-000237,-0.059128400167199995
ACH-000238,-0.0100037286598
ACH-000243,-0.037245530188599996
ACH-000244,0.0214069755334
ACH-000246,-0.0357776942038
ACH-000248,0.0699102883309
ACH-000250,-0.169530367613
ACH-000251,0.0653075696665
ACH-000253,-0.05271013991830001
ACH-000255,-0.213802460442
ACH-000256,-0.034014617516000004
ACH-000257,0.317951954872
ACH-000258,0.0911228381821
ACH-000259,0.028443208095299998
ACH-000260,-0.0472148312687
ACH-000261,-0.0722062387447
ACH-000262,-0.23719205861200002
ACH-000263,0.124191669998
ACH-000264,0.0703376163285
ACH-000265,-0.130985318156
ACH-000266,-0.044679065392000006
ACH-000272,-0.0587912536955
ACH-000273,0.00692870231976
ACH-000274,-0.0548922081979
ACH-000277,0.09785086322730001
ACH-000278,0.09894594350819999
ACH-000279,-0.07890855373589999
ACH-000280,-0.148129677693
ACH-000281,-0.0457501431065
ACH-000288,-0.056657146555
ACH-000291,0.0836170127477
ACH-000293,-0.19796763131200001
ACH-000294,0.12670421245
ACH-000295,0.128745619276
ACH-000296,0.0285382780357
ACH-000302,-0.0583144599034
ACH-000304,-0.207388501628
ACH-000307,-0.142108313136
ACH-000308,-0.19745770000100002
ACH-000310,-0.133560488876
ACH-000311,-0.130249826113
ACH-000312,-0.130417724371
ACH-000315,0.103661695768
ACH-000316,0.0168265795824
ACH-000317,-0.486762499987
ACH-000318,-0.241331341806
ACH-000319,-0.210542801249
ACH-000320,-0.0579132453374
ACH-000322,-0.341583208431
ACH-000323,0.0523006014493
ACH-000324,-0.257476890991
ACH-000329,-0.185188015352
ACH-000330,-0.15763749748199998
ACH-000331,-0.0466946630675
ACH-000332,0.0344521890626
ACH-000334,0.25455259989
ACH-000335,-0.33088769457899997
ACH-000336,0.0160571142778
ACH-000337,-0.148202064183
ACH-000339,-0.24809783831999999
ACH-000341,-0.236910191892
ACH-000348,0.049122759759999995
ACH-000350,-0.129003562183
ACH-000352,-0.109755577145
ACH-000356,-0.00551857637086
ACH-000361,0.0142348802787
ACH-000362,-0.0321356175486
ACH-000363,-0.11732986230100001
ACH-000364,0.0145627288148
ACH-000365,-0.0971363026788
ACH-000366,0.0577010443843
ACH-000368,-0.062133387236900005
ACH-000374,-0.15721358682800002
ACH-000375,-0.155920876079
ACH-000376,-0.0798918206316
ACH-000381,-0.154871409986
ACH-000383,-0.173289046861
ACH-000387,-0.145492610759
ACH-000389,0.0833948943585
ACH-000390,-0.0521155810924
ACH-000393,0.011793253391200001
ACH-000395,-0.043894284369599995
ACH-000397,0.0982207604761
ACH-000401,-0.0253812217724
ACH-000402,-0.09569250142510001
ACH-000403,-0.0851338739078
ACH-000404,-0.311910175806
ACH-000406,-0.248384701357
ACH-000407,0.056448848311800005
ACH-000408,-0.15324135748
ACH-000410,0.036773342700199996
ACH-000411,0.016183283185299997
ACH-000414,-0.0189484636035
ACH-000415,-0.30817087226
ACH-000416,-0.120654418267
ACH-000420,-0.111624825829
ACH-000421,-0.09797803800560001
ACH-000424,-0.0649399220593
ACH-000425,-0.18298460926100002
ACH-000426,0.237464341543
ACH-000427,0.30756792319299997
ACH-000433,0.0316411329834
ACH-000436,-0.178292159991
ACH-000444,-0.0652315652417
ACH-000445,-0.0998539516646
ACH-000448,0.0490339866096
ACH-000450,0.10498468098099999
ACH-000452,0.0656093616551
ACH-000454,-0.18493587560400002
ACH-000458,-0.160605511581
ACH-000459,-0.0666408846571
ACH-000460,0.005243444894439999
ACH-000461,0.024515469033
ACH-000463,-0.211728227485
ACH-000464,-0.16086139712300002
ACH-000466,0.053117916505500004
ACH-000467,-0.125779201664
ACH-000468,-0.142828521466
ACH-000469,0.0291673279995
ACH-000470,-0.14469670365
ACH-000471,-0.119390570152
ACH-000472,-0.103901968651
ACH-000473,0.0990765942327
ACH-000475,-0.0785963632918
ACH-000476,0.102344912992
ACH-000477,-0.20638339761399999
ACH-000480,0.11344810404000001
