,POLR1A (25885)
ACH-000004,-1.31709698115
ACH-000007,-1.6343873803600002
ACH-000009,-1.51396401829
ACH-000011,-1.3311816778399999
ACH-000012,-1.56079130057
ACH-000013,-1.4386096378100002
ACH-000014,-1.39061831762
ACH-000015,-1.28094505388
ACH-000017,-1.44921548287
ACH-000018,-1.55596475372
ACH-000019,-1.46873241038
ACH-000021,-1.3238736422700002
ACH-000022,-1.6648239010299999
ACH-000025,-1.4098218521599999
ACH-000028,-1.2931429085700001
ACH-000030,-1.38186333768
ACH-000035,-1.45772875372
ACH-000036,-1.39459533319
ACH-000037,-1.58873796433
ACH-000039,-1.41276327083
ACH-000040,-1.53508062579
ACH-000041,-1.25187792802
ACH-000042,-1.3187421581899998
ACH-000045,-1.61623829247
ACH-000047,-1.4014668061000002
ACH-000052,-1.53256844405
ACH-000053,-1.54164111364
ACH-000054,-1.6332173084700001
ACH-000055,-1.6522495120200003
ACH-000060,-1.42330539416
ACH-000067,-1.28391142514
ACH-000070,-1.54819158479
ACH-000075,-1.60746848536
ACH-000078,-1.3685378855
ACH-000082,-1.0665560030299999
ACH-000085,-1.48151644294
ACH-000086,-1.31653826795
ACH-000087,-1.2007879017799998
ACH-000092,-1.59694299321
ACH-000095,-1.6707000783000001
ACH-000097,-1.4892471846700002
ACH-000098,-1.47515751204
ACH-000099,-1.63734275898
ACH-000108,-1.3397618092399999
ACH-000113,-1.41275517072
ACH-000115,-1.84085968873
ACH-000116,-1.2906853673
ACH-000118,-1.2018085142200001
ACH-000120,-1.26872843421
ACH-000123,-1.51297666038
ACH-000127,-1.4153251359
ACH-000128,-1.43608597283
ACH-000132,-1.4955245426
ACH-000133,-1.3564313386000002
ACH-000137,-1.3783981296
ACH-000138,-1.30789671792
ACH-000142,-1.5573895365600001
ACH-000143,-1.18222822009
ACH-000146,-1.4444462768200002
ACH-000148,-1.3969519156
ACH-000150,-1.50250511873
ACH-000152,-1.63813414527
ACH-000153,-1.38847314495
ACH-000159,-1.62999651412
ACH-000160,-1.21997289521
ACH-000163,-1.3756848991400001
ACH-000167,-1.55862161338
ACH-000168,-1.33622672308
ACH-000169,-1.42644130768
ACH-000178,-1.3859407082700002
ACH-000182,-1.37500678593
ACH-000183,-1.16932699113
ACH-000188,-1.49570826757
ACH-000189,-1.9435605960599998
ACH-000190,-1.21210688109
ACH-000198,-1.6146125273700003
ACH-000204,-1.54347325691
ACH-000206,-1.78350603107
ACH-000207,-1.36637075607
ACH-000211,-1.41463443034
ACH-000215,-1.58164736226
ACH-000221,-1.51108494972
ACH-000222,-1.41898952392
ACH-000223,-1.7402764264500001
ACH-000226,-1.39663496861
ACH-000227,-1.51677656684
ACH-000228,-1.5446771377500002
ACH-000231,-1.5536711777599999
ACH-000232,-1.35455542904
ACH-000233,-1.5362605245200003
ACH-000234,-1.53756175541
ACH-000235,-1.4809695111599999
ACH-000237,-1.3425363361700002
ACH-000238,-1.74132029679
ACH-000243,-1.4646483829899999
ACH-000244,-1.63007935925
ACH-000246,-1.5788396828400002
ACH-000248,-1.59289994614
ACH-000250,-1.41270480278
ACH-000251,-1.25449937806
ACH-000253,-1.5982056033899998
ACH-000255,-1.28395197631
ACH-000256,-1.65651556477
ACH-000257,-1.7319269242400002
ACH-000258,-1.66396020231
ACH-000259,-1.54822453685
ACH-000260,-1.08804565877
ACH-000261,-1.4056462457799999
ACH-000262,-1.4190665801499998
ACH-000263,-1.61660334033
ACH-000264,-1.60506808641
ACH-000265,-1.54681111604
ACH-000266,-1.49838860299
ACH-000272,-1.4303823466799999
ACH-000273,-1.50483117116
ACH-000274,-1.37462903817
ACH-000277,-1.2861032123
ACH-000278,-1.19929311582
ACH-000279,-1.4348562515
ACH-000280,-1.37042324239
ACH-000281,-1.4998474102200001
ACH-000288,-1.48916717801
ACH-000291,-1.3760522973700002
ACH-000293,-1.26165188455
ACH-000294,-1.50041745915
ACH-000295,-1.46033705574
ACH-000296,-1.5502883485799999
ACH-000302,-1.5230240362
ACH-000304,-1.18231081302
ACH-000307,-1.3876763266
ACH-000308,-1.42851363624
ACH-000310,-1.55918351564
ACH-000311,-1.5470087700100001
ACH-000312,-1.5749799326700002
ACH-000315,-1.64053753433
ACH-000316,-1.21182707169
ACH-000317,-1.9226562692299998
ACH-000318,-1.5155931829299998
ACH-000319,-1.4841639066999999
ACH-000320,-1.6517514500600001
ACH-000322,-1.47539181334
ACH-000323,-1.71598326286
ACH-000324,-1.49476670115
ACH-000329,-1.3973038770200001
ACH-000330,-1.3612490198500002
ACH-000331,-1.22546722093
ACH-000332,-1.36587005878
ACH-000334,-1.59830174451
ACH-000335,-1.3138384422700002
ACH-000336,-1.6155221015299999
ACH-000337,-1.5859745612399998
ACH-000339,-1.35035306745
ACH-000341,-1.6706569754700002
ACH-000348,-1.23038699529
ACH-000350,-1.6252219091799998
ACH-000352,-1.30358371166
ACH-000356,-1.44930430084
ACH-000361,-1.19884951057
ACH-000362,-1.4716843048700001
ACH-000363,-1.27093831145
ACH-000364,-1.31976446725
ACH-000365,-1.5658678610299999
ACH-000366,-1.46946280302
ACH-000368,-1.4462176111899998
ACH-000374,-1.50934010676
ACH-000375,-1.24276900617
ACH-000376,-1.2579948464200001
ACH-000381,-1.68805350725
ACH-000383,-1.7169647014200002
ACH-000387,-1.58166210545
ACH-000389,-1.49211513857
ACH-000390,-1.5309023452500001
ACH-000393,-1.39931541051
ACH-000395,-1.4503161751299998
ACH-000397,-1.30471995442
ACH-000401,-1.20668384862
ACH-000402,-1.68491044306
ACH-000403,-1.7598193776900002
ACH-000404,-1.3851551563799998
ACH-000406,-1.4776701133399999
ACH-000407,-1.4219166979700002
ACH-000408,-1.6633794865600002
ACH-000410,-1.32516157377
ACH-000411,-1.2252607316600002
ACH-000414,-1.5062503182700002
ACH-000415,-1.59758790373
ACH-000416,-1.5466146478100002
ACH-000420,-1.6738164112399998
ACH-000421,-1.53646361586
ACH-000424,-1.46480637123
ACH-000425,-1.4680059676800001
ACH-000426,-1.34767227839
ACH-000427,-1.48629211156
ACH-000433,-1.4950730092
ACH-000436,-1.31286514741
ACH-000444,-1.3297031966
ACH-000445,-1.56935432361
ACH-000448,-1.64945222276
ACH-000450,-1.3989766156
ACH-000452,-1.5100309828999998
ACH-000454,-1.3986355662099998
ACH-000458,-1.1381987538
ACH-000459,-1.18983486063
ACH-000460,-1.5167443014200002
ACH-000461,-1.3521362722999999
ACH-000463,-1.35365747979
ACH-000464,-1.56702999081
ACH-000466,-1.54819052588
ACH-000467,-1.26029370717
ACH-000468,-1.6637427741
ACH-000469,-1.5199600812799998
ACH-000470,-1.85425101868
ACH-000471,-1.4926430053200002
ACH-000472,-1.5025490792700003
ACH-000473,-1.45449185497
ACH-000475,-1.2776314375
ACH-000476,-1.4241952448
ACH-000477,-1.67878105307
ACH-000480,-1.4007393586399999
ACH-000481,-1.61477930074
ACH-000483,-1.4084372956400002
ACH-000484,-1.51605438611
ACH-000485,-1.8282726748400002
ACH-000486,-1.14134714476
ACH-000487,-1.4082330224000001
ACH-000488,-1.30990466205
ACH-000490,-1.33123394771
ACH-000491,-1.56538406787
ACH-000495,-1.5188489332799997
ACH-000496,-1.3813050898600001
ACH-000499,-1.26133643482
ACH-000500,-1.50703288599
ACH-000502,-1.39248448477
ACH-000503,-1.64906397741
ACH-000505,-1.41096015484
ACH-000507,-1.4629841895
ACH-000510,-1.6785931474
ACH-000511,-1.637008292
ACH-000512,-1.54498749067
ACH-000516,-1.25451155965
ACH-000517,-1.4524119160799998
ACH-000518,-1.46668840996
ACH-000520,-1.5985548443700002
ACH-000521,-1.1521047646200002
ACH-000522,-1.41632513992
ACH-000524,-1.5254857704799998
ACH-000527,-1.5009340153100001
ACH-000528,-1.37174988218
ACH-000537,-1.3542625675600002
ACH-000541,-1.43058085391
ACH-000542,-1.5660310229799999
ACH-000544,-1.54986143109
ACH-000545,-1.30836186554
ACH-000547,-1.4608707370700003
ACH-000548,-1.32899109095
ACH-000549,-1.4120659694100002
ACH-000550,-1.08795927847
ACH-000552,-1.4286498809700001
ACH-000556,-1.60773105455
ACH-000557,-2.0794331139400004
ACH-000570,-1.54950724667
ACH-000571,-1.56045591848
ACH-000573,-1.4732026367200002
ACH-000576,-1.17635473521
ACH-000580,-1.2320056856000001
ACH-000584,-1.45723445027
ACH-000585,-1.49836233156
ACH-000588,-1.33838920555
ACH-000589,-1.43361023698
ACH-000591,-1.3306545159299998
ACH-000593,-1.48442099262
ACH-000600,-1.47649080465
ACH-000601,-1.49239687874
ACH-000604,-1.17480082846
ACH-000605,-1.25914866757
ACH-000606,-1.28440755529
ACH-000608,-2.24222866681
ACH-000614,-1.1976402372600001
ACH-000616,-1.38826318951
ACH-000618,-1.4378519709200002
ACH-000619,-1.70543204892
ACH-000620,-1.5164252044100002
ACH-000621,-1.18593921901
ACH-000622,-1.43266009875
ACH-000623,-1.5013258644
ACH-000624,-1.67283472002
ACH-000627,-1.5837246907
ACH-000630,-1.6992786742100001
ACH-000632,-1.39835006025
ACH-000633,-1.5540384473500002
ACH-000637,-1.3597828983700002
ACH-000638,-1.51082633069
ACH-000646,-1.24276819998
ACH-000647,-1.30456487942
ACH-000648,-1.9637357254700003
ACH-000649,-1.6757919769
ACH-000651,-1.5804628428100003
ACH-000652,-1.5328885570500002
ACH-000653,-1.43259912224
ACH-000657,-1.51414311539
ACH-000658,-1.3063517517299998
ACH-000661,-1.45452349747
ACH-000662,-2.00014377445
ACH-000663,-1.48696722499
ACH-000665,-1.5380153202000002
ACH-000671,-1.3087021089700002
ACH-000673,-1.5351756371
ACH-000676,-1.43365350896
ACH-000677,-1.6220884610100001
ACH-000681,-1.39211932389
ACH-000682,-1.49275951342
ACH-000683,-1.3913064975799998
ACH-000684,-1.4478302684399997
ACH-000688,-1.22952235546
ACH-000693,-1.55348396882
ACH-000694,-1.4368161103000001
ACH-000695,-1.34409729046
ACH-000696,-1.3572349915600002
ACH-000697,-1.37265450304
ACH-000699,-1.2011282444700002
ACH-000701,-1.35041491569
ACH-000706,-1.43435649011
ACH-000711,-1.4575579767700002
ACH-000713,-1.1710562745
ACH-000714,-1.2495598910799999
ACH-000718,-1.8354702635099998
ACH-000720,-1.51199277526
ACH-000721,-1.50296539356
ACH-000724,-1.52372915936
ACH-000725,-1.4663336385699999
ACH-000732,-1.5544384846200001
ACH-000734,-1.3935174663
ACH-000735,-1.45451108068
ACH-000736,-1.60864563887
ACH-000738,-1.43369261625
ACH-000746,-1.5718818643999999
ACH-000747,-1.22897056427
ACH-000748,-1.54050727168
ACH-000753,-1.5773681886700002
ACH-000756,-1.49267035534
ACH-000757,-1.31417536614
ACH-000758,-1.3055200475700002
ACH-000760,-1.37862221006
ACH-000763,-1.3826947105399998
ACH-000764,-1.49013308484
ACH-000765,-1.36445774834
ACH-000766,-1.5616828008399999
ACH-000767,-1.46445818216
ACH-000768,-1.38844124878
ACH-000769,-1.67533879144
ACH-000770,-1.62381062907
ACH-000771,-1.13477716755
ACH-000773,-1.48924964855
ACH-000776,-1.49682772366
ACH-000777,-1.6502342613799998
ACH-000778,-1.0903744447
ACH-000781,-1.29771441215
ACH-000782,-1.2530627509
ACH-000783,-1.05415996189
ACH-000784,-1.48257475891
ACH-000785,-1.61590455639
ACH-000787,-1.5823447693200001
ACH-000788,-1.44050660662
ACH-000791,-1.26900728899
ACH-000792,-1.4334924846500001
ACH-000794,-1.57465874278
ACH-000796,-1.57279812036
ACH-000799,-1.4887814813799998
