,MTERF3 (51001)
ACH-000004,-0.111254122939
ACH-000007,-0.6148627004789999
ACH-000009,-0.144304305894
ACH-000011,-0.0809951287464
ACH-000012,-0.453967713759
ACH-000013,-0.533026008932
ACH-000014,-0.386004354627
ACH-000015,-0.48465089240099996
ACH-000017,-0.305113254395
ACH-000018,-0.378456503632
ACH-000019,-0.39113145575400005
ACH-000021,-0.281508610512
ACH-000022,-0.39488724929799995
ACH-000025,-0.131575034787
ACH-000028,-0.471474066339
ACH-000030,-0.174057431887
ACH-000035,-0.5488340969919999
ACH-000036,-0.0717097184899
ACH-000037,-0.498608615893
ACH-000039,-0.61855499138
ACH-000040,-0.295858800947
ACH-000041,-0.364640566955
ACH-000042,-0.114812755151
ACH-000045,-0.218664503402
ACH-000047,-0.654475442048
ACH-000052,-0.28185270425299996
ACH-000053,-0.272729781946
ACH-000054,-0.453758760391
ACH-000055,-0.369634830303
ACH-000060,-0.19554276665399997
ACH-000067,-0.351411564047
ACH-000070,-0.050341639301399996
ACH-000075,-0.244427195077
ACH-000078,-0.17314441836199998
ACH-000082,-0.40959017671400005
ACH-000085,-0.155253728329
ACH-000086,-0.44389125883999997
ACH-000087,-0.742591516469
ACH-000092,-0.36295782902900003
ACH-000095,-0.08243595711089999
ACH-000097,-0.291088083213
ACH-000098,-0.231233175816
ACH-000099,-0.324596406758
ACH-000108,-0.0967598181365
ACH-000113,-0.5224168016699999
ACH-000115,-0.29663071371599997
ACH-000116,-0.313916847213
ACH-000118,-0.640338345197
ACH-000120,-0.11590842763800001
ACH-000123,-0.45875287425399996
ACH-000127,-0.40490563477499997
ACH-000128,-0.537660440434
ACH-000132,-0.189706063708
ACH-000133,-0.245072851786
ACH-000137,-0.145110230338
ACH-000138,-0.16968979720400001
ACH-000142,-0.130502209756
ACH-000143,-0.45540403199600005
ACH-000146,-0.288120503875
ACH-000148,-0.447846631612
ACH-000150,-0.641485550289
ACH-000152,-0.309497944246
ACH-000153,-0.281962138086
ACH-000159,-0.256667234851
ACH-000160,-0.726476689802
ACH-000163,-0.279044253349
ACH-000167,-0.109188662357
ACH-000168,-0.322330838623
ACH-000169,-0.4510920345
ACH-000178,-0.395839291968
ACH-000182,-0.531279692388
ACH-000183,-0.27409082663
ACH-000188,-0.404513270209
ACH-000189,-0.160558091091
ACH-000190,-0.352343715253
ACH-000198,-0.0948488481566
ACH-000204,-0.141461868001
ACH-000206,-0.261217947258
ACH-000207,-0.625711274912
ACH-000211,-0.325688447268
ACH-000215,-0.357357761741
ACH-000221,-0.5504271588040001
ACH-000222,-0.230876649214
ACH-000223,-0.40070100090300004
ACH-000226,-0.268306168733
ACH-000227,-0.256190980138
ACH-000228,-0.141399132387
ACH-000231,-0.23531898997099998
ACH-000232,-0.389147469107
ACH-000233,-0.39960369984800004
ACH-000234,-0.23326480050999998
ACH-000235,-0.212207151007
ACH-000237,-0.19069487811799998
ACH-000238,-0.19545741042
ACH-000243,-0.22135429912300003
ACH-000244,-0.23967270311
ACH-000246,-0.510882314979
ACH-000248,-0.8184645338300001
ACH-000250,-0.0119626916597
ACH-000251,-0.26199167139
ACH-000253,-0.0665296984421
ACH-000255,-0.20021273438700002
ACH-000256,-0.418677044247
ACH-000257,-0.511208472883
ACH-000258,-0.41638287241800004
ACH-000259,-0.479489501476
ACH-000260,-0.268800962389
ACH-000261,-0.134256387964
ACH-000262,-0.230556613037
ACH-000263,-0.45473796565499996
ACH-000264,-0.253057688789
ACH-000265,-0.672252760627
ACH-000266,-0.152826894665
ACH-000272,-0.209020128812
ACH-000273,-0.225896475682
ACH-000274,-0.317928333225
ACH-000277,-0.32148039186599997
ACH-000278,-0.14003546987600002
ACH-000279,-0.26728669350900003
ACH-000280,-0.190688747756
ACH-000281,-0.22852533571199998
ACH-000288,-0.135529177666
ACH-000291,-0.34821214381099996
ACH-000293,-0.46051661278899997
ACH-000294,-0.24761758235999998
ACH-000295,-0.288520871334
ACH-000296,-0.22775868951499997
ACH-000302,-0.208004318897
ACH-000304,-0.490781619838
ACH-000307,-0.23018953547200002
ACH-000308,-0.267564780093
ACH-000310,-0.315016353817
ACH-000311,-0.136335893215
ACH-000312,-0.301974933801
ACH-000315,-0.338361152626
ACH-000316,-0.385649339179
ACH-000317,-0.361927454753
ACH-000318,-0.17263919139000003
ACH-000319,-0.260151011518
ACH-000320,-0.42511990593000004
ACH-000322,-0.7638353842550001
ACH-000323,-0.433338953754
ACH-000324,-0.0686386425946
ACH-000329,-0.44134472796700003
ACH-000330,-0.313223350385
ACH-000331,-0.35598890230999997
ACH-000332,-0.0930542482519
ACH-000334,-0.38373622222900006
ACH-000335,-0.512009476821
ACH-000336,-0.251524420629
ACH-000337,-0.278926431149
ACH-000339,-0.354119561104
ACH-000341,-0.247660299012
ACH-000348,-0.198012266853
ACH-000350,-0.307989419004
ACH-000352,-0.276961522705
ACH-000356,-0.195544166862
ACH-000361,-0.115265597698
ACH-000362,-0.157808513599
ACH-000363,-0.11135845319599999
ACH-000364,-0.76904125214
ACH-000365,-0.253198376607
ACH-000366,-0.100257646271
ACH-000368,-0.125821623495
ACH-000374,-0.292686942989
ACH-000375,-0.37413028929700004
ACH-000376,-0.490398213165
ACH-000381,-0.42173687503300006
ACH-000383,-0.320627421602
ACH-000387,-0.320415025527
ACH-000389,-0.0830973116415
ACH-000390,-0.320027265765
ACH-000393,-0.281247431005
ACH-000395,-0.0358001518859
ACH-000397,-0.00297623686645
ACH-000401,-0.5727664068580001
ACH-000402,-0.162685200683
ACH-000403,-0.22417485629
ACH-000404,-0.40758920321099995
ACH-000406,-0.396745911817
ACH-000407,-0.256017891843
ACH-000408,-0.465286784925
ACH-000410,-0.415668909357
ACH-000411,-0.116034700953
ACH-000414,-0.238256852667
ACH-000415,-0.357804350844
ACH-000416,-0.263468839309
ACH-000420,-0.241542050889
ACH-000421,-0.169963411645
ACH-000424,-0.397076816463
ACH-000425,-0.472500420928
ACH-000426,-0.231940286409
ACH-000427,-0.477992410348
ACH-000433,-0.40158809488499997
ACH-000436,-0.181215639453
ACH-000444,-0.407188028157
ACH-000445,-0.162824984264
ACH-000448,-0.273010403769
ACH-000450,-0.666926468645
ACH-000452,-0.281721274485
ACH-000454,-0.331631713149
ACH-000458,-0.44705076815
ACH-000459,-0.796313813839
ACH-000460,-0.332781045401
ACH-000461,-0.306831261565
ACH-000463,-0.254376980791
ACH-000464,-0.286012955209
ACH-000466,-0.170241302682
ACH-000467,-0.643959509783
ACH-000468,-0.384942226258
ACH-000469,-0.48247195647
ACH-000470,-0.238392437624
ACH-000471,-0.225051014714
ACH-000472,-0.28653991044300003
ACH-000473,-0.386475809279
ACH-000475,-0.296202930165
ACH-000476,-0.699021760078
ACH-000477,-0.526583220663
ACH-000480,-0.503723642296
ACH-000481,-0.26670138171700003
ACH-000483,-0.453761951946
ACH-000484,-0.09537282538149999
ACH-000485,-0.105558788465
ACH-000486,-0.292986381122
ACH-000487,-0.35186478117700004
ACH-000488,-0.69075200105
ACH-000490,-0.49137810310400004
ACH-000491,-0.399636380457
ACH-000495,-0.0979737252894
ACH-000496,-0.22909050957899998
ACH-000499,-0.599972427852
ACH-000500,-0.095072113061
ACH-000502,-0.210777117773
ACH-000503,-0.656976895909
ACH-000505,-0.28883897190900004
ACH-000507,-0.45367040247699997
ACH-000510,-0.300917900787
ACH-000511,-0.222808559749
ACH-000512,-0.38597241677599997
ACH-000516,-0.36882469906800003
ACH-000517,-0.152123261924
ACH-000518,-0.155135470854
ACH-000520,0.07727839394569999
ACH-000521,-0.260277043656
ACH-000522,-0.328543671524
ACH-000524,-0.25197358808200004
ACH-000527,-0.621126818022
ACH-000528,-0.439777169124
ACH-000537,-0.501809967464
ACH-000541,-0.415830587724
ACH-000542,-0.290471936922
ACH-000544,-0.474475271836
ACH-000545,-0.427549183336
ACH-000547,-0.282674364949
ACH-000548,-0.22782314101
ACH-000549,-0.508110282405
ACH-000550,-0.283143163062
ACH-000552,-0.45350376650700003
ACH-000556,-0.351383380217
ACH-000557,-0.315668384328
ACH-000570,-0.430965715904
ACH-000571,-0.201696553352
ACH-000573,-0.39760641277
ACH-000576,-0.075050639662
ACH-000580,-0.139068884998
ACH-000584,-0.231267460909
ACH-000585,-0.1566638331
ACH-000588,-0.163047181843
ACH-000589,-0.362441098596
ACH-000591,-0.23318384636
ACH-000593,-0.30494038866900003
ACH-000600,-0.314828315684
ACH-000601,-0.47863567919100003
ACH-000604,-0.34276061608499997
ACH-000605,-0.291939670893
ACH-000606,-0.43868481720299995
ACH-000608,-0.267084043195
ACH-000614,-0.583071199603
ACH-000616,-0.117941547962
ACH-000618,-0.64025755557
ACH-000619,-0.24876425643000002
ACH-000620,-0.107655534208
ACH-000621,-0.20777153342399998
ACH-000622,-0.41315709766099995
ACH-000623,-0.212976643372
ACH-000624,-0.0674901268699
ACH-000627,-0.405492406322
ACH-000630,-0.5617077303620001
ACH-000632,-0.206475503222
ACH-000633,-0.539460075023
ACH-000637,-0.341705541444
ACH-000638,-0.37897334173299996
ACH-000646,-0.519053850776
ACH-000647,-0.438801621648
ACH-000648,-0.48177649768200004
ACH-000649,-0.163648976187
ACH-000651,-0.584716758504
ACH-000652,-0.220015148559
ACH-000653,-0.190411663703
ACH-000657,-0.386359941123
ACH-000658,-0.242567035571
ACH-000661,-0.432327736328
ACH-000662,-0.11526701188300001
ACH-000663,-0.39731745357500003
ACH-000665,-0.177917441762
ACH-000671,-0.487038171858
ACH-000673,-0.22095134037300002
ACH-000676,-0.47615728087399994
ACH-000677,-0.642668546276
ACH-000681,-0.21164573455
ACH-000682,-0.339555955838
ACH-000683,-0.314503277529
ACH-000684,-0.25214238868
ACH-000688,-0.309410167216
ACH-000693,-0.382726098914
ACH-000694,-0.693119651847
ACH-000695,-0.126194392707
ACH-000696,-0.33110330988200004
ACH-000697,-0.7350792200660001
ACH-000699,-0.35117657619900006
ACH-000701,-0.48766231901999996
ACH-000706,-0.383540958665
ACH-000711,-0.225877758494
ACH-000713,-0.237656977022
ACH-000714,-0.0706085644522
ACH-000718,-0.18672608
ACH-000720,-0.301222908013
ACH-000721,-0.19525362982799999
ACH-000724,-0.23751322796500002
