,ITFG1 (81533)
ACH-000004,0.17695808260899998
ACH-000007,0.0155599784582
ACH-000009,0.167482335525
ACH-000011,0.11847725687999999
ACH-000012,-0.044069880603300006
ACH-000013,0.0939962609372
ACH-000014,0.159094680188
ACH-000015,0.09718152647560001
ACH-000017,0.14815539476700001
ACH-000018,0.102270826268
ACH-000019,-0.0308957899913
ACH-000021,-0.04634644570730001
ACH-000022,0.05219598928019999
ACH-000025,0.157111909211
ACH-000028,0.118211918884
ACH-000030,0.0322077340737
ACH-000035,0.0273880821063
ACH-000036,0.201172760133
ACH-000037,-0.108674632925
ACH-000039,0.0670890362583
ACH-000040,0.241894860425
ACH-000041,0.311242595297
ACH-000042,0.0147141908513
ACH-000045,0.0129133604113
ACH-000047,0.0712797853325
ACH-000052,0.0951973180371
ACH-000053,0.06433271303190001
ACH-000054,0.09991292182810001
ACH-000055,0.0992137555586
ACH-000060,0.213880693534
ACH-000067,0.28263390530099997
ACH-000070,0.160602904065
ACH-000075,0.372002865327
ACH-000078,0.169698326704
ACH-000082,0.193239411014
ACH-000085,-0.013137247523299998
ACH-000086,-0.0895260054717
ACH-000087,-0.111721554439
ACH-000092,-0.13297701476399998
ACH-000095,0.07733881412539999
ACH-000097,-0.0420136568909
ACH-000098,-0.056331477296299996
ACH-000099,0.023301416475200003
ACH-000108,0.125405774221
ACH-000113,0.108330121523
ACH-000115,0.147295142446
ACH-000116,0.176727398983
ACH-000118,0.0057611352490299994
ACH-000120,0.0579643316048
ACH-000123,-0.06536595479980001
ACH-000127,-0.029451932580800002
ACH-000128,0.275056663626
ACH-000132,0.0287364876975
ACH-000133,-0.00164500511593
ACH-000137,0.132309762538
ACH-000138,0.15707587964000003
ACH-000142,0.0191339106063
ACH-000143,0.211957821301
ACH-000146,0.0639117899081
ACH-000148,0.0542532214344
ACH-000150,0.275497049393
ACH-000152,0.104362781588
ACH-000153,0.0179148456529
ACH-000159,0.213685785118
ACH-000160,0.0310306223633
ACH-000163,0.0685312747901
ACH-000167,0.105273839043
ACH-000168,0.10510522916099999
ACH-000169,0.209750830522
ACH-000178,0.153500250578
ACH-000182,-0.0233694803217
ACH-000183,-0.0375116960975
ACH-000188,0.095786570162
ACH-000189,0.32832841264699997
ACH-000190,0.179431733223
ACH-000198,0.127135871487
ACH-000204,0.0527260271419
ACH-000206,0.10105725411699999
ACH-000207,-0.04496360163930001
ACH-000211,0.0462293192719
ACH-000215,0.185574527464
ACH-000221,0.133860385812
ACH-000222,-0.00987105525152
ACH-000223,0.07671723385260001
ACH-000226,-0.09296657900760001
ACH-000227,0.08207298403850001
ACH-000228,0.140697168771
ACH-000231,0.09210654574789999
ACH-000232,0.150963638313
ACH-000233,0.15359509212300002
ACH-000234,0.22283992667199998
ACH-000235,0.012303242907
ACH-000237,0.0448745507856
ACH-000238,0.0400823313039
ACH-000243,0.049714110983800006
ACH-000244,0.0792654894989
ACH-000246,0.166225924117
ACH-000248,0.000330069739221
ACH-000250,0.22956523398200002
ACH-000251,0.0388676607687
ACH-000253,-0.00729670518956
ACH-000255,0.0266912254012
ACH-000256,0.360499908641
