,RPL23A (6147)
ACH-000004,-1.0830378055299998
ACH-000007,-1.36771813944
ACH-000009,-1.35759830058
ACH-000011,-1.22709629767
ACH-000012,-1.16976040147
ACH-000013,-1.1982423064899999
ACH-000014,-1.49523796488
ACH-000015,-1.3228932573799999
ACH-000017,-0.8350734191760001
ACH-000018,-1.0439718002200002
ACH-000019,-1.48681943315
ACH-000021,-1.3966948244100001
ACH-000022,-1.0657187292899999
ACH-000025,-0.906468089017
ACH-000028,-1.15851006049
ACH-000030,-1.27707450719
ACH-000035,-1.04148126685
ACH-000036,-1.1125535531200001
ACH-000037,-2.21498722136
ACH-000039,-1.28498038564
ACH-000040,-1.02096071808
ACH-000041,-1.24392478838
ACH-000042,-1.1165238690100001
ACH-000045,-1.41929054478
ACH-000047,-1.20266426266
ACH-000052,-0.901894244932
ACH-000053,-1.1034476045100001
ACH-000054,-1.02524117949
ACH-000055,-1.0259133527200002
ACH-000060,-1.1865612323399999
ACH-000067,-0.935043167383
ACH-000070,-1.19482577439
ACH-000075,-0.9993798475700001
ACH-000078,-1.2712646258700002
ACH-000082,-1.2135911744299999
ACH-000085,-0.950793515364
ACH-000086,-1.26363987501
ACH-000087,-1.15940650768
ACH-000092,-1.20926908341
ACH-000095,-1.22724418941
ACH-000097,-1.08364552615
ACH-000098,-1.15979923112
ACH-000099,-1.35113958408
ACH-000108,-1.0695618216
ACH-000113,-1.24556307059
ACH-000115,-1.38719085074
ACH-000116,-0.7728566451710001
ACH-000118,-1.27831308988
ACH-000120,-1.32213568046
ACH-000123,-1.29784386392
ACH-000127,-1.06508759928
ACH-000128,-0.934481014533
ACH-000132,-1.2283236424700001
ACH-000133,-1.0704438918799999
ACH-000137,-1.10853348047
ACH-000138,-1.33423012124
ACH-000142,-0.985777959726
ACH-000143,-1.11846728122
ACH-000146,-1.67001141373
ACH-000148,-1.37555167692
ACH-000150,-1.43414426166
ACH-000152,-1.2563889577200003
ACH-000153,-0.993534796173
ACH-000159,-1.37557465322
ACH-000160,-1.0327146495100001
ACH-000163,-1.18312001802
ACH-000167,0.9082366962620001
ACH-000168,-1.4547758850499999
ACH-000169,-1.11653562142
ACH-000178,-1.2250077879
ACH-000182,-1.1843917584299999
ACH-000183,-1.27284099384
ACH-000188,-1.2944303649
ACH-000189,-1.3840505486
ACH-000190,-1.0180905446200001
ACH-000198,-1.3219042034100001
ACH-000204,-1.3711243939500002
ACH-000206,-1.59680226133
ACH-000207,-0.736535533231
ACH-000211,-1.2700288916299998
ACH-000215,-1.21776769571
ACH-000221,-1.11265298145
ACH-000222,-1.4250489776700002
ACH-000223,-1.2354842805600001
ACH-000226,-1.29196560151
ACH-000227,-1.61651815144
ACH-000228,-0.985767116014
ACH-000231,-1.32267786443
ACH-000232,-1.28765091164
ACH-000233,-1.14219628358
ACH-000234,-1.33802376064
ACH-000235,-1.3293685383
ACH-000237,-1.07735974273
ACH-000238,-1.3551940009999999
ACH-000243,-1.1419114527
ACH-000244,-1.1189869720399999
ACH-000246,-1.18469388494
ACH-000248,-0.749547621391
ACH-000250,-1.19421188791
ACH-000251,-1.25537107027
ACH-000253,-0.982338887281
ACH-000255,-1.01693225151
ACH-000256,-1.26212945581
ACH-000257,-1.61953025081
ACH-000258,-1.15885552455
ACH-000259,-1.34821639893
ACH-000260,-1.19398763806
ACH-000261,-1.2510436464899999
ACH-000262,-0.928018699813
ACH-000263,-1.16714944134
ACH-000264,-1.21026771969
ACH-000265,-1.3204040429600001
ACH-000266,-0.926806542329
ACH-000272,-1.1826399807999999
ACH-000273,-1.2012032878399999
ACH-000274,-1.3804411592599999
ACH-000277,-1.04388710707
ACH-000278,-1.1303453506
ACH-000279,-1.10971914987
ACH-000280,-1.1679228601
ACH-000281,-0.975940683645
ACH-000288,-1.2390242446
ACH-000291,-1.09385959963
ACH-000293,-1.1876679588099999
ACH-000294,-1.16080700551
ACH-000295,-0.9919831152330001
ACH-000296,-1.4440536116999998
ACH-000302,-1.08452204861
ACH-000304,-1.4252646297799998
ACH-000307,-0.9850405831899999
ACH-000308,-1.30361003623
ACH-000310,-1.20173880183
ACH-000311,-1.2618885690000001
ACH-000312,-1.1380518818799998
ACH-000315,-1.2641446567499999
ACH-000316,-1.32247555429
ACH-000317,-0.8997950867560001
ACH-000318,-1.11564051785
ACH-000319,-0.996158156388
ACH-000320,-1.2447949774200002
ACH-000322,-1.37065028773
ACH-000323,-1.26512624383
ACH-000324,-1.26353993757
ACH-000329,-1.39976082762
ACH-000330,-0.591010112468
ACH-000331,-1.14839343748
ACH-000332,-1.27598172767
ACH-000334,-1.14297127711
ACH-000335,-1.45457015153
ACH-000336,-1.3510848932600001
ACH-000337,-0.990326502313
ACH-000339,-1.31003336689
ACH-000341,-1.49606947372
ACH-000348,-1.27566940449
ACH-000350,-1.5189936786000002
ACH-000352,-1.1056900726899999
ACH-000356,-0.927873674449
ACH-000361,-1.52304886097
ACH-000362,-1.5808498928499999
ACH-000363,-1.32598006782
ACH-000364,-1.2414610122399998
ACH-000365,-1.2135447229799998
ACH-000366,-1.2002318759700001
ACH-000368,-1.2943330210700001
ACH-000374,-1.02805100909
ACH-000375,-1.7142962515
ACH-000376,-1.24536624078
ACH-000381,-1.4329253678
ACH-000383,-1.19875819741
ACH-000387,-1.46248685129
ACH-000389,-1.1461644824700001
ACH-000390,-1.0861017115
ACH-000393,-1.11162174907
ACH-000395,-1.05791902449
ACH-000397,-1.1731110222799999
ACH-000401,-1.0812255885600002
ACH-000402,-1.33528605877
ACH-000403,-1.24937881227
ACH-000404,-1.6391504162000001
ACH-000406,-1.57510330444
ACH-000407,-0.984166506408
ACH-000408,-1.08959557582
ACH-000410,-1.28373954456
ACH-000411,-1.2782409659
ACH-000414,-1.38545458859
ACH-000415,-1.21311872545
ACH-000416,-1.10832358549
ACH-000420,-1.3204178281799999
ACH-000421,-1.01839366672
ACH-000424,-1.32624842921
ACH-000425,-0.865547844721
ACH-000426,-1.32306297509
ACH-000427,-1.2246576718200002
ACH-000433,-1.3977944083200002
ACH-000436,-1.28949462996
ACH-000444,-1.0242073558
ACH-000445,-1.27756203154
ACH-000448,-1.34188846078
ACH-000450,-1.90353162827
ACH-000452,-1.1018047677299998
ACH-000454,-0.6803323230930001
ACH-000458,-1.14192595673
ACH-000459,-1.31878929654
ACH-000460,-1.0840057999400001
ACH-000461,-1.0467718485
ACH-000463,-1.0679554395200002
ACH-000464,-1.23487671361
ACH-000466,-1.0795848641299999
ACH-000467,-1.24036188537
ACH-000468,-1.31502716671
ACH-000469,-1.36168678169
ACH-000470,-1.28278422765
ACH-000471,-1.32963591982
ACH-000472,-1.27701623314
ACH-000473,-1.2855347468
ACH-000475,-1.23437545606
ACH-000476,-1.20774178976
ACH-000477,-1.91249224009
ACH-000480,-1.0396243866
ACH-000481,-1.31598611183
ACH-000483,-1.0893943039
ACH-000484,-1.57230669223
ACH-000485,-1.29940996035
ACH-000486,-1.15082796339
ACH-000487,-1.3670047029799999
ACH-000488,-1.34133700812
ACH-000490,-0.9928087537870001
ACH-000491,-1.266537627
ACH-000495,-1.3065292278
ACH-000496,-1.07001841683
ACH-000499,-1.3925452060699999
ACH-000500,-1.17728894796
ACH-000502,-1.0512001209200001
ACH-000503,-1.3814665448199999
ACH-000505,-1.1145457270399999
ACH-000507,-1.2413883344399999
ACH-000510,-1.48873905947
ACH-000511,-0.884712383892
ACH-000512,-1.27424300722
ACH-000516,-1.2295728460700002
ACH-000517,-1.1627242116
ACH-000518,-1.0085831292299998
ACH-000520,-1.3486724089200002
ACH-000521,-1.30141758715
ACH-000522,-1.32422351903
ACH-000524,-1.5061512114700002
ACH-000527,-1.1192495574299999
ACH-000528,-1.00575960307
ACH-000537,-1.23398026207
ACH-000541,-1.30049891508
ACH-000542,-1.08242927575
ACH-000544,-1.30119251939
ACH-000545,-1.01501572234
ACH-000547,-1.2635391089399999
ACH-000548,-1.12924065433
ACH-000549,-1.07084002069
ACH-000550,-1.18857305102
ACH-000552,-1.15413588232
ACH-000556,-1.3889780232799998
ACH-000557,-1.4221046870200003
ACH-000570,-1.30605337201
ACH-000571,-1.47397779051
ACH-000573,-1.21929662976
ACH-000576,-1.1832396310100002
ACH-000580,-1.08141871552
ACH-000584,-1.14454607245
ACH-000585,-1.33785366543
ACH-000588,-1.08029286264
ACH-000589,-1.28526311279
ACH-000591,-1.31296199562
ACH-000593,-1.2983050388500001
ACH-000600,-1.3496705874200001
ACH-000601,-1.22316773745
ACH-000604,-1.55440965058
ACH-000605,-0.803674187341
ACH-000606,-1.03253013169
ACH-000608,-1.6359661813799997
ACH-000614,-1.48071674183
ACH-000616,-1.09644922617
ACH-000618,-1.00083583369
