,CDC25B (994)
ACH-000004,-0.189240353289
ACH-000007,-0.136695526831
ACH-000009,0.0056401261644
ACH-000011,-0.21559412189
ACH-000012,-0.29438963176
ACH-000013,-0.306041147979
ACH-000014,-0.0209092409228
ACH-000015,-0.216033029366
ACH-000017,-0.14829139002
ACH-000018,-0.9543310648540001
ACH-000019,-0.214700703507
ACH-000021,0.0399703907255
ACH-000022,-0.189014703182
ACH-000025,-0.156575975344
ACH-000028,-0.531581428401
ACH-000030,-0.0548706034932
ACH-000035,-0.273278781897
ACH-000036,-0.400466664835
ACH-000037,-0.184780621071
ACH-000039,-0.223612145236
ACH-000040,-0.408864069397
ACH-000041,-0.274814388362
ACH-000042,-0.8664243064700001
ACH-000045,-0.543376571957
ACH-000047,-0.3159713322
ACH-000052,-0.449998749724
ACH-000053,-0.000793322535906
ACH-000054,-0.382454572976
ACH-000055,-0.43530713542599997
ACH-000060,-0.649025767725
ACH-000067,-0.830966682922
ACH-000070,-0.36889106284100004
ACH-000075,-0.27649566129700004
ACH-000078,-0.20324494526200002
ACH-000082,-0.817729171481
ACH-000085,-0.510501816618
ACH-000086,-0.24913024599599998
ACH-000087,-0.154426366442
ACH-000092,-0.710865225596
ACH-000095,-0.408097557773
ACH-000097,-0.187634216778
ACH-000098,-0.328305464412
ACH-000099,-0.175112538526
ACH-000108,0.024747191378200004
ACH-000113,-0.326978979462
ACH-000115,-0.330824930394
ACH-000116,-0.130293195917
ACH-000118,-0.09199357882069999
ACH-000120,-0.192577917803
ACH-000123,-0.29256990057300003
ACH-000127,-0.260545713889
ACH-000128,-0.832624733909
ACH-000132,-0.0553637154398
ACH-000133,-0.5631264957600001
ACH-000137,-0.235122322302
ACH-000138,-0.0657859368719
ACH-000142,-0.117269838244
ACH-000143,-0.303395833634
ACH-000146,-0.196820399655
ACH-000148,-0.44760656419399997
ACH-000150,-0.722637523606
ACH-000152,-0.553990724429
ACH-000153,-0.342840857321
ACH-000159,-0.643208784789
ACH-000160,-0.504297875258
ACH-000163,-0.580691781376
ACH-000167,-0.7244005287630001
ACH-000168,-0.5008041475289999
ACH-000169,-0.336418490523
ACH-000178,-0.47142450503100003
ACH-000182,-0.247546022302
ACH-000183,-0.18665939958299999
ACH-000188,-0.301407669361
ACH-000189,-0.598042902725
ACH-000190,-0.921256369241
ACH-000198,-0.49884028187
ACH-000204,-0.484316015733
ACH-000206,-0.166928773766
ACH-000207,-0.568554525442
ACH-000211,-0.22682761037799998
ACH-000215,-0.394997306695
ACH-000221,-0.197518093365
ACH-000222,-0.258104403941
ACH-000223,-0.552373891955
ACH-000226,0.128328248122
ACH-000227,0.213482199362
ACH-000228,-0.267246537224
ACH-000231,-0.535303591708
