,PBLD (64081)
ACH-000004,-0.268832172885
ACH-000007,-0.17292309221500002
ACH-000009,-0.09465195909560001
ACH-000011,-0.160817509652
ACH-000012,-0.34955467882200003
ACH-000013,-0.1373362362
ACH-000014,-0.00291223499205
ACH-000015,-0.371267748424
ACH-000017,-0.07116447228310001
ACH-000018,-0.327182051332
ACH-000019,-0.0590938355328
ACH-000021,-0.285046131589
ACH-000022,-0.146778800638
ACH-000025,-0.6275720008060001
ACH-000028,-0.237937133405
ACH-000030,-0.468055263654
ACH-000035,-0.48353767531099995
ACH-000036,-0.241401486976
ACH-000037,-0.230809170688
ACH-000039,-0.228025977555
ACH-000040,-0.10606566965500001
ACH-000041,-0.134363753385
ACH-000042,-0.146175078334
ACH-000045,0.08613107914960001
ACH-000047,-0.08914485061460001
ACH-000052,-0.54036688543
ACH-000053,-0.275083553735
ACH-000054,-0.372508214067
ACH-000055,-0.373964922188
ACH-000060,-0.204600314678
ACH-000067,-0.256504803686
ACH-000070,-0.441993193193
ACH-000075,-0.11982953769400001
ACH-000078,-0.185160996315
ACH-000082,-0.22984683609499998
ACH-000085,0.00678637930818
ACH-000086,-0.349693141536
ACH-000087,-0.225351725536
ACH-000092,-0.270465917543
ACH-000095,-0.13559939938100002
ACH-000097,-0.193717779351
ACH-000098,-0.129061764844
ACH-000099,-0.39731708121799997
ACH-000108,-0.254526746104
ACH-000113,-0.279059316196
ACH-000115,-0.306872772276
ACH-000116,-0.15222609801200002
ACH-000118,-0.314360012504
ACH-000120,-0.225725571153
ACH-000123,-0.282664375207
ACH-000127,-0.267161981421
ACH-000128,-0.136806127906
ACH-000132,-0.30414818068599997
ACH-000133,-0.34115215579999997
ACH-000137,-0.324818293886
ACH-000138,-0.279468670212
ACH-000142,-0.290157737098
ACH-000143,-0.292315218011
ACH-000146,-0.30994152804499997
ACH-000148,-0.331054150951
ACH-000150,-0.2122165366
ACH-000152,-0.26708047706300003
ACH-000153,-0.186439180048
ACH-000159,-0.340087801956
ACH-000160,-0.16037014717
ACH-000163,-0.213541898139
ACH-000167,-0.244777428085
ACH-000168,-0.18827542285799997
ACH-000169,-0.444750890091
ACH-000178,-0.162333110168
ACH-000182,-0.21336843824299997
ACH-000183,-0.195191119386
ACH-000188,-0.323712954833
ACH-000189,-0.33790321938600004
ACH-000190,-0.446176144296
ACH-000198,-0.356145797483
ACH-000204,-0.28967068199
ACH-000206,-0.343488289924
ACH-000207,-0.6880459089219999
ACH-000211,-0.220928556113
ACH-000215,-0.24961007314300002
ACH-000221,-0.23340875698600003
ACH-000222,-0.227000250663
ACH-000223,-0.230142282557
ACH-000226,-0.306693036019
ACH-000227,-0.239226698805
ACH-000228,-0.421885907214
ACH-000231,-0.346236877974
ACH-000232,-0.219553454943
ACH-000233,-0.293312079848
ACH-000234,-0.202099999146
ACH-000235,-0.15707800318
ACH-000237,-0.34827271116499997
ACH-000238,-0.0558076818491
