,MSL2 (55167)
ACH-000004,0.11786796115800001
ACH-000007,-0.225735614081
ACH-000009,-0.137243246087
ACH-000011,-0.121719650586
ACH-000012,-0.0415879921591
ACH-000013,-0.17481370663100002
ACH-000014,-0.44616622554799995
ACH-000015,0.025216430927699998
ACH-000017,-0.020661764955
ACH-000018,-0.0257049518278
ACH-000019,-0.184945747399
ACH-000021,0.0279273692271
ACH-000022,-0.143575725145
ACH-000025,-0.034756732777800003
ACH-000028,-0.05715924949469999
ACH-000030,-0.0630583557009
ACH-000035,0.0657455527488
ACH-000036,-0.147954880678
ACH-000037,-0.0155600651022
ACH-000039,-0.36619653553599996
ACH-000040,0.049584880532400004
ACH-000041,0.0907598424096
ACH-000042,-0.0365285205717
ACH-000045,-0.276310857608
ACH-000047,0.0208142844743
ACH-000052,0.254602458588
ACH-000053,-0.0993382638188
ACH-000054,-0.29098588798700004
ACH-000055,-0.308414721183
ACH-000060,-0.146941671415
ACH-000067,-0.141014733246
ACH-000070,-0.151392576381
ACH-000075,0.039342967814099995
ACH-000078,-0.0763620852641
ACH-000082,0.0333836713545
ACH-000085,-0.269886112246
ACH-000086,0.0224799022609
ACH-000087,0.10330921225800001
ACH-000092,-0.186478961892
ACH-000095,-0.08881055527239999
ACH-000097,0.197573810217
ACH-000098,-0.0983428420984
ACH-000099,-0.255544853106
ACH-000108,0.0383290221544
ACH-000113,0.0146739156034
ACH-000115,-0.25702063913199996
ACH-000116,-0.15571773343800002
ACH-000118,-0.120016933168
ACH-000120,0.40376853057800005
ACH-000123,-0.13360540134
ACH-000127,0.030567978878299998
ACH-000128,-0.152958217943
ACH-000132,-0.174255970438
ACH-000133,-0.0462038051403
ACH-000137,-0.024803933793200002
ACH-000138,-0.0396094367821
ACH-000142,-0.12780644504799998
ACH-000143,-0.002802386202
ACH-000146,-0.130635879157
ACH-000148,0.12348685238399999
ACH-000150,-0.09112324317230001
ACH-000152,0.0264936658933
ACH-000153,0.09507534833249999
ACH-000159,-0.218149479334
ACH-000160,0.21955685543099998
ACH-000163,0.18424709789700003
ACH-000167,0.041230356389599994
ACH-000168,-0.10922518612099999
ACH-000169,0.069201278026
ACH-000178,-0.109722677206
ACH-000182,-0.027330843551500002
ACH-000183,0.0735197127827
ACH-000188,-0.29016651819600003
ACH-000189,-0.22534952010200002
ACH-000190,0.18589957170200003
ACH-000198,-0.21790486726
ACH-000204,0.06879037122069999
ACH-000206,-0.0639120050215
ACH-000207,-0.0716673247592
ACH-000211,-0.0461344480456
ACH-000215,0.0454333411417
ACH-000221,-0.035893799101400004
ACH-000222,-0.25639711797
ACH-000223,-0.175661039613
ACH-000226,-0.42877710479099995
ACH-000227,-0.063232454154
ACH-000228,0.250442442245
ACH-000231,-0.07629307006739999
ACH-000232,-0.14053005974000002
ACH-000233,-0.393603039788
ACH-000234,-0.145185261041
ACH-000235,-0.10737631785499999
ACH-000237,0.0496265106319
ACH-000238,-0.07051291222060001
ACH-000243,0.0390748816094
ACH-000244,0.0244245702732
ACH-000246,-0.232175953323
ACH-000248,0.00860245688309
ACH-000250,-0.168114410387
ACH-000251,0.172993548582
ACH-000253,0.0682753416519
ACH-000255,-0.00325543683816
ACH-000256,-0.00431085219768
ACH-000257,-0.136557172281
ACH-000258,0.0381960464851
ACH-000259,0.0775353958863
ACH-000260,-0.0610649357391
ACH-000261,0.0793910941527
ACH-000262,-0.26910411465100004
ACH-000263,-0.308213712325
ACH-000264,-0.0868710307815
ACH-000265,-0.0218403658844
ACH-000266,-0.00427364733891
ACH-000272,-0.255099098581
ACH-000273,-0.10588232008
ACH-000274,0.0411516130682
ACH-000277,0.195274336991
ACH-000278,0.0196293111481
ACH-000279,0.13733420312300001
ACH-000280,-0.5211586638610001
ACH-000281,-0.0781213931748
ACH-000288,0.00823341893758
ACH-000291,-0.13813103308900002
ACH-000293,-0.00178496300202
