,RMDN2 (151393)
ACH-000004,0.124920305324
ACH-000007,0.17649466109099998
ACH-000009,-0.045550746875400006
ACH-000011,0.0842123142499
ACH-000012,0.045866391688000004
ACH-000013,-0.060432216416100006
ACH-000014,0.118863326852
ACH-000015,0.24372244328099998
ACH-000017,0.09511635288280001
ACH-000018,0.24948519490200002
ACH-000019,-0.182537715196
ACH-000021,0.0619287366468
ACH-000022,-0.0183722303118
ACH-000025,0.0327884742214
ACH-000028,-0.029493528317900003
ACH-000030,0.00122694582398
ACH-000035,-0.0329360550031
ACH-000036,-0.0404079595794
ACH-000037,-0.10079694795800001
ACH-000039,0.037990207118199996
ACH-000040,0.050177244955099995
ACH-000041,0.168562235832
ACH-000042,0.08658167729949999
ACH-000045,0.0680739683418
ACH-000047,-0.141390659524
ACH-000052,0.0658259488476
ACH-000053,0.12875793016200002
ACH-000054,0.194267098165
ACH-000055,0.246393010874
ACH-000060,0.11052311488
ACH-000067,0.038956649059599995
ACH-000070,-0.06233766546180001
ACH-000075,-0.091772108266
ACH-000078,-0.136383453203
ACH-000082,-0.106704667171
ACH-000085,0.006055618951729999
ACH-000086,-0.10508322117900001
ACH-000087,0.0755882480104
ACH-000092,-0.156341911905
ACH-000095,0.015411691052700002
ACH-000097,0.081321615866
ACH-000098,0.0597936604196
ACH-000099,-0.10861014366699999
ACH-000108,0.0940067926355
ACH-000113,-0.007440740228020001
ACH-000115,-0.0860537062971
ACH-000116,-0.040059387388900004
ACH-000118,0.102624003191
ACH-000120,0.251723615432
ACH-000123,-0.0354043693585
ACH-000127,0.020178278591900002
ACH-000128,-0.0676624810982
ACH-000132,-0.127994129505
ACH-000133,-0.158472800926
ACH-000137,0.0720620149825
ACH-000138,0.038617836101
ACH-000142,0.0126613228404
ACH-000143,0.171305661715
ACH-000146,0.00601476237476
ACH-000148,0.028219405783599997
ACH-000150,0.09650596310370001
ACH-000152,-0.0700986145982
ACH-000153,0.38169667111100003
ACH-000159,0.0409655155787
ACH-000160,0.024498447218900002
ACH-000163,-0.056632117932
ACH-000167,0.11757269755899999
ACH-000168,-0.08673468076739999
ACH-000169,0.0199673703713
ACH-000178,-0.019205785108099997
ACH-000182,0.11040647455999998
ACH-000183,0.22168528667800003
ACH-000188,0.08294573788989999
ACH-000189,-0.0456417993455
ACH-000190,0.0756602502668
ACH-000198,-0.0455138593025
ACH-000204,-0.124841524437
ACH-000206,-0.135247401831
ACH-000207,-0.0807568723755
ACH-000211,0.025479575536000002
ACH-000215,-0.056867764971000004
ACH-000221,0.23669919245999999
ACH-000222,0.25023144519699997
ACH-000223,0.11238394844900002
ACH-000226,0.121535706703
ACH-000227,-0.207127069001
ACH-000228,0.167520855623
ACH-000231,-0.00352054442554
ACH-000232,0.0932721923123
ACH-000233,0.0106280576118
ACH-000234,0.03757285092280001
ACH-000235,0.06312926988289999
ACH-000237,-0.0230874980441
ACH-000238,-0.22765239435600002
ACH-000243,0.07145049599389999
ACH-000244,-0.28239738419599997
ACH-000246,-0.0440422976191
ACH-000248,0.124047306698
ACH-000250,0.09261458324660002
ACH-000251,0.238225759892
ACH-000253,-0.0411551266103
ACH-000255,0.0033106746177499996
ACH-000256,-0.10701041075300001
ACH-000257,0.112762097871
ACH-000258,0.265399904265
ACH-000259,-0.0396505151953
ACH-000260,-0.00594549363566
ACH-000261,-0.07959305435769999
ACH-000262,-0.12348589259500001
ACH-000263,0.0865408378871
ACH-000264,0.0466643125289
ACH-000265,0.276482091524
ACH-000266,0.08801029497980001
ACH-000272,-0.0875697052346
ACH-000273,-0.0427206994018
ACH-000274,-0.00199837154519
ACH-000277,-0.11198086015599999
ACH-000278,-0.0830579476667
