,CDK1 (983)
ACH-000004,-1.7935006043400001
ACH-000007,-1.91405111301
ACH-000009,-1.44012735796
ACH-000011,-1.53891580734
ACH-000012,-1.7092492319400001
ACH-000013,-1.61027636417
ACH-000014,-1.91225874188
ACH-000015,-1.7006540699000001
ACH-000017,-1.49984766873
ACH-000018,-1.68499753395
ACH-000019,-1.74987603403
ACH-000021,-1.7604400717900002
ACH-000022,-2.01859478674
ACH-000025,-1.4377375023199999
ACH-000028,-1.82985674218
ACH-000030,-1.82359100803
ACH-000035,-1.3976697412
ACH-000036,-1.83600577812
ACH-000037,-2.08691071167
ACH-000039,-1.9008750910900003
ACH-000040,-1.7335101544099998
ACH-000041,-2.1273352445500002
ACH-000042,-2.01240283518
ACH-000045,-1.7269206533900001
ACH-000047,-1.69369365118
ACH-000052,-1.87622092795
ACH-000053,-1.89563901223
ACH-000054,-1.8277125641099998
ACH-000055,-1.6013068948500002
ACH-000060,-1.73804636433
ACH-000067,-1.79799829254
ACH-000070,-1.71895690884
ACH-000075,-1.82247238504
ACH-000078,-1.80151689849
ACH-000082,-1.70426596539
ACH-000085,-1.7535995139099998
ACH-000086,-1.45925207919
ACH-000087,-1.5487007448399999
ACH-000092,-1.92252666937
ACH-000095,-2.01733047192
ACH-000097,-1.8159416031400002
ACH-000098,-1.6693929025799998
ACH-000099,-1.70059480962
ACH-000108,-1.66613558671
ACH-000113,-1.93425931336
ACH-000115,-2.08971032573
ACH-000116,-1.6382932537700001
ACH-000118,-1.81435530105
ACH-000120,-1.91994478945
ACH-000123,-1.7163829583599999
ACH-000127,-1.6522059306299999
ACH-000128,-1.9547012973
ACH-000132,-1.82763933565
ACH-000133,-1.6920819471200002
ACH-000137,-1.4670064118900001
ACH-000138,-1.8240093007499998
ACH-000142,-1.66318079584
ACH-000143,-1.7531096005200002
ACH-000146,-2.23728461348
ACH-000148,-1.8968594147599998
ACH-000150,-1.7487198437599998
ACH-000152,-1.6923042197799998
ACH-000153,-1.7516362041599998
ACH-000159,-1.59087614814
ACH-000160,-2.4376542380400004
ACH-000163,-2.01666806894
ACH-000167,-1.9708954762200002
ACH-000168,-1.8079570438900003
ACH-000169,-1.57638426165
ACH-000178,-1.7305911496900002
ACH-000182,-1.83508186212
ACH-000183,-1.93555661896
ACH-000188,-1.8176448680500001
ACH-000189,-1.7318740376599997
ACH-000190,-2.09451854343
ACH-000198,-2.02145611606
ACH-000204,-1.60155181544
ACH-000206,-1.35900364046
ACH-000207,-2.55632986043
ACH-000211,-1.6239231832799998
ACH-000215,-1.67361599787
ACH-000221,-1.6585735097299998
ACH-000222,-2.0091106970099997
ACH-000223,-1.94129083107
ACH-000226,-1.5948429179499999
ACH-000227,-2.6561147368599998
