,TIMD4 (91937)
ACH-000004,0.28833075981600004
ACH-000007,0.131786692524
ACH-000009,0.286452023346
ACH-000011,0.127013092965
ACH-000012,0.242637459054
ACH-000013,0.305816391989
ACH-000014,0.08996503541539999
ACH-000015,0.173053380207
ACH-000017,0.249248189342
ACH-000018,0.20881711751600002
ACH-000019,0.264718192201
ACH-000021,0.11292268524599999
ACH-000022,0.304709828104
ACH-000025,0.267482587102
ACH-000028,0.34483093869900006
ACH-000030,0.21473759300700002
ACH-000035,0.30908121795800003
ACH-000036,0.316459787682
ACH-000037,0.11219694751499999
ACH-000039,0.0138284846062
ACH-000040,0.171511747209
ACH-000041,0.185709145671
ACH-000042,0.15511286857200002
ACH-000045,0.267097743007
ACH-000047,0.18829942425500001
ACH-000052,0.0667757116431
ACH-000053,0.10878152511700001
ACH-000054,0.199126187819
ACH-000055,0.32248046882
ACH-000060,0.125857049716
ACH-000067,0.16158022404
ACH-000070,0.358567885502
ACH-000075,0.157510941772
ACH-000078,0.255339739315
ACH-000082,0.195939646825
ACH-000085,0.206930173734
ACH-000086,0.33436666678800003
ACH-000087,0.386379488315
ACH-000092,0.28738942733399997
ACH-000095,0.20942556341200003
ACH-000097,0.287433635542
ACH-000098,0.313207832493
ACH-000099,0.14692941805
ACH-000108,0.190694604419
ACH-000113,0.241262048377
ACH-000115,0.32201157486800003
ACH-000116,0.291714879293
ACH-000118,0.253387064785
ACH-000120,0.224189193787
ACH-000123,0.336185533505
ACH-000127,0.20497460496199998
ACH-000128,0.1125969729
ACH-000132,0.34193874634800003
ACH-000133,0.143839571086
ACH-000137,0.37133058404200003
ACH-000138,0.152923769402
ACH-000142,0.21696016145799998
ACH-000143,0.232450444091
ACH-000146,0.056353367513600004
ACH-000148,0.193703546154
ACH-000150,-0.012433304236999999
ACH-000152,0.199157133338
ACH-000153,0.472514931417
ACH-000159,0.24702429538400003
ACH-000160,0.281790351442
ACH-000163,0.300066243246
ACH-000167,0.148831341995
ACH-000168,0.028097499794600002
ACH-000169,0.308971056056
ACH-000178,0.173497061309
ACH-000182,0.157980076546
ACH-000183,0.230601812265
ACH-000188,0.162456857529
ACH-000189,0.273656091644
ACH-000190,0.13288653011600002
ACH-000198,0.237326249436
ACH-000204,0.162852140968
ACH-000206,0.00976945475941
ACH-000207,0.187146046637
ACH-000211,0.175140164533
ACH-000215,0.23282503271
ACH-000221,0.291347570213
ACH-000222,0.16693017138900001
ACH-000223,0.202534595722
ACH-000226,0.11932146093
ACH-000227,0.16697224561899998
ACH-000228,0.28042777952
ACH-000231,0.268423032053
ACH-000232,0.0371727549101
ACH-000233,0.21347971027399998
ACH-000234,0.045244411850699995
ACH-000235,0.22284042686500002
ACH-000237,0.24320967465999999
ACH-000238,0.282208586304
ACH-000243,0.23440219755800001
ACH-000244,0.24727631025
ACH-000246,0.272525935218
ACH-000248,0.28278317095
ACH-000250,0.279357393513
ACH-000251,0.19177911139400003
ACH-000253,0.266084558875
ACH-000255,0.28767101402
ACH-000256,0.148497525901
ACH-000257,0.06387019206780001
ACH-000258,0.21078974978300002
ACH-000259,0.144951519661
ACH-000260,0.15833279585899998
ACH-000261,0.22588329392099998
ACH-000262,0.34105046190800004
ACH-000263,0.21345953078899998
ACH-000264,0.11406710800999999
ACH-000265,0.243786850049
ACH-000266,0.110620399955
ACH-000272,0.32874986885
ACH-000273,0.21472277707
ACH-000274,0.127567449092
ACH-000277,0.09557930670219998
ACH-000278,0.276309415779
ACH-000279,0.18068887318799998
ACH-000280,0.22395888476
ACH-000281,0.181834019679
ACH-000288,0.163387027499
ACH-000291,0.22077100132599997
ACH-000293,0.100437061315
ACH-000294,0.164162349732
ACH-000295,0.429275205379
ACH-000296,0.0991103955458
ACH-000302,0.247366851005
ACH-000304,0.36603650643200003
ACH-000307,0.244881961207
ACH-000308,0.277047865503
ACH-000310,0.10124573764
ACH-000311,0.0915943622636
ACH-000312,0.210543224339
ACH-000315,0.317072208285
ACH-000316,0.14396818809800002
ACH-000317,0.173456680749
ACH-000318,0.306942977726
ACH-000319,0.23225307197099998
ACH-000320,0.254548061243
ACH-000322,0.20702290636300003
ACH-000323,0.202946524126
ACH-000324,0.252611050146
ACH-000329,0.14810804169000003
ACH-000330,0.178018949739
ACH-000331,0.31099636407299996
ACH-000332,0.15698254250399998
ACH-000334,0.26214648042399996
ACH-000335,0.213082072526
ACH-000336,0.405333160777
ACH-000337,0.19862627672299998
ACH-000339,0.170833958292
ACH-000341,0.288106105276
ACH-000348,0.122598678622
ACH-000350,0.0774194303577
ACH-000352,0.228571227998
ACH-000356,0.229987192866
ACH-000361,0.0560641860585
ACH-000362,0.11441333285800001
ACH-000363,0.21854241982500003
ACH-000364,0.319934623925
ACH-000365,0.128648103387
ACH-000366,0.17679970321199998
ACH-000368,0.134615434043
ACH-000374,0.205231402625
ACH-000375,0.21605101506299998
ACH-000376,0.248927325577
ACH-000381,0.153552634189
ACH-000383,0.18575897817
ACH-000387,0.195446837329
ACH-000389,0.236505034131
ACH-000390,0.197595047041
ACH-000393,0.09182904087419999
ACH-000395,0.345295172816
ACH-000397,0.190673023452
ACH-000401,0.282692284227
ACH-000402,0.0578317816844
ACH-000403,0.22345924374200002
ACH-000404,0.33786841224299996
ACH-000406,0.202904108397
ACH-000407,0.252549473253
ACH-000408,0.195706638054
ACH-000410,0.28762459941199997
ACH-000411,0.311324358269
ACH-000414,0.196968558877
ACH-000415,0.33117787888300004
ACH-000416,0.21705409743299997
ACH-000420,0.217288120664
ACH-000421,0.241950493794
ACH-000424,0.20570360325599998
ACH-000425,0.22583958466999995
ACH-000426,0.106725860604
ACH-000427,0.231254237748
ACH-000433,0.155371762501
