,PLN (5350)
ACH-000004,-0.052944025649499994
ACH-000007,0.035910860677699996
ACH-000009,-0.0137950289741
ACH-000011,-0.0333509553361
ACH-000012,-0.107817333091
ACH-000013,-0.0295908957718
ACH-000014,0.126860388028
ACH-000015,0.111942425923
ACH-000017,-0.084658404137
ACH-000018,-0.027611145942899998
ACH-000019,0.0959043429915
ACH-000021,-0.11379884613800001
ACH-000022,0.0052434916819899995
ACH-000025,-0.12554632594100001
ACH-000028,-0.154790102237
ACH-000030,-0.059722844622400004
ACH-000035,0.107134952542
ACH-000036,-0.08458175183080001
ACH-000037,0.037583624045800006
ACH-000039,0.022983968153200002
ACH-000040,-0.116154117412
ACH-000041,0.0163790595842
ACH-000042,-0.0455710977891
ACH-000045,0.201641883513
ACH-000047,0.0142345577079
ACH-000052,0.00364993989833
ACH-000053,-0.0707795569933
ACH-000054,-0.0701210807822
ACH-000055,-0.15423243000700002
ACH-000060,-0.2630848686
ACH-000067,-0.016933015888799998
ACH-000070,0.0995087496679
ACH-000075,-0.178895896871
ACH-000078,-0.09321715043239999
ACH-000082,-0.0882556074931
ACH-000085,-0.152247647522
ACH-000086,-0.0156455916357
ACH-000087,-0.09219007790969999
ACH-000092,-0.0367412876335
ACH-000095,0.014023580978000001
ACH-000097,4.07746616425e-05
ACH-000098,0.024763959126900003
ACH-000099,-0.11484880265799999
ACH-000108,0.029637843460000004
ACH-000113,0.043957439603699994
ACH-000115,-0.020618600435
ACH-000116,-0.008635123674549999
ACH-000118,-0.057437209036999996
ACH-000120,0.026954124005200003
ACH-000123,-0.028685044329
ACH-000127,0.0173803435613
ACH-000128,-0.32887585557300003
ACH-000132,-0.10851720776900001
ACH-000133,0.13766567820199999
ACH-000137,0.213095385967
ACH-000138,-0.009685219319790002
ACH-000142,0.037492654668199996
ACH-000143,0.30990739944400003
ACH-000146,0.0112212206199
ACH-000148,0.055259686875
ACH-000150,-0.06092523830709999
ACH-000152,0.06936562973619999
ACH-000153,0.054863315690400004
ACH-000159,0.0529986695986
ACH-000160,-0.0378597949519
ACH-000163,-0.11041502145500001
ACH-000167,0.153468328068
ACH-000168,-0.0408567717989
ACH-000169,-0.020074998256999998
ACH-000178,-0.286739529881
ACH-000182,0.0396674948344
ACH-000183,-0.177560105801
ACH-000188,-0.0897542530876
ACH-000189,0.057963506498499996
ACH-000190,0.137305321611
ACH-000198,0.0382418188866
ACH-000204,0.130331513278
ACH-000206,0.054498774403300004
ACH-000207,-0.026125037853900003
ACH-000211,-0.10438146639000001
ACH-000215,-0.0738876457746
ACH-000221,-0.0400861972495
ACH-000222,-0.0658715678453
ACH-000223,-0.0649808028816
ACH-000226,0.0136219111317
ACH-000227,-0.353489040896
ACH-000228,0.0691492594152
ACH-000231,0.0174273276238
ACH-000232,-0.006509044312119999
ACH-000233,0.0669529284119
ACH-000234,-0.0008685773479590001
ACH-000235,-0.0393532523625
ACH-000237,-0.0331362059742
ACH-000238,-0.019263726043599997
ACH-000243,-0.020894092351500002
ACH-000244,0.241305410005
ACH-000246,0.015988721243200003
ACH-000248,0.161342122957
ACH-000250,-0.0262098402721
ACH-000251,-0.0180689628317
ACH-000253,-0.120375488423
ACH-000255,0.0166010279874
ACH-000256,-0.0564396472607
ACH-000257,-0.399244116492
ACH-000258,-0.16789429493500002
ACH-000259,-0.07272006580839999
ACH-000260,0.0323215902301
ACH-000261,-0.011212144443299998
ACH-000262,0.0114736461909
ACH-000263,0.058861337888
ACH-000264,-0.12027603279999999
ACH-000265,-0.0685221186839
ACH-000266,-0.0530433146671
ACH-000272,-0.09855704350680002
ACH-000273,-0.25992760540300003
ACH-000274,-0.07389077924200001
ACH-000277,-0.0779624621982
ACH-000278,-0.0741919530947
ACH-000279,-0.13137598557
ACH-000280,-0.035483852645300004
ACH-000281,0.04645972062
ACH-000288,0.0646852675826
ACH-000291,0.0267754471765
ACH-000293,-0.07210939274889999
ACH-000294,-0.264997045034
ACH-000295,0.05331077173769999
ACH-000296,-0.089482386889
ACH-000302,-0.0245099282082
ACH-000304,0.26153894868
ACH-000307,0.046049059115000006
ACH-000308,-0.0007817363226719999
ACH-000310,0.11007257305099999
ACH-000311,0.0715755682916
ACH-000312,-0.0717926586803
ACH-000315,0.0753117159633
ACH-000316,-0.11801153195999999
ACH-000317,-0.018306618610200002
ACH-000318,-0.0477118241001
ACH-000319,-0.0286044618865
ACH-000320,-0.151090199387
ACH-000322,-0.0800303971031
ACH-000323,0.0442125124218
ACH-000324,-0.0809516298857
ACH-000329,-0.0400888764862
ACH-000330,-0.043811800791499995
ACH-000331,0.0305446728816
ACH-000332,0.061933004953800004
ACH-000334,-0.278478611469
ACH-000335,-0.20078466356400002
